,Year,Month,Day,Seq,Temp,°C
0,2015,11,1,0,10.0,℃
1,2015,11,1,1,9.0,℃
2,2015,11,1,2,9.0,℃
3,2015,11,1,3,8.0,℃
4,2015,11,1,4,8.0,℃
5,2015,11,1,5,8.0,℃
6,2015,11,1,6,8.0,℃
7,2015,11,1,7,7.0,℃
8,2015,11,1,8,7.0,℃
9,2015,11,1,9,7.0,℃
10,2015,11,1,10,8.0,℃
11,2015,11,1,11,9.0,℃
12,2015,11,1,12,9.0,℃
13,2015,11,1,13,10.0,℃
14,2015,11,1,14,10.0,℃
15,2015,11,1,15,10.0,℃
16,2015,11,1,16,11.0,℃
17,2015,11,1,17,11.0,℃
18,2015,11,1,18,11.0,℃
19,2015,11,1,19,11.0,℃
20,2015,11,1,20,10.0,℃
21,2015,11,1,21,10.5,℃
22,2015,11,1,22,10.0,℃
23,2015,11,1,23,10.0,℃
24,2015,11,2,0,10.0,℃
25,2015,11,2,1,9.0,℃
26,2015,11,2,2,9.0,℃
27,2015,11,2,3,9.0,℃
28,2015,11,2,4,9.0,℃
29,2015,11,2,5,9.0,℃
30,2015,11,2,6,9.0,℃
31,2015,11,2,7,8.5,℃
32,2015,11,2,8,9.0,℃
33,2015,11,2,9,10.0,℃
34,2015,11,2,10,10.5,℃
35,2015,11,2,11,11.0,℃
36,2015,11,2,12,11.0,℃
37,2015,11,2,13,12.5,℃
38,2015,11,2,14,13.0,℃
39,2015,11,2,15,14.0,℃
40,2015,11,2,16,11.5,℃
41,2015,11,2,17,11.0,℃
42,2015,11,2,18,11.0,℃
43,2015,11,2,19,11.5,℃
44,2015,11,2,20,12.0,℃
45,2015,11,2,21,11.0,℃
46,2015,11,2,22,10.5,℃
47,2015,11,2,23,10.0,℃
48,2015,11,3,0,10.0,℃
49,2015,11,3,1,10.0,℃
50,2015,11,3,2,11.0,℃
51,2015,11,3,3,10.5,℃
52,2015,11,3,4,11.0,℃
53,2015,11,3,5,11.0,℃
54,2015,11,3,6,11.0,℃
55,2015,11,3,7,10.5,℃
56,2015,11,3,8,10.5,℃
57,2015,11,3,9,11.0,℃
58,2015,11,3,10,11.5,℃
59,2015,11,3,11,12.0,℃
60,2015,11,3,12,13.0,℃
61,2015,11,3,13,13.0,℃
62,2015,11,3,14,13.0,℃
63,2015,11,3,15,13.0,℃
64,2015,11,3,16,13.0,℃
65,2015,11,3,17,13.0,℃
66,2015,11,3,18,13.0,℃
67,2015,11,3,19,13.5,℃
68,2015,11,3,20,13.0,℃
69,2015,11,3,21,13.0,℃
70,2015,11,3,22,12.0,℃
71,2015,11,3,23,12.0,℃
72,2015,11,4,0,12.0,℃
73,2015,11,4,1,12.0,℃
74,2015,11,4,2,11.5,℃
75,2015,11,4,3,12.0,℃
76,2015,11,4,4,12.0,℃
77,2015,11,4,5,12.0,℃
78,2015,11,4,6,12.0,℃
79,2015,11,4,7,12.0,℃
80,2015,11,4,8,12.0,℃
81,2015,11,4,9,13.0,℃
82,2015,11,4,10,13.5,℃
83,2015,11,4,11,14.0,℃
84,2015,11,4,12,15.0,℃
85,2015,11,4,13,15.0,℃
86,2015,11,4,14,15.0,℃
87,2015,11,4,15,15.0,℃
88,2015,11,4,16,15.0,℃
89,2015,11,4,17,15.0,℃
90,2015,11,4,18,14.0,℃
91,2015,11,4,19,14.5,℃
92,2015,11,4,20,14.0,℃
93,2015,11,4,21,14.0,℃
94,2015,11,4,22,14.0,℃
95,2015,11,4,23,14.0,℃
96,2015,11,5,0,14.0,℃
97,2015,11,5,1,14.0,℃
98,2015,11,5,2,15.0,℃
99,2015,11,5,3,14.0,℃
100,2015,11,5,4,14.0,℃
101,2015,11,5,5,14.0,℃
102,2015,11,5,6,15.0,℃
103,2015,11,5,7,15.0,℃
104,2015,11,5,8,15.0,℃
105,2015,11,5,9,16.0,℃
106,2015,11,5,10,16.0,℃
107,2015,11,5,11,16.0,℃
108,2015,11,5,12,16.0,℃
109,2015,11,5,13,16.0,℃
110,2015,11,5,14,16.0,℃
111,2015,11,5,15,15.0,℃
112,2015,11,5,16,15.0,℃
113,2015,11,5,17,14.0,℃
114,2015,11,5,18,15.0,℃
115,2015,11,5,19,15.0,℃
116,2015,11,5,20,16.0,℃
117,2015,11,5,21,16.0,℃
118,2015,11,5,22,16.0,℃
119,2015,11,5,23,15.5,℃
120,2015,11,6,0,15.0,℃
121,2015,11,6,1,15.0,℃
122,2015,11,6,2,15.0,℃
123,2015,11,6,3,15.0,℃
124,2015,11,6,4,15.0,℃
125,2015,11,6,5,15.0,℃
126,2015,11,6,6,14.0,℃
127,2015,11,6,7,14.5,℃
128,2015,11,6,8,15.0,℃
129,2015,11,6,9,15.0,℃
130,2015,11,6,10,15.0,℃
131,2015,11,6,11,15.5,℃
132,2015,11,6,12,16.5,℃
133,2015,11,6,13,17.0,℃
134,2015,11,6,14,18.0,℃
135,2015,11,6,15,18.0,℃
136,2015,11,6,16,18.0,℃
137,2015,11,6,17,18.0,℃
138,2015,11,6,18,18.0,℃
139,2015,11,6,19,18.0,℃
140,2015,11,6,20,17.5,℃
141,2015,11,6,21,17.0,℃
142,2015,11,6,22,17.0,℃
