,Year-Month-Date,Time,Holiday,Watt
0,2014-02-01,[ 00:00 ],1,414
1,2014-02-01,[ 00:01 ],1,412
2,2014-02-01,[ 00:02 ],1,415
3,2014-02-01,[ 00:03 ],1,415
4,2014-02-01,[ 00:04 ],1,399
5,2014-02-01,[ 00:05 ],1,400
6,2014-02-01,[ 00:06 ],1,397
7,2014-02-01,[ 00:07 ],1,356
8,2014-02-01,[ 00:08 ],1,371
9,2014-02-01,[ 00:09 ],1,262
10,2014-02-01,[ 00:10 ],1,2629
11,2014-02-01,[ 00:11 ],1,2625
12,2014-02-01,[ 00:12 ],1,2608
13,2014-02-01,[ 00:13 ],1,2593
14,2014-02-01,[ 00:14 ],1,2624
15,2014-02-01,[ 00:15 ],1,2621
16,2014-02-01,[ 00:16 ],1,2620
17,2014-02-01,[ 00:17 ],1,2628
18,2014-02-01,[ 00:18 ],1,2636
19,2014-02-01,[ 00:19 ],1,2648
20,2014-02-01,[ 00:20 ],1,2651
21,2014-02-01,[ 00:21 ],1,2626
22,2014-02-01,[ 00:22 ],1,2614
23,2014-02-01,[ 00:23 ],1,2590
24,2014-02-01,[ 00:24 ],1,2635
25,2014-02-01,[ 00:25 ],1,2633
26,2014-02-01,[ 00:26 ],1,2619
27,2014-02-01,[ 00:27 ],1,2611
28,2014-02-01,[ 00:28 ],1,332
29,2014-02-01,[ 00:29 ],1,238
30,2014-02-01,[ 00:30 ],1,190
31,2014-02-01,[ 00:31 ],1,178
32,2014-02-01,[ 00:32 ],1,174
33,2014-02-01,[ 00:33 ],1,175
34,2014-02-01,[ 00:34 ],1,178
35,2014-02-01,[ 00:35 ],1,178
36,2014-02-01,[ 00:36 ],1,175
37,2014-02-01,[ 00:37 ],1,178
38,2014-02-01,[ 00:38 ],1,178
39,2014-02-01,[ 00:39 ],1,177
40,2014-02-01,[ 00:40 ],1,177
41,2014-02-01,[ 00:41 ],1,177
42,2014-02-01,[ 00:42 ],1,176
43,2014-02-01,[ 00:43 ],1,175
44,2014-02-01,[ 00:44 ],1,174
45,2014-02-01,[ 00:45 ],1,177
46,2014-02-01,[ 00:46 ],1,175
47,2014-02-01,[ 00:47 ],1,176
48,2014-02-01,[ 00:48 ],1,178
49,2014-02-01,[ 00:49 ],1,176
50,2014-02-01,[ 00:50 ],1,177
51,2014-02-01,[ 00:51 ],1,176
52,2014-02-01,[ 00:52 ],1,175
53,2014-02-01,[ 00:53 ],1,174
54,2014-02-01,[ 00:54 ],1,174
55,2014-02-01,[ 00:55 ],1,175
56,2014-02-01,[ 00:56 ],1,174
57,2014-02-01,[ 00:57 ],1,173
58,2014-02-01,[ 00:58 ],1,173
59,2014-02-01,[ 00:59 ],1,174
60,2014-02-01,[ 01:00 ],1,176
61,2014-02-01,[ 01:01 ],1,174
62,2014-02-01,[ 01:02 ],1,175
63,2014-02-01,[ 01:03 ],1,175
64,2014-02-01,[ 01:04 ],1,175
65,2014-02-01,[ 01:05 ],1,173
66,2014-02-01,[ 01:06 ],1,174
67,2014-02-01,[ 01:07 ],1,172
68,2014-02-01,[ 01:08 ],1,171
69,2014-02-01,[ 01:09 ],1,170
70,2014-02-01,[ 01:10 ],1,171
71,2014-02-01,[ 01:11 ],1,172
72,2014-02-01,[ 01:12 ],1,170
73,2014-02-01,[ 01:13 ],1,171
74,2014-02-01,[ 01:14 ],1,171
75,2014-02-01,[ 01:15 ],1,171
76,2014-02-01,[ 01:16 ],1,171
77,2014-02-01,[ 01:17 ],1,172
78,2014-02-01,[ 01:18 ],1,171
79,2014-02-01,[ 01:19 ],1,172
80,2014-02-01,[ 01:20 ],1,170
81,2014-02-01,[ 01:21 ],1,171
82,2014-02-01,[ 01:22 ],1,250
83,2014-02-01,[ 01:23 ],1,250
84,2014-02-01,[ 01:24 ],1,228
85,2014-02-01,[ 01:25 ],1,232
86,2014-02-01,[ 01:26 ],1,234
87,2014-02-01,[ 01:27 ],1,235
88,2014-02-01,[ 01:28 ],1,232
