,Year-Month-Date,Time,Holiday,Watt
0,2016-05-01,[ 00:00 ],1,491
1,2016-05-01,[ 00:01 ],1,498
2,2016-05-01,[ 00:02 ],1,464
3,2016-05-01,[ 00:03 ],1,434
4,2016-05-01,[ 00:04 ],1,432
5,2016-05-01,[ 00:05 ],1,437
6,2016-05-01,[ 00:06 ],1,444
7,2016-05-01,[ 00:07 ],1,445
8,2016-05-01,[ 00:08 ],1,445
9,2016-05-01,[ 00:09 ],1,426
10,2016-05-01,[ 00:10 ],1,443
11,2016-05-01,[ 00:11 ],1,441
12,2016-05-01,[ 00:12 ],1,441
13,2016-05-01,[ 00:13 ],1,441
14,2016-05-01,[ 00:14 ],1,423
15,2016-05-01,[ 00:15 ],1,423
16,2016-05-01,[ 00:16 ],1,441
17,2016-05-01,[ 00:17 ],1,443
18,2016-05-01,[ 00:18 ],1,447
19,2016-05-01,[ 00:19 ],1,438
20,2016-05-01,[ 00:20 ],1,440
21,2016-05-01,[ 00:21 ],1,439
22,2016-05-01,[ 00:22 ],1,421
23,2016-05-01,[ 00:23 ],1,423
24,2016-05-01,[ 00:24 ],1,430
25,2016-05-01,[ 00:25 ],1,434
26,2016-05-01,[ 00:26 ],1,433
27,2016-05-01,[ 00:27 ],1,423
28,2016-05-01,[ 00:28 ],1,421
29,2016-05-01,[ 00:29 ],1,432
30,2016-05-01,[ 00:30 ],1,426
31,2016-05-01,[ 00:31 ],1,433
32,2016-05-01,[ 00:32 ],1,433
33,2016-05-01,[ 00:33 ],1,266
34,2016-05-01,[ 00:34 ],1,286
35,2016-05-01,[ 00:35 ],1,277
36,2016-05-01,[ 00:36 ],1,264
37,2016-05-01,[ 00:37 ],1,269
38,2016-05-01,[ 00:38 ],1,354
39,2016-05-01,[ 00:39 ],1,351
40,2016-05-01,[ 00:40 ],1,339
41,2016-05-01,[ 00:41 ],1,341
42,2016-05-01,[ 00:42 ],1,340
43,2016-05-01,[ 00:43 ],1,318
44,2016-05-01,[ 00:44 ],1,322
45,2016-05-01,[ 00:45 ],1,322
46,2016-05-01,[ 00:46 ],1,319
47,2016-05-01,[ 00:47 ],1,320
48,2016-05-01,[ 00:48 ],1,321
49,2016-05-01,[ 00:49 ],1,321
50,2016-05-01,[ 00:50 ],1,380
51,2016-05-01,[ 00:51 ],1,379
52,2016-05-01,[ 00:52 ],1,379
53,2016-05-01,[ 00:53 ],1,397
54,2016-05-01,[ 00:54 ],1,411
55,2016-05-01,[ 00:55 ],1,414
56,2016-05-01,[ 00:56 ],1,411
57,2016-05-01,[ 00:57 ],1,378
58,2016-05-01,[ 00:58 ],1,365
59,2016-05-01,[ 00:59 ],1,356
60,2016-05-01,[ 01:00 ],1,355
61,2016-05-01,[ 01:01 ],1,356
62,2016-05-01,[ 01:02 ],1,358
63,2016-05-01,[ 01:03 ],1,358
64,2016-05-01,[ 01:04 ],1,356
65,2016-05-01,[ 01:05 ],1,356
66,2016-05-01,[ 01:06 ],1,357
67,2016-05-01,[ 01:07 ],1,354
68,2016-05-01,[ 01:08 ],1,355
69,2016-05-01,[ 01:09 ],1,353
70,2016-05-01,[ 01:10 ],1,354
71,2016-05-01,[ 01:11 ],1,353
72,2016-05-01,[ 01:12 ],1,352
73,2016-05-01,[ 01:13 ],1,356
74,2016-05-01,[ 01:14 ],1,358
75,2016-05-01,[ 01:15 ],1,380
76,2016-05-01,[ 01:16 ],1,370
77,2016-05-01,[ 01:17 ],1,359
78,2016-05-01,[ 01:18 ],1,351
79,2016-05-01,[ 01:19 ],1,281
80,2016-05-01,[ 01:20 ],1,281
81,2016-05-01,[ 01:21 ],1,281
82,2016-05-01,[ 01:22 ],1,305
83,2016-05-01,[ 01:23 ],1,299
84,2016-05-01,[ 01:24 ],1,283
85,2016-05-01,[ 01:25 ],1,274
86,2016-05-01,[ 01:26 ],1,272
87,2016-05-01,[ 01:27 ],1,270
88,2016-05-01,[ 01:28 ],1,242
89,2016-05-01,[ 01:29 ],1,242
90,2016-05-01,[ 01:30 ],1,242
91,2016-05-01,[ 01:31 ],1,241
92,2016-05-01,[ 01:32 ],1,245
93,2016-05-01,[ 01:33 ],1,243
94,2016-05-01,[ 01:34 ],1,245
95,2016-05-01,[ 01:35 ],1,242
96,2016-05-01,[ 01:36 ],1,242
97,2016-05-01,[ 01:37 ],1,242
98,2016-05-01,[ 01:38 ],1,241
99,2016-05-01,[ 01:39 ],1,241
100,2016-05-01,[ 01:40 ],1,240
101,2016-05-01,[ 01:41 ],1,240
102,2016-05-01,[ 01:42 ],1,239
103,2016-05-01,[ 01:43 ],1,239
104,2016-05-01,[ 01:44 ],1,241
105,2016-05-01,[ 01:45 ],1,245
106,2016-05-01,[ 01:46 ],1,247
107,2016-05-01,[ 01:47 ],1,246
108,2016-05-01,[ 01:48 ],1,246
109,2016-05-01,[ 01:49 ],1,248
110,2016-05-01,[ 01:50 ],1,247
111,2016-05-01,[ 01:51 ],1,247
112,2016-05-01,[ 01:52 ],1,246
113,2016-05-01,[ 01:53 ],1,242
114,2016-05-01,[ 01:54 ],1,242
115,2016-05-01,[ 01:55 ],1,242
116,2016-05-01,[ 01:56 ],1,241
117,2016-05-01,[ 01:57 ],1,243
118,2016-05-01,[ 01:58 ],1,242
119,2016-05-01,[ 01:59 ],1,239
120,2016-05-01,[ 02:00 ],1,241
121,2016-05-01,[ 02:01 ],1,242
122,2016-05-01,[ 02:02 ],1,242
123,2016-05-01,[ 02:03 ],1,240
124,2016-05-01,[ 02:04 ],1,242
125,2016-05-01,[ 02:05 ],1,242
126,2016-05-01,[ 02:06 ],1,239
127,2016-05-01,[ 02:07 ],1,241
128,2016-05-01,[ 02:08 ],1,238
129,2016-05-01,[ 02:09 ],1,237
130,2016-05-01,[ 02:10 ],1,236
131,2016-05-01,[ 02:11 ],1,321
132,2016-05-01,[ 02:12 ],1,305
133,2016-05-01,[ 02:13 ],1,308
134,2016-05-01,[ 02:14 ],1,308
135,2016-05-01,[ 02:15 ],1,310
136,2016-05-01,[ 02:16 ],1,307
137,2016-05-01,[ 02:17 ],1,307
138,2016-05-01,[ 02:18 ],1,307
139,2016-05-01,[ 02:19 ],1,306
140,2016-05-01,[ 02:20 ],1,306
141,2016-05-01,[ 02:21 ],1,305
142,2016-05-01,[ 02:22 ],1,239
143,2016-05-01,[ 02:23 ],1,238
144,2016-05-01,[ 02:24 ],1,237
145,2016-05-01,[ 02:25 ],1,238
146,2016-05-01,[ 02:26 ],1,238
147,2016-05-01,[ 02:27 ],1,239
148,2016-05-01,[ 02:28 ],1,239
149,2016-05-01,[ 02:29 ],1,237
150,2016-05-01,[ 02:30 ],1,239
151,2016-05-01,[ 02:31 ],1,240
152,2016-05-01,[ 02:32 ],1,239
153,2016-05-01,[ 02:33 ],1,239
154,2016-05-01,[ 02:34 ],1,242
155,2016-05-01,[ 02:35 ],1,238
156,2016-05-01,[ 02:36 ],1,237
157,2016-05-01,[ 02:37 ],1,237
158,2016-05-01,[ 02:38 ],1,234
159,2016-05-01,[ 02:39 ],1,236
160,2016-05-01,[ 02:40 ],1,236
161,2016-05-01,[ 02:41 ],1,236
162,2016-05-01,[ 02:42 ],1,236
163,2016-05-01,[ 02:43 ],1,236
164,2016-05-01,[ 02:44 ],1,234
165,2016-05-01,[ 02:45 ],1,238
166,2016-05-01,[ 02:46 ],1,235
167,2016-05-01,[ 02:47 ],1,235
168,2016-05-01,[ 02:48 ],1,234
169,2016-05-01,[ 02:49 ],1,235
170,2016-05-01,[ 02:50 ],1,232
171,2016-05-01,[ 02:51 ],1,232
172,2016-05-01,[ 02:52 ],1,231
173,2016-05-01,[ 02:53 ],1,229
174,2016-05-01,[ 02:54 ],1,232
175,2016-05-01,[ 02:55 ],1,231
176,2016-05-01,[ 02:56 ],1,228
177,2016-05-01,[ 02:57 ],1,231
178,2016-05-01,[ 02:58 ],1,229
179,2016-05-01,[ 02:59 ],1,228
180,2016-05-01,[ 03:00 ],1,232
181,2016-05-01,[ 03:01 ],1,229
182,2016-05-01,[ 03:02 ],1,237
183,2016-05-01,[ 03:03 ],1,234
