,Year-Month-Date,Time,Holiday,Watt
0,2016-12-01,[ 00:00 ],0,166
1,2016-12-01,[ 00:01 ],0,165
2,2016-12-01,[ 00:02 ],0,165
3,2016-12-01,[ 00:03 ],0,163
4,2016-12-01,[ 00:04 ],0,163
5,2016-12-01,[ 00:05 ],0,166
6,2016-12-01,[ 00:06 ],0,161
7,2016-12-01,[ 00:07 ],0,161
8,2016-12-01,[ 00:08 ],0,162
9,2016-12-01,[ 00:09 ],0,163
10,2016-12-01,[ 00:10 ],0,160
11,2016-12-01,[ 00:11 ],0,161
12,2016-12-01,[ 00:12 ],0,160
13,2016-12-01,[ 00:13 ],0,161
14,2016-12-01,[ 00:14 ],0,163
15,2016-12-01,[ 00:15 ],0,161
16,2016-12-01,[ 00:16 ],0,163
17,2016-12-01,[ 00:17 ],0,162
18,2016-12-01,[ 00:18 ],0,160
19,2016-12-01,[ 00:19 ],0,162
20,2016-12-01,[ 00:20 ],0,162
21,2016-12-01,[ 00:21 ],0,161
22,2016-12-01,[ 00:22 ],0,160
23,2016-12-01,[ 00:23 ],0,162
24,2016-12-01,[ 00:24 ],0,162
25,2016-12-01,[ 00:25 ],0,162
26,2016-12-01,[ 00:26 ],0,162
27,2016-12-01,[ 00:27 ],0,163
28,2016-12-01,[ 00:28 ],0,163
29,2016-12-01,[ 00:29 ],0,162
30,2016-12-01,[ 00:30 ],0,163
31,2016-12-01,[ 00:31 ],0,162
32,2016-12-01,[ 00:32 ],0,161
33,2016-12-01,[ 00:33 ],0,161
34,2016-12-01,[ 00:34 ],0,162
35,2016-12-01,[ 00:35 ],0,160
36,2016-12-01,[ 00:36 ],0,161
37,2016-12-01,[ 00:37 ],0,161
38,2016-12-01,[ 00:38 ],0,161
39,2016-12-01,[ 00:39 ],0,162
40,2016-12-01,[ 00:40 ],0,227
41,2016-12-01,[ 00:41 ],0,219
42,2016-12-01,[ 00:42 ],0,219
43,2016-12-01,[ 00:43 ],0,217
44,2016-12-01,[ 00:44 ],0,216
45,2016-12-01,[ 00:45 ],0,217
46,2016-12-01,[ 00:46 ],0,215
47,2016-12-01,[ 00:47 ],0,215
48,2016-12-01,[ 00:48 ],0,212
49,2016-12-01,[ 00:49 ],0,213
50,2016-12-01,[ 00:50 ],0,214
51,2016-12-01,[ 00:51 ],0,165
52,2016-12-01,[ 00:52 ],0,163
53,2016-12-01,[ 00:53 ],0,163
54,2016-12-01,[ 00:54 ],0,163
55,2016-12-01,[ 00:55 ],0,160
56,2016-12-01,[ 00:56 ],0,162
57,2016-12-01,[ 00:57 ],0,162
58,2016-12-01,[ 00:58 ],0,162
59,2016-12-01,[ 00:59 ],0,163
60,2016-12-01,[ 01:00 ],0,163
61,2016-12-01,[ 01:01 ],0,165
62,2016-12-01,[ 01:02 ],0,163
63,2016-12-01,[ 01:03 ],0,163
64,2016-12-01,[ 01:04 ],0,161
65,2016-12-01,[ 01:05 ],0,162
66,2016-12-01,[ 01:06 ],0,161
67,2016-12-01,[ 01:07 ],0,163
68,2016-12-01,[ 01:08 ],0,162
69,2016-12-01,[ 01:09 ],0,162
70,2016-12-01,[ 01:10 ],0,162
71,2016-12-01,[ 01:11 ],0,161
72,2016-12-01,[ 01:12 ],0,162
73,2016-12-01,[ 01:13 ],0,162
74,2016-12-01,[ 01:14 ],0,160
75,2016-12-01,[ 01:15 ],0,163
76,2016-12-01,[ 01:16 ],0,163
77,2016-12-01,[ 01:17 ],0,162
78,2016-12-01,[ 01:18 ],0,163
79,2016-12-01,[ 01:19 ],0,165
80,2016-12-01,[ 01:20 ],0,165
81,2016-12-01,[ 01:21 ],0,163
82,2016-12-01,[ 01:22 ],0,165
83,2016-12-01,[ 01:23 ],0,162
84,2016-12-01,[ 01:24 ],0,161
85,2016-12-01,[ 01:25 ],0,162
86,2016-12-01,[ 01:26 ],0,161
87,2016-12-01,[ 01:27 ],0,162
88,2016-12-01,[ 01:28 ],0,161
