,Year-Month-Date,Time,Holiday,Watt
0,2015-07-01,[ 00:00 ],0,291
1,2015-07-01,[ 00:01 ],0,283
2,2015-07-01,[ 00:02 ],0,284
3,2015-07-01,[ 00:03 ],0,281
4,2015-07-01,[ 00:04 ],0,212
5,2015-07-01,[ 00:05 ],0,212
6,2015-07-01,[ 00:06 ],0,211
7,2015-07-01,[ 00:07 ],0,208
8,2015-07-01,[ 00:08 ],0,208
9,2015-07-01,[ 00:09 ],0,208
10,2015-07-01,[ 00:10 ],0,210
11,2015-07-01,[ 00:11 ],0,211
12,2015-07-01,[ 00:12 ],0,210
13,2015-07-01,[ 00:13 ],0,206
14,2015-07-01,[ 00:14 ],0,208
15,2015-07-01,[ 00:15 ],0,211
16,2015-07-01,[ 00:16 ],0,211
17,2015-07-01,[ 00:17 ],0,210
18,2015-07-01,[ 00:18 ],0,208
19,2015-07-01,[ 00:19 ],0,208
20,2015-07-01,[ 00:20 ],0,210
21,2015-07-01,[ 00:21 ],0,211
22,2015-07-01,[ 00:22 ],0,211
23,2015-07-01,[ 00:23 ],0,210
24,2015-07-01,[ 00:24 ],0,210
25,2015-07-01,[ 00:25 ],0,211
26,2015-07-01,[ 00:26 ],0,211
27,2015-07-01,[ 00:27 ],0,210
28,2015-07-01,[ 00:28 ],0,211
29,2015-07-01,[ 00:29 ],0,210
30,2015-07-01,[ 00:30 ],0,211
31,2015-07-01,[ 00:31 ],0,206
32,2015-07-01,[ 00:32 ],0,208
33,2015-07-01,[ 00:33 ],0,210
34,2015-07-01,[ 00:34 ],0,210
35,2015-07-01,[ 00:35 ],0,211
36,2015-07-01,[ 00:36 ],0,211
37,2015-07-01,[ 00:37 ],0,210
38,2015-07-01,[ 00:38 ],0,211
39,2015-07-01,[ 00:39 ],0,210
40,2015-07-01,[ 00:40 ],0,207
41,2015-07-01,[ 00:41 ],0,208
42,2015-07-01,[ 00:42 ],0,295
43,2015-07-01,[ 00:43 ],0,286
44,2015-07-01,[ 00:44 ],0,284
45,2015-07-01,[ 00:45 ],0,284
46,2015-07-01,[ 00:46 ],0,280
47,2015-07-01,[ 00:47 ],0,282
48,2015-07-01,[ 00:48 ],0,278
49,2015-07-01,[ 00:49 ],0,278
50,2015-07-01,[ 00:50 ],0,278
51,2015-07-01,[ 00:51 ],0,278
52,2015-07-01,[ 00:52 ],0,278
53,2015-07-01,[ 00:53 ],0,277
54,2015-07-01,[ 00:54 ],0,205
55,2015-07-01,[ 00:55 ],0,207
56,2015-07-01,[ 00:56 ],0,208
57,2015-07-01,[ 00:57 ],0,210
58,2015-07-01,[ 00:58 ],0,208
59,2015-07-01,[ 00:59 ],0,206
60,2015-07-01,[ 01:00 ],0,208
61,2015-07-01,[ 01:01 ],0,208
62,2015-07-01,[ 01:02 ],0,210
63,2015-07-01,[ 01:03 ],0,286
64,2015-07-01,[ 01:04 ],0,286
65,2015-07-01,[ 01:05 ],0,284
66,2015-07-01,[ 01:06 ],0,281
67,2015-07-01,[ 01:07 ],0,286
68,2015-07-01,[ 01:08 ],0,287
