,Year-Month-Date,Time,Holiday,Watt
0,2013-11-01,[ 00:00 ],0,159
1,2013-11-01,[ 00:01 ],0,158
2,2013-11-01,[ 00:02 ],0,159
3,2013-11-01,[ 00:03 ],0,159
4,2013-11-01,[ 00:04 ],0,160
5,2013-11-01,[ 00:05 ],0,159
6,2013-11-01,[ 00:06 ],0,156
7,2013-11-01,[ 00:07 ],0,157
8,2013-11-01,[ 00:08 ],0,156
9,2013-11-01,[ 00:09 ],0,156
10,2013-11-01,[ 00:10 ],0,157
11,2013-11-01,[ 00:11 ],0,157
12,2013-11-01,[ 00:12 ],0,156
13,2013-11-01,[ 00:13 ],0,157
14,2013-11-01,[ 00:14 ],0,156
15,2013-11-01,[ 00:15 ],0,157
16,2013-11-01,[ 00:16 ],0,157
17,2013-11-01,[ 00:17 ],0,157
18,2013-11-01,[ 00:18 ],0,156
19,2013-11-01,[ 00:19 ],0,214
20,2013-11-01,[ 00:20 ],0,208
21,2013-11-01,[ 00:21 ],0,203
22,2013-11-01,[ 00:22 ],0,207
23,2013-11-01,[ 00:23 ],0,208
24,2013-11-01,[ 00:24 ],0,208
25,2013-11-01,[ 00:25 ],0,208
26,2013-11-01,[ 00:26 ],0,208
27,2013-11-01,[ 00:27 ],0,210
28,2013-11-01,[ 00:28 ],0,208
29,2013-11-01,[ 00:29 ],0,206
30,2013-11-01,[ 00:30 ],0,205
31,2013-11-01,[ 00:31 ],0,205
32,2013-11-01,[ 00:32 ],0,204
33,2013-11-01,[ 00:33 ],0,206
34,2013-11-01,[ 00:34 ],0,204
35,2013-11-01,[ 00:35 ],0,204
36,2013-11-01,[ 00:36 ],0,207
37,2013-11-01,[ 00:37 ],0,207
38,2013-11-01,[ 00:38 ],0,208
39,2013-11-01,[ 00:39 ],0,207
40,2013-11-01,[ 00:40 ],0,206
41,2013-11-01,[ 00:41 ],0,204
42,2013-11-01,[ 00:42 ],0,205
43,2013-11-01,[ 00:43 ],0,205
44,2013-11-01,[ 00:44 ],0,203
45,2013-11-01,[ 00:45 ],0,200
46,2013-11-01,[ 00:46 ],0,155
47,2013-11-01,[ 00:47 ],0,155
48,2013-11-01,[ 00:48 ],0,156
49,2013-11-01,[ 00:49 ],0,156
50,2013-11-01,[ 00:50 ],0,156
51,2013-11-01,[ 00:51 ],0,154
52,2013-11-01,[ 00:52 ],0,156
53,2013-11-01,[ 00:53 ],0,155
54,2013-11-01,[ 00:54 ],0,156
55,2013-11-01,[ 00:55 ],0,155
56,2013-11-01,[ 00:56 ],0,155
57,2013-11-01,[ 00:57 ],0,155
58,2013-11-01,[ 00:58 ],0,155
59,2013-11-01,[ 00:59 ],0,155
60,2013-11-01,[ 01:00 ],0,156
61,2013-11-01,[ 01:01 ],0,156
62,2013-11-01,[ 01:02 ],0,158
63,2013-11-01,[ 01:03 ],0,157
64,2013-11-01,[ 01:04 ],0,157
65,2013-11-01,[ 01:05 ],0,155
66,2013-11-01,[ 01:06 ],0,156
67,2013-11-01,[ 01:07 ],0,156
68,2013-11-01,[ 01:08 ],0,155
69,2013-11-01,[ 01:09 ],0,154
70,2013-11-01,[ 01:10 ],0,156
71,2013-11-01,[ 01:11 ],0,154
72,2013-11-01,[ 01:12 ],0,155
73,2013-11-01,[ 01:13 ],0,156
74,2013-11-01,[ 01:14 ],0,155
75,2013-11-01,[ 01:15 ],0,155
76,2013-11-01,[ 01:16 ],0,153
77,2013-11-01,[ 01:17 ],0,154
78,2013-11-01,[ 01:18 ],0,153
79,2013-11-01,[ 01:19 ],0,153
80,2013-11-01,[ 01:20 ],0,152
81,2013-11-01,[ 01:21 ],0,152
82,2013-11-01,[ 01:22 ],0,153
83,2013-11-01,[ 01:23 ],0,155
84,2013-11-01,[ 01:24 ],0,155
85,2013-11-01,[ 01:25 ],0,152
86,2013-11-01,[ 01:26 ],0,151
87,2013-11-01,[ 01:27 ],0,153
88,2013-11-01,[ 01:28 ],0,153
89,2013-11-01,[ 01:29 ],0,153
90,2013-11-01,[ 01:30 ],0,153
91,2013-11-01,[ 01:31 ],0,152
92,2013-11-01,[ 01:32 ],0,152
93,2013-11-01,[ 01:33 ],0,210
94,2013-11-01,[ 01:34 ],0,207
95,2013-11-01,[ 01:35 ],0,203
96,2013-11-01,[ 01:36 ],0,203
97,2013-11-01,[ 01:37 ],0,202
98,2013-11-01,[ 01:38 ],0,200
99,2013-11-01,[ 01:39 ],0,202
100,2013-11-01,[ 01:40 ],0,200
101,2013-11-01,[ 01:41 ],0,199
102,2013-11-01,[ 01:42 ],0,199
103,2013-11-01,[ 01:43 ],0,200
104,2013-11-01,[ 01:44 ],0,195
105,2013-11-01,[ 01:45 ],0,150
106,2013-11-01,[ 01:46 ],0,149
107,2013-11-01,[ 01:47 ],0,150
108,2013-11-01,[ 01:48 ],0,151
109,2013-11-01,[ 01:49 ],0,152
110,2013-11-01,[ 01:50 ],0,150
111,2013-11-01,[ 01:51 ],0,150
112,2013-11-01,[ 01:52 ],0,152
