,Year-Month-Date,Time,Holiday,Watt
0,2014-03-01,[ 00:00 ],1,625
1,2014-03-01,[ 00:01 ],1,262
2,2014-03-01,[ 00:02 ],1,218
3,2014-03-01,[ 00:03 ],1,224
4,2014-03-01,[ 00:04 ],1,225
5,2014-03-01,[ 00:05 ],1,226
6,2014-03-01,[ 00:06 ],1,226
7,2014-03-01,[ 00:07 ],1,227
8,2014-03-01,[ 00:08 ],1,226
9,2014-03-01,[ 00:09 ],1,226
10,2014-03-01,[ 00:10 ],1,225
11,2014-03-01,[ 00:11 ],1,193
12,2014-03-01,[ 00:12 ],1,194
13,2014-03-01,[ 00:13 ],1,190
14,2014-03-01,[ 00:14 ],1,181
15,2014-03-01,[ 00:15 ],1,180
16,2014-03-01,[ 00:16 ],1,178
17,2014-03-01,[ 00:17 ],1,180
18,2014-03-01,[ 00:18 ],1,170
19,2014-03-01,[ 00:19 ],1,171
20,2014-03-01,[ 00:20 ],1,171
21,2014-03-01,[ 00:21 ],1,171
22,2014-03-01,[ 00:22 ],1,236
23,2014-03-01,[ 00:23 ],1,229
24,2014-03-01,[ 00:24 ],1,226
25,2014-03-01,[ 00:25 ],1,226
26,2014-03-01,[ 00:26 ],1,225
27,2014-03-01,[ 00:27 ],1,224
28,2014-03-01,[ 00:28 ],1,224
29,2014-03-01,[ 00:29 ],1,223
30,2014-03-01,[ 00:30 ],1,223
31,2014-03-01,[ 00:31 ],1,223
32,2014-03-01,[ 00:32 ],1,223
33,2014-03-01,[ 00:33 ],1,222
34,2014-03-01,[ 00:34 ],1,167
35,2014-03-01,[ 00:35 ],1,170
36,2014-03-01,[ 00:36 ],1,167
37,2014-03-01,[ 00:37 ],1,169
38,2014-03-01,[ 00:38 ],1,167
39,2014-03-01,[ 00:39 ],1,167
40,2014-03-01,[ 00:40 ],1,168
41,2014-03-01,[ 00:41 ],1,167
42,2014-03-01,[ 00:42 ],1,167
43,2014-03-01,[ 00:43 ],1,166
44,2014-03-01,[ 00:44 ],1,166
45,2014-03-01,[ 00:45 ],1,167
46,2014-03-01,[ 00:46 ],1,165
47,2014-03-01,[ 00:47 ],1,168
48,2014-03-01,[ 00:48 ],1,167
49,2014-03-01,[ 00:49 ],1,224
50,2014-03-01,[ 00:50 ],1,216
51,2014-03-01,[ 00:51 ],1,217
52,2014-03-01,[ 00:52 ],1,242
53,2014-03-01,[ 00:53 ],1,321
54,2014-03-01,[ 00:54 ],1,321
55,2014-03-01,[ 00:55 ],1,312
56,2014-03-01,[ 00:56 ],1,298
57,2014-03-01,[ 00:57 ],1,271
58,2014-03-01,[ 00:58 ],1,269
59,2014-03-01,[ 00:59 ],1,267
60,2014-03-01,[ 01:00 ],1,269
61,2014-03-01,[ 01:01 ],1,267
62,2014-03-01,[ 01:02 ],1,264
63,2014-03-01,[ 01:03 ],1,265
64,2014-03-01,[ 01:04 ],1,265
65,2014-03-01,[ 01:05 ],1,262
66,2014-03-01,[ 01:06 ],1,264
67,2014-03-01,[ 01:07 ],1,260
68,2014-03-01,[ 01:08 ],1,264
69,2014-03-01,[ 01:09 ],1,253
70,2014-03-01,[ 01:10 ],1,254
71,2014-03-01,[ 01:11 ],1,254
72,2014-03-01,[ 01:12 ],1,217
73,2014-03-01,[ 01:13 ],1,217
74,2014-03-01,[ 01:14 ],1,218
75,2014-03-01,[ 01:15 ],1,221
76,2014-03-01,[ 01:16 ],1,218
77,2014-03-01,[ 01:17 ],1,215
78,2014-03-01,[ 01:18 ],1,216
79,2014-03-01,[ 01:19 ],1,215
80,2014-03-01,[ 01:20 ],1,216
81,2014-03-01,[ 01:21 ],1,214
82,2014-03-01,[ 01:22 ],1,213
83,2014-03-01,[ 01:23 ],1,163
84,2014-03-01,[ 01:24 ],1,163
85,2014-03-01,[ 01:25 ],1,163
86,2014-03-01,[ 01:26 ],1,162
87,2014-03-01,[ 01:27 ],1,161
88,2014-03-01,[ 01:28 ],1,163
89,2014-03-01,[ 01:29 ],1,162
90,2014-03-01,[ 01:30 ],1,163
91,2014-03-01,[ 01:31 ],1,161
92,2014-03-01,[ 01:32 ],1,162
93,2014-03-01,[ 01:33 ],1,160
94,2014-03-01,[ 01:34 ],1,161
95,2014-03-01,[ 01:35 ],1,161
96,2014-03-01,[ 01:36 ],1,162
97,2014-03-01,[ 01:37 ],1,163
98,2014-03-01,[ 01:38 ],1,163
99,2014-03-01,[ 01:39 ],1,160
100,2014-03-01,[ 01:40 ],1,161
101,2014-03-01,[ 01:41 ],1,161
102,2014-03-01,[ 01:42 ],1,161
103,2014-03-01,[ 01:43 ],1,160
104,2014-03-01,[ 01:44 ],1,160
105,2014-03-01,[ 01:45 ],1,159
106,2014-03-01,[ 01:46 ],1,159
107,2014-03-01,[ 01:47 ],1,159
108,2014-03-01,[ 01:48 ],1,159
109,2014-03-01,[ 01:49 ],1,160
110,2014-03-01,[ 01:50 ],1,162
111,2014-03-01,[ 01:51 ],1,162
112,2014-03-01,[ 01:52 ],1,160
113,2014-03-01,[ 01:53 ],1,161
114,2014-03-01,[ 01:54 ],1,162
115,2014-03-01,[ 01:55 ],1,160
116,2014-03-01,[ 01:56 ],1,160
117,2014-03-01,[ 01:57 ],1,160
118,2014-03-01,[ 01:58 ],1,159
119,2014-03-01,[ 01:59 ],1,158
120,2014-03-01,[ 02:00 ],1,160
121,2014-03-01,[ 02:01 ],1,160
122,2014-03-01,[ 02:02 ],1,158
123,2014-03-01,[ 02:03 ],1,160
124,2014-03-01,[ 02:04 ],1,159
125,2014-03-01,[ 02:05 ],1,160
126,2014-03-01,[ 02:06 ],1,157
127,2014-03-01,[ 02:07 ],1,159
128,2014-03-01,[ 02:08 ],1,222
129,2014-03-01,[ 02:09 ],1,219
130,2014-03-01,[ 02:10 ],1,212
131,2014-03-01,[ 02:11 ],1,211
132,2014-03-01,[ 02:12 ],1,212
133,2014-03-01,[ 02:13 ],1,211
134,2014-03-01,[ 02:14 ],1,207
135,2014-03-01,[ 02:15 ],1,210
136,2014-03-01,[ 02:16 ],1,210
137,2014-03-01,[ 02:17 ],1,207
138,2014-03-01,[ 02:18 ],1,210
139,2014-03-01,[ 02:19 ],1,210
140,2014-03-01,[ 02:20 ],1,158
141,2014-03-01,[ 02:21 ],1,156
142,2014-03-01,[ 02:22 ],1,157
143,2014-03-01,[ 02:23 ],1,156
144,2014-03-01,[ 02:24 ],1,157
145,2014-03-01,[ 02:25 ],1,156
146,2014-03-01,[ 02:26 ],1,155
147,2014-03-01,[ 02:27 ],1,156
148,2014-03-01,[ 02:28 ],1,156
149,2014-03-01,[ 02:29 ],1,157
150,2014-03-01,[ 02:30 ],1,157
151,2014-03-01,[ 02:31 ],1,156
152,2014-03-01,[ 02:32 ],1,156
153,2014-03-01,[ 02:33 ],1,156
154,2014-03-01,[ 02:34 ],1,156
155,2014-03-01,[ 02:35 ],1,157
156,2014-03-01,[ 02:36 ],1,157
157,2014-03-01,[ 02:37 ],1,158
158,2014-03-01,[ 02:38 ],1,156
159,2014-03-01,[ 02:39 ],1,156
160,2014-03-01,[ 02:40 ],1,155
161,2014-03-01,[ 02:41 ],1,156
162,2014-03-01,[ 02:42 ],1,156
163,2014-03-01,[ 02:43 ],1,155
164,2014-03-01,[ 02:44 ],1,155
165,2014-03-01,[ 02:45 ],1,156
166,2014-03-01,[ 02:46 ],1,215
167,2014-03-01,[ 02:47 ],1,215
168,2014-03-01,[ 02:48 ],1,204
169,2014-03-01,[ 02:49 ],1,205
170,2014-03-01,[ 02:50 ],1,208
171,2014-03-01,[ 02:51 ],1,210
172,2014-03-01,[ 02:52 ],1,211
173,2014-03-01,[ 02:53 ],1,211
174,2014-03-01,[ 02:54 ],1,212
175,2014-03-01,[ 02:55 ],1,210
176,2014-03-01,[ 02:56 ],1,208
177,2014-03-01,[ 02:57 ],1,210
178,2014-03-01,[ 02:58 ],1,207
179,2014-03-01,[ 02:59 ],1,207
180,2014-03-01,[ 03:00 ],1,208
181,2014-03-01,[ 03:01 ],1,206
182,2014-03-01,[ 03:02 ],1,211
183,2014-03-01,[ 03:03 ],1,206
184,2014-03-01,[ 03:04 ],1,208
185,2014-03-01,[ 03:05 ],1,207
186,2014-03-01,[ 03:06 ],1,207
187,2014-03-01,[ 03:07 ],1,211
188,2014-03-01,[ 03:08 ],1,213
189,2014-03-01,[ 03:09 ],1,211
190,2014-03-01,[ 03:10 ],1,207
191,2014-03-01,[ 03:11 ],1,211
192,2014-03-01,[ 03:12 ],1,208
193,2014-03-01,[ 03:13 ],1,205
194,2014-03-01,[ 03:14 ],1,205
195,2014-03-01,[ 03:15 ],1,205
196,2014-03-01,[ 03:16 ],1,204
197,2014-03-01,[ 03:17 ],1,203
198,2014-03-01,[ 03:18 ],1,155
199,2014-03-01,[ 03:19 ],1,154
200,2014-03-01,[ 03:20 ],1,155
201,2014-03-01,[ 03:21 ],1,156
202,2014-03-01,[ 03:22 ],1,155
203,2014-03-01,[ 03:23 ],1,156
204,2014-03-01,[ 03:24 ],1,156
205,2014-03-01,[ 03:25 ],1,156
206,2014-03-01,[ 03:26 ],1,159
207,2014-03-01,[ 03:27 ],1,156
208,2014-03-01,[ 03:28 ],1,156
209,2014-03-01,[ 03:29 ],1,156
210,2014-03-01,[ 03:30 ],1,156
211,2014-03-01,[ 03:31 ],1,156
212,2014-03-01,[ 03:32 ],1,155
213,2014-03-01,[ 03:33 ],1,155
214,2014-03-01,[ 03:34 ],1,158
215,2014-03-01,[ 03:35 ],1,217
216,2014-03-01,[ 03:36 ],1,202
217,2014-03-01,[ 03:37 ],1,215
218,2014-03-01,[ 03:38 ],1,235
219,2014-03-01,[ 03:39 ],1,237
220,2014-03-01,[ 03:40 ],1,236
221,2014-03-01,[ 03:41 ],1,227
222,2014-03-01,[ 03:42 ],1,203
223,2014-03-01,[ 03:43 ],1,186
224,2014-03-01,[ 03:44 ],1,185
225,2014-03-01,[ 03:45 ],1,188
226,2014-03-01,[ 03:46 ],1,186
227,2014-03-01,[ 03:47 ],1,186
228,2014-03-01,[ 03:48 ],1,185
229,2014-03-01,[ 03:49 ],1,185
230,2014-03-01,[ 03:50 ],1,185
231,2014-03-01,[ 03:51 ],1,187
232,2014-03-01,[ 03:52 ],1,187
233,2014-03-01,[ 03:53 ],1,182
234,2014-03-01,[ 03:54 ],1,181
235,2014-03-01,[ 03:55 ],1,179
236,2014-03-01,[ 03:56 ],1,157
237,2014-03-01,[ 03:57 ],1,155
238,2014-03-01,[ 03:58 ],1,156
239,2014-03-01,[ 03:59 ],1,156
240,2014-03-01,[ 04:00 ],1,158
241,2014-03-01,[ 04:01 ],1,157
242,2014-03-01,[ 04:02 ],1,156
243,2014-03-01,[ 04:03 ],1,237
244,2014-03-01,[ 04:04 ],1,212
245,2014-03-01,[ 04:05 ],1,208
246,2014-03-01,[ 04:06 ],1,208
247,2014-03-01,[ 04:07 ],1,210
248,2014-03-01,[ 04:08 ],1,210
