,Year-Month-Date,Time,Holiday,Watt
0,2015-01-01,[ 00:00 ],1,190
1,2015-01-01,[ 00:01 ],1,189
2,2015-01-01,[ 00:02 ],1,190
3,2015-01-01,[ 00:03 ],1,190
4,2015-01-01,[ 00:04 ],1,189
5,2015-01-01,[ 00:05 ],1,189
6,2015-01-01,[ 00:06 ],1,187
7,2015-01-01,[ 00:07 ],1,189
8,2015-01-01,[ 00:08 ],1,189
9,2015-01-01,[ 00:09 ],1,207
10,2015-01-01,[ 00:10 ],1,213
11,2015-01-01,[ 00:11 ],1,213
12,2015-01-01,[ 00:12 ],1,211
13,2015-01-01,[ 00:13 ],1,213
14,2015-01-01,[ 00:14 ],1,201
15,2015-01-01,[ 00:15 ],1,200
16,2015-01-01,[ 00:16 ],1,201
17,2015-01-01,[ 00:17 ],1,574
18,2015-01-01,[ 00:18 ],1,265
19,2015-01-01,[ 00:19 ],1,262
20,2015-01-01,[ 00:20 ],1,264
21,2015-01-01,[ 00:21 ],1,266
22,2015-01-01,[ 00:22 ],1,264
23,2015-01-01,[ 00:23 ],1,264
24,2015-01-01,[ 00:24 ],1,265
25,2015-01-01,[ 00:25 ],1,266
26,2015-01-01,[ 00:26 ],1,261
27,2015-01-01,[ 00:27 ],1,260
28,2015-01-01,[ 00:28 ],1,200
29,2015-01-01,[ 00:29 ],1,200
30,2015-01-01,[ 00:30 ],1,196
31,2015-01-01,[ 00:31 ],1,183
32,2015-01-01,[ 00:32 ],1,179
33,2015-01-01,[ 00:33 ],1,182
34,2015-01-01,[ 00:34 ],1,182
35,2015-01-01,[ 00:35 ],1,181
36,2015-01-01,[ 00:36 ],1,180
37,2015-01-01,[ 00:37 ],1,182
38,2015-01-01,[ 00:38 ],1,181
39,2015-01-01,[ 00:39 ],1,182
40,2015-01-01,[ 00:40 ],1,182
41,2015-01-01,[ 00:41 ],1,180
42,2015-01-01,[ 00:42 ],1,181
43,2015-01-01,[ 00:43 ],1,182
44,2015-01-01,[ 00:44 ],1,182
45,2015-01-01,[ 00:45 ],1,182
46,2015-01-01,[ 00:46 ],1,182
47,2015-01-01,[ 00:47 ],1,180
48,2015-01-01,[ 00:48 ],1,182
49,2015-01-01,[ 00:49 ],1,181
50,2015-01-01,[ 00:50 ],1,181
51,2015-01-01,[ 00:51 ],1,182
52,2015-01-01,[ 00:52 ],1,182
53,2015-01-01,[ 00:53 ],1,183
54,2015-01-01,[ 00:54 ],1,180
55,2015-01-01,[ 00:55 ],1,181
56,2015-01-01,[ 00:56 ],1,199
57,2015-01-01,[ 00:57 ],1,199
58,2015-01-01,[ 00:58 ],1,200
59,2015-01-01,[ 00:59 ],1,208
60,2015-01-01,[ 01:00 ],1,211
61,2015-01-01,[ 01:01 ],1,211
62,2015-01-01,[ 01:02 ],1,214
63,2015-01-01,[ 01:03 ],1,213
64,2015-01-01,[ 01:04 ],1,214
65,2015-01-01,[ 01:05 ],1,212
66,2015-01-01,[ 01:06 ],1,213
67,2015-01-01,[ 01:07 ],1,214
68,2015-01-01,[ 01:08 ],1,212
69,2015-01-01,[ 01:09 ],1,213
70,2015-01-01,[ 01:10 ],1,213
71,2015-01-01,[ 01:11 ],1,213
72,2015-01-01,[ 01:12 ],1,214
73,2015-01-01,[ 01:13 ],1,210
74,2015-01-01,[ 01:14 ],1,188
75,2015-01-01,[ 01:15 ],1,187
76,2015-01-01,[ 01:16 ],1,177
77,2015-01-01,[ 01:17 ],1,178
78,2015-01-01,[ 01:18 ],1,178
79,2015-01-01,[ 01:19 ],1,178
80,2015-01-01,[ 01:20 ],1,180
81,2015-01-01,[ 01:21 ],1,178
82,2015-01-01,[ 01:22 ],1,178
83,2015-01-01,[ 01:23 ],1,178
84,2015-01-01,[ 01:24 ],1,178
85,2015-01-01,[ 01:25 ],1,178
86,2015-01-01,[ 01:26 ],1,179
87,2015-01-01,[ 01:27 ],1,177
88,2015-01-01,[ 01:28 ],1,163
89,2015-01-01,[ 01:29 ],1,165
90,2015-01-01,[ 01:30 ],1,166
91,2015-01-01,[ 01:31 ],1,165
92,2015-01-01,[ 01:32 ],1,165
93,2015-01-01,[ 01:33 ],1,166
94,2015-01-01,[ 01:34 ],1,166
95,2015-01-01,[ 01:35 ],1,381
96,2015-01-01,[ 01:36 ],1,385
97,2015-01-01,[ 01:37 ],1,382
98,2015-01-01,[ 01:38 ],1,386
99,2015-01-01,[ 01:39 ],1,383
100,2015-01-01,[ 01:40 ],1,380
101,2015-01-01,[ 01:41 ],1,386
102,2015-01-01,[ 01:42 ],1,385
103,2015-01-01,[ 01:43 ],1,381
104,2015-01-01,[ 01:44 ],1,379
105,2015-01-01,[ 01:45 ],1,165
106,2015-01-01,[ 01:46 ],1,165
107,2015-01-01,[ 01:47 ],1,166
108,2015-01-01,[ 01:48 ],1,165
109,2015-01-01,[ 01:49 ],1,165
110,2015-01-01,[ 01:50 ],1,163
111,2015-01-01,[ 01:51 ],1,165
112,2015-01-01,[ 01:52 ],1,166
113,2015-01-01,[ 01:53 ],1,165
114,2015-01-01,[ 01:54 ],1,163
115,2015-01-01,[ 01:55 ],1,163
116,2015-01-01,[ 01:56 ],1,163
117,2015-01-01,[ 01:57 ],1,163
118,2015-01-01,[ 01:58 ],1,165
119,2015-01-01,[ 01:59 ],1,165
120,2015-01-01,[ 02:00 ],1,278
121,2015-01-01,[ 02:01 ],1,222
122,2015-01-01,[ 02:02 ],1,214
123,2015-01-01,[ 02:03 ],1,215
124,2015-01-01,[ 02:04 ],1,213
125,2015-01-01,[ 02:05 ],1,214
126,2015-01-01,[ 02:06 ],1,212
