,Year-Month-Date,Time,Holiday,Watt
0,2016-06-01,[ 00:00 ],0,202
1,2016-06-01,[ 00:01 ],0,201
2,2016-06-01,[ 00:02 ],0,199
3,2016-06-01,[ 00:03 ],0,150
4,2016-06-01,[ 00:04 ],0,149
5,2016-06-01,[ 00:05 ],0,149
6,2016-06-01,[ 00:06 ],0,148
7,2016-06-01,[ 00:07 ],0,147
8,2016-06-01,[ 00:08 ],0,148
9,2016-06-01,[ 00:09 ],0,148
10,2016-06-01,[ 00:10 ],0,148
11,2016-06-01,[ 00:11 ],0,148
12,2016-06-01,[ 00:12 ],0,148
13,2016-06-01,[ 00:13 ],0,223
14,2016-06-01,[ 00:14 ],0,211
15,2016-06-01,[ 00:15 ],0,215
16,2016-06-01,[ 00:16 ],0,148
17,2016-06-01,[ 00:17 ],0,148
18,2016-06-01,[ 00:18 ],0,149
19,2016-06-01,[ 00:19 ],0,149
20,2016-06-01,[ 00:20 ],0,149
21,2016-06-01,[ 00:21 ],0,149
22,2016-06-01,[ 00:22 ],0,149
23,2016-06-01,[ 00:23 ],0,149
24,2016-06-01,[ 00:24 ],0,148
25,2016-06-01,[ 00:25 ],0,149
26,2016-06-01,[ 00:26 ],0,148
27,2016-06-01,[ 00:27 ],0,149
28,2016-06-01,[ 00:28 ],0,149
29,2016-06-01,[ 00:29 ],0,148
30,2016-06-01,[ 00:30 ],0,208
31,2016-06-01,[ 00:31 ],0,205
32,2016-06-01,[ 00:32 ],0,200
33,2016-06-01,[ 00:33 ],0,199
34,2016-06-01,[ 00:34 ],0,201
35,2016-06-01,[ 00:35 ],0,202
36,2016-06-01,[ 00:36 ],0,200
37,2016-06-01,[ 00:37 ],0,208
38,2016-06-01,[ 00:38 ],0,207
39,2016-06-01,[ 00:39 ],0,208
40,2016-06-01,[ 00:40 ],0,206
41,2016-06-01,[ 00:41 ],0,207
42,2016-06-01,[ 00:42 ],0,208
43,2016-06-01,[ 00:43 ],0,208
44,2016-06-01,[ 00:44 ],0,208
45,2016-06-01,[ 00:45 ],0,208
46,2016-06-01,[ 00:46 ],0,210
47,2016-06-01,[ 00:47 ],0,208
48,2016-06-01,[ 00:48 ],0,208
49,2016-06-01,[ 00:49 ],0,213
50,2016-06-01,[ 00:50 ],0,214
51,2016-06-01,[ 00:51 ],0,213
52,2016-06-01,[ 00:52 ],0,212
53,2016-06-01,[ 00:53 ],0,212
54,2016-06-01,[ 00:54 ],0,211
55,2016-06-01,[ 00:55 ],0,208
56,2016-06-01,[ 00:56 ],0,211
57,2016-06-01,[ 00:57 ],0,210
58,2016-06-01,[ 00:58 ],0,156
59,2016-06-01,[ 00:59 ],0,157
60,2016-06-01,[ 01:00 ],0,157
61,2016-06-01,[ 01:01 ],0,156
62,2016-06-01,[ 01:02 ],0,156
63,2016-06-01,[ 01:03 ],0,159
64,2016-06-01,[ 01:04 ],0,157
65,2016-06-01,[ 01:05 ],0,158
66,2016-06-01,[ 01:06 ],0,156
67,2016-06-01,[ 01:07 ],0,155
68,2016-06-01,[ 01:08 ],0,156
69,2016-06-01,[ 01:09 ],0,156
70,2016-06-01,[ 01:10 ],0,156
71,2016-06-01,[ 01:11 ],0,156
72,2016-06-01,[ 01:12 ],0,155
73,2016-06-01,[ 01:13 ],0,156
74,2016-06-01,[ 01:14 ],0,156
75,2016-06-01,[ 01:15 ],0,156
76,2016-06-01,[ 01:16 ],0,156
77,2016-06-01,[ 01:17 ],0,156
78,2016-06-01,[ 01:18 ],0,156
79,2016-06-01,[ 01:19 ],0,156
80,2016-06-01,[ 01:20 ],0,156
81,2016-06-01,[ 01:21 ],0,156
82,2016-06-01,[ 01:22 ],0,156
83,2016-06-01,[ 01:23 ],0,156
84,2016-06-01,[ 01:24 ],0,156
85,2016-06-01,[ 01:25 ],0,156
86,2016-06-01,[ 01:26 ],0,148
87,2016-06-01,[ 01:27 ],0,149
88,2016-06-01,[ 01:28 ],0,149
89,2016-06-01,[ 01:29 ],0,149
90,2016-06-01,[ 01:30 ],0,149
91,2016-06-01,[ 01:31 ],0,149
92,2016-06-01,[ 01:32 ],0,149
93,2016-06-01,[ 01:33 ],0,149
94,2016-06-01,[ 01:34 ],0,149
95,2016-06-01,[ 01:35 ],0,150
96,2016-06-01,[ 01:36 ],0,149
97,2016-06-01,[ 01:37 ],0,149
98,2016-06-01,[ 01:38 ],0,148
99,2016-06-01,[ 01:39 ],0,149
100,2016-06-01,[ 01:40 ],0,147
101,2016-06-01,[ 01:41 ],0,148
102,2016-06-01,[ 01:42 ],0,148
103,2016-06-01,[ 01:43 ],0,148
104,2016-06-01,[ 01:44 ],0,149
105,2016-06-01,[ 01:45 ],0,149
106,2016-06-01,[ 01:46 ],0,149
107,2016-06-01,[ 01:47 ],0,149
108,2016-06-01,[ 01:48 ],0,149
109,2016-06-01,[ 01:49 ],0,149
110,2016-06-01,[ 01:50 ],0,149
111,2016-06-01,[ 01:51 ],0,149
112,2016-06-01,[ 01:52 ],0,151
113,2016-06-01,[ 01:53 ],0,150
114,2016-06-01,[ 01:54 ],0,212
115,2016-06-01,[ 01:55 ],0,206
116,2016-06-01,[ 01:56 ],0,201
117,2016-06-01,[ 01:57 ],0,205
118,2016-06-01,[ 01:58 ],0,204
119,2016-06-01,[ 01:59 ],0,201
120,2016-06-01,[ 02:00 ],0,204
121,2016-06-01,[ 02:01 ],0,204
122,2016-06-01,[ 02:02 ],0,201
123,2016-06-01,[ 02:03 ],0,202
124,2016-06-01,[ 02:04 ],0,199
125,2016-06-01,[ 02:05 ],0,150
126,2016-06-01,[ 02:06 ],0,148
127,2016-06-01,[ 02:07 ],0,149
128,2016-06-01,[ 02:08 ],0,149
129,2016-06-01,[ 02:09 ],0,149
130,2016-06-01,[ 02:10 ],0,150
131,2016-06-01,[ 02:11 ],0,148
132,2016-06-01,[ 02:12 ],0,148
133,2016-06-01,[ 02:13 ],0,149
134,2016-06-01,[ 02:14 ],0,149
