,Year-Month-Date,Time,Holiday,Watt
0,2016-11-01,[ 00:00 ],0,177
1,2016-11-01,[ 00:01 ],0,178
2,2016-11-01,[ 00:02 ],0,177
3,2016-11-01,[ 00:03 ],0,176
4,2016-11-01,[ 00:04 ],0,177
5,2016-11-01,[ 00:05 ],0,177
6,2016-11-01,[ 00:06 ],0,175
7,2016-11-01,[ 00:07 ],0,174
8,2016-11-01,[ 00:08 ],0,174
9,2016-11-01,[ 00:09 ],0,173
10,2016-11-01,[ 00:10 ],0,173
11,2016-11-01,[ 00:11 ],0,173
12,2016-11-01,[ 00:12 ],0,174
13,2016-11-01,[ 00:13 ],0,174
14,2016-11-01,[ 00:14 ],0,173
15,2016-11-01,[ 00:15 ],0,174
16,2016-11-01,[ 00:16 ],0,173
17,2016-11-01,[ 00:17 ],0,173
18,2016-11-01,[ 00:18 ],0,174
19,2016-11-01,[ 00:19 ],0,173
20,2016-11-01,[ 00:20 ],0,173
21,2016-11-01,[ 00:21 ],0,175
22,2016-11-01,[ 00:22 ],0,175
23,2016-11-01,[ 00:23 ],0,172
24,2016-11-01,[ 00:24 ],0,172
25,2016-11-01,[ 00:25 ],0,171
26,2016-11-01,[ 00:26 ],0,173
27,2016-11-01,[ 00:27 ],0,173
28,2016-11-01,[ 00:28 ],0,172
29,2016-11-01,[ 00:29 ],0,173
30,2016-11-01,[ 00:30 ],0,173
31,2016-11-01,[ 00:31 ],0,173
32,2016-11-01,[ 00:32 ],0,171
33,2016-11-01,[ 00:33 ],0,242
34,2016-11-01,[ 00:34 ],0,228
35,2016-11-01,[ 00:35 ],0,231
36,2016-11-01,[ 00:36 ],0,229
37,2016-11-01,[ 00:37 ],0,231
38,2016-11-01,[ 00:38 ],0,227
39,2016-11-01,[ 00:39 ],0,227
40,2016-11-01,[ 00:40 ],0,226
41,2016-11-01,[ 00:41 ],0,226
42,2016-11-01,[ 00:42 ],0,225
43,2016-11-01,[ 00:43 ],0,224
44,2016-11-01,[ 00:44 ],0,171
45,2016-11-01,[ 00:45 ],0,169
46,2016-11-01,[ 00:46 ],0,171
47,2016-11-01,[ 00:47 ],0,170
48,2016-11-01,[ 00:48 ],0,169
49,2016-11-01,[ 00:49 ],0,168
50,2016-11-01,[ 00:50 ],0,170
51,2016-11-01,[ 00:51 ],0,168
52,2016-11-01,[ 00:52 ],0,168
53,2016-11-01,[ 00:53 ],0,223
54,2016-11-01,[ 00:54 ],0,223
55,2016-11-01,[ 00:55 ],0,222
56,2016-11-01,[ 00:56 ],0,221
57,2016-11-01,[ 00:57 ],0,225
58,2016-11-01,[ 00:58 ],0,225
59,2016-11-01,[ 00:59 ],0,225
60,2016-11-01,[ 01:00 ],0,227
61,2016-11-01,[ 01:01 ],0,227
62,2016-11-01,[ 01:02 ],0,225
63,2016-11-01,[ 01:03 ],0,227
64,2016-11-01,[ 01:04 ],0,225
65,2016-11-01,[ 01:05 ],0,223
66,2016-11-01,[ 01:06 ],0,222
67,2016-11-01,[ 01:07 ],0,222
68,2016-11-01,[ 01:08 ],0,224
69,2016-11-01,[ 01:09 ],0,224
70,2016-11-01,[ 01:10 ],0,223
71,2016-11-01,[ 01:11 ],0,222
72,2016-11-01,[ 01:12 ],0,221
73,2016-11-01,[ 01:13 ],0,222
74,2016-11-01,[ 01:14 ],0,222
75,2016-11-01,[ 01:15 ],0,224
