,Year-Month-Date,Time,Holiday,Watt
0,2015-10-01,[ 00:00 ],0,229
1,2015-10-01,[ 00:01 ],0,229
2,2015-10-01,[ 00:02 ],0,231
3,2015-10-01,[ 00:03 ],0,235
4,2015-10-01,[ 00:04 ],0,232
5,2015-10-01,[ 00:05 ],0,232
6,2015-10-01,[ 00:06 ],0,227
7,2015-10-01,[ 00:07 ],0,225
8,2015-10-01,[ 00:08 ],0,224
9,2015-10-01,[ 00:09 ],0,226
10,2015-10-01,[ 00:10 ],0,226
11,2015-10-01,[ 00:11 ],0,226
12,2015-10-01,[ 00:12 ],0,226
13,2015-10-01,[ 00:13 ],0,227
14,2015-10-01,[ 00:14 ],0,226
15,2015-10-01,[ 00:15 ],0,225
16,2015-10-01,[ 00:16 ],0,225
17,2015-10-01,[ 00:17 ],0,228
18,2015-10-01,[ 00:18 ],0,231
19,2015-10-01,[ 00:19 ],0,232
20,2015-10-01,[ 00:20 ],0,225
21,2015-10-01,[ 00:21 ],0,226
22,2015-10-01,[ 00:22 ],0,224
23,2015-10-01,[ 00:23 ],0,224
24,2015-10-01,[ 00:24 ],0,221
25,2015-10-01,[ 00:25 ],0,165
26,2015-10-01,[ 00:26 ],0,166
27,2015-10-01,[ 00:27 ],0,166
28,2015-10-01,[ 00:28 ],0,167
29,2015-10-01,[ 00:29 ],0,168
30,2015-10-01,[ 00:30 ],0,166
31,2015-10-01,[ 00:31 ],0,168
32,2015-10-01,[ 00:32 ],0,168
33,2015-10-01,[ 00:33 ],0,169
34,2015-10-01,[ 00:34 ],0,169
35,2015-10-01,[ 00:35 ],0,168
36,2015-10-01,[ 00:36 ],0,166
37,2015-10-01,[ 00:37 ],0,168
38,2015-10-01,[ 00:38 ],0,168
39,2015-10-01,[ 00:39 ],0,168
40,2015-10-01,[ 00:40 ],0,166
41,2015-10-01,[ 00:41 ],0,168
42,2015-10-01,[ 00:42 ],0,167
43,2015-10-01,[ 00:43 ],0,167
44,2015-10-01,[ 00:44 ],0,168
45,2015-10-01,[ 00:45 ],0,168
46,2015-10-01,[ 00:46 ],0,167
47,2015-10-01,[ 00:47 ],0,166
48,2015-10-01,[ 00:48 ],0,168
49,2015-10-01,[ 00:49 ],0,167
50,2015-10-01,[ 00:50 ],0,167
51,2015-10-01,[ 00:51 ],0,165
52,2015-10-01,[ 00:52 ],0,168
53,2015-10-01,[ 00:53 ],0,167
54,2015-10-01,[ 00:54 ],0,167
55,2015-10-01,[ 00:55 ],0,165
56,2015-10-01,[ 00:56 ],0,165
57,2015-10-01,[ 00:57 ],0,165
58,2015-10-01,[ 00:58 ],0,163
59,2015-10-01,[ 00:59 ],0,166
60,2015-10-01,[ 01:00 ],0,167
61,2015-10-01,[ 01:01 ],0,163
62,2015-10-01,[ 01:02 ],0,165
63,2015-10-01,[ 01:03 ],0,166
64,2015-10-01,[ 01:04 ],0,165
65,2015-10-01,[ 01:05 ],0,166
66,2015-10-01,[ 01:06 ],0,163
67,2015-10-01,[ 01:07 ],0,163
68,2015-10-01,[ 01:08 ],0,163
69,2015-10-01,[ 01:09 ],0,163
70,2015-10-01,[ 01:10 ],0,166
71,2015-10-01,[ 01:11 ],0,165
72,2015-10-01,[ 01:12 ],0,165
73,2015-10-01,[ 01:13 ],0,165
74,2015-10-01,[ 01:14 ],0,163
75,2015-10-01,[ 01:15 ],0,235
76,2015-10-01,[ 01:16 ],0,223
77,2015-10-01,[ 01:17 ],0,223
78,2015-10-01,[ 01:18 ],0,222
79,2015-10-01,[ 01:19 ],0,222
80,2015-10-01,[ 01:20 ],0,219
81,2015-10-01,[ 01:21 ],0,222
82,2015-10-01,[ 01:22 ],0,219
83,2015-10-01,[ 01:23 ],0,221
84,2015-10-01,[ 01:24 ],0,221
85,2015-10-01,[ 01:25 ],0,216
86,2015-10-01,[ 01:26 ],0,163
87,2015-10-01,[ 01:27 ],0,163
88,2015-10-01,[ 01:28 ],0,163
89,2015-10-01,[ 01:29 ],0,163
90,2015-10-01,[ 01:30 ],0,163
91,2015-10-01,[ 01:31 ],0,163
92,2015-10-01,[ 01:32 ],0,165
93,2015-10-01,[ 01:33 ],0,165
94,2015-10-01,[ 01:34 ],0,163
