,Year-Month-Date,Time,Holiday,Watt
0,2015-12-01,[ 00:00 ],0,375
1,2015-12-01,[ 00:01 ],0,371
2,2015-12-01,[ 00:02 ],0,371
3,2015-12-01,[ 00:03 ],0,169
4,2015-12-01,[ 00:04 ],0,168
5,2015-12-01,[ 00:05 ],0,168
6,2015-12-01,[ 00:06 ],0,168
7,2015-12-01,[ 00:07 ],0,166
8,2015-12-01,[ 00:08 ],0,165
9,2015-12-01,[ 00:09 ],0,166
10,2015-12-01,[ 00:10 ],0,166
11,2015-12-01,[ 00:11 ],0,166
12,2015-12-01,[ 00:12 ],0,165
13,2015-12-01,[ 00:13 ],0,165
14,2015-12-01,[ 00:14 ],0,163
15,2015-12-01,[ 00:15 ],0,163
16,2015-12-01,[ 00:16 ],0,167
17,2015-12-01,[ 00:17 ],0,278
18,2015-12-01,[ 00:18 ],0,232
19,2015-12-01,[ 00:19 ],0,235
20,2015-12-01,[ 00:20 ],0,241
21,2015-12-01,[ 00:21 ],0,241
22,2015-12-01,[ 00:22 ],0,238
23,2015-12-01,[ 00:23 ],0,238
24,2015-12-01,[ 00:24 ],0,238
25,2015-12-01,[ 00:25 ],0,236
26,2015-12-01,[ 00:26 ],0,234
27,2015-12-01,[ 00:27 ],0,229
28,2015-12-01,[ 00:28 ],0,229
29,2015-12-01,[ 00:29 ],0,226
30,2015-12-01,[ 00:30 ],0,227
31,2015-12-01,[ 00:31 ],0,229
32,2015-12-01,[ 00:32 ],0,231
33,2015-12-01,[ 00:33 ],0,228
34,2015-12-01,[ 00:34 ],0,227
35,2015-12-01,[ 00:35 ],0,226
36,2015-12-01,[ 00:36 ],0,227
37,2015-12-01,[ 00:37 ],0,225
38,2015-12-01,[ 00:38 ],0,225
39,2015-12-01,[ 00:39 ],0,222
40,2015-12-01,[ 00:40 ],0,221
41,2015-12-01,[ 00:41 ],0,221
42,2015-12-01,[ 00:42 ],0,218
43,2015-12-01,[ 00:43 ],0,219
44,2015-12-01,[ 00:44 ],0,218
45,2015-12-01,[ 00:45 ],0,221
46,2015-12-01,[ 00:46 ],0,222
47,2015-12-01,[ 00:47 ],0,219
48,2015-12-01,[ 00:48 ],0,219
49,2015-12-01,[ 00:49 ],0,219
50,2015-12-01,[ 00:50 ],0,217
51,2015-12-01,[ 00:51 ],0,218
52,2015-12-01,[ 00:52 ],0,219
53,2015-12-01,[ 00:53 ],0,221
54,2015-12-01,[ 00:54 ],0,224
55,2015-12-01,[ 00:55 ],0,225
56,2015-12-01,[ 00:56 ],0,223
57,2015-12-01,[ 00:57 ],0,222
58,2015-12-01,[ 00:58 ],0,218
59,2015-12-01,[ 00:59 ],0,216
60,2015-12-01,[ 01:00 ],0,221
61,2015-12-01,[ 01:01 ],0,219
62,2015-12-01,[ 01:02 ],0,218
63,2015-12-01,[ 01:03 ],0,218
64,2015-12-01,[ 01:04 ],0,221
65,2015-12-01,[ 01:05 ],0,217
66,2015-12-01,[ 01:06 ],0,218
67,2015-12-01,[ 01:07 ],0,215
68,2015-12-01,[ 01:08 ],0,214
69,2015-12-01,[ 01:09 ],0,214
70,2015-12-01,[ 01:10 ],0,163
71,2015-12-01,[ 01:11 ],0,163
72,2015-12-01,[ 01:12 ],0,163
73,2015-12-01,[ 01:13 ],0,163
74,2015-12-01,[ 01:14 ],0,163
75,2015-12-01,[ 01:15 ],0,161
76,2015-12-01,[ 01:16 ],0,161
77,2015-12-01,[ 01:17 ],0,163
78,2015-12-01,[ 01:18 ],0,162
79,2015-12-01,[ 01:19 ],0,162
80,2015-12-01,[ 01:20 ],0,161
81,2015-12-01,[ 01:21 ],0,163
82,2015-12-01,[ 01:22 ],0,162
83,2015-12-01,[ 01:23 ],0,161
84,2015-12-01,[ 01:24 ],0,161
85,2015-12-01,[ 01:25 ],0,163
86,2015-12-01,[ 01:26 ],0,160
87,2015-12-01,[ 01:27 ],0,160
88,2015-12-01,[ 01:28 ],0,160
89,2015-12-01,[ 01:29 ],0,160
90,2015-12-01,[ 01:30 ],0,163
91,2015-12-01,[ 01:31 ],0,162
92,2015-12-01,[ 01:32 ],0,160
93,2015-12-01,[ 01:33 ],0,160
94,2015-12-01,[ 01:34 ],0,160
95,2015-12-01,[ 01:35 ],0,159
96,2015-12-01,[ 01:36 ],0,160
97,2015-12-01,[ 01:37 ],0,159
98,2015-12-01,[ 01:38 ],0,159
99,2015-12-01,[ 01:39 ],0,161
100,2015-12-01,[ 01:40 ],0,161
101,2015-12-01,[ 01:41 ],0,162
102,2015-12-01,[ 01:42 ],0,161
103,2015-12-01,[ 01:43 ],0,161
104,2015-12-01,[ 01:44 ],0,159
105,2015-12-01,[ 01:45 ],0,165
106,2015-12-01,[ 01:46 ],0,162
107,2015-12-01,[ 01:47 ],0,160
108,2015-12-01,[ 01:48 ],0,163
109,2015-12-01,[ 01:49 ],0,163
110,2015-12-01,[ 01:50 ],0,163
111,2015-12-01,[ 01:51 ],0,163
112,2015-12-01,[ 01:52 ],0,163
113,2015-12-01,[ 01:53 ],0,161
114,2015-12-01,[ 01:54 ],0,163
115,2015-12-01,[ 01:55 ],0,163
116,2015-12-01,[ 01:56 ],0,162
