,Year-Month-Date,Time,Holiday,Watt
0,2015-05-01,[ 00:00 ],0,169
1,2015-05-01,[ 00:01 ],0,170
2,2015-05-01,[ 00:02 ],0,172
3,2015-05-01,[ 00:03 ],0,173
4,2015-05-01,[ 00:04 ],0,170
5,2015-05-01,[ 00:05 ],0,171
6,2015-05-01,[ 00:06 ],0,170
7,2015-05-01,[ 00:07 ],0,171
8,2015-05-01,[ 00:08 ],0,171
9,2015-05-01,[ 00:09 ],0,170
10,2015-05-01,[ 00:10 ],0,170
11,2015-05-01,[ 00:11 ],0,169
12,2015-05-01,[ 00:12 ],0,169
13,2015-05-01,[ 00:13 ],0,169
14,2015-05-01,[ 00:14 ],0,169
15,2015-05-01,[ 00:15 ],0,167
16,2015-05-01,[ 00:16 ],0,167
17,2015-05-01,[ 00:17 ],0,167
18,2015-05-01,[ 00:18 ],0,167
19,2015-05-01,[ 00:19 ],0,168
20,2015-05-01,[ 00:20 ],0,167
21,2015-05-01,[ 00:21 ],0,167
22,2015-05-01,[ 00:22 ],0,167
23,2015-05-01,[ 00:23 ],0,166
24,2015-05-01,[ 00:24 ],0,166
25,2015-05-01,[ 00:25 ],0,165
26,2015-05-01,[ 00:26 ],0,167
27,2015-05-01,[ 00:27 ],0,167
28,2015-05-01,[ 00:28 ],0,166
29,2015-05-01,[ 00:29 ],0,166
30,2015-05-01,[ 00:30 ],0,166
31,2015-05-01,[ 00:31 ],0,163
32,2015-05-01,[ 00:32 ],0,165
33,2015-05-01,[ 00:33 ],0,242
34,2015-05-01,[ 00:34 ],0,228
35,2015-05-01,[ 00:35 ],0,229
36,2015-05-01,[ 00:36 ],0,228
37,2015-05-01,[ 00:37 ],0,227
38,2015-05-01,[ 00:38 ],0,225
39,2015-05-01,[ 00:39 ],0,226
40,2015-05-01,[ 00:40 ],0,224
41,2015-05-01,[ 00:41 ],0,223
42,2015-05-01,[ 00:42 ],0,225
43,2015-05-01,[ 00:43 ],0,224
44,2015-05-01,[ 00:44 ],0,166
45,2015-05-01,[ 00:45 ],0,163
46,2015-05-01,[ 00:46 ],0,166
47,2015-05-01,[ 00:47 ],0,165
48,2015-05-01,[ 00:48 ],0,165
49,2015-05-01,[ 00:49 ],0,165
50,2015-05-01,[ 00:50 ],0,165
51,2015-05-01,[ 00:51 ],0,165
52,2015-05-01,[ 00:52 ],0,165
53,2015-05-01,[ 00:53 ],0,162
54,2015-05-01,[ 00:54 ],0,163
55,2015-05-01,[ 00:55 ],0,163
56,2015-05-01,[ 00:56 ],0,163
57,2015-05-01,[ 00:57 ],0,163
58,2015-05-01,[ 00:58 ],0,165
59,2015-05-01,[ 00:59 ],0,166
