,Year-Month-Date,Time,Holiday,Watt
0,2015-04-01,[ 00:00 ],0,312
1,2015-04-01,[ 00:01 ],0,308
2,2015-04-01,[ 00:02 ],0,305
3,2015-04-01,[ 00:03 ],0,310
4,2015-04-01,[ 00:04 ],0,306
5,2015-04-01,[ 00:05 ],0,308
6,2015-04-01,[ 00:06 ],0,301
7,2015-04-01,[ 00:07 ],0,234
8,2015-04-01,[ 00:08 ],0,226
9,2015-04-01,[ 00:09 ],0,225
10,2015-04-01,[ 00:10 ],0,243
11,2015-04-01,[ 00:11 ],0,227
12,2015-04-01,[ 00:12 ],0,226
13,2015-04-01,[ 00:13 ],0,227
14,2015-04-01,[ 00:14 ],0,237
15,2015-04-01,[ 00:15 ],0,237
16,2015-04-01,[ 00:16 ],0,225
17,2015-04-01,[ 00:17 ],0,225
18,2015-04-01,[ 00:18 ],0,223
19,2015-04-01,[ 00:19 ],0,223
20,2015-04-01,[ 00:20 ],0,224
21,2015-04-01,[ 00:21 ],0,223
22,2015-04-01,[ 00:22 ],0,223
23,2015-04-01,[ 00:23 ],0,223
24,2015-04-01,[ 00:24 ],0,223
25,2015-04-01,[ 00:25 ],0,221
26,2015-04-01,[ 00:26 ],0,222
27,2015-04-01,[ 00:27 ],0,223
28,2015-04-01,[ 00:28 ],0,221
29,2015-04-01,[ 00:29 ],0,221
30,2015-04-01,[ 00:30 ],0,219
31,2015-04-01,[ 00:31 ],0,222
32,2015-04-01,[ 00:32 ],0,219
33,2015-04-01,[ 00:33 ],0,222
34,2015-04-01,[ 00:34 ],0,221
35,2015-04-01,[ 00:35 ],0,218
36,2015-04-01,[ 00:36 ],0,218
37,2015-04-01,[ 00:37 ],0,218
38,2015-04-01,[ 00:38 ],0,218
39,2015-04-01,[ 00:39 ],0,217
40,2015-04-01,[ 00:40 ],0,219
41,2015-04-01,[ 00:41 ],0,219
42,2015-04-01,[ 00:42 ],0,215
43,2015-04-01,[ 00:43 ],0,217
44,2015-04-01,[ 00:44 ],0,216
45,2015-04-01,[ 00:45 ],0,218
46,2015-04-01,[ 00:46 ],0,218
47,2015-04-01,[ 00:47 ],0,217
48,2015-04-01,[ 00:48 ],0,215
49,2015-04-01,[ 00:49 ],0,218
50,2015-04-01,[ 00:50 ],0,218
51,2015-04-01,[ 00:51 ],0,216
52,2015-04-01,[ 00:52 ],0,219
53,2015-04-01,[ 00:53 ],0,216
54,2015-04-01,[ 00:54 ],0,216
55,2015-04-01,[ 00:55 ],0,217
56,2015-04-01,[ 00:56 ],0,304
57,2015-04-01,[ 00:57 ],0,287
58,2015-04-01,[ 00:58 ],0,289
59,2015-04-01,[ 00:59 ],0,291
60,2015-04-01,[ 01:00 ],0,291
61,2015-04-01,[ 01:01 ],0,292
62,2015-04-01,[ 01:02 ],0,293
63,2015-04-01,[ 01:03 ],0,292
64,2015-04-01,[ 01:04 ],0,292
65,2015-04-01,[ 01:05 ],0,291
66,2015-04-01,[ 01:06 ],0,289
67,2015-04-01,[ 01:07 ],0,288
68,2015-04-01,[ 01:08 ],0,288
69,2015-04-01,[ 01:09 ],0,288
70,2015-04-01,[ 01:10 ],0,289
71,2015-04-01,[ 01:11 ],0,288
72,2015-04-01,[ 01:12 ],0,289
73,2015-04-01,[ 01:13 ],0,291
74,2015-04-01,[ 01:14 ],0,287
75,2015-04-01,[ 01:15 ],0,288
76,2015-04-01,[ 01:16 ],0,288
77,2015-04-01,[ 01:17 ],0,291
78,2015-04-01,[ 01:18 ],0,295
79,2015-04-01,[ 01:19 ],0,294
80,2015-04-01,[ 01:20 ],0,293
81,2015-04-01,[ 01:21 ],0,292
82,2015-04-01,[ 01:22 ],0,289
83,2015-04-01,[ 01:23 ],0,289
84,2015-04-01,[ 01:24 ],0,289
85,2015-04-01,[ 01:25 ],0,289
86,2015-04-01,[ 01:26 ],0,286
87,2015-04-01,[ 01:27 ],0,286
88,2015-04-01,[ 01:28 ],0,284
89,2015-04-01,[ 01:29 ],0,281
90,2015-04-01,[ 01:30 ],0,214
91,2015-04-01,[ 01:31 ],0,214
92,2015-04-01,[ 01:32 ],0,216
93,2015-04-01,[ 01:33 ],0,216
94,2015-04-01,[ 01:34 ],0,215
95,2015-04-01,[ 01:35 ],0,215
96,2015-04-01,[ 01:36 ],0,213
97,2015-04-01,[ 01:37 ],0,214
98,2015-04-01,[ 01:38 ],0,213
99,2015-04-01,[ 01:39 ],0,216
100,2015-04-01,[ 01:40 ],0,215
101,2015-04-01,[ 01:41 ],0,215
102,2015-04-01,[ 01:42 ],0,213
103,2015-04-01,[ 01:43 ],0,217
104,2015-04-01,[ 01:44 ],0,217
105,2015-04-01,[ 01:45 ],0,225
106,2015-04-01,[ 01:46 ],0,283
107,2015-04-01,[ 01:47 ],0,277
108,2015-04-01,[ 01:48 ],0,280
109,2015-04-01,[ 01:49 ],0,291
110,2015-04-01,[ 01:50 ],0,311
111,2015-04-01,[ 01:51 ],0,310
112,2015-04-01,[ 01:52 ],0,299
113,2015-04-01,[ 01:53 ],0,282
114,2015-04-01,[ 01:54 ],0,261
115,2015-04-01,[ 01:55 ],0,257
116,2015-04-01,[ 01:56 ],0,257
117,2015-04-01,[ 01:57 ],0,258
118,2015-04-01,[ 01:58 ],0,257
119,2015-04-01,[ 01:59 ],0,256
120,2015-04-01,[ 02:00 ],0,259
121,2015-04-01,[ 02:01 ],0,276
122,2015-04-01,[ 02:02 ],0,196
123,2015-04-01,[ 02:03 ],0,199
124,2015-04-01,[ 02:04 ],0,199
125,2015-04-01,[ 02:05 ],0,199
126,2015-04-01,[ 02:06 ],0,195
127,2015-04-01,[ 02:07 ],0,192
128,2015-04-01,[ 02:08 ],0,195
129,2015-04-01,[ 02:09 ],0,194
130,2015-04-01,[ 02:10 ],0,193
131,2015-04-01,[ 02:11 ],0,194
132,2015-04-01,[ 02:12 ],0,224
133,2015-04-01,[ 02:13 ],0,213
134,2015-04-01,[ 02:14 ],0,205
135,2015-04-01,[ 02:15 ],0,293
136,2015-04-01,[ 02:16 ],0,278
137,2015-04-01,[ 02:17 ],0,270
138,2015-04-01,[ 02:18 ],0,274
139,2015-04-01,[ 02:19 ],0,271
140,2015-04-01,[ 02:20 ],0,267
141,2015-04-01,[ 02:21 ],0,299
142,2015-04-01,[ 02:22 ],0,283
143,2015-04-01,[ 02:23 ],0,275
144,2015-04-01,[ 02:24 ],0,265
145,2015-04-01,[ 02:25 ],0,265
146,2015-04-01,[ 02:26 ],0,265
147,2015-04-01,[ 02:27 ],0,192
148,2015-04-01,[ 02:28 ],0,190
149,2015-04-01,[ 02:29 ],0,187
150,2015-04-01,[ 02:30 ],0,187
151,2015-04-01,[ 02:31 ],0,185
152,2015-04-01,[ 02:32 ],0,163
153,2015-04-01,[ 02:33 ],0,163
154,2015-04-01,[ 02:34 ],0,163
155,2015-04-01,[ 02:35 ],0,162
156,2015-04-01,[ 02:36 ],0,163
157,2015-04-01,[ 02:37 ],0,162
158,2015-04-01,[ 02:38 ],0,163
159,2015-04-01,[ 02:39 ],0,163
160,2015-04-01,[ 02:40 ],0,163
161,2015-04-01,[ 02:41 ],0,163
162,2015-04-01,[ 02:42 ],0,247
163,2015-04-01,[ 02:43 ],0,224
164,2015-04-01,[ 02:44 ],0,219
165,2015-04-01,[ 02:45 ],0,221
166,2015-04-01,[ 02:46 ],0,223
167,2015-04-01,[ 02:47 ],0,224
168,2015-04-01,[ 02:48 ],0,225
169,2015-04-01,[ 02:49 ],0,224
170,2015-04-01,[ 02:50 ],0,222
171,2015-04-01,[ 02:51 ],0,221
172,2015-04-01,[ 02:52 ],0,222
173,2015-04-01,[ 02:53 ],0,219
174,2015-04-01,[ 02:54 ],0,219
175,2015-04-01,[ 02:55 ],0,219
176,2015-04-01,[ 02:56 ],0,221
177,2015-04-01,[ 02:57 ],0,222
178,2015-04-01,[ 02:58 ],0,221
179,2015-04-01,[ 02:59 ],0,222
180,2015-04-01,[ 03:00 ],0,224
181,2015-04-01,[ 03:01 ],0,222
182,2015-04-01,[ 03:02 ],0,223
183,2015-04-01,[ 03:03 ],0,227
184,2015-04-01,[ 03:04 ],0,227
185,2015-04-01,[ 03:05 ],0,228
186,2015-04-01,[ 03:06 ],0,223
187,2015-04-01,[ 03:07 ],0,218
188,2015-04-01,[ 03:08 ],0,222
189,2015-04-01,[ 03:09 ],0,219
190,2015-04-01,[ 03:10 ],0,218
