,DateTime,Day,Holiday,Seq,Watt
0,2014년 4월 1일 - 0시,화,X,0,386
1,2014년 4월 1일 - 1시,화,X,1,413
2,2014년 4월 1일 - 2시,화,X,2,286
3,2014년 4월 1일 - 3시,화,X,3,297
4,2014년 4월 1일 - 4시,화,X,4,235
5,2014년 4월 1일 - 5시,화,X,5,225
6,2014년 4월 1일 - 6시,화,X,6,224
7,2014년 4월 1일 - 7시,화,X,7,2592
8,2014년 4월 1일 - 8시,화,X,8,1971
9,2014년 4월 1일 - 9시,화,X,9,3853
10,2014년 4월 1일 - 10시,화,X,10,4346
11,2014년 4월 1일 - 11시,화,X,11,1642
12,2014년 4월 1일 - 12시,화,X,12,2841
13,2014년 4월 1일 - 13시,화,X,13,4357
14,2014년 4월 1일 - 14시,화,X,14,2737
15,2014년 4월 1일 - 15시,화,X,15,1765
16,2014년 4월 1일 - 16시,화,X,16,2760
17,2014년 4월 1일 - 17시,화,X,17,1978
18,2014년 4월 1일 - 18시,화,X,18,463
19,2014년 4월 1일 - 19시,화,X,19,681
20,2014년 4월 1일 - 20시,화,X,20,666
21,2014년 4월 1일 - 21시,화,X,21,623
22,2014년 4월 1일 - 22시,화,X,22,3125
23,2014년 4월 1일 - 23시,화,X,23,2865
24,2014년 4월 2일 - 0시,수,X,0,407
25,2014년 4월 2일 - 1시,수,X,1,436
26,2014년 4월 2일 - 2시,수,X,2,238
27,2014년 4월 2일 - 3시,수,X,3,238
28,2014년 4월 2일 - 4시,수,X,4,397
29,2014년 4월 2일 - 5시,수,X,5,240
30,2014년 4월 2일 - 6시,수,X,6,234
31,2014년 4월 2일 - 7시,수,X,7,775
32,2014년 4월 2일 - 8시,수,X,8,283
33,2014년 4월 2일 - 9시,수,X,9,2745
34,2014년 4월 2일 - 10시,수,X,10,394
35,2014년 4월 2일 - 11시,수,X,11,2637
36,2014년 4월 2일 - 12시,수,X,12,2900
37,2014년 4월 2일 - 13시,수,X,13,2685
38,2014년 4월 2일 - 14시,수,X,14,2610
39,2014년 4월 2일 - 15시,수,X,15,2043
40,2014년 4월 2일 - 16시,수,X,16,432
41,2014년 4월 2일 - 17시,수,X,17,2040
42,2014년 4월 2일 - 18시,수,X,18,2899
43,2014년 4월 2일 - 19시,수,X,19,2575
44,2014년 4월 2일 - 20시,수,X,20,654
45,2014년 4월 2일 - 21시,수,X,21,517
46,2014년 4월 2일 - 22시,수,X,22,493
47,2014년 4월 2일 - 23시,수,X,23,414
48,2014년 4월 3일 - 0시,목,X,0,331
49,2014년 4월 3일 - 1시,목,X,1,250
50,2014년 4월 3일 - 2시,목,X,2,243
51,2014년 4월 3일 - 3시,목,X,3,241
