,DateTime,Day,Holiday,Seq,Watt
0,2015년 4월 1일 - 0시,수,X,0,312
1,2015년 4월 1일 - 1시,수,X,1,311
2,2015년 4월 1일 - 2시,수,X,2,299
3,2015년 4월 1일 - 3시,수,X,3,861
4,2015년 4월 1일 - 4시,수,X,4,304
5,2015년 4월 1일 - 5시,수,X,5,273
6,2015년 4월 1일 - 6시,수,X,6,2780
7,2015년 4월 1일 - 7시,수,X,7,1958
8,2015년 4월 1일 - 8시,수,X,8,2063
9,2015년 4월 1일 - 9시,수,X,9,3012
10,2015년 4월 1일 - 10시,수,X,10,3363
11,2015년 4월 1일 - 11시,수,X,11,3005
12,2015년 4월 1일 - 12시,수,X,12,285
13,2015년 4월 1일 - 13시,수,X,13,2008
14,2015년 4월 1일 - 14시,수,X,14,2757
15,2015년 4월 1일 - 15시,수,X,15,418
16,2015년 4월 1일 - 16시,수,X,16,2751
17,2015년 4월 1일 - 17시,수,X,17,2097
18,2015년 4월 1일 - 18시,수,X,18,2653
19,2015년 4월 1일 - 19시,수,X,19,2678
20,2015년 4월 1일 - 20시,수,X,20,647
21,2015년 4월 1일 - 21시,수,X,21,241
22,2015년 4월 1일 - 22시,수,X,22,265
23,2015년 4월 1일 - 23시,수,X,23,270
24,2015년 4월 2일 - 0시,목,X,0,265
25,2015년 4월 2일 - 1시,목,X,1,238
26,2015년 4월 2일 - 2시,목,X,2,282
27,2015년 4월 2일 - 3시,목,X,3,237
28,2015년 4월 2일 - 4시,목,X,4,381
29,2015년 4월 2일 - 5시,목,X,5,257
30,2015년 4월 2일 - 6시,목,X,6,256
31,2015년 4월 2일 - 7시,목,X,7,257
32,2015년 4월 2일 - 8시,목,X,8,2304
33,2015년 4월 2일 - 9시,목,X,9,2298
34,2015년 4월 2일 - 10시,목,X,10,939
35,2015년 4월 2일 - 11시,목,X,11,287
36,2015년 4월 2일 - 12시,목,X,12,284
37,2015년 4월 2일 - 13시,목,X,13,309
38,2015년 4월 2일 - 14시,목,X,14,300
39,2015년 4월 2일 - 15시,목,X,15,320
40,2015년 4월 2일 - 16시,목,X,16,304
41,2015년 4월 2일 - 17시,목,X,17,232
42,2015년 4월 2일 - 18시,목,X,18,328
43,2015년 4월 2일 - 19시,목,X,19,467
44,2015년 4월 2일 - 20시,목,X,20,321
45,2015년 4월 2일 - 21시,목,X,21,331
46,2015년 4월 2일 - 22시,목,X,22,256
47,2015년 4월 2일 - 23시,목,X,23,258
48,2015년 4월 3일 - 0시,금,O,0,231
49,2015년 4월 3일 - 1시,금,O,1,701
50,2015년 4월 3일 - 2시,금,O,2,226
51,2015년 4월 3일 - 3시,금,O,3,236
52,2015년 4월 3일 - 4시,금,O,4,235
53,2015년 4월 3일 - 5시,금,O,5,264
54,2015년 4월 3일 - 6시,금,O,6,274
55,2015년 4월 3일 - 7시,금,O,7,239
56,2015년 4월 3일 - 8시,금,O,8,809
57,2015년 4월 3일 - 9시,금,O,9,382
58,2015년 4월 3일 - 10시,금,O,10,391
59,2015년 4월 3일 - 11시,금,O,11,270
60,2015년 4월 3일 - 12시,금,O,12,282
61,2015년 4월 3일 - 13시,금,O,13,270
