,DateTime,Day,Holiday,Seq,Watt
0,2014년 8월 1일 - 0시,금,X,0,405
1,2014년 8월 1일 - 1시,금,X,1,309
2,2014년 8월 1일 - 2시,금,X,2,348
3,2014년 8월 1일 - 3시,금,X,3,305
4,2014년 8월 1일 - 4시,금,X,4,281
5,2014년 8월 1일 - 5시,금,X,5,277
6,2014년 8월 1일 - 6시,금,X,6,417
7,2014년 8월 1일 - 7시,금,X,7,2592
8,2014년 8월 1일 - 8시,금,X,8,320
9,2014년 8월 1일 - 9시,금,X,9,4457
10,2014년 8월 1일 - 10시,금,X,10,2902
11,2014년 8월 1일 - 11시,금,X,11,2939
12,2014년 8월 1일 - 12시,금,X,12,2802
13,2014년 8월 1일 - 13시,금,X,13,557
14,2014년 8월 1일 - 14시,금,X,14,4535
15,2014년 8월 1일 - 15시,금,X,15,1952
16,2014년 8월 1일 - 16시,금,X,16,2828
17,2014년 8월 1일 - 17시,금,X,17,4387
18,2014년 8월 1일 - 18시,금,X,18,379
19,2014년 8월 1일 - 19시,금,X,19,3851
20,2014년 8월 1일 - 20시,금,X,20,2030
21,2014년 8월 1일 - 21시,금,X,21,482
22,2014년 8월 1일 - 22시,금,X,22,332
23,2014년 8월 1일 - 23시,금,X,23,316
24,2014년 8월 2일 - 0시,토,O,0,324
25,2014년 8월 2일 - 1시,토,O,1,323
26,2014년 8월 2일 - 2시,토,O,2,390
27,2014년 8월 2일 - 3시,토,O,3,307
28,2014년 8월 2일 - 4시,토,O,4,320
29,2014년 8월 2일 - 5시,토,O,5,455
30,2014년 8월 2일 - 6시,토,O,6,393
31,2014년 8월 2일 - 7시,토,O,7,4765
32,2014년 8월 2일 - 8시,토,O,8,818
33,2014년 8월 2일 - 9시,토,O,9,964
34,2014년 8월 2일 - 10시,토,O,10,259
35,2014년 8월 2일 - 11시,토,O,11,257
36,2014년 8월 2일 - 12시,토,O,12,257
37,2014년 8월 2일 - 13시,토,O,13,259
38,2014년 8월 2일 - 14시,토,O,14,246
39,2014년 8월 2일 - 15시,토,O,15,247
40,2014년 8월 2일 - 16시,토,O,16,266
41,2014년 8월 2일 - 17시,토,O,17,256
42,2014년 8월 2일 - 18시,토,O,18,273
43,2014년 8월 2일 - 19시,토,O,19,365
44,2014년 8월 2일 - 20시,토,O,20,912
45,2014년 8월 2일 - 21시,토,O,21,227
46,2014년 8월 2일 - 22시,토,O,22,217
47,2014년 8월 2일 - 23시,토,O,23,239
48,2014년 8월 3일 - 0시,일,O,0,207
49,2014년 8월 3일 - 1시,일,O,1,215
50,2014년 8월 3일 - 2시,일,O,2,285
51,2014년 8월 3일 - 3시,일,O,3,228
52,2014년 8월 3일 - 4시,일,O,4,222
53,2014년 8월 3일 - 5시,일,O,5,234
54,2014년 8월 3일 - 6시,일,O,6,267
55,2014년 8월 3일 - 7시,일,O,7,229
56,2014년 8월 3일 - 8시,일,O,8,434
57,2014년 8월 3일 - 9시,일,O,9,256
58,2014년 8월 3일 - 10시,일,O,10,401
59,2014년 8월 3일 - 11시,일,O,11,258
60,2014년 8월 3일 - 12시,일,O,12,265
61,2014년 8월 3일 - 13시,일,O,13,253
62,2014년 8월 3일 - 14시,일,O,14,269
63,2014년 8월 3일 - 15시,일,O,15,264
64,2014년 8월 3일 - 16시,일,O,16,257
65,2014년 8월 3일 - 17시,일,O,17,246
66,2014년 8월 3일 - 18시,일,O,18,272
67,2014년 8월 3일 - 19시,일,O,19,306
68,2014년 8월 3일 - 20시,일,O,20,223
69,2014년 8월 3일 - 21시,일,O,21,245
70,2014년 8월 3일 - 22시,일,O,22,215
71,2014년 8월 3일 - 23시,일,O,23,247
72,2014년 8월 4일 - 0시,월,X,0,204
73,2014년 8월 4일 - 1시,월,X,1,351
74,2014년 8월 4일 - 2시,월,X,2,247
75,2014년 8월 4일 - 3시,월,X,3,223
76,2014년 8월 4일 - 4시,월,X,4,232
77,2014년 8월 4일 - 5시,월,X,5,240
78,2014년 8월 4일 - 6시,월,X,6,488
79,2014년 8월 4일 - 7시,월,X,7,253
80,2014년 8월 4일 - 8시,월,X,8,249
81,2014년 8월 4일 - 9시,월,X,9,317
82,2014년 8월 4일 - 10시,월,X,10,262
83,2014년 8월 4일 - 11시,월,X,11,253
84,2014년 8월 4일 - 12시,월,X,12,251
85,2014년 8월 4일 - 13시,월,X,13,254
86,2014년 8월 4일 - 14시,월,X,14,238
87,2014년 8월 4일 - 15시,월,X,15,249
88,2014년 8월 4일 - 16시,월,X,16,1559
89,2014년 8월 4일 - 17시,월,X,17,256
90,2014년 8월 4일 - 18시,월,X,18,234
91,2014년 8월 4일 - 19시,월,X,19,227
92,2014년 8월 4일 - 20시,월,X,20,240
93,2014년 8월 4일 - 21시,월,X,21,237
94,2014년 8월 4일 - 22시,월,X,22,221
95,2014년 8월 4일 - 23시,월,X,23,645
96,2014년 8월 5일 - 0시,화,X,0,324
97,2014년 8월 5일 - 1시,화,X,1,229
98,2014년 8월 5일 - 2시,화,X,2,215
99,2014년 8월 5일 - 3시,화,X,3,222
100,2014년 8월 5일 - 4시,화,X,4,232
101,2014년 8월 5일 - 5시,화,X,5,232
102,2014년 8월 5일 - 6시,화,X,6,364
103,2014년 8월 5일 - 7시,화,X,7,364
104,2014년 8월 5일 - 8시,화,X,8,257
105,2014년 8월 5일 - 9시,화,X,9,258
106,2014년 8월 5일 - 10시,화,X,10,256
107,2014년 8월 5일 - 11시,화,X,11,245
108,2014년 8월 5일 - 12시,화,X,12,251
109,2014년 8월 5일 - 13시,화,X,13,262
110,2014년 8월 5일 - 14시,화,X,14,257
111,2014년 8월 5일 - 15시,화,X,15,237
112,2014년 8월 5일 - 16시,화,X,16,250
113,2014년 8월 5일 - 17시,화,X,17,251
114,2014년 8월 5일 - 18시,화,X,18,272
115,2014년 8월 5일 - 19시,화,X,19,302
116,2014년 8월 5일 - 20시,화,X,20,312
117,2014년 8월 5일 - 21시,화,X,21,369
118,2014년 8월 5일 - 22시,화,X,22,361
119,2014년 8월 5일 - 23시,화,X,23,300
120,2014년 8월 6일 - 0시,수,X,0,277
121,2014년 8월 6일 - 1시,수,X,1,215
122,2014년 8월 6일 - 2시,수,X,2,212
