,DateTime,Day,Holiday,Seq,Watt
0,2013년 10월 1일 - 0시,화,X,0,245
1,2013년 10월 1일 - 1시,화,X,1,243
2,2013년 10월 1일 - 2시,화,X,2,389
3,2013년 10월 1일 - 3시,화,X,3,289
4,2013년 10월 1일 - 4시,화,X,4,241
5,2013년 10월 1일 - 5시,화,X,5,242
6,2013년 10월 1일 - 6시,화,X,6,2629
7,2013년 10월 1일 - 7시,화,X,7,2625
8,2013년 10월 1일 - 8시,화,X,8,715
9,2013년 10월 1일 - 9시,화,X,9,2872
10,2013년 10월 1일 - 10시,화,X,10,4404
11,2013년 10월 1일 - 11시,화,X,11,1633
12,2013년 10월 1일 - 12시,화,X,12,423
13,2013년 10월 1일 - 13시,화,X,13,2772
14,2013년 10월 1일 - 14시,화,X,14,399
15,2013년 10월 1일 - 15시,화,X,15,516
16,2013년 10월 1일 - 16시,화,X,16,483
17,2013년 10월 1일 - 17시,화,X,17,2032
18,2013년 10월 1일 - 18시,화,X,18,371
19,2013년 10월 1일 - 19시,화,X,19,487
20,2013년 10월 1일 - 20시,화,X,20,1976
21,2013년 10월 1일 - 21시,화,X,21,1959
22,2013년 10월 1일 - 22시,화,X,22,265
23,2013년 10월 1일 - 23시,화,X,23,232
24,2013년 10월 2일 - 0시,수,X,0,234
25,2013년 10월 2일 - 1시,수,X,1,228
26,2013년 10월 2일 - 2시,수,X,2,295
27,2013년 10월 2일 - 3시,수,X,3,229
28,2013년 10월 2일 - 4시,수,X,4,219
29,2013년 10월 2일 - 5시,수,X,5,294
30,2013년 10월 2일 - 6시,수,X,6,2859
31,2013년 10월 2일 - 7시,수,X,7,2753
32,2013년 10월 2일 - 8시,수,X,8,2640
33,2013년 10월 2일 - 9시,수,X,9,2589
34,2013년 10월 2일 - 10시,수,X,10,304
35,2013년 10월 2일 - 11시,수,X,11,2620
36,2013년 10월 2일 - 12시,수,X,12,267
37,2013년 10월 2일 - 13시,수,X,13,283
38,2013년 10월 2일 - 14시,수,X,14,287
39,2013년 10월 2일 - 15시,수,X,15,764
40,2013년 10월 2일 - 16시,수,X,16,361
41,2013년 10월 2일 - 17시,수,X,17,2910
42,2013년 10월 2일 - 18시,수,X,18,1453
43,2013년 10월 2일 - 19시,수,X,19,704
44,2013년 10월 2일 - 20시,수,X,20,2480
45,2013년 10월 2일 - 21시,수,X,21,370
46,2013년 10월 2일 - 22시,수,X,22,320
47,2013년 10월 2일 - 23시,수,X,23,391
48,2013년 10월 3일 - 0시,목,X,0,243
49,2013년 10월 3일 - 1시,목,X,1,314
50,2013년 10월 3일 - 2시,목,X,2,258
51,2013년 10월 3일 - 3시,목,X,3,248
52,2013년 10월 3일 - 4시,목,X,4,247
53,2013년 10월 3일 - 5시,목,X,5,246
54,2013년 10월 3일 - 6시,목,X,6,2769
55,2013년 10월 3일 - 7시,목,X,7,1989
56,2013년 10월 3일 - 8시,목,X,8,281
57,2013년 10월 3일 - 9시,목,X,9,805
58,2013년 10월 3일 - 10시,목,X,10,343
59,2013년 10월 3일 - 11시,목,X,11,298
60,2013년 10월 3일 - 12시,목,X,12,247
61,2013년 10월 3일 - 13시,목,X,13,427
62,2013년 10월 3일 - 14시,목,X,14,387
63,2013년 10월 3일 - 15시,목,X,15,275
64,2013년 10월 3일 - 16시,목,X,16,5236
65,2013년 10월 3일 - 17시,목,X,17,2947
66,2013년 10월 3일 - 18시,목,X,18,1851
67,2013년 10월 3일 - 19시,목,X,19,2022
68,2013년 10월 3일 - 20시,목,X,20,389
69,2013년 10월 3일 - 21시,목,X,21,333
70,2013년 10월 3일 - 22시,목,X,22,334
71,2013년 10월 3일 - 23시,목,X,23,259
72,2013년 10월 4일 - 0시,금,X,0,250
73,2013년 10월 4일 - 1시,금,X,1,247
74,2013년 10월 4일 - 2시,금,X,2,247
75,2013년 10월 4일 - 3시,금,X,3,299
76,2013년 10월 4일 - 4시,금,X,4,390
77,2013년 10월 4일 - 5시,금,X,5,318
78,2013년 10월 4일 - 6시,금,X,6,318
79,2013년 10월 4일 - 7시,금,X,7,4491
80,2013년 10월 4일 - 8시,금,X,8,6162
81,2013년 10월 4일 - 9시,금,X,9,272
82,2013년 10월 4일 - 10시,금,X,10,961
83,2013년 10월 4일 - 11시,금,X,11,1977
84,2013년 10월 4일 - 12시,금,X,12,836
85,2013년 10월 4일 - 13시,금,X,13,274
86,2013년 10월 4일 - 14시,금,X,14,270
87,2013년 10월 4일 - 15시,금,X,15,2623
88,2013년 10월 4일 - 16시,금,X,16,3030
89,2013년 10월 4일 - 17시,금,X,17,1955
90,2013년 10월 4일 - 18시,금,X,18,374
91,2013년 10월 4일 - 19시,금,X,19,2698
92,2013년 10월 4일 - 20시,금,X,20,5167
93,2013년 10월 4일 - 21시,금,X,21,2629
94,2013년 10월 4일 - 22시,금,X,22,2630
95,2013년 10월 4일 - 23시,금,X,23,238
96,2013년 10월 5일 - 0시,토,O,0,236
97,2013년 10월 5일 - 1시,토,O,1,234
98,2013년 10월 5일 - 2시,토,O,2,513
99,2013년 10월 5일 - 3시,토,O,3,242
100,2013년 10월 5일 - 4시,토,O,4,235
101,2013년 10월 5일 - 5시,토,O,5,243
102,2013년 10월 5일 - 6시,토,O,6,4497
103,2013년 10월 5일 - 7시,토,O,7,468
104,2013년 10월 5일 - 8시,토,O,8,2719
105,2013년 10월 5일 - 9시,토,O,9,2651
106,2013년 10월 5일 - 10시,토,O,10,2532
107,2013년 10월 5일 - 11시,토,O,11,2946
108,2013년 10월 5일 - 12시,토,O,12,266
109,2013년 10월 5일 - 13시,토,O,13,472
110,2013년 10월 5일 - 14시,토,O,14,2747
111,2013년 10월 5일 - 15시,토,O,15,2564
112,2013년 10월 5일 - 16시,토,O,16,2536
113,2013년 10월 5일 - 17시,토,O,17,400
114,2013년 10월 5일 - 18시,토,O,18,393
115,2013년 10월 5일 - 19시,토,O,19,2119
