,DateTime,Day,Holiday,Seq,Watt
0,2016년 12월 1일 - 0시,목,X,0,227
1,2016년 12월 1일 - 1시,목,X,1,228
2,2016년 12월 1일 - 2시,목,X,2,223
3,2016년 12월 1일 - 3시,목,X,3,223
4,2016년 12월 1일 - 4시,목,X,4,295
5,2016년 12월 1일 - 5시,목,X,5,316
6,2016년 12월 1일 - 6시,목,X,6,275
7,2016년 12월 1일 - 7시,목,X,7,4758
8,2016년 12월 1일 - 8시,목,X,8,2154
9,2016년 12월 1일 - 9시,목,X,9,3051
10,2016년 12월 1일 - 10시,목,X,10,2861
11,2016년 12월 1일 - 11시,목,X,11,970
12,2016년 12월 1일 - 12시,목,X,12,3056
13,2016년 12월 1일 - 13시,목,X,13,5375
14,2016년 12월 1일 - 14시,목,X,14,3256
15,2016년 12월 1일 - 15시,목,X,15,332
16,2016년 12월 1일 - 16시,목,X,16,307
17,2016년 12월 1일 - 17시,목,X,17,248
18,2016년 12월 1일 - 18시,목,X,18,267
19,2016년 12월 1일 - 19시,목,X,19,251
20,2016년 12월 1일 - 20시,목,X,20,318
21,2016년 12월 1일 - 21시,목,X,21,294
22,2016년 12월 1일 - 22시,목,X,22,307
23,2016년 12월 1일 - 23시,목,X,23,387
24,2016년 12월 2일 - 0시,금,X,0,272
25,2016년 12월 2일 - 1시,금,X,1,293
26,2016년 12월 2일 - 2시,금,X,2,316
27,2016년 12월 2일 - 3시,금,X,3,254
28,2016년 12월 2일 - 4시,금,X,4,247
29,2016년 12월 2일 - 5시,금,X,5,226
30,2016년 12월 2일 - 6시,금,X,6,978
31,2016년 12월 2일 - 7시,금,X,7,247
32,2016년 12월 2일 - 8시,금,X,8,359
33,2016년 12월 2일 - 9시,금,X,9,236
34,2016년 12월 2일 - 10시,금,X,10,330
35,2016년 12월 2일 - 11시,금,X,11,234
36,2016년 12월 2일 - 12시,금,X,12,256
37,2016년 12월 2일 - 13시,금,X,13,239
38,2016년 12월 2일 - 14시,금,X,14,389
39,2016년 12월 2일 - 15시,금,X,15,264
40,2016년 12월 2일 - 16시,금,X,16,261
41,2016년 12월 2일 - 17시,금,X,17,330
42,2016년 12월 2일 - 18시,금,X,18,326
43,2016년 12월 2일 - 19시,금,X,19,343
44,2016년 12월 2일 - 20시,금,X,20,235
45,2016년 12월 2일 - 21시,금,X,21,249
46,2016년 12월 2일 - 22시,금,X,22,321
47,2016년 12월 2일 - 23시,금,X,23,321
48,2016년 12월 3일 - 0시,토,O,0,236
49,2016년 12월 3일 - 1시,토,O,1,224
50,2016년 12월 3일 - 2시,토,O,2,236
51,2016년 12월 3일 - 3시,토,O,3,240
52,2016년 12월 3일 - 4시,토,O,4,381
53,2016년 12월 3일 - 5시,토,O,5,387
54,2016년 12월 3일 - 6시,토,O,6,241
55,2016년 12월 3일 - 7시,토,O,7,312
56,2016년 12월 3일 - 8시,토,O,8,328
57,2016년 12월 3일 - 9시,토,O,9,227
58,2016년 12월 3일 - 10시,토,O,10,348
59,2016년 12월 3일 - 11시,토,O,11,281
60,2016년 12월 3일 - 12시,토,O,12,266
61,2016년 12월 3일 - 13시,토,O,13,191
62,2016년 12월 3일 - 14시,토,O,14,1476
63,2016년 12월 3일 - 15시,토,O,15,221
64,2016년 12월 3일 - 16시,토,O,16,483
65,2016년 12월 3일 - 17시,토,O,17,257
66,2016년 12월 3일 - 18시,토,O,18,320
67,2016년 12월 3일 - 19시,토,O,19,471
68,2016년 12월 3일 - 20시,토,O,20,353
69,2016년 12월 3일 - 21시,토,O,21,281
70,2016년 12월 3일 - 22시,토,O,22,240
71,2016년 12월 3일 - 23시,토,O,23,251
72,2016년 12월 4일 - 0시,일,O,0,240
73,2016년 12월 4일 - 1시,일,O,1,231
74,2016년 12월 4일 - 2시,일,O,2,231
75,2016년 12월 4일 - 3시,일,O,3,229
76,2016년 12월 4일 - 4시,일,O,4,640
77,2016년 12월 4일 - 5시,일,O,5,258
78,2016년 12월 4일 - 6시,일,O,6,237
79,2016년 12월 4일 - 7시,일,O,7,330
80,2016년 12월 4일 - 8시,일,O,8,250
81,2016년 12월 4일 - 9시,일,O,9,218
82,2016년 12월 4일 - 10시,일,O,10,413
83,2016년 12월 4일 - 11시,일,O,11,311
84,2016년 12월 4일 - 12시,일,O,12,679
85,2016년 12월 4일 - 13시,일,O,13,242
86,2016년 12월 4일 - 14시,일,O,14,234
87,2016년 12월 4일 - 15시,일,O,15,252
88,2016년 12월 4일 - 16시,일,O,16,309
