,DateTime,Day,Holiday,Seq,Watt
0,2016년 7월 1일 - 0시,금,X,0,294
1,2016년 7월 1일 - 1시,금,X,1,286
2,2016년 7월 1일 - 2시,금,X,2,275
3,2016년 7월 1일 - 3시,금,X,3,280
4,2016년 7월 1일 - 4시,금,X,4,832
5,2016년 7월 1일 - 5시,금,X,5,417
6,2016년 7월 1일 - 6시,금,X,6,421
7,2016년 7월 1일 - 7시,금,X,7,2888
8,2016년 7월 1일 - 8시,금,X,8,495
9,2016년 7월 1일 - 9시,금,X,9,1942
10,2016년 7월 1일 - 10시,금,X,10,4782
11,2016년 7월 1일 - 11시,금,X,11,1990
12,2016년 7월 1일 - 12시,금,X,12,1643
13,2016년 7월 1일 - 13시,금,X,13,2821
14,2016년 7월 1일 - 14시,금,X,14,673
15,2016년 7월 1일 - 15시,금,X,15,371
16,2016년 7월 1일 - 16시,금,X,16,716
17,2016년 7월 1일 - 17시,금,X,17,3301
18,2016년 7월 1일 - 18시,금,X,18,2927
19,2016년 7월 1일 - 19시,금,X,19,2601
20,2016년 7월 1일 - 20시,금,X,20,587
21,2016년 7월 1일 - 21시,금,X,21,552
22,2016년 7월 1일 - 22시,금,X,22,357
23,2016년 7월 1일 - 23시,금,X,23,246
24,2016년 7월 2일 - 0시,토,O,0,241
25,2016년 7월 2일 - 1시,토,O,1,226
26,2016년 7월 2일 - 2시,토,O,2,241
27,2016년 7월 2일 - 3시,토,O,3,245
28,2016년 7월 2일 - 4시,토,O,4,295
29,2016년 7월 2일 - 5시,토,O,5,226
30,2016년 7월 2일 - 6시,토,O,6,241
31,2016년 7월 2일 - 7시,토,O,7,264
32,2016년 7월 2일 - 8시,토,O,8,1900
33,2016년 7월 2일 - 9시,토,O,9,2024
34,2016년 7월 2일 - 10시,토,O,10,2064
35,2016년 7월 2일 - 11시,토,O,11,2882
36,2016년 7월 2일 - 12시,토,O,12,3108
37,2016년 7월 2일 - 13시,토,O,13,270
38,2016년 7월 2일 - 14시,토,O,14,261
39,2016년 7월 2일 - 15시,토,O,15,273
40,2016년 7월 2일 - 16시,토,O,16,328
41,2016년 7월 2일 - 17시,토,O,17,258
42,2016년 7월 2일 - 18시,토,O,18,213
43,2016년 7월 2일 - 19시,토,O,19,231
44,2016년 7월 2일 - 20시,토,O,20,221
45,2016년 7월 2일 - 21시,토,O,21,309
46,2016년 7월 2일 - 22시,토,O,22,870
47,2016년 7월 2일 - 23시,토,O,23,228
48,2016년 7월 3일 - 0시,일,O,0,306
49,2016년 7월 3일 - 1시,일,O,1,224
50,2016년 7월 3일 - 2시,일,O,2,372
51,2016년 7월 3일 - 3시,일,O,3,286
52,2016년 7월 3일 - 4시,일,O,4,280
53,2016년 7월 3일 - 5시,일,O,5,228
54,2016년 7월 3일 - 6시,일,O,6,228
55,2016년 7월 3일 - 7시,일,O,7,245
56,2016년 7월 3일 - 8시,일,O,8,266
