,DateTime,Day,Holiday,Seq,Watt
0,2014년 7월 1일 - 0시,화,X,0,228
1,2014년 7월 1일 - 1시,화,X,1,216
2,2014년 7월 1일 - 2시,화,X,2,223
3,2014년 7월 1일 - 3시,화,X,3,219
4,2014년 7월 1일 - 4시,화,X,4,222
5,2014년 7월 1일 - 5시,화,X,5,256
6,2014년 7월 1일 - 6시,화,X,6,2598
7,2014년 7월 1일 - 7시,화,X,7,4768
8,2014년 7월 1일 - 8시,화,X,8,1965
9,2014년 7월 1일 - 9시,화,X,9,1708
10,2014년 7월 1일 - 10시,화,X,10,281
11,2014년 7월 1일 - 11시,화,X,11,257
12,2014년 7월 1일 - 12시,화,X,12,1968
13,2014년 7월 1일 - 13시,화,X,13,410
14,2014년 7월 1일 - 14시,화,X,14,260
15,2014년 7월 1일 - 15시,화,X,15,447
16,2014년 7월 1일 - 16시,화,X,16,2911
17,2014년 7월 1일 - 17시,화,X,17,2770
18,2014년 7월 1일 - 18시,화,X,18,472
19,2014년 7월 1일 - 19시,화,X,19,562
20,2014년 7월 1일 - 20시,화,X,20,648
21,2014년 7월 1일 - 21시,화,X,21,498
22,2014년 7월 1일 - 22시,화,X,22,266
23,2014년 7월 1일 - 23시,화,X,23,235
24,2014년 7월 2일 - 0시,수,X,0,226
25,2014년 7월 2일 - 1시,수,X,1,218
26,2014년 7월 2일 - 2시,수,X,2,224
27,2014년 7월 2일 - 3시,수,X,3,370
28,2014년 7월 2일 - 4시,수,X,4,370
29,2014년 7월 2일 - 5시,수,X,5,4407
30,2014년 7월 2일 - 6시,수,X,6,239
31,2014년 7월 2일 - 7시,수,X,7,2645
32,2014년 7월 2일 - 8시,수,X,8,269
33,2014년 7월 2일 - 9시,수,X,9,262
34,2014년 7월 2일 - 10시,수,X,10,269
35,2014년 7월 2일 - 11시,수,X,11,1971
36,2014년 7월 2일 - 12시,수,X,12,2754
37,2014년 7월 2일 - 13시,수,X,13,5286
38,2014년 7월 2일 - 14시,수,X,14,2701
39,2014년 7월 2일 - 15시,수,X,15,1712
40,2014년 7월 2일 - 16시,수,X,16,2726
41,2014년 7월 2일 - 17시,수,X,17,528
42,2014년 7월 2일 - 18시,수,X,18,1896
43,2014년 7월 2일 - 19시,수,X,19,495
44,2014년 7월 2일 - 20시,수,X,20,355
45,2014년 7월 2일 - 21시,수,X,21,285
46,2014년 7월 2일 - 22시,수,X,22,276
47,2014년 7월 2일 - 23시,수,X,23,283
48,2014년 7월 3일 - 0시,목,X,0,274
49,2014년 7월 3일 - 1시,목,X,1,357
50,2014년 7월 3일 - 2시,목,X,2,323
51,2014년 7월 3일 - 3시,목,X,3,761
52,2014년 7월 3일 - 4시,목,X,4,265
53,2014년 7월 3일 - 5시,목,X,5,305
54,2014년 7월 3일 - 6시,목,X,6,274
55,2014년 7월 3일 - 7시,목,X,7,282
56,2014년 7월 3일 - 8시,목,X,8,312
57,2014년 7월 3일 - 9시,목,X,9,446
58,2014년 7월 3일 - 10시,목,X,10,317
59,2014년 7월 3일 - 11시,목,X,11,302
60,2014년 7월 3일 - 12시,목,X,12,327
61,2014년 7월 3일 - 13시,목,X,13,308
62,2014년 7월 3일 - 14시,목,X,14,852
63,2014년 7월 3일 - 15시,목,X,15,673
64,2014년 7월 3일 - 16시,목,X,16,267
65,2014년 7월 3일 - 17시,목,X,17,275
66,2014년 7월 3일 - 18시,목,X,18,277
67,2014년 7월 3일 - 19시,목,X,19,335
68,2014년 7월 3일 - 20시,목,X,20,353
69,2014년 7월 3일 - 21시,목,X,21,282
70,2014년 7월 3일 - 22시,목,X,22,439
71,2014년 7월 3일 - 23시,목,X,23,266
72,2014년 7월 4일 - 0시,금,X,0,422
73,2014년 7월 4일 - 1시,금,X,1,271
74,2014년 7월 4일 - 2시,금,X,2,250
75,2014년 7월 4일 - 3시,금,X,3,257
76,2014년 7월 4일 - 4시,금,X,4,266
77,2014년 7월 4일 - 5시,금,X,5,282
