,DateTime,Day,Holiday,Seq,Watt
0,2015년 6월 1일 - 0시,월,X,0,239
1,2015년 6월 1일 - 1시,월,X,1,309
2,2015년 6월 1일 - 2시,월,X,2,241
3,2015년 6월 1일 - 3시,월,X,3,242
4,2015년 6월 1일 - 4시,월,X,4,245
5,2015년 6월 1일 - 5시,월,X,5,2770
6,2015년 6월 1일 - 6시,월,X,6,5202
7,2015년 6월 1일 - 7시,월,X,7,1854
8,2015년 6월 1일 - 8시,월,X,8,637
9,2015년 6월 1일 - 9시,월,X,9,3054
10,2015년 6월 1일 - 10시,월,X,10,513
11,2015년 6월 1일 - 11시,월,X,11,302
12,2015년 6월 1일 - 12시,월,X,12,286
13,2015년 6월 1일 - 13시,월,X,13,289
14,2015년 6월 1일 - 14시,월,X,14,864
15,2015년 6월 1일 - 15시,월,X,15,250
16,2015년 6월 1일 - 16시,월,X,16,1980
17,2015년 6월 1일 - 17시,월,X,17,5256
18,2015년 6월 1일 - 18시,월,X,18,1797
19,2015년 6월 1일 - 19시,월,X,19,905
20,2015년 6월 1일 - 20시,월,X,20,703
21,2015년 6월 1일 - 21시,월,X,21,644
22,2015년 6월 1일 - 22시,월,X,22,1329
23,2015년 6월 1일 - 23시,월,X,23,280
24,2015년 6월 2일 - 0시,화,X,0,269
25,2015년 6월 2일 - 1시,화,X,1,276
26,2015년 6월 2일 - 2시,화,X,2,297
27,2015년 6월 2일 - 3시,화,X,3,293
28,2015년 6월 2일 - 4시,화,X,4,258
29,2015년 6월 2일 - 5시,화,X,5,332
30,2015년 6월 2일 - 6시,화,X,6,4536
31,2015년 6월 2일 - 7시,화,X,7,1971
32,2015년 6월 2일 - 8시,화,X,8,835
33,2015년 6월 2일 - 9시,화,X,9,467
34,2015년 6월 2일 - 10시,화,X,10,411
35,2015년 6월 2일 - 11시,화,X,11,1452
36,2015년 6월 2일 - 12시,화,X,12,334
37,2015년 6월 2일 - 13시,화,X,13,455
38,2015년 6월 2일 - 14시,화,X,14,299
39,2015년 6월 2일 - 15시,화,X,15,289
40,2015년 6월 2일 - 16시,화,X,16,284
41,2015년 6월 2일 - 17시,화,X,17,2828
42,2015년 6월 2일 - 18시,화,X,18,2064
43,2015년 6월 2일 - 19시,화,X,19,4611
44,2015년 6월 2일 - 20시,화,X,20,667
45,2015년 6월 2일 - 21시,화,X,21,520
46,2015년 6월 2일 - 22시,화,X,22,2675
47,2015년 6월 2일 - 23시,화,X,23,2647
48,2015년 6월 3일 - 0시,수,X,0,252
49,2015년 6월 3일 - 1시,수,X,1,248
50,2015년 6월 3일 - 2시,수,X,2,262
51,2015년 6월 3일 - 3시,수,X,3,239
52,2015년 6월 3일 - 4시,수,X,4,394
53,2015년 6월 3일 - 5시,수,X,5,315
54,2015년 6월 3일 - 6시,수,X,6,2740
55,2015년 6월 3일 - 7시,수,X,7,2934
56,2015년 6월 3일 - 8시,수,X,8,2118
57,2015년 6월 3일 - 9시,수,X,9,2030
58,2015년 6월 3일 - 10시,수,X,10,443
59,2015년 6월 3일 - 11시,수,X,11,455
60,2015년 6월 3일 - 12시,수,X,12,443
61,2015년 6월 3일 - 13시,수,X,13,441
62,2015년 6월 3일 - 14시,수,X,14,3034
63,2015년 6월 3일 - 15시,수,X,15,2686
64,2015년 6월 3일 - 16시,수,X,16,2749
65,2015년 6월 3일 - 17시,수,X,17,2017
66,2015년 6월 3일 - 18시,수,X,18,561
67,2015년 6월 3일 - 19시,수,X,19,618
68,2015년 6월 3일 - 20시,수,X,20,2154
69,2015년 6월 3일 - 21시,수,X,21,511
70,2015년 6월 3일 - 22시,수,X,22,270
71,2015년 6월 3일 - 23시,수,X,23,253
72,2015년 6월 4일 - 0시,목,X,0,245
73,2015년 6월 4일 - 1시,목,X,1,257
74,2015년 6월 4일 - 2시,목,X,2,247
75,2015년 6월 4일 - 3시,목,X,3,254
76,2015년 6월 4일 - 4시,목,X,4,247
77,2015년 6월 4일 - 5시,목,X,5,320
78,2015년 6월 4일 - 6시,목,X,6,4723
79,2015년 6월 4일 - 7시,목,X,7,1941
80,2015년 6월 4일 - 8시,목,X,8,2854
81,2015년 6월 4일 - 9시,목,X,9,1873
82,2015년 6월 4일 - 10시,목,X,10,426
83,2015년 6월 4일 - 11시,목,X,11,383
84,2015년 6월 4일 - 12시,목,X,12,386
85,2015년 6월 4일 - 13시,목,X,13,386
86,2015년 6월 4일 - 14시,목,X,14,386
87,2015년 6월 4일 - 15시,목,X,15,426
88,2015년 6월 4일 - 16시,목,X,16,2036
89,2015년 6월 4일 - 17시,목,X,17,1975
90,2015년 6월 4일 - 18시,목,X,18,3005
91,2015년 6월 4일 - 19시,목,X,19,565
92,2015년 6월 4일 - 20시,목,X,20,542
93,2015년 6월 4일 - 21시,목,X,21,2729
94,2015년 6월 4일 - 22시,목,X,22,2685
95,2015년 6월 4일 - 23시,목,X,23,838
96,2015년 6월 5일 - 0시,금,X,0,386
97,2015년 6월 5일 - 1시,금,X,1,239
98,2015년 6월 5일 - 2시,금,X,2,239
99,2015년 6월 5일 - 3시,금,X,3,240
100,2015년 6월 5일 - 4시,금,X,4,305
101,2015년 6월 5일 - 5시,금,X,5,305
102,2015년 6월 5일 - 6시,금,X,6,3550
103,2015년 6월 5일 - 7시,금,X,7,2454
104,2015년 6월 5일 - 8시,금,X,8,273
105,2015년 6월 5일 - 9시,금,X,9,308
106,2015년 6월 5일 - 10시,금,X,10,388
107,2015년 6월 5일 - 11시,금,X,11,2070
108,2015년 6월 5일 - 12시,금,X,12,281
109,2015년 6월 5일 - 13시,금,X,13,775
110,2015년 6월 5일 - 14시,금,X,14,295
111,2015년 6월 5일 - 15시,금,X,15,2486
112,2015년 6월 5일 - 16시,금,X,16,2831
113,2015년 6월 5일 - 17시,금,X,17,1975
114,2015년 6월 5일 - 18시,금,X,18,304
115,2015년 6월 5일 - 19시,금,X,19,2885
116,2015년 6월 5일 - 20시,금,X,20,1883
117,2015년 6월 5일 - 21시,금,X,21,549
118,2015년 6월 5일 - 22시,금,X,22,2893
119,2015년 6월 5일 - 23시,금,X,23,2826
120,2015년 6월 6일 - 0시,토,O,0,1832
121,2015년 6월 6일 - 1시,토,O,1,243
122,2015년 6월 6일 - 2시,토,O,2,239
123,2015년 6월 6일 - 3시,토,O,3,248
124,2015년 6월 6일 - 4시,토,O,4,245
125,2015년 6월 6일 - 5시,토,O,5,469
126,2015년 6월 6일 - 6시,토,O,6,295
127,2015년 6월 6일 - 7시,토,O,7,3783
