,DateTime,Day,Holiday,Seq,Watt
0,201691,목,X,0,235
1,201691,목,X,1,227
2,201691,목,X,2,227
3,201691,목,X,3,225
4,201691,목,X,4,295
5,201691,목,X,5,234
6,201691,목,X,6,1476
7,201691,목,X,7,295
8,201691,목,X,8,2788
9,201691,목,X,9,2664
10,201691,목,X,10,637
11,201691,목,X,11,260
12,201691,목,X,12,867
13,201691,목,X,13,265
14,201691,목,X,14,2663
15,201691,목,X,15,410
16,201691,목,X,16,649
17,201691,목,X,17,677
18,201691,목,X,18,523
19,201691,목,X,19,611
20,201691,목,X,20,514
21,201691,목,X,21,2201
22,201691,목,X,22,561
23,201691,목,X,23,457
24,201692,금,X,0,297
25,201692,금,X,1,225
26,201692,금,X,2,234
27,201692,금,X,3,227
28,201692,금,X,4,288
29,201692,금,X,5,224
30,201692,금,X,6,227
31,201692,금,X,7,696
32,201692,금,X,8,3919
33,201692,금,X,9,6497
34,201692,금,X,10,4180
35,201692,금,X,11,772
36,201692,금,X,12,267
37,201692,금,X,13,410
38,201692,금,X,14,487
39,201692,금,X,15,3147
40,201692,금,X,16,5758
41,201692,금,X,17,798
42,201692,금,X,18,392
43,201692,금,X,19,533
44,201692,금,X,20,611
45,201692,금,X,21,465
46,201692,금,X,22,315
47,201692,금,X,23,249
48,201693,토,O,0,298
49,201693,토,O,1,286
50,201693,토,O,2,231
51,201693,토,O,3,228
52,201693,토,O,4,439
53,201693,토,O,5,241
54,201693,토,O,6,227
55,201693,토,O,7,2855
56,201693,토,O,8,404
57,201693,토,O,9,2772
58,201693,토,O,10,361
59,201693,토,O,11,363
60,201693,토,O,12,2854
61,201693,토,O,13,2902
62,201693,토,O,14,447
63,201693,토,O,15,530
64,201693,토,O,16,472
65,201693,토,O,17,470
66,201693,토,O,18,3112
67,201693,토,O,19,736
68,201693,토,O,20,605
69,201693,토,O,21,545
70,201693,토,O,22,545
71,201693,토,O,23,534
72,201694,일,O,0,272
73,201694,일,O,1,261
74,201694,일,O,2,257
75,201694,일,O,3,261
76,201694,일,O,4,323
77,201694,일,O,5,939
78,201694,일,O,6,256
79,201694,일,O,7,260
80,201694,일,O,8,2647
81,201694,일,O,9,2755
82,201694,일,O,10,5420
83,201694,일,O,11,2633
84,201694,일,O,12,2654
85,201694,일,O,13,376
86,201694,일,O,14,272
87,201694,일,O,15,315
88,201694,일,O,16,2876
89,201694,일,O,17,2846
90,201694,일,O,18,5256
91,201694,일,O,19,2825
92,201694,일,O,20,545
93,201694,일,O,21,530
94,201694,일,O,22,327
95,201694,일,O,23,246
96,201695,월,X,0,377
97,201695,월,X,1,381
98,201695,월,X,2,242
99,201695,월,X,3,241
100,201695,월,X,4,369
101,201695,월,X,5,242
102,201695,월,X,6,246
103,201695,월,X,7,4667
104,201695,월,X,8,537
105,201695,월,X,9,446
106,201695,월,X,10,372
107,201695,월,X,11,267
108,201695,월,X,12,2836
109,201695,월,X,13,385
110,201695,월,X,14,2466
111,201695,월,X,15,2892
112,201695,월,X,16,4595
113,201695,월,X,17,867
114,201695,월,X,18,694
115,201695,월,X,19,3296
116,201695,월,X,20,2881
117,201695,월,X,21,525
118,201695,월,X,22,866
119,201695,월,X,23,265
120,201696,화,X,0,242
121,201696,화,X,1,232
122,201696,화,X,2,1212
123,201696,화,X,3,243
124,201696,화,X,4,310
125,201696,화,X,5,232
126,201696,화,X,6,2541
127,201696,화,X,7,2866
128,201696,화,X,8,4842
129,201696,화,X,9,2786
130,201696,화,X,10,271
131,201696,화,X,11,267
132,201696,화,X,12,291
133,201696,화,X,13,262
134,201696,화,X,14,333
135,201696,화,X,15,327
136,201696,화,X,16,361
137,201696,화,X,17,2781
138,201696,화,X,18,2981
139,201696,화,X,19,845
140,201696,화,X,20,2132
141,201696,화,X,21,651
142,201696,화,X,22,2649
143,201696,화,X,23,2667
144,201697,수,X,0,535
145,201697,수,X,1,234
146,201697,수,X,2,226
147,201697,수,X,3,229
148,201697,수,X,4,308
149,201697,수,X,5,229
150,201697,수,X,6,2867
151,201697,수,X,7,2082
152,201697,수,X,8,2592
153,201697,수,X,9,318
154,201697,수,X,10,375
155,201697,수,X,11,2095
156,201697,수,X,12,575
157,201697,수,X,13,2595
158,201697,수,X,14,578
159,201697,수,X,15,538
160,201697,수,X,16,4009
161,201697,수,X,17,530
162,201697,수,X,18,583
163,201697,수,X,19,562
164,201697,수,X,20,2222
165,201697,수,X,21,500
166,201697,수,X,22,275
167,201697,수,X,23,862
168,201698,목,X,0,273
169,201698,목,X,1,245
170,201698,목,X,2,376
171,201698,목,X,3,377
172,201698,목,X,4,418
173,201698,목,X,5,238
174,201698,목,X,6,2776
175,201698,목,X,7,4484
176,201698,목,X,8,2281
177,201698,목,X,9,2330
178,201698,목,X,10,271
179,201698,목,X,11,275
180,201698,목,X,12,272
181,201698,목,X,13,542
182,201698,목,X,14,445
183,201698,목,X,15,2841
184,201698,목,X,16,777
185,201698,목,X,17,3216
186,201698,목,X,18,716
187,201698,목,X,19,651
188,201698,목,X,20,517
189,201698,목,X,21,2148
190,201698,목,X,22,2797
191,201698,목,X,23,2640
192,201699,금,X,0,243
193,201699,금,X,1,243
194,201699,금,X,2,245
195,201699,금,X,3,249
196,201699,금,X,4,305
197,201699,금,X,5,251
198,201699,금,X,6,2856
199,201699,금,X,7,392
200,201699,금,X,8,4604
