,DateTime,Day,Holiday,Seq,Watt
0,2016101,토,O,0,862
1,2016101,토,O,1,235
2,2016101,토,O,2,242
3,2016101,토,O,3,241
4,2016101,토,O,4,305
5,2016101,토,O,5,239
6,2016101,토,O,6,2669
7,2016101,토,O,7,4743
8,2016101,토,O,8,2973
9,2016101,토,O,9,2932
10,2016101,토,O,10,2909
11,2016101,토,O,11,2881
12,2016101,토,O,12,2962
13,2016101,토,O,13,633
14,2016101,토,O,14,2928
15,2016101,토,O,15,5244
16,2016101,토,O,16,2793
17,2016101,토,O,17,3653
18,2016101,토,O,18,2288
19,2016101,토,O,19,2079
20,2016101,토,O,20,543
21,2016101,토,O,21,2611
22,2016101,토,O,22,2635
23,2016101,토,O,23,2560
24,2016102,일,O,0,328
25,2016102,일,O,1,248
26,2016102,일,O,2,469
27,2016102,일,O,3,284
28,2016102,일,O,4,316
29,2016102,일,O,5,294
30,2016102,일,O,6,2790
31,2016102,일,O,7,3915
32,2016102,일,O,8,387
33,2016102,일,O,9,568
34,2016102,일,O,10,586
35,2016102,일,O,11,3175
36,2016102,일,O,12,2031
37,2016102,일,O,13,471
38,2016102,일,O,14,2881
39,2016102,일,O,15,451
40,2016102,일,O,16,3104
41,2016102,일,O,17,736
42,2016102,일,O,18,897
43,2016102,일,O,19,2419
44,2016102,일,O,20,682
45,2016102,일,O,21,2749
46,2016102,일,O,22,2813
47,2016102,일,O,23,751
48,2016103,월,X,0,324
49,2016103,월,X,1,340
50,2016103,월,X,2,434
51,2016103,월,X,3,321
52,2016103,월,X,4,391
53,2016103,월,X,5,321
54,2016103,월,X,6,4811
55,2016103,월,X,7,553
56,2016103,월,X,8,702
57,2016103,월,X,9,2315
58,2016103,월,X,10,822
59,2016103,월,X,11,514
60,2016103,월,X,12,3197
61,2016103,월,X,13,708
62,2016103,월,X,14,414
63,2016103,월,X,15,2052
64,2016103,월,X,16,2996
65,2016103,월,X,17,3018
66,2016103,월,X,18,5095
67,2016103,월,X,19,3004
68,2016103,월,X,20,579
69,2016103,월,X,21,599
70,2016103,월,X,22,675
71,2016103,월,X,23,334
72,2016104,화,X,0,269
73,2016104,화,X,1,267
74,2016104,화,X,2,345
75,2016104,화,X,3,262
76,2016104,화,X,4,273
77,2016104,화,X,5,273
78,2016104,화,X,6,3740
79,2016104,화,X,7,532
80,2016104,화,X,8,3022
81,2016104,화,X,9,3062
82,2016104,화,X,10,5321
83,2016104,화,X,11,709
84,2016104,화,X,12,2147
85,2016104,화,X,13,3300
86,2016104,화,X,14,2783
87,2016104,화,X,15,912
88,2016104,화,X,16,3268
89,2016104,화,X,17,1010
90,2016104,화,X,18,2842
91,2016104,화,X,19,488
92,2016104,화,X,20,576
93,2016104,화,X,21,509
94,2016104,화,X,22,2792
95,2016104,화,X,23,4676
96,2016105,수,X,0,342
97,2016105,수,X,1,257
98,2016105,수,X,2,245
99,2016105,수,X,3,966
100,2016105,수,X,4,463
101,2016105,수,X,5,715
102,2016105,수,X,6,2762
103,2016105,수,X,7,4537
104,2016105,수,X,8,2948
105,2016105,수,X,9,444
106,2016105,수,X,10,485
107,2016105,수,X,11,4549
108,2016105,수,X,12,583
109,2016105,수,X,13,344
110,2016105,수,X,14,474
111,2016105,수,X,15,2937
112,2016105,수,X,16,860
113,2016105,수,X,17,2369
114,2016105,수,X,18,3420
115,2016105,수,X,19,3304
116,2016105,수,X,20,531
117,2016105,수,X,21,539
118,2016105,수,X,22,2825
119,2016105,수,X,23,2880
120,2016106,목,X,0,328
121,2016106,목,X,1,322
122,2016106,목,X,2,324
123,2016106,목,X,3,319
124,2016106,목,X,4,388
125,2016106,목,X,5,313
126,2016106,목,X,6,4819
127,2016106,목,X,7,3120
128,2016106,목,X,8,643
129,2016106,목,X,9,2691
130,2016106,목,X,10,2640
131,2016106,목,X,11,3037
132,2016106,목,X,12,954
133,2016106,목,X,13,286
134,2016106,목,X,14,292
135,2016106,목,X,15,284
136,2016106,목,X,16,292
137,2016106,목,X,17,3219
138,2016106,목,X,18,3247
139,2016106,목,X,19,869
140,2016106,목,X,20,526
141,2016106,목,X,21,525
142,2016106,목,X,22,347
143,2016106,목,X,23,339
144,2016107,금,X,0,465
145,2016107,금,X,1,316
146,2016107,금,X,2,319
147,2016107,금,X,3,313
148,2016107,금,X,4,388
149,2016107,금,X,5,1436
150,2016107,금,X,6,4862
151,2016107,금,X,7,2794
152,2016107,금,X,8,588
153,2016107,금,X,9,308
154,2016107,금,X,10,308
155,2016107,금,X,11,2121
156,2016107,금,X,12,2919
157,2016107,금,X,13,2625
158,2016107,금,X,14,289
159,2016107,금,X,15,3241
160,2016107,금,X,16,2118
161,2016107,금,X,17,3050
162,2016107,금,X,18,3263
163,2016107,금,X,19,3231
164,2016107,금,X,20,784
165,2016107,금,X,21,700
166,2016107,금,X,22,690
167,2016107,금,X,23,2634
168,2016108,토,O,0,2777
169,2016108,토,O,1,260
170,2016108,토,O,2,335
171,2016108,토,O,3,264
172,2016108,토,O,4,333
173,2016108,토,O,5,404
174,2016108,토,O,6,3740
175,2016108,토,O,7,2854
176,2016108,토,O,8,2809
177,2016108,토,O,9,2726
178,2016108,토,O,10,2759
179,2016108,토,O,11,503
180,2016108,토,O,12,2166
181,2016108,토,O,13,5361
182,2016108,토,O,14,2760
183,2016108,토,O,15,2694
184,2016108,토,O,16,3284
185,2016108,토,O,17,2382
186,2016108,토,O,18,634
187,2016108,토,O,19,693
188,2016108,토,O,20,852
189,2016108,토,O,21,685
190,2016108,토,O,22,549
191,2016108,토,O,23,392
192,2016109,일,O,0,370
193,2016109,일,O,1,376
194,2016109,일,O,2,372
195,2016109,일,O,3,372
196,2016109,일,O,4,414
197,2016109,일,O,5,371
198,2016109,일,O,6,381
199,2016109,일,O,7,4120
200,2016109,일,O,8,2094
201,2016109,일,O,9,1838
202,2016109,일,O,10,528
203,2016109,일,O,11,3152
204,2016109,일,O,12,2216
205,2016109,일,O,13,2094
206,2016109,일,O,14,2873
207,2016109,일,O,15,566
208,2016109,일,O,16,3140
209,2016109,일,O,17,5497
210,2016109,일,O,18,5437
211,2016109,일,O,19,853
212,2016109,일,O,20,1282
213,2016109,일,O,21,898
214,2016109,일,O,22,245
215,2016109,일,O,23,243
216,20161010,월,X,0,249
217,20161010,월,X,1,232
218,20161010,월,X,2,787
219,20161010,월,X,3,267
220,20161010,월,X,4,298
221,20161010,월,X,5,321
222,20161010,월,X,6,4824
223,20161010,월,X,7,4743
224,20161010,월,X,8,2616
225,20161010,월,X,9,2784
226,20161010,월,X,10,311
227,20161010,월,X,11,2047
228,20161010,월,X,12,541
229,20161010,월,X,13,291
230,20161010,월,X,14,2755
231,20161010,월,X,15,2762
232,20161010,월,X,16,3147
233,20161010,월,X,17,3212
234,20161010,월,X,18,3211
235,20161010,월,X,19,631
236,20161010,월,X,20,622
237,20161010,월,X,21,3008
238,20161010,월,X,22,3040
239,20161010,월,X,23,238
240,20161011,화,X,0,1116
241,20161011,화,X,1,231
242,20161011,화,X,2,237
243,20161011,화,X,3,243
244,20161011,화,X,4,682
245,20161011,화,X,5,449
246,20161011,화,X,6,4794
247,20161011,화,X,7,486
248,20161011,화,X,8,404
249,20161011,화,X,9,2736
250,20161011,화,X,10,2957
251,20161011,화,X,11,2622
252,20161011,화,X,12,1465
253,20161011,화,X,13,522
254,20161011,화,X,14,2905
255,20161011,화,X,15,594
256,20161011,화,X,16,3212
257,20161011,화,X,17,3145
258,20161011,화,X,18,1213
259,20161011,화,X,19,721
260,20161011,화,X,20,729
261,20161011,화,X,21,487
262,20161011,화,X,22,460
263,20161011,화,X,23,777
264,20161012,수,X,0,307
265,20161012,수,X,1,342
266,20161012,수,X,2,317
267,20161012,수,X,3,368
268,20161012,수,X,4,379
269,20161012,수,X,5,818
270,20161012,수,X,6,4329
271,20161012,수,X,7,2882
272,20161012,수,X,8,3210
273,20161012,수,X,9,516
274,20161012,수,X,10,510
275,20161012,수,X,11,2832
276,20161012,수,X,12,2921
277,20161012,수,X,13,3189
278,20161012,수,X,14,627
279,20161012,수,X,15,3237
280,20161012,수,X,16,3522
281,20161012,수,X,17,2454
282,20161012,수,X,18,806
283,20161012,수,X,19,2467
284,20161012,수,X,20,718
285,20161012,수,X,21,526
286,20161012,수,X,22,334
287,20161012,수,X,23,312
288,20161013,목,X,0,246
289,20161013,목,X,1,247
290,20161013,목,X,2,241
291,20161013,목,X,3,483
292,20161013,목,X,4,386
293,20161013,목,X,5,463
294,20161013,목,X,6,3022
295,20161013,목,X,7,4650
296,20161013,목,X,8,2935
297,20161013,목,X,9,1321
298,20161013,목,X,10,2843
299,20161013,목,X,11,403
300,20161013,목,X,12,706
301,20161013,목,X,13,1228
302,20161013,목,X,14,530
303,20161013,목,X,15,534
304,20161013,목,X,16,903
305,20161013,목,X,17,3489
306,20161013,목,X,18,3310
307,20161013,목,X,19,610
308,20161013,목,X,20,649
309,20161013,목,X,21,533
310,20161013,목,X,22,2711
311,20161013,목,X,23,2654
312,20161014,금,X,0,265
313,20161014,금,X,1,256
314,20161014,금,X,2,256
315,20161014,금,X,3,331
316,20161014,금,X,4,921
317,20161014,금,X,5,323
318,20161014,금,X,6,2906
319,20161014,금,X,7,2217
320,20161014,금,X,8,3126
321,20161014,금,X,9,3129
322,20161014,금,X,10,852
323,20161014,금,X,11,3660
324,20161014,금,X,12,331
325,20161014,금,X,13,761
326,20161014,금,X,14,401
327,20161014,금,X,15,343
328,20161014,금,X,16,364
329,20161014,금,X,17,387
330,20161014,금,X,18,3005
331,20161014,금,X,19,732
332,20161014,금,X,20,613
333,20161014,금,X,21,608
334,20161014,금,X,22,437
335,20161014,금,X,23,462
336,20161015,토,O,0,358
337,20161015,토,O,1,372
338,20161015,토,O,2,366
339,20161015,토,O,3,315
340,20161015,토,O,4,308
341,20161015,토,O,5,482
342,20161015,토,O,6,315
343,20161015,토,O,7,3838
344,20161015,토,O,8,389
345,20161015,토,O,9,275
346,20161015,토,O,10,250
347,20161015,토,O,11,308
348,20161015,토,O,12,272
349,20161015,토,O,13,939
350,20161015,토,O,14,420
351,20161015,토,O,15,3014
352,20161015,토,O,16,5233
353,20161015,토,O,17,3372
354,20161015,토,O,18,918
355,20161015,토,O,19,740
356,20161015,토,O,20,2813
357,20161015,토,O,21,2693
358,20161015,토,O,22,316
359,20161015,토,O,23,312
360,20161016,일,O,0,311
361,20161016,일,O,1,1743
362,20161016,일,O,2,313
363,20161016,일,O,3,670
364,20161016,일,O,4,374
365,20161016,일,O,5,570
366,20161016,일,O,6,753
367,20161016,일,O,7,4988
368,20161016,일,O,8,3159
369,20161016,일,O,9,499
370,20161016,일,O,10,2755
371,20161016,일,O,11,2789
372,20161016,일,O,12,3221
373,20161016,일,O,13,2858
374,20161016,일,O,14,2811
375,20161016,일,O,15,3334
376,20161016,일,O,16,773
377,20161016,일,O,17,3850
378,20161016,일,O,18,3174
379,20161016,일,O,19,715
380,20161016,일,O,20,657
381,20161016,일,O,21,529
382,20161016,일,O,22,257
383,20161016,일,O,23,287
384,20161017,월,X,0,311
385,20161017,월,X,1,247
386,20161017,월,X,2,367
387,20161017,월,X,3,232
388,20161017,월,X,4,315
389,20161017,월,X,5,2854
390,20161017,월,X,6,5026
391,20161017,월,X,7,1884
392,20161017,월,X,8,2821
393,20161017,월,X,9,5340
394,20161017,월,X,10,825
395,20161017,월,X,11,537
396,20161017,월,X,12,398
397,20161017,월,X,13,403
398,20161017,월,X,14,470
399,20161017,월,X,15,2823
400,20161017,월,X,16,2741
401,20161017,월,X,17,702
402,20161017,월,X,18,726
403,20161017,월,X,19,685
404,20161017,월,X,20,544
405,20161017,월,X,21,330
406,20161017,월,X,22,350
407,20161017,월,X,23,340
408,20161018,화,X,0,1007
409,20161018,화,X,1,410
410,20161018,화,X,2,369
411,20161018,화,X,3,284
412,20161018,화,X,4,412
413,20161018,화,X,5,1875
414,20161018,화,X,6,4863
415,20161018,화,X,7,557
416,20161018,화,X,8,261
417,20161018,화,X,9,414
418,20161018,화,X,10,310
419,20161018,화,X,11,291
420,20161018,화,X,12,752
421,20161018,화,X,13,297
422,20161018,화,X,14,295
423,20161018,화,X,15,258
424,20161018,화,X,16,549
425,20161018,화,X,17,742
426,20161018,화,X,18,705
427,20161018,화,X,19,2288
428,20161018,화,X,20,506
429,20161018,화,X,21,505
430,20161018,화,X,22,332
431,20161018,화,X,23,311
432,20161019,수,X,0,239
433,20161019,수,X,1,236
434,20161019,수,X,2,248
435,20161019,수,X,3,224
436,20161019,수,X,4,286
437,20161019,수,X,5,225
438,20161019,수,X,6,2793
439,20161019,수,X,7,3108
440,20161019,수,X,8,3013
441,20161019,수,X,9,3037
442,20161019,수,X,10,4607
443,20161019,수,X,11,2847
444,20161019,수,X,12,2962
445,20161019,수,X,13,747
446,20161019,수,X,14,467
447,20161019,수,X,15,880
448,20161019,수,X,16,3556
449,20161019,수,X,17,2857
450,20161019,수,X,18,3214
451,20161019,수,X,19,829
452,20161019,수,X,20,541
453,20161019,수,X,21,498
454,20161019,수,X,22,318
455,20161019,수,X,23,325
456,20161020,목,X,0,336
457,20161020,목,X,1,262
458,20161020,목,X,2,552
459,20161020,목,X,3,907
460,20161020,목,X,4,261
461,20161020,목,X,5,285
462,20161020,목,X,6,4533
463,20161020,목,X,7,2126
464,20161020,목,X,8,2496
465,20161020,목,X,9,2518
466,20161020,목,X,10,340
467,20161020,목,X,11,2747
468,20161020,목,X,12,3360
469,20161020,목,X,13,3212
470,20161020,목,X,14,334
471,20161020,목,X,15,393
472,20161020,목,X,16,2923
473,20161020,목,X,17,974
474,20161020,목,X,18,575
475,20161020,목,X,19,2252
476,20161020,목,X,20,835
477,20161020,목,X,21,530
478,20161020,목,X,22,318
479,20161020,목,X,23,318
480,20161021,금,X,0,596
481,20161021,금,X,1,299
482,20161021,금,X,2,305
483,20161021,금,X,3,453
484,20161021,금,X,4,377
485,20161021,금,X,5,425
486,20161021,금,X,6,4870
487,20161021,금,X,7,605
488,20161021,금,X,8,561
489,20161021,금,X,9,534
490,20161021,금,X,10,1496
491,20161021,금,X,11,643
492,20161021,금,X,12,4780
493,20161021,금,X,13,625
494,20161021,금,X,14,446
495,20161021,금,X,15,443
496,20161021,금,X,16,1556
497,20161021,금,X,17,525
498,20161021,금,X,18,677
499,20161021,금,X,19,455
500,20161021,금,X,20,457
501,20161021,금,X,21,531
502,20161021,금,X,22,522
503,20161021,금,X,23,429
504,20161022,토,O,0,510
505,20161022,토,O,1,439
506,20161022,토,O,2,906
507,20161022,토,O,3,445
508,20161022,토,O,4,447
509,20161022,토,O,5,441
510,20161022,토,O,6,499
511,20161022,토,O,7,471
512,20161022,토,O,8,604
513,20161022,토,O,9,500
514,20161022,토,O,10,570
515,20161022,토,O,11,486
516,20161022,토,O,12,497
517,20161022,토,O,13,482
518,20161022,토,O,14,451
519,20161022,토,O,15,437
520,20161022,토,O,16,455
521,20161022,토,O,17,525
