,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2015-01-01,[ 00:00 ],1,190,6.0,76.0,0.3
1,2015-01-01,[ 00:01 ],1,189,6.0,76.0,0.3
2,2015-01-01,[ 00:02 ],1,190,6.0,76.0,0.3
3,2015-01-01,[ 00:03 ],1,190,6.0,76.0,0.3
4,2015-01-01,[ 00:04 ],1,189,6.0,76.0,0.3
5,2015-01-01,[ 00:05 ],1,189,6.0,76.0,0.3
6,2015-01-01,[ 00:06 ],1,187,6.0,76.0,0.3
7,2015-01-01,[ 00:07 ],1,189,6.0,76.0,0.3
8,2015-01-01,[ 00:08 ],1,189,6.0,76.0,0.3
9,2015-01-01,[ 00:09 ],1,207,6.0,76.0,0.3
10,2015-01-01,[ 00:10 ],1,213,6.0,76.0,0.3
11,2015-01-01,[ 00:11 ],1,213,6.0,76.0,0.3
12,2015-01-01,[ 00:12 ],1,211,6.0,76.0,0.3
13,2015-01-01,[ 00:13 ],1,213,6.0,76.0,0.3
14,2015-01-01,[ 00:14 ],1,201,6.0,76.0,0.3
15,2015-01-01,[ 00:15 ],1,200,6.0,76.0,0.3
16,2015-01-01,[ 00:16 ],1,201,6.0,76.0,0.3
17,2015-01-01,[ 00:17 ],1,574,6.0,76.0,0.3
18,2015-01-01,[ 00:18 ],1,265,6.0,76.0,0.3
19,2015-01-01,[ 00:19 ],1,262,6.0,76.0,0.3
20,2015-01-01,[ 00:20 ],1,264,6.0,76.0,0.3
21,2015-01-01,[ 00:21 ],1,266,6.0,76.0,0.3
22,2015-01-01,[ 00:22 ],1,264,6.0,76.0,0.3
23,2015-01-01,[ 00:23 ],1,264,6.0,76.0,0.3
24,2015-01-01,[ 00:24 ],1,265,6.0,76.0,0.3
25,2015-01-01,[ 00:25 ],1,266,6.0,76.0,0.3
26,2015-01-01,[ 00:26 ],1,261,6.0,76.0,0.3
27,2015-01-01,[ 00:27 ],1,260,6.0,76.0,0.3
28,2015-01-01,[ 00:28 ],1,200,6.0,76.0,0.3
29,2015-01-01,[ 00:29 ],1,200,6.0,76.0,0.3
30,2015-01-01,[ 00:30 ],1,196,6.0,81.0,0.3
31,2015-01-01,[ 00:31 ],1,183,6.0,81.167,0.3
32,2015-01-01,[ 00:32 ],1,179,6.0,81.333,0.3
33,2015-01-01,[ 00:33 ],1,182,6.0,81.5,0.3
34,2015-01-01,[ 00:34 ],1,182,6.0,81.667,0.3
35,2015-01-01,[ 00:35 ],1,181,6.0,81.833,0.3
36,2015-01-01,[ 00:36 ],1,180,6.0,82.0,0.3
37,2015-01-01,[ 00:37 ],1,182,6.0,82.167,0.3
38,2015-01-01,[ 00:38 ],1,181,6.0,82.333,0.3
39,2015-01-01,[ 00:39 ],1,182,6.0,82.5,0.3
40,2015-01-01,[ 00:40 ],1,182,6.0,82.667,0.3
41,2015-01-01,[ 00:41 ],1,180,6.0,82.833,0.3
42,2015-01-01,[ 00:42 ],1,181,6.0,83.0,0.3
43,2015-01-01,[ 00:43 ],1,182,6.0,83.167,0.3
44,2015-01-01,[ 00:44 ],1,182,6.0,83.333,0.3
45,2015-01-01,[ 00:45 ],1,182,6.0,83.5,0.3
46,2015-01-01,[ 00:46 ],1,182,6.0,83.667,0.3
