,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2015-10-01,[ 00:00 ],0,229,12.0,88.0,-0.1
1,2015-10-01,[ 00:01 ],0,229,12.0,88.0,-0.1
2,2015-10-01,[ 00:02 ],0,231,12.0,88.0,-0.1
3,2015-10-01,[ 00:03 ],0,235,12.0,88.0,-0.1
4,2015-10-01,[ 00:04 ],0,232,12.0,88.0,-0.1
5,2015-10-01,[ 00:05 ],0,232,12.0,88.0,-0.1
6,2015-10-01,[ 00:06 ],0,227,12.0,88.0,-0.1
7,2015-10-01,[ 00:07 ],0,225,12.0,88.0,-0.1
8,2015-10-01,[ 00:08 ],0,224,12.0,88.0,-0.1
9,2015-10-01,[ 00:09 ],0,226,12.0,88.0,-0.1
10,2015-10-01,[ 00:10 ],0,226,12.0,88.0,-0.1
11,2015-10-01,[ 00:11 ],0,226,12.0,88.0,-0.1
12,2015-10-01,[ 00:12 ],0,226,12.0,88.0,-0.1
13,2015-10-01,[ 00:13 ],0,227,12.0,88.0,-0.1
14,2015-10-01,[ 00:14 ],0,226,12.0,88.0,-0.1
15,2015-10-01,[ 00:15 ],0,225,12.0,88.0,-0.1
16,2015-10-01,[ 00:16 ],0,225,12.0,88.0,-0.1
17,2015-10-01,[ 00:17 ],0,228,12.0,88.0,-0.1
18,2015-10-01,[ 00:18 ],0,231,12.0,88.0,-0.1
19,2015-10-01,[ 00:19 ],0,232,12.0,88.0,-0.1
20,2015-10-01,[ 00:20 ],0,225,12.0,88.0,-0.1
21,2015-10-01,[ 00:21 ],0,226,12.0,88.0,-0.1
22,2015-10-01,[ 00:22 ],0,224,12.0,88.0,-0.1
23,2015-10-01,[ 00:23 ],0,224,12.0,88.0,-0.1
24,2015-10-01,[ 00:24 ],0,221,12.0,88.0,-0.1
25,2015-10-01,[ 00:25 ],0,165,12.0,88.0,-0.1
26,2015-10-01,[ 00:26 ],0,166,12.0,88.0,-0.1
27,2015-10-01,[ 00:27 ],0,166,12.0,88.0,-0.1
