,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20160701,2016-07-01,금,0,0,294
1,20160701,2016-07-01,금,0,1,286
2,20160701,2016-07-01,금,0,2,275
3,20160701,2016-07-01,금,0,3,280
4,20160701,2016-07-01,금,0,4,832
5,20160701,2016-07-01,금,0,5,417
6,20160701,2016-07-01,금,0,6,421
7,20160701,2016-07-01,금,0,7,2888
8,20160701,2016-07-01,금,0,8,495
9,20160701,2016-07-01,금,0,9,1942
10,20160701,2016-07-01,금,0,10,4782
11,20160701,2016-07-01,금,0,11,1990
12,20160701,2016-07-01,금,0,12,1643
13,20160701,2016-07-01,금,0,13,2821
14,20160701,2016-07-01,금,0,14,673
15,20160701,2016-07-01,금,0,15,371
16,20160701,2016-07-01,금,0,16,716
17,20160701,2016-07-01,금,0,17,3301
18,20160701,2016-07-01,금,0,18,2927
19,20160701,2016-07-01,금,0,19,2601
20,20160701,2016-07-01,금,0,20,587
21,20160701,2016-07-01,금,0,21,552
22,20160701,2016-07-01,금,0,22,357
23,20160701,2016-07-01,금,0,23,246
24,20160702,2016-07-02,토,1,0,241
25,20160702,2016-07-02,토,1,1,226
26,20160702,2016-07-02,토,1,2,241
27,20160702,2016-07-02,토,1,3,245
28,20160702,2016-07-02,토,1,4,295
29,20160702,2016-07-02,토,1,5,226
30,20160702,2016-07-02,토,1,6,241
31,20160702,2016-07-02,토,1,7,264
32,20160702,2016-07-02,토,1,8,1900
33,20160702,2016-07-02,토,1,9,2024
34,20160702,2016-07-02,토,1,10,2064
35,20160702,2016-07-02,토,1,11,2882
36,20160702,2016-07-02,토,1,12,3108
37,20160702,2016-07-02,토,1,13,270
38,20160702,2016-07-02,토,1,14,261
39,20160702,2016-07-02,토,1,15,273
40,20160702,2016-07-02,토,1,16,328
41,20160702,2016-07-02,토,1,17,258
42,20160702,2016-07-02,토,1,18,213
43,20160702,2016-07-02,토,1,19,231
44,20160702,2016-07-02,토,1,20,221
45,20160702,2016-07-02,토,1,21,309
46,20160702,2016-07-02,토,1,22,870
47,20160702,2016-07-02,토,1,23,228
48,20160703,2016-07-03,일,1,0,306
49,20160703,2016-07-03,일,1,1,224
50,20160703,2016-07-03,일,1,2,372
51,20160703,2016-07-03,일,1,3,286
52,20160703,2016-07-03,일,1,4,280
53,20160703,2016-07-03,일,1,5,228
54,20160703,2016-07-03,일,1,6,228
55,20160703,2016-07-03,일,1,7,245
56,20160703,2016-07-03,일,1,8,266
57,20160703,2016-07-03,일,1,9,265
58,20160703,2016-07-03,일,1,10,327
59,20160703,2016-07-03,일,1,11,256
60,20160703,2016-07-03,일,1,12,276
61,20160703,2016-07-03,일,1,13,969
62,20160703,2016-07-03,일,1,14,282
63,20160703,2016-07-03,일,1,15,250
64,20160703,2016-07-03,일,1,16,410
65,20160703,2016-07-03,일,1,17,326
66,20160703,2016-07-03,일,1,18,258
67,20160703,2016-07-03,일,1,19,236
68,20160703,2016-07-03,일,1,20,392
69,20160703,2016-07-03,일,1,21,2338
70,20160703,2016-07-03,일,1,22,1969
71,20160703,2016-07-03,일,1,23,238
72,20160704,2016-07-04,월,0,0,238
73,20160704,2016-07-04,월,0,1,256
74,20160704,2016-07-04,월,0,2,474
75,20160704,2016-07-04,월,0,3,226
76,20160704,2016-07-04,월,0,4,2696
77,20160704,2016-07-04,월,0,5,229
78,20160704,2016-07-04,월,0,6,222
79,20160704,2016-07-04,월,0,7,4560
80,20160704,2016-07-04,월,0,8,2595
81,20160704,2016-07-04,월,0,9,607
82,20160704,2016-07-04,월,0,10,655
83,20160704,2016-07-04,월,0,11,3307
84,20160704,2016-07-04,월,0,12,566
85,20160704,2016-07-04,월,0,13,343
86,20160704,2016-07-04,월,0,14,646
87,20160704,2016-07-04,월,0,15,866
88,20160704,2016-07-04,월,0,16,543
89,20160704,2016-07-04,월,0,17,647
90,20160704,2016-07-04,월,0,18,2745
91,20160704,2016-07-04,월,0,19,2996
92,20160704,2016-07-04,월,0,20,545
93,20160704,2016-07-04,월,0,21,3383
94,20160704,2016-07-04,월,0,22,814
95,20160704,2016-07-04,월,0,23,336
96,20160705,2016-07-05,화,0,0,340
97,20160705,2016-07-05,화,0,1,335
98,20160705,2016-07-05,화,0,2,339
99,20160705,2016-07-05,화,0,3,343
100,20160705,2016-07-05,화,0,4,410
101,20160705,2016-07-05,화,0,5,2779
102,20160705,2016-07-05,화,0,6,1962
103,20160705,2016-07-05,화,0,7,405
104,20160705,2016-07-05,화,0,8,448
105,20160705,2016-07-05,화,0,9,845
106,20160705,2016-07-05,화,0,10,433
107,20160705,2016-07-05,화,0,11,447
108,20160705,2016-07-05,화,0,12,444
109,20160705,2016-07-05,화,0,13,576
110,20160705,2016-07-05,화,0,14,578
111,20160705,2016-07-05,화,0,15,1932
112,20160705,2016-07-05,화,0,16,2147
113,20160705,2016-07-05,화,0,17,517
114,20160705,2016-07-05,화,0,18,594
115,20160705,2016-07-05,화,0,19,517
116,20160705,2016-07-05,화,0,20,3057
117,20160705,2016-07-05,화,0,21,544
118,20160705,2016-07-05,화,0,22,3186
119,20160705,2016-07-05,화,0,23,2640
120,20160706,2016-07-06,수,0,0,311
121,20160706,2016-07-06,수,0,1,302
122,20160706,2016-07-06,수,0,2,406
123,20160706,2016-07-06,수,0,3,365
124,20160706,2016-07-06,수,0,4,525
125,20160706,2016-07-06,수,0,5,307
126,20160706,2016-07-06,수,0,6,301
127,20160706,2016-07-06,수,0,7,2647
128,20160706,2016-07-06,수,0,8,2742
129,20160706,2016-07-06,수,0,9,283
130,20160706,2016-07-06,수,0,10,858
131,20160706,2016-07-06,수,0,11,277
132,20160706,2016-07-06,수,0,12,515
133,20160706,2016-07-06,수,0,13,2929
134,20160706,2016-07-06,수,0,14,2251
135,20160706,2016-07-06,수,0,15,594
136,20160706,2016-07-06,수,0,16,542
137,20160706,2016-07-06,수,0,17,2927
138,20160706,2016-07-06,수,0,18,2280
139,20160706,2016-07-06,수,0,19,452
140,20160706,2016-07-06,수,0,20,3041
141,20160706,2016-07-06,수,0,21,529
142,20160706,2016-07-06,수,0,22,324
143,20160706,2016-07-06,수,0,23,318
144,20160707,2016-07-07,목,0,0,312
145,20160707,2016-07-07,목,0,1,316
146,20160707,2016-07-07,목,0,2,301
147,20160707,2016-07-07,목,0,3,313
148,20160707,2016-07-07,목,0,4,376
149,20160707,2016-07-07,목,0,5,305
150,20160707,2016-07-07,목,0,6,3933
151,20160707,2016-07-07,목,0,7,2214
152,20160707,2016-07-07,목,0,8,654
153,20160707,2016-07-07,목,0,9,2891
154,20160707,2016-07-07,목,0,10,2261
