,DateTime,Day,Holiday,Seq,Watt
0,201351,수,X,0,363
1,201351,수,X,1,604
2,201351,수,X,2,348
3,201351,수,X,3,1555
4,201351,수,X,4,378
5,201351,수,X,5,2830
6,201351,수,X,6,2669
7,201351,수,X,7,421
8,201351,수,X,8,435
9,201351,수,X,9,366
10,201351,수,X,10,347
11,201351,수,X,11,457
12,201351,수,X,12,2918
13,201351,수,X,13,471
14,201351,수,X,14,3072
15,201351,수,X,15,463
16,201351,수,X,16,2928
17,201351,수,X,17,2251
18,201351,수,X,18,563
19,201351,수,X,19,707
20,201351,수,X,20,604
21,201351,수,X,21,2572
22,201351,수,X,22,2575
23,201351,수,X,23,2646
24,201352,목,X,0,218
25,201352,목,X,1,242
26,201352,목,X,2,252
27,201352,목,X,3,225
28,201352,목,X,4,222
29,201352,목,X,5,2716
30,201352,목,X,6,5116
31,201352,목,X,7,2908
32,201352,목,X,8,413
33,201352,목,X,9,410
34,201352,목,X,10,2769
35,201352,목,X,11,410
36,201352,목,X,12,406
37,201352,목,X,13,2817
38,201352,목,X,14,472
39,201352,목,X,15,450
40,201352,목,X,16,4700
41,201352,목,X,17,2825
42,201352,목,X,18,920
43,201352,목,X,19,602
44,201352,목,X,20,679
45,201352,목,X,21,460
46,201352,목,X,22,231
47,201352,목,X,23,231
48,201353,금,X,0,221
49,201353,금,X,1,215
50,201353,금,X,2,227
51,201353,금,X,3,225
52,201353,금,X,4,283
53,201353,금,X,5,2696
54,201353,금,X,6,4473
55,201353,금,X,7,1993
56,201353,금,X,8,392
57,201353,금,X,9,267
58,201353,금,X,10,406
59,201353,금,X,11,298
60,201353,금,X,12,258
61,201353,금,X,13,256
62,201353,금,X,14,309
63,201353,금,X,15,254
64,201353,금,X,16,1977
65,201353,금,X,17,5359
66,201353,금,X,18,3822
67,201353,금,X,19,2002
68,201353,금,X,20,502
69,201353,금,X,21,389
70,201353,금,X,22,307
71,201353,금,X,23,708
72,201354,토,O,0,241
73,201354,토,O,1,380
74,201354,토,O,2,295
75,201354,토,O,3,232
76,201354,토,O,4,231
77,201354,토,O,5,282
78,201354,토,O,6,4333
79,201354,토,O,7,4498
80,201354,토,O,8,302
81,201354,토,O,9,301
82,201354,토,O,10,267
83,201354,토,O,11,340
84,201354,토,O,12,280
85,201354,토,O,13,2599
86,201354,토,O,14,310
87,201354,토,O,15,321
88,201354,토,O,16,400
89,201354,토,O,17,2584
90,201354,토,O,18,2066
91,201354,토,O,19,2122
92,201354,토,O,20,573
93,201354,토,O,21,502
94,201354,토,O,22,2587
95,201354,토,O,23,2625
96,201355,일,O,0,245
97,201355,일,O,1,558
98,201355,일,O,2,505
99,201355,일,O,3,224
100,201355,일,O,4,215
101,201355,일,O,5,226
102,201355,일,O,6,4620
103,201355,일,O,7,540
104,201355,일,O,8,2657
105,201355,일,O,9,260
106,201355,일,O,10,5161
107,201355,일,O,11,3064
108,201355,일,O,12,1932
109,201355,일,O,13,310
110,201355,일,O,14,305
111,201355,일,O,15,318
112,201355,일,O,16,252
113,201355,일,O,17,341
114,201355,일,O,18,4947
115,201355,일,O,19,4133
116,201355,일,O,20,1933
117,201355,일,O,21,1383
118,201355,일,O,22,405
119,201355,일,O,23,225
120,201356,월,O,0,856
121,201356,월,O,1,899
122,201356,월,O,2,218
123,201356,월,O,3,226
124,201356,월,O,4,903
125,201356,월,O,5,950
126,201356,월,O,6,4494
127,201356,월,O,7,358
128,201356,월,O,8,2520
129,201356,월,O,9,251
130,201356,월,O,10,256
131,201356,월,O,11,270
132,201356,월,O,12,404
133,201356,월,O,13,265
134,201356,월,O,14,259
135,201356,월,O,15,319
136,201356,월,O,16,517
137,201356,월,O,17,1977
138,201356,월,O,18,3390
139,201356,월,O,19,427
140,201356,월,O,20,2348
141,201356,월,O,21,590
142,201356,월,O,22,927
143,201356,월,O,23,528
144,201357,화,X,0,222
145,201357,화,X,1,226
146,201357,화,X,2,480
147,201357,화,X,3,368
148,201357,화,X,4,259
149,201357,화,X,5,2664
150,201357,화,X,6,2551
151,201357,화,X,7,251
152,201357,화,X,8,260
153,201357,화,X,9,261
154,201357,화,X,10,271
155,201357,화,X,11,541
156,201357,화,X,12,416
157,201357,화,X,13,261
158,201357,화,X,14,245
159,201357,화,X,15,1974
160,201357,화,X,16,1978
161,201357,화,X,17,4521
162,201357,화,X,18,319
163,201357,화,X,19,721
164,201357,화,X,20,662
165,201357,화,X,21,627
166,201357,화,X,22,513
167,201357,화,X,23,240
168,201358,수,X,0,229
169,201358,수,X,1,1237
170,201358,수,X,2,364
171,201358,수,X,3,259
172,201358,수,X,4,215
173,201358,수,X,5,4394
174,201358,수,X,6,398
175,201358,수,X,7,402
176,201358,수,X,8,497
177,201358,수,X,9,430
178,201358,수,X,10,393
179,201358,수,X,11,389
180,201358,수,X,12,4715
181,201358,수,X,13,385
182,201358,수,X,14,415
183,201358,수,X,15,417
184,201358,수,X,16,409
185,201358,수,X,17,528
186,201358,수,X,18,2919
187,201358,수,X,19,435
188,201358,수,X,20,457
189,201358,수,X,21,1881
190,201358,수,X,22,413
191,201358,수,X,23,213
192,201359,목,X,0,215
193,201359,목,X,1,210
194,201359,목,X,2,254
195,201359,목,X,3,208
196,201359,목,X,4,283
197,201359,목,X,5,214
198,201359,목,X,6,216
199,201359,목,X,7,2632
200,201359,목,X,8,539
201,201359,목,X,9,453
202,201359,목,X,10,397
203,201359,목,X,11,432
204,201359,목,X,12,4651
205,201359,목,X,13,446
206,201359,목,X,14,445
207,201359,목,X,15,402
208,201359,목,X,16,2607
209,201359,목,X,17,235
210,201359,목,X,18,967
211,201359,목,X,19,250
212,201359,목,X,20,238
213,201359,목,X,21,229
214,201359,목,X,22,239
215,201359,목,X,23,410
216,2013510,금,X,0,207
217,2013510,금,X,1,248
218,2013510,금,X,2,938
219,2013510,금,X,3,212
220,2013510,금,X,4,217
221,2013510,금,X,5,215
222,2013510,금,X,6,212
223,2013510,금,X,7,2634
224,2013510,금,X,8,690
225,2013510,금,X,9,822
226,2013510,금,X,10,900
227,2013510,금,X,11,911
228,2013510,금,X,12,3567
229,2013510,금,X,13,460
230,2013510,금,X,14,619
231,2013510,금,X,15,405
232,2013510,금,X,16,414
233,2013510,금,X,17,340
234,2013510,금,X,18,2580
235,2013510,금,X,19,2757
236,2013510,금,X,20,4170
237,2013510,금,X,21,2636
238,2013510,금,X,22,491
239,2013510,금,X,23,813
240,2013511,토,O,0,507
241,2013511,토,O,1,213
242,2013511,토,O,2,215
243,2013511,토,O,3,218
244,2013511,토,O,4,359
245,2013511,토,O,5,435
246,2013511,토,O,6,272
247,2013511,토,O,7,2600
248,2013511,토,O,8,2583
249,2013511,토,O,9,260
250,2013511,토,O,10,2612
251,2013511,토,O,11,3075
252,2013511,토,O,12,1864
253,2013511,토,O,13,614
254,2013511,토,O,14,4550
255,2013511,토,O,15,3155
256,2013511,토,O,16,1415
257,2013511,토,O,17,2141
258,2013511,토,O,18,2023
259,2013511,토,O,19,634
260,2013511,토,O,20,490
261,2013511,토,O,21,414
262,2013511,토,O,22,226
263,2013511,토,O,23,216
264,2013512,일,O,0,248
265,2013512,일,O,1,231
266,2013512,일,O,2,1942
267,2013512,일,O,3,212
268,2013512,일,O,4,206
269,2013512,일,O,5,308
270,2013512,일,O,6,282
271,2013512,일,O,7,2646
272,2013512,일,O,8,2645
273,2013512,일,O,9,258
274,2013512,일,O,10,405
275,2013512,일,O,11,1288
276,2013512,일,O,12,254
277,2013512,일,O,13,257
278,2013512,일,O,14,2581
279,2013512,일,O,15,280
280,2013512,일,O,16,446
281,2013512,일,O,17,4438
282,2013512,일,O,18,3015
283,2013512,일,O,19,946
284,2013512,일,O,20,469
285,2013512,일,O,21,450
286,2013512,일,O,22,280
287,2013512,일,O,23,239
288,2013513,월,X,0,420
289,2013513,월,X,1,380
290,2013513,월,X,2,229
291,2013513,월,X,3,225
292,2013513,월,X,4,238
293,2013513,월,X,5,238
294,2013513,월,X,6,2657
295,2013513,월,X,7,2691
296,2013513,월,X,8,278
297,2013513,월,X,9,860
298,2013513,월,X,10,842
299,2013513,월,X,11,351
300,2013513,월,X,12,266
301,2013513,월,X,13,944
302,2013513,월,X,14,602
303,2013513,월,X,15,2693
304,2013513,월,X,16,1992
305,2013513,월,X,17,1975
306,2013513,월,X,18,451
307,2013513,월,X,19,718
308,2013513,월,X,20,625
309,2013513,월,X,21,2382
310,2013513,월,X,22,609
311,2013513,월,X,23,368
312,2013514,화,X,0,810
313,2013514,화,X,1,2007
314,2013514,화,X,2,275
315,2013514,화,X,3,293
316,2013514,화,X,4,267
317,2013514,화,X,5,285
318,2013514,화,X,6,418
319,2013514,화,X,7,2865
320,2013514,화,X,8,2764
321,2013514,화,X,9,438
322,2013514,화,X,10,2874
323,2013514,화,X,11,2874
324,2013514,화,X,12,368
325,2013514,화,X,13,359
326,2013514,화,X,14,2065
327,2013514,화,X,15,465
328,2013514,화,X,16,589
329,2013514,화,X,17,2067
330,2013514,화,X,18,471
331,2013514,화,X,19,610
332,2013514,화,X,20,726
333,2013514,화,X,21,3184
334,2013514,화,X,22,2619
335,2013514,화,X,23,2595
336,2013515,수,X,0,305
337,2013515,수,X,1,831
338,2013515,수,X,2,376
339,2013515,수,X,3,761
340,2013515,수,X,4,766
341,2013515,수,X,5,826
342,2013515,수,X,6,4703
343,2013515,수,X,7,2241
344,2013515,수,X,8,685
345,2013515,수,X,9,463
346,2013515,수,X,10,397
347,2013515,수,X,11,2696
348,2013515,수,X,12,1982
349,2013515,수,X,13,3031
350,2013515,수,X,14,368
351,2013515,수,X,15,348
352,2013515,수,X,16,2900
353,2013515,수,X,17,2815
354,2013515,수,X,18,2491
355,2013515,수,X,19,2439
356,2013515,수,X,20,1909
357,2013515,수,X,21,648
358,2013515,수,X,22,575
359,2013515,수,X,23,309
360,2013516,목,X,0,301
361,2013516,목,X,1,302
362,2013516,목,X,2,297
363,2013516,목,X,3,439
364,2013516,목,X,4,291
365,2013516,목,X,5,1977
366,2013516,목,X,6,3065
367,2013516,목,X,7,2277
368,2013516,목,X,8,1689
369,2013516,목,X,9,443
370,2013516,목,X,10,407
371,2013516,목,X,11,2768
372,2013516,목,X,12,344
373,2013516,목,X,13,340
374,2013516,목,X,14,339
375,2013516,목,X,15,540
376,2013516,목,X,16,2820
377,2013516,목,X,17,6131
378,2013516,목,X,18,3130
379,2013516,목,X,19,666
380,2013516,목,X,20,4791
381,2013516,목,X,21,570
382,2013516,목,X,22,315
383,2013516,목,X,23,300
384,2013517,금,X,0,305
385,2013517,금,X,1,299
386,2013517,금,X,2,304
387,2013517,금,X,3,293
388,2013517,금,X,4,308
389,2013517,금,X,5,310
390,2013517,금,X,6,2658
391,2013517,금,X,7,4607
392,2013517,금,X,8,2809
393,2013517,금,X,9,576
394,2013517,금,X,10,459
395,2013517,금,X,11,460
396,2013517,금,X,12,3012
397,2013517,금,X,13,459
398,2013517,금,X,14,447
399,2013517,금,X,15,2776
400,2013517,금,X,16,468
401,2013517,금,X,17,2228
402,2013517,금,X,18,2117
403,2013517,금,X,19,490
404,2013517,금,X,20,2335
405,2013517,금,X,21,709
406,2013517,금,X,22,506
407,2013517,금,X,23,511
408,2013518,토,O,0,514
409,2013518,토,O,1,840
410,2013518,토,O,2,826
411,2013518,토,O,3,831
412,2013518,토,O,4,827
413,2013518,토,O,5,936
414,2013518,토,O,6,826
415,2013518,토,O,7,4621
416,2013518,토,O,8,2906
417,2013518,토,O,9,7234
418,2013518,토,O,10,5523
419,2013518,토,O,11,655
420,2013518,토,O,12,4880
421,2013518,토,O,13,2992
422,2013518,토,O,14,491
423,2013518,토,O,15,397
424,2013518,토,O,16,355
425,2013518,토,O,17,4704
426,2013518,토,O,18,355
427,2013518,토,O,19,341
428,2013518,토,O,20,2686
429,2013518,토,O,21,633
430,2013518,토,O,22,936
431,2013518,토,O,23,227
432,2013519,일,O,0,219
433,2013519,일,O,1,273
434,2013519,일,O,2,218
435,2013519,일,O,3,224
436,2013519,일,O,4,214
437,2013519,일,O,5,621
438,2013519,일,O,6,297
439,2013519,일,O,7,2631
440,2013519,일,O,8,410
441,2013519,일,O,9,413
442,2013519,일,O,10,4603
443,2013519,일,O,11,455
444,2013519,일,O,12,4691
445,2013519,일,O,13,2806
446,2013519,일,O,14,1346
447,2013519,일,O,15,401
448,2013519,일,O,16,2799
449,2013519,일,O,17,2895
450,2013519,일,O,18,3177
451,2013519,일,O,19,2396
452,2013519,일,O,20,603
453,2013519,일,O,21,485
454,2013519,일,O,22,294
455,2013519,일,O,23,280
456,2013520,월,X,0,227
457,2013520,월,X,1,223
458,2013520,월,X,2,605
459,2013520,월,X,3,216
460,2013520,월,X,4,223
461,2013520,월,X,5,224
462,2013520,월,X,6,2637
463,2013520,월,X,7,1922
464,2013520,월,X,8,451
465,2013520,월,X,9,295
466,2013520,월,X,10,2622
467,2013520,월,X,11,2914
468,2013520,월,X,12,455
469,2013520,월,X,13,258
470,2013520,월,X,14,516
471,2013520,월,X,15,294
472,2013520,월,X,16,2622
473,2013520,월,X,17,2155
474,2013520,월,X,18,3016
475,2013520,월,X,19,3245
476,2013520,월,X,20,796
477,2013520,월,X,21,787
478,2013520,월,X,22,2762
479,2013520,월,X,23,2644
480,2013521,화,X,0,297
481,2013521,화,X,1,463
482,2013521,화,X,2,291
483,2013521,화,X,3,298
484,2013521,화,X,4,592
485,2013521,화,X,5,299
486,2013521,화,X,6,305
487,2013521,화,X,7,318
488,2013521,화,X,8,4626
489,2013521,화,X,9,2838
490,2013521,화,X,10,3275
491,2013521,화,X,11,416
492,2013521,화,X,12,2958
493,2013521,화,X,13,4582
494,2013521,화,X,14,2773
495,2013521,화,X,15,840
496,2013521,화,X,16,578
497,2013521,화,X,17,1983
498,2013521,화,X,18,1975
499,2013521,화,X,19,642
500,2013521,화,X,20,581
501,2013521,화,X,21,506
502,2013521,화,X,22,311
503,2013521,화,X,23,422
504,2013522,수,X,0,669
505,2013522,수,X,1,284
506,2013522,수,X,2,288
507,2013522,수,X,3,284
508,2013522,수,X,4,275
509,2013522,수,X,5,353
510,2013522,수,X,6,2687
511,2013522,수,X,7,2600
512,2013522,수,X,8,324
513,2013522,수,X,9,238
514,2013522,수,X,10,251
515,2013522,수,X,11,4527
516,2013522,수,X,12,312
517,2013522,수,X,13,315
518,2013522,수,X,14,257
519,2013522,수,X,15,347
520,2013522,수,X,16,2600
521,2013522,수,X,17,1980
522,2013522,수,X,18,270
523,2013522,수,X,19,345
524,2013522,수,X,20,456
525,2013522,수,X,21,2889
526,2013522,수,X,22,2581
527,2013522,수,X,23,2574
528,2013523,목,X,0,228
529,2013523,목,X,1,204
530,2013523,목,X,2,212
531,2013523,목,X,3,213
532,2013523,목,X,4,2769
533,2013523,목,X,5,326
534,2013523,목,X,6,250
535,2013523,목,X,7,293
536,2013523,목,X,8,247
537,2013523,목,X,9,252
538,2013523,목,X,10,254
539,2013523,목,X,11,304
540,2013523,목,X,12,379
541,2013523,목,X,13,288
542,2013523,목,X,14,247
543,2013523,목,X,15,247
544,2013523,목,X,16,247
