,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2016-08-01,[ 00:00 ],0,171,19.0,56.0,0.6
1,2016-08-01,[ 00:01 ],0,172,18.967,56.1,0.6
2,2016-08-01,[ 00:02 ],0,171,18.933,56.2,0.6
3,2016-08-01,[ 00:03 ],0,174,18.9,56.3,0.6
4,2016-08-01,[ 00:04 ],0,174,18.867,56.4,0.6
5,2016-08-01,[ 00:05 ],0,176,18.833,56.5,0.6
6,2016-08-01,[ 00:06 ],0,173,18.8,56.6,0.6
7,2016-08-01,[ 00:07 ],0,171,18.767,56.7,0.6
8,2016-08-01,[ 00:08 ],0,170,18.733,56.8,0.6
9,2016-08-01,[ 00:09 ],0,171,18.7,56.9,0.6
10,2016-08-01,[ 00:10 ],0,170,18.667,57.0,0.6
11,2016-08-01,[ 00:11 ],0,171,18.633,57.1,0.6
12,2016-08-01,[ 00:12 ],0,171,18.6,57.2,0.6
13,2016-08-01,[ 00:13 ],0,467,18.567,57.3,0.6
14,2016-08-01,[ 00:14 ],0,450,18.533,57.4,0.6
15,2016-08-01,[ 00:15 ],0,452,18.5,57.5,0.6
16,2016-08-01,[ 00:16 ],0,452,18.467,57.6,0.6
17,2016-08-01,[ 00:17 ],0,455,18.433,57.7,0.6
18,2016-08-01,[ 00:18 ],0,451,18.4,57.8,0.6
19,2016-08-01,[ 00:19 ],0,450,18.367,57.9,0.6
20,2016-08-01,[ 00:20 ],0,451,18.333,58.0,0.6
21,2016-08-01,[ 00:21 ],0,451,18.3,58.1,0.6
22,2016-08-01,[ 00:22 ],0,455,18.267,58.2,0.6
23,2016-08-01,[ 00:23 ],0,455,18.233,58.3,0.6
24,2016-08-01,[ 00:24 ],0,223,18.2,58.4,0.6
25,2016-08-01,[ 00:25 ],0,226,18.167,58.5,0.6
26,2016-08-01,[ 00:26 ],0,223,18.133,58.6,0.6
27,2016-08-01,[ 00:27 ],0,224,18.1,58.7,0.6
28,2016-08-01,[ 00:28 ],0,224,18.067,58.8,0.6
29,2016-08-01,[ 00:29 ],0,225,18.0,59.0,0.6
30,2016-08-01,[ 00:30 ],0,225,18.0,59.0,0.6
31,2016-08-01,[ 00:31 ],0,224,18.0,59.0,0.6
32,2016-08-01,[ 00:32 ],0,225,18.0,59.0,0.6
33,2016-08-01,[ 00:33 ],0,226,18.0,59.0,0.6
34,2016-08-01,[ 00:34 ],0,225,18.0,59.0,0.6
35,2016-08-01,[ 00:35 ],0,226,18.0,59.0,0.6
36,2016-08-01,[ 00:36 ],0,227,18.0,59.0,0.6
37,2016-08-01,[ 00:37 ],0,227,18.0,59.0,0.6
38,2016-08-01,[ 00:38 ],0,355,18.0,59.0,0.6
39,2016-08-01,[ 00:39 ],0,309,18.0,59.0,0.6
40,2016-08-01,[ 00:40 ],0,315,18.0,59.0,0.6
41,2016-08-01,[ 00:41 ],0,320,18.0,59.0,0.6
42,2016-08-01,[ 00:42 ],0,318,18.0,59.0,0.6
43,2016-08-01,[ 00:43 ],0,315,18.0,59.0,0.6
44,2016-08-01,[ 00:44 ],0,253,18.0,59.0,0.6
45,2016-08-01,[ 00:45 ],0,251,18.0,59.0,0.6
46,2016-08-01,[ 00:46 ],0,245,18.0,59.0,0.6
47,2016-08-01,[ 00:47 ],0,245,18.0,59.0,0.6
48,2016-08-01,[ 00:48 ],0,241,18.0,59.0,0.6
49,2016-08-01,[ 00:49 ],0,238,18.0,59.0,0.6
50,2016-08-01,[ 00:50 ],0,246,18.0,59.0,0.6
51,2016-08-01,[ 00:51 ],0,243,18.0,59.0,0.6
52,2016-08-01,[ 00:52 ],0,246,18.0,59.0,0.6
53,2016-08-01,[ 00:53 ],0,241,18.0,59.0,0.6
54,2016-08-01,[ 00:54 ],0,241,18.0,59.0,0.6
55,2016-08-01,[ 00:55 ],0,238,18.0,59.0,0.6
56,2016-08-01,[ 00:56 ],0,241,18.0,59.0,0.6
57,2016-08-01,[ 00:57 ],0,238,18.0,59.0,0.6
58,2016-08-01,[ 00:58 ],0,237,18.0,59.0,0.6
59,2016-08-01,[ 00:59 ],0,236,18.0,59.0,0.6
60,2016-08-01,[ 01:00 ],0,240,18.0,59.0,0.6
61,2016-08-01,[ 01:01 ],0,238,17.967,59.0,0.6
62,2016-08-01,[ 01:02 ],0,239,17.933,59.0,0.6
63,2016-08-01,[ 01:03 ],0,241,17.9,59.0,0.6
64,2016-08-01,[ 01:04 ],0,239,17.867,59.0,0.6
65,2016-08-01,[ 01:05 ],0,239,17.833,59.0,0.6
66,2016-08-01,[ 01:06 ],0,236,17.8,59.0,0.6
67,2016-08-01,[ 01:07 ],0,236,17.767,59.0,0.6
68,2016-08-01,[ 01:08 ],0,237,17.733,59.0,0.6
69,2016-08-01,[ 01:09 ],0,239,17.7,59.0,0.6
70,2016-08-01,[ 01:10 ],0,237,17.667,59.0,0.6
71,2016-08-01,[ 01:11 ],0,236,17.633,59.0,0.6
72,2016-08-01,[ 01:12 ],0,238,17.6,59.0,0.6
73,2016-08-01,[ 01:13 ],0,238,17.567,59.0,0.6
74,2016-08-01,[ 01:14 ],0,239,17.533,59.0,0.6
75,2016-08-01,[ 01:15 ],0,239,17.5,59.0,0.6
76,2016-08-01,[ 01:16 ],0,241,17.467,59.0,0.6
77,2016-08-01,[ 01:17 ],0,238,17.433,59.0,0.6
78,2016-08-01,[ 01:18 ],0,239,17.4,59.0,0.6
79,2016-08-01,[ 01:19 ],0,232,17.367,59.0,0.6
80,2016-08-01,[ 01:20 ],0,234,17.333,59.0,0.6
81,2016-08-01,[ 01:21 ],0,229,17.3,59.0,0.6
82,2016-08-01,[ 01:22 ],0,228,17.267,59.0,0.6
83,2016-08-01,[ 01:23 ],0,228,17.233,59.0,0.6
84,2016-08-01,[ 01:24 ],0,229,17.2,59.0,0.6
85,2016-08-01,[ 01:25 ],0,231,17.167,59.0,0.6
86,2016-08-01,[ 01:26 ],0,227,17.133,59.0,0.6
87,2016-08-01,[ 01:27 ],0,229,17.1,59.0,0.6
88,2016-08-01,[ 01:28 ],0,227,17.067,59.0,0.6
89,2016-08-01,[ 01:29 ],0,227,17.0,59.0,0.6
90,2016-08-01,[ 01:30 ],0,224,17.0,59.0,0.6
91,2016-08-01,[ 01:31 ],0,173,17.0,59.0,0.6
92,2016-08-01,[ 01:32 ],0,174,17.0,59.0,0.6
93,2016-08-01,[ 01:33 ],0,174,17.0,59.0,0.6
94,2016-08-01,[ 01:34 ],0,174,17.0,59.0,0.6
95,2016-08-01,[ 01:35 ],0,172,17.0,59.0,0.6
96,2016-08-01,[ 01:36 ],0,173,17.0,59.0,0.6
97,2016-08-01,[ 01:37 ],0,173,17.0,59.0,0.6
98,2016-08-01,[ 01:38 ],0,174,17.0,59.0,0.6
99,2016-08-01,[ 01:39 ],0,174,17.0,59.0,0.6
100,2016-08-01,[ 01:40 ],0,175,17.0,59.0,0.6
101,2016-08-01,[ 01:41 ],0,174,17.0,59.0,0.6
102,2016-08-01,[ 01:42 ],0,175,17.0,59.0,0.6
103,2016-08-01,[ 01:43 ],0,173,17.0,59.0,0.6
104,2016-08-01,[ 01:44 ],0,172,17.0,59.0,0.6
105,2016-08-01,[ 01:45 ],0,174,17.0,59.0,0.6
106,2016-08-01,[ 01:46 ],0,174,17.0,59.0,0.6
107,2016-08-01,[ 01:47 ],0,172,17.0,59.0,0.6
108,2016-08-01,[ 01:48 ],0,173,17.0,59.0,0.6
109,2016-08-01,[ 01:49 ],0,172,17.0,59.0,0.6
110,2016-08-01,[ 01:50 ],0,172,17.0,59.0,0.6
111,2016-08-01,[ 01:51 ],0,171,17.0,59.0,0.6
112,2016-08-01,[ 01:52 ],0,171,17.0,59.0,0.6
113,2016-08-01,[ 01:53 ],0,171,17.0,59.0,0.6
114,2016-08-01,[ 01:54 ],0,173,17.0,59.0,0.6
