,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20160701,2016-07-01,금,0,0,294,17.0,77.0,0.6
1,20160701,2016-07-01,금,0,1,286,17.0,79.5,0.6
2,20160701,2016-07-01,금,0,2,275,17.0,77.0,0.6
3,20160701,2016-07-01,금,0,3,280,17.0,77.0,0.6
4,20160701,2016-07-01,금,0,4,832,17.0,77.0,0.6
5,20160701,2016-07-01,금,0,5,417,17.0,77.0,0.6
6,20160701,2016-07-01,금,0,6,421,16.5,82.5,0.6
7,20160701,2016-07-01,금,0,7,2888,15.0,88.0,0.6
8,20160701,2016-07-01,금,0,8,495,16.0,85.0,0.6
9,20160701,2016-07-01,금,0,9,1942,17.5,72.5,0.6
10,20160701,2016-07-01,금,0,10,4782,18.0,68.0,0.6
11,20160701,2016-07-01,금,0,11,1990,18.0,70.5,0.6
12,20160701,2016-07-01,금,0,12,1643,17.0,74.5,0.6
13,20160701,2016-07-01,금,0,13,2821,17.0,74.5,0.6
14,20160701,2016-07-01,금,0,14,673,18.5,70.5,0.6
15,20160701,2016-07-01,금,0,15,371,20.0,54.0,0.6
16,20160701,2016-07-01,금,0,16,716,19.5,54.0,0.6
17,20160701,2016-07-01,금,0,17,3301,17.0,66.0,0.6
18,20160701,2016-07-01,금,0,18,2927,17.0,63.5,0.6
19,20160701,2016-07-01,금,0,19,2601,17.0,57.0,0.6
20,20160701,2016-07-01,금,0,20,587,14.0,79.5,0.6
21,20160701,2016-07-01,금,0,21,552,14.0,77.0,0.6
22,20160701,2016-07-01,금,0,22,357,13.5,77.0,0.6
23,20160701,2016-07-01,금,0,23,246,13.0,77.0,0.6
24,20160702,2016-07-02,토,1,0,241,13.0,77.0,0.6
25,20160702,2016-07-02,토,1,1,226,12.5,79.5,0.6
26,20160702,2016-07-02,토,1,2,241,12.0,79.5,0.6
27,20160702,2016-07-02,토,1,3,245,12.0,77.0,0.6
28,20160702,2016-07-02,토,1,4,295,12.0,77.0,0.6
29,20160702,2016-07-02,토,1,5,226,12.0,82.0,0.6
30,20160702,2016-07-02,토,1,6,241,12.5,79.5,0.6
31,20160702,2016-07-02,토,1,7,264,14.0,72.0,0.6
32,20160702,2016-07-02,토,1,8,1900,16.0,59.0,0.6
33,20160702,2016-07-02,토,1,9,2024,16.5,55.0,0.6
34,20160702,2016-07-02,토,1,10,2064,17.0,52.0,0.6
35,20160702,2016-07-02,토,1,11,2882,17.5,50.5,0.6
36,20160702,2016-07-02,토,1,12,3108,17.5,52.0,0.6
37,20160702,2016-07-02,토,1,13,270,18.0,52.0,0.6
38,20160702,2016-07-02,토,1,14,261,19.5,46.0,0.6
39,20160702,2016-07-02,토,1,15,273,19.5,51.0,0.6
40,20160702,2016-07-02,토,1,16,328,18.5,57.5,0.6
41,20160702,2016-07-02,토,1,17,258,16.5,66.5,0.6
42,20160702,2016-07-02,토,1,18,213,17.0,65.5,0.6
43,20160702,2016-07-02,토,1,19,231,17.0,63.0,0.6
44,20160702,2016-07-02,토,1,20,221,16.5,65.5,0.6
45,20160702,2016-07-02,토,1,21,309,15.5,72.5,0.6
46,20160702,2016-07-02,토,1,22,870,15.0,72.0,0.6
47,20160702,2016-07-02,토,1,23,228,15.0,67.0,0.6
48,20160703,2016-07-03,일,1,0,306,14.0,72.0,0.6
49,20160703,2016-07-03,일,1,1,224,13.5,74.5,0.6
50,20160703,2016-07-03,일,1,2,372,13.0,82.0,0.6
51,20160703,2016-07-03,일,1,3,286,13.0,82.0,0.6
52,20160703,2016-07-03,일,1,4,280,12.0,88.0,0.6
53,20160703,2016-07-03,일,1,5,228,13.0,82.0,0.6
54,20160703,2016-07-03,일,1,6,228,14.0,77.0,0.6
55,20160703,2016-07-03,일,1,7,245,15.5,70.0,0.6
56,20160703,2016-07-03,일,1,8,266,16.5,65.5,0.6
57,20160703,2016-07-03,일,1,9,265,17.5,59.5,0.6
58,20160703,2016-07-03,일,1,10,327,18.0,54.0,0.6
59,20160703,2016-07-03,일,1,11,256,19.0,52.0,0.6
60,20160703,2016-07-03,일,1,12,276,19.5,52.5,0.6
61,20160703,2016-07-03,일,1,13,969,20.0,50.5,0.6
62,20160703,2016-07-03,일,1,14,282,20.5,47.5,0.6
63,20160703,2016-07-03,일,1,15,250,20.0,52.0,0.6
64,20160703,2016-07-03,일,1,16,410,20.0,56.0,0.6
65,20160703,2016-07-03,일,1,17,326,20.5,50.5,0.6
66,20160703,2016-07-03,일,1,18,258,20.0,56.0,0.6
67,20160703,2016-07-03,일,1,19,236,19.0,60.0,0.6
68,20160703,2016-07-03,일,1,20,392,18.0,64.0,0.6
69,20160703,2016-07-03,일,1,21,2338,17.0,72.0,0.6
70,20160703,2016-07-03,일,1,22,1969,16.0,77.0,0.6
71,20160703,2016-07-03,일,1,23,238,16.0,77.0,0.6
72,20160704,2016-07-04,월,0,0,238,15.0,82.0,0.6
73,20160704,2016-07-04,월,0,1,256,14.0,88.0,0.6
74,20160704,2016-07-04,월,0,2,474,14.0,88.0,0.6
75,20160704,2016-07-04,월,0,3,226,13.5,91.0,0.6
76,20160704,2016-07-04,월,0,4,2696,13.0,94.0,0.6
77,20160704,2016-07-04,월,0,5,229,13.5,85.0,0.6
78,20160704,2016-07-04,월,0,6,222,14.5,79.5,0.6
79,20160704,2016-07-04,월,0,7,4560,16.5,70.0,0.6
80,20160704,2016-07-04,월,0,8,2595,18.5,64.0,0.6
81,20160704,2016-07-04,월,0,9,607,20.5,49.0,0.6
82,20160704,2016-07-04,월,0,10,655,20.5,52.5,0.6
83,20160704,2016-07-04,월,0,11,3307,20.5,50.5,0.6
84,20160704,2016-07-04,월,0,12,566,21.0,51.0,0.6
85,20160704,2016-07-04,월,0,13,343,20.5,54.5,0.6
86,20160704,2016-07-04,월,0,14,646,21.0,54.5,0.6
87,20160704,2016-07-04,월,0,15,866,20.0,62.0,0.6
88,20160704,2016-07-04,월,0,16,543,19.0,66.0,0.6
89,20160704,2016-07-04,월,0,17,647,18.5,72.5,0.6
90,20160704,2016-07-04,월,0,18,2745,18.0,77.0,0.6
91,20160704,2016-07-04,월,0,19,2996,18.0,77.0,0.6
92,20160704,2016-07-04,월,0,20,545,18.0,77.0,0.6
93,20160704,2016-07-04,월,0,21,3383,18.0,75.0,0.6
94,20160704,2016-07-04,월,0,22,814,17.0,79.5,0.6
95,20160704,2016-07-04,월,0,23,336,17.0,77.0,0.6
96,20160705,2016-07-05,화,0,0,340,16.5,82.0,0.6
97,20160705,2016-07-05,화,0,1,335,16.0,82.0,0.6
98,20160705,2016-07-05,화,0,2,339,16.5,82.0,0.6
99,20160705,2016-07-05,화,0,3,343,16.5,85.0,0.6
100,20160705,2016-07-05,화,0,4,410,16.0,85.0,0.6
101,20160705,2016-07-05,화,0,5,2779,16.0,79.5,0.6
102,20160705,2016-07-05,화,0,6,1962,16.5,74.5,0.6
103,20160705,2016-07-05,화,0,7,405,16.5,77.0,0.6
104,20160705,2016-07-05,화,0,8,448,18.0,68.0,0.6
105,20160705,2016-07-05,화,0,9,845,17.0,70.0,0.6
106,20160705,2016-07-05,화,0,10,433,18.0,59.0,0.6
107,20160705,2016-07-05,화,0,11,447,18.5,57.5,0.6
108,20160705,2016-07-05,화,0,12,444,19.0,54.0,0.6
109,20160705,2016-07-05,화,0,13,576,20.0,50.5,0.6
110,20160705,2016-07-05,화,0,14,578,20.0,49.0,0.6
111,20160705,2016-07-05,화,0,15,1932,21.0,43.0,0.6
112,20160705,2016-07-05,화,0,16,2147,21.0,44.5,0.6
113,20160705,2016-07-05,화,0,17,517,20.0,49.0,0.6
114,20160705,2016-07-05,화,0,18,594,20.0,46.0,0.6
115,20160705,2016-07-05,화,0,19,517,19.5,47.5,0.6
116,20160705,2016-07-05,화,0,20,3057,19.0,49.0,0.6
117,20160705,2016-07-05,화,0,21,544,18.0,52.0,0.6
118,20160705,2016-07-05,화,0,22,3186,17.0,55.0,0.6
119,20160705,2016-07-05,화,0,23,2640,16.0,59.0,0.6
120,20160706,2016-07-06,수,0,0,311,15.5,59.0,0.6
