,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20140101,2014-01-01,수,1,0,656,8.5,78.5,1.9
1,20140101,2014-01-01,수,1,1,2762,7.5,78.5,1.9
2,20140101,2014-01-01,수,1,2,2849,7.5,84.0,1.9
3,20140101,2014-01-01,수,1,3,4831,8.0,81.0,1.9
4,20140101,2014-01-01,수,1,4,306,8.0,84.0,1.9
5,20140101,2014-01-01,수,1,5,327,9.0,82.0,1.9
6,20140101,2014-01-01,수,1,6,684,9.0,82.0,1.9
7,20140101,2014-01-01,수,1,7,317,9.0,82.0,1.9
8,20140101,2014-01-01,수,1,8,323,10.0,76.0,1.9
9,20140101,2014-01-01,수,1,9,305,10.0,76.0,1.9
10,20140101,2014-01-01,수,1,10,3890,10.0,76.0,1.9
11,20140101,2014-01-01,수,1,11,3108,9.0,76.0,1.9
12,20140101,2014-01-01,수,1,12,533,9.0,82.0,1.9
13,20140101,2014-01-01,수,1,13,3786,9.5,84.5,1.9
14,20140101,2014-01-01,수,1,14,3282,10.0,87.0,1.9
15,20140101,2014-01-01,수,1,15,738,11.0,88.0,1.9
16,20140101,2014-01-01,수,1,16,666,11.0,82.0,1.9
17,20140101,2014-01-01,수,1,17,3043,11.0,82.0,1.9
18,20140101,2014-01-01,수,1,18,2283,11.0,82.0,1.9
19,20140101,2014-01-01,수,1,19,2313,11.0,88.0,1.9
20,20140101,2014-01-01,수,1,20,2204,12.0,82.0,1.9
21,20140101,2014-01-01,수,1,21,634,12.0,77.0,1.9
22,20140101,2014-01-01,수,1,22,632,10.5,84.5,1.9
23,20140101,2014-01-01,수,1,23,229,11.0,82.0,1.9
24,20140102,2014-01-02,목,0,0,284,11.0,79.0,1.9
25,20140102,2014-01-02,목,0,1,1049,10.5,76.0,1.9
26,20140102,2014-01-02,목,0,2,292,9.0,87.0,1.9
27,20140102,2014-01-02,목,0,3,223,9.5,84.5,1.9
28,20140102,2014-01-02,목,0,4,227,9.5,87.0,1.9
29,20140102,2014-01-02,목,0,5,404,9.0,84.5,1.9
30,20140102,2014-01-02,목,0,6,365,8.0,81.0,1.9
31,20140102,2014-01-02,목,0,7,294,8.0,81.0,1.9
32,20140102,2014-01-02,목,0,8,285,7.5,84.0,1.9
33,20140102,2014-01-02,목,0,9,2693,8.0,81.0,1.9
34,20140102,2014-01-02,목,0,10,472,8.5,78.5,1.9
35,20140102,2014-01-02,목,0,11,515,9.5,73.5,1.9
36,20140102,2014-01-02,목,0,12,950,10.0,68.5,1.9
37,20140102,2014-01-02,목,0,13,3705,10.5,69.0,1.9
38,20140102,2014-01-02,목,0,14,2838,11.0,62.0,1.9
39,20140102,2014-01-02,목,0,15,1832,10.5,66.5,1.9
40,20140102,2014-01-02,목,0,16,2922,10.0,71.0,1.9
41,20140102,2014-01-02,목,0,17,3944,10.0,76.0,1.9
42,20140102,2014-01-02,목,0,18,2965,9.5,79.0,1.9
43,20140102,2014-01-02,목,0,19,3009,10.0,76.0,1.9
44,20140102,2014-01-02,목,0,20,657,10.5,79.0,1.9
45,20140102,2014-01-02,목,0,21,2444,11.0,76.0,1.9
46,20140102,2014-01-02,목,0,22,539,11.0,76.0,1.9
47,20140102,2014-01-02,목,0,23,2626,11.0,76.0,1.9
48,20140103,2014-01-03,금,0,0,2632,11.0,82.0,1.9
49,20140103,2014-01-03,금,0,1,232,11.0,88.0,1.9
50,20140103,2014-01-03,금,0,2,275,11.0,88.0,1.9
51,20140103,2014-01-03,금,0,3,257,11.0,82.0,1.9
52,20140103,2014-01-03,금,0,4,215,11.0,82.0,1.9
53,20140103,2014-01-03,금,0,5,225,11.0,79.0,1.9
54,20140103,2014-01-03,금,0,6,282,11.0,76.0,1.9
55,20140103,2014-01-03,금,0,7,2619,11.0,76.0,1.9
56,20140103,2014-01-03,금,0,8,2998,9.5,79.0,1.9
57,20140103,2014-01-03,금,0,9,517,9.0,79.0,1.9
58,20140103,2014-01-03,금,0,10,521,9.5,73.5,1.9
59,20140103,2014-01-03,금,0,11,691,10.5,73.5,1.9
60,20140103,2014-01-03,금,0,12,2895,11.0,67.0,1.9
61,20140103,2014-01-03,금,0,13,4506,9.0,68.5,1.9
62,20140103,2014-01-03,금,0,14,2931,9.0,68.5,1.9
63,20140103,2014-01-03,금,0,15,2863,9.0,66.0,1.9
64,20140103,2014-01-03,금,0,16,1793,9.0,62.0,1.9
65,20140103,2014-01-03,금,0,17,2038,8.0,66.0,1.9
66,20140103,2014-01-03,금,0,18,4711,8.0,68.5,1.9
67,20140103,2014-01-03,금,0,19,623,8.0,64.0,1.9
68,20140103,2014-01-03,금,0,20,669,8.5,61.5,1.9
69,20140103,2014-01-03,금,0,21,724,9.0,57.0,1.9
70,20140103,2014-01-03,금,0,22,510,9.0,59.5,1.9
71,20140103,2014-01-03,금,0,23,318,8.5,71.0,1.9
72,20140104,2014-01-04,토,1,0,284,10.0,66.0,1.9
73,20140104,2014-01-04,토,1,1,253,9.5,71.0,1.9
74,20140104,2014-01-04,토,1,2,789,9.0,76.0,1.9
75,20140104,2014-01-04,토,1,3,735,10.0,73.5,1.9
76,20140104,2014-01-04,토,1,4,371,10.0,76.0,1.9
77,20140104,2014-01-04,토,1,5,777,9.0,82.0,1.9
78,20140104,2014-01-04,토,1,6,786,9.0,84.5,1.9
79,20140104,2014-01-04,토,1,7,830,10.0,82.0,1.9
80,20140104,2014-01-04,토,1,8,762,10.0,82.0,1.9
81,20140104,2014-01-04,토,1,9,3759,10.0,76.0,1.9
82,20140104,2014-01-04,토,1,10,3732,10.0,79.0,1.9
83,20140104,2014-01-04,토,1,11,298,10.0,82.0,1.9
84,20140104,2014-01-04,토,1,12,2852,10.0,82.0,1.9
85,20140104,2014-01-04,토,1,13,5233,10.0,79.0,1.9
86,20140104,2014-01-04,토,1,14,1853,10.0,76.0,1.9
87,20140104,2014-01-04,토,1,15,282,8.5,81.5,1.9
88,20140104,2014-01-04,토,1,16,684,8.0,78.5,1.9
89,20140104,2014-01-04,토,1,17,3028,7.0,84.0,1.9
90,20140104,2014-01-04,토,1,18,2788,7.0,81.0,1.9
91,20140104,2014-01-04,토,1,19,2653,7.0,78.5,1.9
92,20140104,2014-01-04,토,1,20,4836,7.0,81.0,1.9
93,20140104,2014-01-04,토,1,21,673,6.0,81.0,1.9
94,20140104,2014-01-04,토,1,22,510,6.0,81.0,1.9
95,20140104,2014-01-04,토,1,23,467,5.0,87.0,1.9
96,20140105,2014-01-05,일,1,0,311,5.0,81.0,1.9
97,20140105,2014-01-05,일,1,1,247,5.0,81.0,1.9
98,20140105,2014-01-05,일,1,2,672,4.0,87.0,1.9
99,20140105,2014-01-05,일,1,3,239,4.5,81.0,1.9
100,20140105,2014-01-05,일,1,4,269,4.0,81.0,1.9
101,20140105,2014-01-05,일,1,5,756,4.0,81.0,1.9
102,20140105,2014-01-05,일,1,6,313,4.0,81.0,1.9
103,20140105,2014-01-05,일,1,7,355,4.0,81.0,1.9
104,20140105,2014-01-05,일,1,8,2902,4.0,81.0,1.9
105,20140105,2014-01-05,일,1,9,2043,5.0,81.0,1.9
106,20140105,2014-01-05,일,1,10,232,5.5,78.5,1.9
107,20140105,2014-01-05,일,1,11,276,6.5,73.5,1.9
108,20140105,2014-01-05,일,1,12,827,7.5,76.0,1.9
109,20140105,2014-01-05,일,1,13,321,8.0,76.0,1.9
110,20140105,2014-01-05,일,1,14,5253,9.0,73.5,1.9
111,20140105,2014-01-05,일,1,15,1951,9.0,76.0,1.9
112,20140105,2014-01-05,일,1,16,450,9.0,79.0,1.9
113,20140105,2014-01-05,일,1,17,2233,9.0,76.0,1.9
114,20140105,2014-01-05,일,1,18,2362,9.0,84.5,1.9
115,20140105,2014-01-05,일,1,19,2643,9.5,84.5,1.9
116,20140105,2014-01-05,일,1,20,542,10.0,87.0,1.9
117,20140105,2014-01-05,일,1,21,2051,11.0,88.0,1.9
118,20140105,2014-01-05,일,1,22,2780,11.5,88.0,1.9
119,20140105,2014-01-05,일,1,23,2911,12.0,91.0,1.9
120,20140106,2014-01-06,월,0,0,238,13.0,88.0,1.9
121,20140106,2014-01-06,월,0,1,234,13.0,88.0,1.9
122,20140106,2014-01-06,월,0,2,331,13.5,85.0,1.9
123,20140106,2014-01-06,월,0,3,298,12.5,79.5,1.9
124,20140106,2014-01-06,월,0,4,236,12.0,82.0,1.9
125,20140106,2014-01-06,월,0,5,246,12.5,77.0,1.9
126,20140106,2014-01-06,월,0,6,304,12.5,74.5,1.9
127,20140106,2014-01-06,월,0,7,331,12.0,77.0,1.9
128,20140106,2014-01-06,월,0,8,2967,10.0,76.0,1.9
129,20140106,2014-01-06,월,0,9,2271,10.0,82.0,1.9
130,20140106,2014-01-06,월,0,10,375,10.5,76.5,1.9
131,20140106,2014-01-06,월,0,11,858,12.0,69.5,1.9
132,20140106,2014-01-06,월,0,12,383,12.0,72.0,1.9
133,20140106,2014-01-06,월,0,13,528,13.0,65.0,1.9
134,20140106,2014-01-06,월,0,14,380,13.0,63.0,1.9
135,20140106,2014-01-06,월,0,15,340,12.5,65.0,1.9
136,20140106,2014-01-06,월,0,16,407,12.0,67.0,1.9
137,20140106,2014-01-06,월,0,17,531,12.0,67.0,1.9
138,20140106,2014-01-06,월,0,18,3063,12.0,67.0,1.9
139,20140106,2014-01-06,월,0,19,869,12.0,67.0,1.9
140,20140106,2014-01-06,월,0,20,782,12.0,67.0,1.9
141,20140106,2014-01-06,월,0,21,671,12.0,67.0,1.9
142,20140106,2014-01-06,월,0,22,2255,12.0,67.0,1.9
143,20140106,2014-01-06,월,0,23,348,12.0,67.0,1.9
144,20140107,2014-01-07,화,0,0,313,11.5,71.5,1.9
145,20140107,2014-01-07,화,0,1,301,11.0,73.5,1.9
146,20140107,2014-01-07,화,0,2,227,11.5,69.0,1.9
147,20140107,2014-01-07,화,0,3,300,11.0,73.5,1.9
148,20140107,2014-01-07,화,0,4,372,10.5,76.0,1.9
149,20140107,2014-01-07,화,0,5,319,11.0,76.0,1.9
150,20140107,2014-01-07,화,0,6,232,12.0,72.0,1.9
151,20140107,2014-01-07,화,0,7,2630,11.5,74.0,1.9
152,20140107,2014-01-07,화,0,8,3034,12.0,72.0,1.9
153,20140107,2014-01-07,화,0,9,548,12.0,67.0,1.9
154,20140107,2014-01-07,화,0,10,464,11.0,77.0,1.9
155,20140107,2014-01-07,화,0,11,528,9.0,84.5,1.9
156,20140107,2014-01-07,화,0,12,2159,10.0,79.0,1.9
157,20140107,2014-01-07,화,0,13,2928,11.0,73.5,1.9
158,20140107,2014-01-07,화,0,14,367,12.0,69.5,1.9
159,20140107,2014-01-07,화,0,15,430,12.0,67.0,1.9
160,20140107,2014-01-07,화,0,16,2067,11.5,67.0,1.9
161,20140107,2014-01-07,화,0,17,662,11.0,71.0,1.9
162,20140107,2014-01-07,화,0,18,4496,11.0,71.0,1.9
163,20140107,2014-01-07,화,0,19,3849,11.0,76.0,1.9
164,20140107,2014-01-07,화,0,20,3121,11.0,76.0,1.9
165,20140107,2014-01-07,화,0,21,1975,10.5,76.0,1.9
166,20140107,2014-01-07,화,0,22,554,9.0,84.5,1.9
167,20140107,2014-01-07,화,0,23,511,9.5,82.0,1.9
168,20140108,2014-01-08,수,0,0,326,9.0,82.0,1.9
169,20140108,2014-01-08,수,0,1,256,9.0,82.0,1.9
170,20140108,2014-01-08,수,0,2,326,9.0,84.5,1.9
171,20140108,2014-01-08,수,0,3,318,9.0,82.0,1.9
172,20140108,2014-01-08,수,0,4,320,9.0,82.0,1.9
173,20140108,2014-01-08,수,0,5,348,9.0,82.0,1.9
174,20140108,2014-01-08,수,0,6,249,9.0,82.0,1.9
175,20140108,2014-01-08,수,0,7,2714,9.0,82.0,1.9
176,20140108,2014-01-08,수,0,8,5356,9.5,82.0,1.9
177,20140108,2014-01-08,수,0,9,2901,10.0,82.0,1.9
178,20140108,2014-01-08,수,0,10,1734,10.0,82.0,1.9
179,20140108,2014-01-08,수,0,11,2762,11.0,76.0,1.9
180,20140108,2014-01-08,수,0,12,2694,12.0,72.0,1.9
181,20140108,2014-01-08,수,0,13,2785,11.0,76.0,1.9
182,20140108,2014-01-08,수,0,14,398,11.0,76.0,1.9
183,20140108,2014-01-08,수,0,15,697,11.0,76.0,1.9
184,20140108,2014-01-08,수,0,16,420,10.5,79.0,1.9
185,20140108,2014-01-08,수,0,17,2027,10.0,82.0,1.9
186,20140108,2014-01-08,수,0,18,2957,10.0,82.0,1.9
187,20140108,2014-01-08,수,0,19,616,10.0,82.0,1.9
188,20140108,2014-01-08,수,0,20,2362,10.0,84.5,1.9
189,20140108,2014-01-08,수,0,21,694,11.0,85.0,1.9
190,20140108,2014-01-08,수,0,22,698,12.0,85.0,1.9
191,20140108,2014-01-08,수,0,23,655,12.0,88.0,1.9
192,20140109,2014-01-09,목,0,0,2640,12.0,88.0,1.9
193,20140109,2014-01-09,목,0,1,2640,13.0,82.0,1.9
194,20140109,2014-01-09,목,0,2,250,12.5,85.0,1.9
195,20140109,2014-01-09,목,0,3,251,13.0,79.5,1.9
196,20140109,2014-01-09,목,0,4,249,12.5,74.5,1.9
197,20140109,2014-01-09,목,0,5,415,11.5,74.0,1.9
198,20140109,2014-01-09,목,0,6,444,11.0,73.5,1.9
199,20140109,2014-01-09,목,0,7,3042,11.0,76.0,1.9
200,20140109,2014-01-09,목,0,8,2991,10.0,79.0,1.9
201,20140109,2014-01-09,목,0,9,564,10.0,73.5,1.9
202,20140109,2014-01-09,목,0,10,361,9.5,73.5,1.9
203,20140109,2014-01-09,목,0,11,3142,8.5,64.0,1.9
204,20140109,2014-01-09,목,0,12,2935,8.5,66.0,1.9
205,20140109,2014-01-09,목,0,13,562,9.0,66.0,1.9
206,20140109,2014-01-09,목,0,14,553,9.0,66.0,1.9
207,20140109,2014-01-09,목,0,15,611,9.0,62.0,1.9
208,20140109,2014-01-09,목,0,16,609,9.0,62.0,1.9
209,20140109,2014-01-09,목,0,17,3108,8.0,66.0,1.9
210,20140109,2014-01-09,목,0,18,3259,8.0,66.0,1.9
211,20140109,2014-01-09,목,0,19,2927,7.0,71.0,1.9
212,20140109,2014-01-09,목,0,20,4362,7.0,76.0,1.9
213,20140109,2014-01-09,목,0,21,1972,6.5,78.5,1.9
214,20140109,2014-01-09,목,0,22,696,6.5,78.5,1.9
215,20140109,2014-01-09,목,0,23,899,6.5,78.5,1.9
216,20140110,2014-01-10,금,0,0,257,6.0,81.0,1.9
217,20140110,2014-01-10,금,0,1,308,5.5,84.0,1.9
218,20140110,2014-01-10,금,0,2,249,5.5,84.0,1.9
219,20140110,2014-01-10,금,0,3,252,5.0,84.0,1.9
220,20140110,2014-01-10,금,0,4,265,5.0,87.0,1.9
221,20140110,2014-01-10,금,0,5,576,5.0,81.0,1.9
222,20140110,2014-01-10,금,0,6,402,5.0,84.0,1.9
223,20140110,2014-01-10,금,0,7,2882,5.0,84.0,1.9
224,20140110,2014-01-10,금,0,8,3843,5.0,81.0,1.9
225,20140110,2014-01-10,금,0,9,392,5.5,81.0,1.9
226,20140110,2014-01-10,금,0,10,294,7.5,76.0,1.9
227,20140110,2014-01-10,금,0,11,671,9.0,73.5,1.9
228,20140110,2014-01-10,금,0,12,2068,9.5,73.5,1.9
229,20140110,2014-01-10,금,0,13,2858,11.0,67.0,1.9
230,20140110,2014-01-10,금,0,14,4729,10.5,69.0,1.9
231,20140110,2014-01-10,금,0,15,1915,10.5,69.0,1.9
232,20140110,2014-01-10,금,0,16,498,10.0,73.5,1.9
233,20140110,2014-01-10,금,0,17,2745,10.0,76.0,1.9
234,20140110,2014-01-10,금,0,18,2064,9.5,79.0,1.9
235,20140110,2014-01-10,금,0,19,6238,9.0,82.0,1.9
236,20140110,2014-01-10,금,0,20,3067,9.0,82.0,1.9
237,20140110,2014-01-10,금,0,21,475,9.0,84.5,1.9
238,20140110,2014-01-10,금,0,22,745,9.0,87.0,1.9
239,20140110,2014-01-10,금,0,23,258,9.0,84.5,1.9
240,20140111,2014-01-11,토,1,0,327,8.5,84.5,1.9
241,20140111,2014-01-11,토,1,1,317,8.0,90.0,1.9
242,20140111,2014-01-11,토,1,2,254,8.5,90.0,1.9
243,20140111,2014-01-11,토,1,3,601,9.0,87.0,1.9
244,20140111,2014-01-11,토,1,4,249,9.0,87.0,1.9
245,20140111,2014-01-11,토,1,5,508,9.0,87.0,1.9
246,20140111,2014-01-11,토,1,6,505,9.0,87.0,1.9
247,20140111,2014-01-11,토,1,7,934,8.0,81.5,1.9
248,20140111,2014-01-11,토,1,8,291,7.5,78.5,1.9
249,20140111,2014-01-11,토,1,9,283,7.0,81.0,1.9
250,20140111,2014-01-11,토,1,10,285,7.5,78.5,1.9
251,20140111,2014-01-11,토,1,11,450,8.0,71.0,1.9
252,20140111,2014-01-11,토,1,12,6586,8.5,66.5,1.9
253,20140111,2014-01-11,토,1,13,5264,9.0,62.0,1.9
254,20140111,2014-01-11,토,1,14,2862,9.0,62.0,1.9
255,20140111,2014-01-11,토,1,15,1564,8.5,64.0,1.9
256,20140111,2014-01-11,토,1,16,234,8.0,66.0,1.9
257,20140111,2014-01-11,토,1,17,229,7.0,71.0,1.9
258,20140111,2014-01-11,토,1,18,231,6.0,73.0,1.9
259,20140111,2014-01-11,토,1,19,509,6.0,73.0,1.9
260,20140111,2014-01-11,토,1,20,965,5.0,76.0,1.9
261,20140111,2014-01-11,토,1,21,295,4.0,81.0,1.9
262,20140111,2014-01-11,토,1,22,361,3.0,90.0,1.9
263,20140111,2014-01-11,토,1,23,231,2.5,90.0,1.9
264,20140112,2014-01-12,일,1,0,835,2.0,93.0,1.9
265,20140112,2014-01-12,일,1,1,224,1.5,93.0,1.9
266,20140112,2014-01-12,일,1,2,368,1.0,93.0,1.9
267,20140112,2014-01-12,일,1,3,213,1.5,90.0,1.9
268,20140112,2014-01-12,일,1,4,290,1.0,87.0,1.9
269,20140112,2014-01-12,일,1,5,216,1.5,93.0,1.9
270,20140112,2014-01-12,일,1,6,236,1.0,93.0,1.9
271,20140112,2014-01-12,일,1,7,227,1.0,93.0,1.9
