,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp,CPI
0,20140801,2014-08-01,금,0,0,405,19.0,1.5
1,20140801,2014-08-01,금,0,1,309,19.0,1.5
2,20140801,2014-08-01,금,0,2,348,18.0,1.5
3,20140801,2014-08-01,금,0,3,305,17.5,1.5
4,20140801,2014-08-01,금,0,4,281,17.0,1.5
5,20140801,2014-08-01,금,0,5,277,17.0,1.5
6,20140801,2014-08-01,금,0,6,417,18.0,1.5
7,20140801,2014-08-01,금,0,7,2592,18.0,1.5
8,20140801,2014-08-01,금,0,8,320,19.5,1.5
9,20140801,2014-08-01,금,0,9,4457,20.5,1.5
10,20140801,2014-08-01,금,0,10,2902,22.0,1.5
11,20140801,2014-08-01,금,0,11,2939,22.5,1.5
12,20140801,2014-08-01,금,0,12,2802,23.5,1.5
13,20140801,2014-08-01,금,0,13,557,24.0,1.5
14,20140801,2014-08-01,금,0,14,4535,24.0,1.5
15,20140801,2014-08-01,금,0,15,1952,24.0,1.5
16,20140801,2014-08-01,금,0,16,2828,23.0,1.5
17,20140801,2014-08-01,금,0,17,4387,22.0,1.5
18,20140801,2014-08-01,금,0,18,379,21.5,1.5
19,20140801,2014-08-01,금,0,19,3851,20.5,1.5
20,20140801,2014-08-01,금,0,20,2030,19.5,1.5
21,20140801,2014-08-01,금,0,21,482,19.0,1.5
22,20140801,2014-08-01,금,0,22,332,18.0,1.5
23,20140801,2014-08-01,금,0,23,316,18.0,1.5
24,20140802,2014-08-02,토,1,0,324,17.5,1.5
25,20140802,2014-08-02,토,1,1,323,17.0,1.5
26,20140802,2014-08-02,토,1,2,390,17.0,1.5
27,20140802,2014-08-02,토,1,3,307,17.0,1.5
28,20140802,2014-08-02,토,1,4,320,16.5,1.5
29,20140802,2014-08-02,토,1,5,455,17.0,1.5
30,20140802,2014-08-02,토,1,6,393,17.0,1.5
31,20140802,2014-08-02,토,1,7,4765,17.5,1.5
32,20140802,2014-08-02,토,1,8,818,18.0,1.5
33,20140802,2014-08-02,토,1,9,964,18.5,1.5
34,20140802,2014-08-02,토,1,10,259,21.5,1.5
35,20140802,2014-08-02,토,1,11,257,22.5,1.5
36,20140802,2014-08-02,토,1,12,257,23.5,1.5
37,20140802,2014-08-02,토,1,13,259,24.0,1.5
38,20140802,2014-08-02,토,1,14,246,22.5,1.5
39,20140802,2014-08-02,토,1,15,247,22.0,1.5
40,20140802,2014-08-02,토,1,16,266,22.0,1.5
41,20140802,2014-08-02,토,1,17,256,23.0,1.5
42,20140802,2014-08-02,토,1,18,273,22.5,1.5
43,20140802,2014-08-02,토,1,19,365,21.5,1.5
44,20140802,2014-08-02,토,1,20,912,20.5,1.5
45,20140802,2014-08-02,토,1,21,227,19.0,1.5
46,20140802,2014-08-02,토,1,22,217,19.0,1.5
47,20140802,2014-08-02,토,1,23,239,19.0,1.5
48,20140803,2014-08-03,일,1,0,207,17.5,1.5
49,20140803,2014-08-03,일,1,1,215,16.0,1.5
50,20140803,2014-08-03,일,1,2,285,16.0,1.5
51,20140803,2014-08-03,일,1,3,228,15.0,1.5
52,20140803,2014-08-03,일,1,4,222,14.5,1.5
53,20140803,2014-08-03,일,1,5,234,14.5,1.5
54,20140803,2014-08-03,일,1,6,267,15.5,1.5
55,20140803,2014-08-03,일,1,7,229,17.0,1.5
56,20140803,2014-08-03,일,1,8,434,18.5,1.5
57,20140803,2014-08-03,일,1,9,256,20.0,1.5
58,20140803,2014-08-03,일,1,10,401,20.0,1.5
59,20140803,2014-08-03,일,1,11,258,21.5,1.5
60,20140803,2014-08-03,일,1,12,265,22.0,1.5
61,20140803,2014-08-03,일,1,13,253,23.0,1.5
62,20140803,2014-08-03,일,1,14,269,23.0,1.5
63,20140803,2014-08-03,일,1,15,264,23.0,1.5
64,20140803,2014-08-03,일,1,16,257,24.0,1.5
65,20140803,2014-08-03,일,1,17,246,23.0,1.5
66,20140803,2014-08-03,일,1,18,272,22.0,1.5
67,20140803,2014-08-03,일,1,19,306,21.5,1.5
68,20140803,2014-08-03,일,1,20,223,20.5,1.5
69,20140803,2014-08-03,일,1,21,245,19.0,1.5
70,20140803,2014-08-03,일,1,22,215,18.0,1.5
71,20140803,2014-08-03,일,1,23,247,18.0,1.5
72,20140804,2014-08-04,월,0,0,204,17.0,1.5
73,20140804,2014-08-04,월,0,1,351,17.0,1.5
74,20140804,2014-08-04,월,0,2,247,16.0,1.5
75,20140804,2014-08-04,월,0,3,223,16.0,1.5
76,20140804,2014-08-04,월,0,4,232,16.0,1.5
77,20140804,2014-08-04,월,0,5,240,16.0,1.5
78,20140804,2014-08-04,월,0,6,488,16.5,1.5
79,20140804,2014-08-04,월,0,7,253,17.5,1.5
80,20140804,2014-08-04,월,0,8,249,18.5,1.5
81,20140804,2014-08-04,월,0,9,317,20.5,1.5
82,20140804,2014-08-04,월,0,10,262,21.0,1.5
83,20140804,2014-08-04,월,0,11,253,23.0,1.5
84,20140804,2014-08-04,월,0,12,251,22.5,1.5
85,20140804,2014-08-04,월,0,13,254,24.0,1.5
86,20140804,2014-08-04,월,0,14,238,23.5,1.5
87,20140804,2014-08-04,월,0,15,249,23.5,1.5
88,20140804,2014-08-04,월,0,16,1559,23.5,1.5
89,20140804,2014-08-04,월,0,17,256,23.0,1.5
90,20140804,2014-08-04,월,0,18,234,22.0,1.5
91,20140804,2014-08-04,월,0,19,227,22.0,1.5
92,20140804,2014-08-04,월,0,20,240,20.5,1.5
93,20140804,2014-08-04,월,0,21,237,20.0,1.5
94,20140804,2014-08-04,월,0,22,221,20.0,1.5
95,20140804,2014-08-04,월,0,23,645,19.0,1.5
96,20140805,2014-08-05,화,0,0,324,18.0,1.5
97,20140805,2014-08-05,화,0,1,229,17.0,1.5
98,20140805,2014-08-05,화,0,2,215,16.5,1.5
99,20140805,2014-08-05,화,0,3,222,16.0,1.5
100,20140805,2014-08-05,화,0,4,232,16.0,1.5
101,20140805,2014-08-05,화,0,5,232,15.5,1.5
102,20140805,2014-08-05,화,0,6,364,16.5,1.5
103,20140805,2014-08-05,화,0,7,364,17.5,1.5
104,20140805,2014-08-05,화,0,8,257,19.5,1.5
105,20140805,2014-08-05,화,0,9,258,21.0,1.5
106,20140805,2014-08-05,화,0,10,256,21.5,1.5
107,20140805,2014-08-05,화,0,11,245,22.5,1.5
108,20140805,2014-08-05,화,0,12,251,23.0,1.5
109,20140805,2014-08-05,화,0,13,262,24.0,1.5
110,20140805,2014-08-05,화,0,14,257,24.0,1.5
111,20140805,2014-08-05,화,0,15,237,23.5,1.5
112,20140805,2014-08-05,화,0,16,250,23.5,1.5
113,20140805,2014-08-05,화,0,17,251,22.5,1.5
114,20140805,2014-08-05,화,0,18,272,21.5,1.5
115,20140805,2014-08-05,화,0,19,302,21.0,1.5
116,20140805,2014-08-05,화,0,20,312,20.0,1.5
117,20140805,2014-08-05,화,0,21,369,19.5,1.5
118,20140805,2014-08-05,화,0,22,361,19.0,1.5
119,20140805,2014-08-05,화,0,23,300,19.0,1.5
120,20140806,2014-08-06,수,0,0,277,19.0,1.5
121,20140806,2014-08-06,수,0,1,215,18.0,1.5
122,20140806,2014-08-06,수,0,2,212,17.0,1.5
123,20140806,2014-08-06,수,0,3,551,17.0,1.5
124,20140806,2014-08-06,수,0,4,235,17.0,1.5
125,20140806,2014-08-06,수,0,5,231,18.0,1.5
126,20140806,2014-08-06,수,0,6,221,18.0,1.5
127,20140806,2014-08-06,수,0,7,222,17.5,1.5
128,20140806,2014-08-06,수,0,8,217,18.5,1.5
129,20140806,2014-08-06,수,0,9,242,19.0,1.5
130,20140806,2014-08-06,수,0,10,877,20.5,1.5
131,20140806,2014-08-06,수,0,11,294,22.5,1.5
132,20140806,2014-08-06,수,0,12,400,23.5,1.5
133,20140806,2014-08-06,수,0,13,308,24.5,1.5
134,20140806,2014-08-06,수,0,14,254,24.5,1.5
135,20140806,2014-08-06,수,0,15,254,25.0,1.5
136,20140806,2014-08-06,수,0,16,254,25.0,1.5
137,20140806,2014-08-06,수,0,17,235,25.0,1.5
138,20140806,2014-08-06,수,0,18,265,24.5,1.5
139,20140806,2014-08-06,수,0,19,214,24.0,1.5
140,20140806,2014-08-06,수,0,20,248,23.0,1.5
141,20140806,2014-08-06,수,0,21,234,22.0,1.5
142,20140806,2014-08-06,수,0,22,426,21.0,1.5
143,20140806,2014-08-06,수,0,23,224,20.0,1.5
144,20140807,2014-08-07,목,0,0,206,19.5,1.5
145,20140807,2014-08-07,목,0,1,218,19.0,1.5
146,20140807,2014-08-07,목,0,2,1306,18.5,1.5
147,20140807,2014-08-07,목,0,3,370,18.0,1.5
148,20140807,2014-08-07,목,0,4,243,17.0,1.5
149,20140807,2014-08-07,목,0,5,264,17.0,1.5
150,20140807,2014-08-07,목,0,6,946,17.5,1.5
151,20140807,2014-08-07,목,0,7,224,19.0,1.5
152,20140807,2014-08-07,목,0,8,954,20.5,1.5
153,20140807,2014-08-07,목,0,9,257,21.5,1.5
154,20140807,2014-08-07,목,0,10,265,23.0,1.5
155,20140807,2014-08-07,목,0,11,260,24.0,1.5
156,20140807,2014-08-07,목,0,12,367,24.5,1.5
157,20140807,2014-08-07,목,0,13,256,25.0,1.5
158,20140807,2014-08-07,목,0,14,224,25.5,1.5
159,20140807,2014-08-07,목,0,15,218,25.5,1.5
160,20140807,2014-08-07,목,0,16,304,26.5,1.5
161,20140807,2014-08-07,목,0,17,224,25.0,1.5
162,20140807,2014-08-07,목,0,18,394,25.0,1.5
