,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
0,20140401,2014-04-01,화,0,0,386,11.0,88.0,1.8
1,20140401,2014-04-01,화,0,1,413,11.5,85.0,1.8
2,20140401,2014-04-01,화,0,2,286,10.5,91.0,1.8
3,20140401,2014-04-01,화,0,3,297,10.0,94.0,1.8
4,20140401,2014-04-01,화,0,4,235,9.5,93.5,1.8
5,20140401,2014-04-01,화,0,5,225,9.0,96.5,1.8
6,20140401,2014-04-01,화,0,6,224,9.5,97.0,1.8
7,20140401,2014-04-01,화,0,7,2592,10.0,94.0,1.8
8,20140401,2014-04-01,화,0,8,1971,11.5,91.0,1.8
9,20140401,2014-04-01,화,0,9,3853,13.5,79.5,1.8
10,20140401,2014-04-01,화,0,10,4346,15.5,70.0,1.8
11,20140401,2014-04-01,화,0,11,1642,17.0,63.0,1.8
12,20140401,2014-04-01,화,0,12,2841,17.5,59.5,1.8
13,20140401,2014-04-01,화,0,13,4357,18.0,52.0,1.8
14,20140401,2014-04-01,화,0,14,2737,18.5,50.5,1.8
15,20140401,2014-04-01,화,0,15,1765,19.0,47.5,1.8
16,20140401,2014-04-01,화,0,16,2760,19.5,44.5,1.8
17,20140401,2014-04-01,화,0,17,1978,18.5,52.5,1.8
18,20140401,2014-04-01,화,0,18,463,17.0,59.0,1.8
19,20140401,2014-04-01,화,0,19,681,15.5,65.0,1.8
20,20140401,2014-04-01,화,0,20,666,13.5,79.5,1.8
21,20140401,2014-04-01,화,0,21,623,12.5,79.5,1.8
22,20140401,2014-04-01,화,0,22,3125,12.0,82.0,1.8
23,20140401,2014-04-01,화,0,23,2865,11.0,88.0,1.8
24,20140402,2014-04-02,수,0,0,407,10.5,91.0,1.8
25,20140402,2014-04-02,수,0,1,436,10.0,90.5,1.8
26,20140402,2014-04-02,수,0,2,238,10.0,87.0,1.8
27,20140402,2014-04-02,수,0,3,238,10.0,87.0,1.8
28,20140402,2014-04-02,수,0,4,397,10.0,87.0,1.8
29,20140402,2014-04-02,수,0,5,240,10.0,87.0,1.8
30,20140402,2014-04-02,수,0,6,234,10.0,87.0,1.8
