2013,1,1,11:50 PM,1,10 ¡ÆC
2013,1,1,12:20 AM,2,10 ¡ÆC
2013,1,1,12:50 AM,3,9 ¡ÆC
2013,1,1,1:20 AM,4,9 ¡ÆC
2013,1,1,1:50 AM,5,9 ¡ÆC
2013,1,1,2:20 AM,6,8 ¡ÆC
2013,1,1,2:50 AM,7,8 ¡ÆC
2013,1,1,3:20 AM,8,8 ¡ÆC
2013,1,1,3:50 AM,9,8 ¡ÆC
2013,1,1,4:20 AM,10,8 ¡ÆC
2013,1,1,4:50 AM,11,7 ¡ÆC
2013,1,1,5:20 AM,12,7 ¡ÆC
2013,1,1,5:50 AM,13,6 ¡ÆC
2013,1,1,6:20 AM,14,6 ¡ÆC
2013,1,1,6:50 AM,15,6 ¡ÆC
2013,1,1,7:20 AM,16,5 ¡ÆC
2013,1,1,7:50 AM,17,5 ¡ÆC
2013,1,1,8:20 AM,18,5 ¡ÆC
2013,1,1,8:50 AM,19,5 ¡ÆC
2013,1,1,9:20 AM,20,5 ¡ÆC
2013,1,1,9:50 AM,21,5 ¡ÆC
2013,1,1,10:20 AM,22,6 ¡ÆC
2013,1,1,10:50 AM,23,6 ¡ÆC
2013,1,1,11:20 AM,24,7 ¡ÆC
2013,1,1,11:50 AM,25,7 ¡ÆC
2013,1,1,12:20 PM,26,7 ¡ÆC
2013,1,1,12:50 PM,27,7 ¡ÆC
2013,1,1,1:20 PM,28,8 ¡ÆC
2013,1,1,1:50 PM,29,7 ¡ÆC
2013,1,1,2:20 PM,30,8 ¡ÆC
2013,1,1,2:50 PM,31,7 ¡ÆC
2013,1,1,3:20 PM,32,7 ¡ÆC
2013,1,1,3:50 PM,33,7 ¡ÆC
2013,1,1,4:20 PM,34,6 ¡ÆC
2013,1,1,4:50 PM,35,6 ¡ÆC
2013,1,1,5:20 PM,36,6 ¡ÆC
2013,1,1,5:50 PM,37,6 ¡ÆC
2013,1,1,6:20 PM,38,6 ¡ÆC
2013,1,1,6:50 PM,39,6 ¡ÆC
2013,1,1,7:20 PM,40,6 ¡ÆC
2013,1,1,7:50 PM,41,6 ¡ÆC
2013,1,1,8:20 PM,42,6 ¡ÆC
2013,1,1,8:50 PM,43,6 ¡ÆC
2013,1,1,9:20 PM,44,6 ¡ÆC
2013,1,1,9:50 PM,45,6 ¡ÆC
2013,1,1,10:20 PM,46,5 ¡ÆC
2013,1,1,10:50 PM,47,5 ¡ÆC
2013,1,1,11:20 PM,48,5 ¡ÆC
2013,1,2,11:50 PM,1,5 ¡ÆC
2013,1,2,12:20 AM,2,5 ¡ÆC
2013,1,2,12:50 AM,3,5 ¡ÆC
2013,1,2,1:20 AM,4,5 ¡ÆC
2013,1,2,1:50 AM,5,4 ¡ÆC
2013,1,2,2:20 AM,6,4 ¡ÆC
2013,1,2,2:50 AM,7,4 ¡ÆC
2013,1,2,3:20 AM,8,4 ¡ÆC
2013,1,2,3:50 AM,9,4 ¡ÆC
2013,1,2,4:20 AM,10,4 ¡ÆC
2013,1,2,4:50 AM,11,4 ¡ÆC
2013,1,2,5:20 AM,12,4 ¡ÆC
2013,1,2,5:50 AM,13,4 ¡ÆC
2013,1,2,6:20 AM,14,4 ¡ÆC
2013,1,2,6:50 AM,15,5 ¡ÆC
2013,1,2,7:20 AM,16,5 ¡ÆC
2013,1,2,7:50 AM,17,5 ¡ÆC
2013,1,2,8:20 AM,18,5 ¡ÆC
2013,1,2,8:50 AM,19,6 ¡ÆC
2013,1,2,9:20 AM,20,6 ¡ÆC
2013,1,2,9:50 AM,21,6 ¡ÆC
2013,1,2,10:20 AM,22,6 ¡ÆC
2013,1,2,10:50 AM,23,7 ¡ÆC
2013,1,2,11:20 AM,24,7 ¡ÆC
2013,1,2,11:50 AM,25,7 ¡ÆC
2013,1,2,12:20 PM,26,8 ¡ÆC
2013,1,2,12:50 PM,27,8 ¡ÆC
2013,1,2,1:20 PM,28,8 ¡ÆC
2013,1,2,1:50 PM,29,8 ¡ÆC
2013,1,2,2:20 PM,30,7 ¡ÆC
2013,1,2,2:50 PM,31,8 ¡ÆC
2013,1,2,3:20 PM,32,8 ¡ÆC
2013,1,2,3:50 PM,33,8 ¡ÆC
2013,1,2,4:20 PM,34,8 ¡ÆC
2013,1,2,4:50 PM,35,9 ¡ÆC
2013,1,2,5:20 PM,36,9 ¡ÆC
2013,1,2,5:50 PM,37,9 ¡ÆC
2013,1,2,6:20 PM,38,10 ¡ÆC
2013,1,2,6:50 PM,39,10 ¡ÆC
2013,1,2,7:20 PM,40,10 ¡ÆC
2013,1,2,7:50 PM,41,10 ¡ÆC
2013,1,2,8:20 PM,42,10 ¡ÆC
2013,1,2,8:50 PM,43,11 ¡ÆC
2013,1,2,9:20 PM,44,11 ¡ÆC
2013,1,2,9:50 PM,45,11 ¡ÆC
2013,1,2,10:20 PM,46,11 ¡ÆC
2013,1,2,10:50 PM,47,11 ¡ÆC
2013,1,2,11:20 PM,48,10 ¡ÆC
2013,1,3,11:50 PM,1,11 ¡ÆC
2013,1,3,12:20 AM,2,10 ¡ÆC
