01,00,00,239
01,00,01,238
01,00,02,237
01,00,03,239
01,00,04,238
01,00,05,238
01,00,06,236
01,00,07,234
01,00,08,234
01,00,09,235
01,00,10,234
01,00,11,237
01,00,12,238
01,00,13,237
01,00,14,239
01,00,15,237
01,00,16,236
01,00,17,234
01,00,18,232
01,00,19,171
01,00,20,171
01,00,21,171
01,00,22,171
01,00,23,171
01,00,24,171
01,00,25,171
01,00,26,171
01,00,27,171
01,00,28,171
01,00,29,171
01,00,30,173
01,00,31,173
01,00,32,171
01,00,33,171
01,00,34,171
01,00,35,171
01,00,36,172
01,00,37,172
01,00,38,171
01,00,39,172
01,00,40,171
01,00,41,171
01,00,42,171
01,00,43,173
01,00,44,171
01,00,45,171
01,00,46,171
01,00,47,171
01,00,48,171
01,00,49,171
01,00,50,171
01,00,51,171
01,00,52,171
01,00,53,171
01,00,54,172
01,00,55,172
01,00,56,171
01,00,57,171
01,00,58,171
01,00,59,173
01,01,00,173
01,01,01,172
01,01,02,171
01,01,03,173
01,01,04,173
01,01,05,173
01,01,06,172
01,01,07,171
01,01,08,309
01,01,09,241
01,01,10,241
01,01,11,241
01,01,12,238
01,01,13,237
01,01,14,237
01,01,15,237
01,01,16,235
01,01,17,235
01,01,18,237
01,01,19,171
01,01,20,171
01,01,21,171
01,01,22,171
01,01,23,171
01,01,24,171
01,01,25,171
01,01,26,171
01,01,27,172
01,01,28,172
01,01,29,171
01,01,30,171
01,01,31,171
01,01,32,171
01,01,33,170
01,01,34,170
01,01,35,170
01,01,36,172
01,01,37,172
01,01,38,171
01,01,39,171
01,01,40,171
01,01,41,172
01,01,42,171
01,01,43,171
01,01,44,171
01,01,45,171
01,01,46,171
01,01,47,173
01,01,48,171
01,01,49,171
01,01,50,172
01,01,51,172
01,01,52,172
01,01,53,171
01,01,54,250
01,01,55,250
01,01,56,234
01,01,57,234
01,01,58,239
01,01,59,238
01,02,00,240
01,02,01,240
01,02,02,239
01,02,03,237
01,02,04,238
01,02,05,234
01,02,06,232
01,02,07,236
01,02,08,236
01,02,09,235
01,02,10,236
01,02,11,234
01,02,12,235
01,02,13,235
01,02,14,236
01,02,15,235
01,02,16,236
01,02,17,236
01,02,18,236
01,02,19,236
01,02,20,239
01,02,21,241
01,02,22,239
01,02,23,236
01,02,24,235
01,02,25,238
01,02,26,238
01,02,27,169
01,02,28,170
01,02,29,169
01,02,30,169
01,02,31,170
01,02,32,171
01,02,33,171
01,02,34,168
01,02,35,168
01,02,36,171
01,02,37,169
01,02,38,169
01,02,39,168
01,02,40,171
01,02,41,171
01,02,42,171
01,02,43,170
01,02,44,168
01,02,45,171
01,02,46,171
01,02,47,171
01,02,48,171
01,02,49,170
01,02,50,171
01,02,51,171
01,02,52,171
01,02,53,170
01,02,54,171
01,02,55,171
01,02,56,171
01,02,57,170
01,02,58,170
01,02,59,171
01,03,00,173
01,03,01,173
01,03,02,171
01,03,03,173
01,03,04,173
01,03,05,173
01,03,06,171
01,03,07,171
01,03,08,170
01,03,09,169
01,03,10,171
01,03,11,171
01,03,12,171
01,03,13,170
01,03,14,168
01,03,15,170
01,03,16,171
01,03,17,242
01,03,18,241
01,03,19,237
01,03,20,235
01,03,21,236
01,03,22,237
01,03,23,235
01,03,24,232
01,03,25,231
01,03,26,231
01,03,27,232
01,03,28,169
01,03,29,168
01,03,30,168
01,03,31,168
01,03,32,169
01,03,33,169
01,03,34,169
01,03,35,169
01,03,36,170
01,03,37,170
01,03,38,169
01,03,39,169
01,03,40,168
01,03,41,169
01,03,42,167
01,03,43,168
01,03,44,171
01,03,45,169
01,03,46,170
01,03,47,169
01,03,48,170
01,03,49,169
01,03,50,169
01,03,51,168
01,03,52,168
01,03,53,168
01,03,54,168
01,03,55,169
01,03,56,167
01,03,57,168
01,03,58,168
01,03,59,169
01,04,00,170
01,04,01,170
01,04,02,172
01,04,03,172
01,04,04,170
01,04,05,245
01,04,06,241
01,04,07,228
01,04,08,232
01,04,09,234
01,04,10,236
01,04,11,232
01,04,12,236
01,04,13,235
01,04,14,235
01,04,15,232
01,04,16,231
01,04,17,232
01,04,18,235
01,04,19,235
01,04,20,234
01,04,21,229
01,04,22,232
01,04,23,232
01,04,24,232
01,04,25,232
01,04,26,234
01,04,27,234
01,04,28,232
01,04,29,236
01,04,30,236
01,04,31,240
01,04,32,237
01,04,33,235
01,04,34,236
01,04,35,234
01,04,36,232
01,04,37,227
01,04,38,169
01,04,39,169
01,04,40,169
01,04,41,168
01,04,42,169
01,04,43,169
01,04,44,169
01,04,45,170
01,04,46,168
01,04,47,170
01,04,48,168
01,04,49,170
01,04,50,170
01,04,51,168
01,04,52,170
01,04,53,171
01,04,54,171
01,04,55,171
01,04,56,171
01,04,57,170
01,04,58,171
01,04,59,171
01,05,00,172
01,05,01,172
01,05,02,173
01,05,03,172
01,05,04,173
01,05,05,171
01,05,06,171
01,05,07,168
01,05,08,170
01,05,09,169
01,05,10,168
01,05,11,235
01,05,12,232
01,05,13,232
01,05,14,227
01,05,15,221
01,05,16,210
01,05,17,240
01,05,18,236
01,05,19,222
01,05,20,235
01,05,21,232
01,05,22,218
01,05,23,232
01,05,24,224
01,05,25,229
01,05,26,249
01,05,27,246
01,05,28,318
01,05,29,330
01,05,30,318
01,05,31,332
01,05,32,322
01,05,33,323
01,05,34,323
01,05,35,319
01,05,36,308
01,05,37,295
01,05,38,307
01,05,39,228
01,05,40,221
01,05,41,204
01,05,42,199
01,05,43,196
01,05,44,192
01,05,45,534
