01,00,00,221
01,00,01,212
01,00,02,214
01,00,03,217
01,00,04,218
01,00,05,216
01,00,06,217
01,00,07,216
01,00,08,216
01,00,09,215
01,00,10,214
01,00,11,216
01,00,12,213
01,00,13,216
01,00,14,218
01,00,15,214
01,00,16,213
01,00,17,214
01,00,18,214
01,00,19,214
01,00,20,213
01,00,21,214
01,00,22,214
01,00,23,225
01,00,24,225
01,00,25,243
01,00,26,259
01,00,27,243
01,00,28,229
01,00,29,228
01,00,30,227
01,00,31,227
01,00,32,231
01,00,33,226
01,00,34,225
01,00,35,166
01,00,36,163
01,00,37,163
01,00,38,163
01,00,39,163
01,00,40,163
01,00,41,163
01,00,42,163
01,00,43,165
01,00,44,165
01,00,45,163
01,00,46,165
01,00,47,174
01,00,48,177
01,00,49,173
01,00,50,163
01,00,51,166
01,00,52,163
01,00,53,166
01,00,54,167
01,00,55,167
01,00,56,166
01,00,57,166
01,00,58,161
01,00,59,159
01,01,00,159
01,01,01,159
01,01,02,166
01,01,03,163
01,01,04,158
01,01,05,159
01,01,06,158
01,01,07,156
01,01,08,163
01,01,09,167
01,01,10,167
01,01,11,166
01,01,12,163
01,01,13,157
01,01,14,158
01,01,15,157
01,01,16,156
01,01,17,157
01,01,18,226
01,01,19,213
01,01,20,215
01,01,21,215
01,01,22,213
01,01,23,211
01,01,24,214
01,01,25,210
01,01,26,210
01,01,27,210
01,01,28,206
01,01,29,206
01,01,30,156
01,01,31,156
01,01,32,156
01,01,33,157
01,01,34,158
01,01,35,158
01,01,36,159
01,01,37,159
01,01,38,158
01,01,39,157
01,01,40,159
01,01,41,158
01,01,42,158
01,01,43,158
01,01,44,158
01,01,45,156
01,01,46,156
01,01,47,156
01,01,48,156
01,01,49,156
01,01,50,156
01,01,51,155
01,01,52,363
01,01,53,364
01,01,54,365
01,01,55,365
01,01,56,365
01,01,57,364
01,01,58,365
01,01,59,364
01,02,00,366
01,02,01,366
01,02,02,358
01,02,03,364
01,02,04,363
01,02,05,157
01,02,06,155
01,02,07,156
01,02,08,156
01,02,09,156
01,02,10,156
01,02,11,156
01,02,12,156
01,02,13,156
01,02,14,156
01,02,15,155
01,02,16,157
01,02,17,277
01,02,18,210
01,02,19,211
01,02,20,212
01,02,21,210
01,02,22,212
01,02,23,211
01,02,24,210
01,02,25,211
01,02,26,210
01,02,27,211
01,02,28,212
01,02,29,211
01,02,30,214
01,02,31,212
01,02,32,210
01,02,33,211
01,02,34,211
01,02,35,213
01,02,36,214
01,02,37,214
01,02,38,211
01,02,39,211
01,02,40,210
01,02,41,213
01,02,42,211
01,02,43,213
01,02,44,212
01,02,45,218
01,02,46,224
01,02,47,224
01,02,48,224
