,DateTime,Day,Holiday,Seq,Watt
0,201561,월,X,0,239
1,201561,월,X,1,309
2,201561,월,X,2,241
3,201561,월,X,3,242
4,201561,월,X,4,245
5,201561,월,X,5,2770
6,201561,월,X,6,5202
7,201561,월,X,7,1854
8,201561,월,X,8,637
9,201561,월,X,9,3054
10,201561,월,X,10,513
11,201561,월,X,11,302
12,201561,월,X,12,286
13,201561,월,X,13,289
14,201561,월,X,14,864
15,201561,월,X,15,250
16,201561,월,X,16,1980
17,201561,월,X,17,5256
18,201561,월,X,18,1797
19,201561,월,X,19,905
20,201561,월,X,20,703
21,201561,월,X,21,644
22,201561,월,X,22,1329
23,201561,월,X,23,280
24,201562,화,X,0,269
25,201562,화,X,1,276
26,201562,화,X,2,297
27,201562,화,X,3,293
28,201562,화,X,4,258
29,201562,화,X,5,332
30,201562,화,X,6,4536
31,201562,화,X,7,1971
32,201562,화,X,8,835
33,201562,화,X,9,467
34,201562,화,X,10,411
35,201562,화,X,11,1452
36,201562,화,X,12,334
37,201562,화,X,13,455
38,201562,화,X,14,299
39,201562,화,X,15,289
40,201562,화,X,16,284
41,201562,화,X,17,2828
42,201562,화,X,18,2064
43,201562,화,X,19,4611
44,201562,화,X,20,667
45,201562,화,X,21,520
46,201562,화,X,22,2675
47,201562,화,X,23,2647
48,201563,수,X,0,252
49,201563,수,X,1,248
50,201563,수,X,2,262
51,201563,수,X,3,239
52,201563,수,X,4,394
53,201563,수,X,5,315
54,201563,수,X,6,2740
55,201563,수,X,7,2934
56,201563,수,X,8,2118
57,201563,수,X,9,2030
58,201563,수,X,10,443
59,201563,수,X,11,455
60,201563,수,X,12,443
61,201563,수,X,13,441
62,201563,수,X,14,3034
63,201563,수,X,15,2686
64,201563,수,X,16,2749
65,201563,수,X,17,2017
66,201563,수,X,18,561
67,201563,수,X,19,618
68,201563,수,X,20,2154
69,201563,수,X,21,511
70,201563,수,X,22,270
71,201563,수,X,23,253
72,201564,목,X,0,245
73,201564,목,X,1,257
74,201564,목,X,2,247
75,201564,목,X,3,254
76,201564,목,X,4,247
77,201564,목,X,5,320
78,201564,목,X,6,4723
79,201564,목,X,7,1941
80,201564,목,X,8,2854
81,201564,목,X,9,1873
82,201564,목,X,10,426
83,201564,목,X,11,383
84,201564,목,X,12,386
85,201564,목,X,13,386
86,201564,목,X,14,386
87,201564,목,X,15,426
88,201564,목,X,16,2036
89,201564,목,X,17,1975
90,201564,목,X,18,3005
91,201564,목,X,19,565
92,201564,목,X,20,542
93,201564,목,X,21,2729
94,201564,목,X,22,2685
95,201564,목,X,23,838
96,201565,금,X,0,386
97,201565,금,X,1,239
98,201565,금,X,2,239
99,201565,금,X,3,240
100,201565,금,X,4,305
101,201565,금,X,5,305
102,201565,금,X,6,3550
103,201565,금,X,7,2454
104,201565,금,X,8,273
105,201565,금,X,9,308
106,201565,금,X,10,388
107,201565,금,X,11,2070
108,201565,금,X,12,281
109,201565,금,X,13,775
110,201565,금,X,14,295
111,201565,금,X,15,2486
112,201565,금,X,16,2831
113,201565,금,X,17,1975
114,201565,금,X,18,304
115,201565,금,X,19,2885
116,201565,금,X,20,1883
117,201565,금,X,21,549
118,201565,금,X,22,2893
119,201565,금,X,23,2826
120,201566,토,O,0,1832
121,201566,토,O,1,243
122,201566,토,O,2,239
123,201566,토,O,3,248
124,201566,토,O,4,245
125,201566,토,O,5,469
126,201566,토,O,6,295
127,201566,토,O,7,3783
128,201566,토,O,8,2624
129,201566,토,O,9,974
130,201566,토,O,10,293
131,201566,토,O,11,284
132,201566,토,O,12,402
133,201566,토,O,13,932
134,201566,토,O,14,331
135,201566,토,O,15,326
136,201566,토,O,16,673
137,201566,토,O,17,4606
138,201566,토,O,18,2127
139,201566,토,O,19,2148
140,201566,토,O,20,663
141,201566,토,O,21,555
142,201566,토,O,22,301
143,201566,토,O,23,321
144,201567,일,O,0,245
145,201567,일,O,1,705
146,201567,일,O,2,240
147,201567,일,O,3,409
148,201567,일,O,4,657
149,201567,일,O,5,246
150,201567,일,O,6,241
151,201567,일,O,7,1831
152,201567,일,O,8,6997
153,201567,일,O,9,2380
154,201567,일,O,10,4273
155,201567,일,O,11,3275
156,201567,일,O,12,1774
157,201567,일,O,13,1687
158,201567,일,O,14,1680
159,201567,일,O,15,2743
160,201567,일,O,16,4370
161,201567,일,O,17,2893
162,201567,일,O,18,2770
163,201567,일,O,19,2066
164,201567,일,O,20,2264
165,201567,일,O,21,594
166,201567,일,O,22,766
167,201567,일,O,23,238
168,201568,월,X,0,238
169,201568,월,X,1,385
170,201568,월,X,2,388
171,201568,월,X,3,238
172,201568,월,X,4,237
173,201568,월,X,5,1270
174,201568,월,X,6,2798
175,201568,월,X,7,1989
176,201568,월,X,8,897
177,201568,월,X,9,324
178,201568,월,X,10,309
179,201568,월,X,11,310
180,201568,월,X,12,327
181,201568,월,X,13,305
182,201568,월,X,14,305
183,201568,월,X,15,416
184,201568,월,X,16,399
185,201568,월,X,17,2821
186,201568,월,X,18,2130
187,201568,월,X,19,3886
188,201568,월,X,20,1892
189,201568,월,X,21,628
190,201568,월,X,22,306
191,201568,월,X,23,253
192,201569,화,X,0,254
193,201569,화,X,1,246
194,201569,화,X,2,241
195,201569,화,X,3,905
196,201569,화,X,4,246
197,201569,화,X,5,946
198,201569,화,X,6,4568
199,201569,화,X,7,1962
200,201569,화,X,8,603
201,201569,화,X,9,3116
202,201569,화,X,10,4565
203,201569,화,X,11,402
204,201569,화,X,12,504
205,201569,화,X,13,2623
206,201569,화,X,14,2880
207,201569,화,X,15,1951
208,201569,화,X,16,2987
209,201569,화,X,17,2173
210,201569,화,X,18,2043
211,201569,화,X,19,1977
212,201569,화,X,20,2115
213,201569,화,X,21,3193
214,201569,화,X,22,2648
215,201569,화,X,23,397
216,2015610,수,X,0,235
217,2015610,수,X,1,315
218,2015610,수,X,2,243
219,2015610,수,X,3,239
220,2015610,수,X,4,241
221,2015610,수,X,5,293
222,2015610,수,X,6,867
223,2015610,수,X,7,2823
224,2015610,수,X,8,366
225,2015610,수,X,9,1980
226,2015610,수,X,10,354
227,2015610,수,X,11,683
228,2015610,수,X,12,607
229,2015610,수,X,13,564
230,2015610,수,X,14,2057
231,2015610,수,X,15,388
232,2015610,수,X,16,298
233,2015610,수,X,17,2021
234,2015610,수,X,18,556
235,2015610,수,X,19,508
236,2015610,수,X,20,531
237,2015610,수,X,21,2314
238,2015610,수,X,22,417
239,2015610,수,X,23,250
240,2015611,목,X,0,307
241,2015611,목,X,1,247
242,2015611,목,X,2,247
243,2015611,목,X,3,974
244,2015611,목,X,4,391
245,2015611,목,X,5,775
246,2015611,목,X,6,2647
247,2015611,목,X,7,2683
248,2015611,목,X,8,2770
249,2015611,목,X,9,2372
250,2015611,목,X,10,292
251,2015611,목,X,11,3472
252,2015611,목,X,12,298
253,2015611,목,X,13,286
254,2015611,목,X,14,289
255,2015611,목,X,15,2025
256,2015611,목,X,16,368
257,2015611,목,X,17,5309
258,2015611,목,X,18,1753
259,2015611,목,X,19,391
260,2015611,목,X,20,399
261,2015611,목,X,21,241
262,2015611,목,X,22,242
263,2015611,목,X,23,238
264,2015612,금,X,0,236
265,2015612,금,X,1,323
266,2015612,금,X,2,241
267,2015612,금,X,3,245
268,2015612,금,X,4,966
269,2015612,금,X,5,288
270,2015612,금,X,6,2753
271,2015612,금,X,7,893
272,2015612,금,X,8,278
273,2015612,금,X,9,342
274,2015612,금,X,10,436
275,2015612,금,X,11,319
276,2015612,금,X,12,4855
277,2015612,금,X,13,488
278,2015612,금,X,14,479
279,2015612,금,X,15,2989
280,2015612,금,X,16,2861
281,2015612,금,X,17,510
282,2015612,금,X,18,2010
283,2015612,금,X,19,3161
284,2015612,금,X,20,1786
285,2015612,금,X,21,552
286,2015612,금,X,22,336
287,2015612,금,X,23,312
288,2015613,토,O,0,245
289,2015613,토,O,1,390
290,2015613,토,O,2,240
291,2015613,토,O,3,240
292,2015613,토,O,4,285
293,2015613,토,O,5,315
294,2015613,토,O,6,476
295,2015613,토,O,7,3592
296,2015613,토,O,8,2048
297,2015613,토,O,9,336
298,2015613,토,O,10,567
299,2015613,토,O,11,2850
300,2015613,토,O,12,2666
301,2015613,토,O,13,2670
302,2015613,토,O,14,300
303,2015613,토,O,15,297
304,2015613,토,O,16,3116
305,2015613,토,O,17,2041
306,2015613,토,O,18,387
307,2015613,토,O,19,426
308,2015613,토,O,20,3156
309,2015613,토,O,21,522
310,2015613,토,O,22,266
311,2015613,토,O,23,272
312,2015614,일,O,0,251
313,2015614,일,O,1,267
314,2015614,일,O,2,253
315,2015614,일,O,3,975
316,2015614,일,O,4,260
317,2015614,일,O,5,331
318,2015614,일,O,6,420
319,2015614,일,O,7,2823
320,2015614,일,O,8,409
321,2015614,일,O,9,299
322,2015614,일,O,10,277
323,2015614,일,O,11,6745
324,2015614,일,O,12,3251
325,2015614,일,O,13,2944
326,2015614,일,O,14,2712
327,2015614,일,O,15,728
328,2015614,일,O,16,2742
329,2015614,일,O,17,2064
330,2015614,일,O,18,471
331,2015614,일,O,19,563
332,2015614,일,O,20,2117
333,2015614,일,O,21,2703
334,2015614,일,O,22,2640
335,2015614,일,O,23,316
336,2015615,월,X,0,312
337,2015615,월,X,1,1416
338,2015615,월,X,2,752
339,2015615,월,X,3,241
340,2015615,월,X,4,248
341,2015615,월,X,5,306
342,2015615,월,X,6,2654
343,2015615,월,X,7,4491
344,2015615,월,X,8,1366
345,2015615,월,X,9,2318
346,2015615,월,X,10,780
347,2015615,월,X,11,4664
348,2015615,월,X,12,572
349,2015615,월,X,13,496
350,2015615,월,X,14,2649
351,2015615,월,X,15,568
352,2015615,월,X,16,2031
353,2015615,월,X,17,3810
354,2015615,월,X,18,1265
355,2015615,월,X,19,2805
356,2015615,월,X,20,4526
357,2015615,월,X,21,1939
358,2015615,월,X,22,680
359,2015615,월,X,23,316
360,2015616,화,X,0,241
361,2015616,화,X,1,228
362,2015616,화,X,2,238
363,2015616,화,X,3,1361
364,2015616,화,X,4,282
365,2015616,화,X,5,315
366,2015616,화,X,6,2917
367,2015616,화,X,7,2069
368,2015616,화,X,8,2620
369,2015616,화,X,9,3057
370,2015616,화,X,10,1729
371,2015616,화,X,11,277
372,2015616,화,X,12,284
373,2015616,화,X,13,280
374,2015616,화,X,14,281
375,2015616,화,X,15,282
376,2015616,화,X,16,2696
377,2015616,화,X,17,2133
378,2015616,화,X,18,1950
379,2015616,화,X,19,1986
380,2015616,화,X,20,615
381,2015616,화,X,21,2842
382,2015616,화,X,22,1813
383,2015616,화,X,23,320
384,2015617,수,X,0,229
385,2015617,수,X,1,242
386,2015617,수,X,2,228
387,2015617,수,X,3,237
388,2015617,수,X,4,235
389,2015617,수,X,5,1972
390,2015617,수,X,6,4730
391,2015617,수,X,7,1435
392,2015617,수,X,8,5300
393,2015617,수,X,9,3294
394,2015617,수,X,10,667
395,2015617,수,X,11,304
396,2015617,수,X,12,281
397,2015617,수,X,13,284
398,2015617,수,X,14,383
