01,00,00,570
01,00,01,603
01,00,02,579
01,00,03,576
01,00,04,602
01,00,05,588
01,00,06,578
01,00,07,586
01,00,08,583
01,00,09,581
01,00,10,603
01,00,11,570
01,00,12,578
01,00,13,576
01,00,14,602
01,00,15,596
01,00,16,596
01,00,17,592
01,00,18,586
01,00,19,581
01,00,20,594
01,00,21,589
01,00,22,588
01,00,23,590
01,00,24,599
01,00,25,594
01,00,26,577
01,00,27,570
01,00,28,581
01,00,29,568
01,00,30,575
01,00,31,592
01,00,32,586
01,00,33,574
01,00,34,471
01,00,35,472
01,00,36,475
01,00,37,475
01,00,38,401
01,00,39,404
01,00,40,404
01,00,41,401
01,00,42,621
01,00,43,625
01,00,44,631
01,00,45,629
01,00,46,631
01,00,47,629
01,00,48,632
01,00,49,625
01,00,50,631
01,00,51,625
01,00,52,627
01,00,53,632
01,00,54,653
01,00,55,656
01,00,56,415
01,00,57,420
01,00,58,426
01,00,59,424
01,01,00,426
01,01,01,427
01,01,02,403
01,01,03,403
01,01,04,401
01,01,05,397
01,01,06,437
01,01,07,558
01,01,08,551
01,01,09,523
01,01,10,541
01,01,11,654
01,01,12,653
01,01,13,654
01,01,14,653
01,01,15,644
01,01,16,647
01,01,17,655
01,01,18,654
01,01,19,649
01,01,20,649
01,01,21,666
01,01,22,651
01,01,23,644
01,01,24,647
01,01,25,552
01,01,26,464
01,01,27,458
01,01,28,462
01,01,29,467
01,01,30,469
01,01,31,389
01,01,32,420
01,01,33,513
01,01,34,483
01,01,35,485
01,01,36,482
01,01,37,483
01,01,38,490
01,01,39,481
01,01,40,483
01,01,41,462
01,01,42,382
01,01,43,385
01,01,44,369
01,01,45,370
01,01,46,368
01,01,47,342
01,01,48,377
01,01,49,264
01,01,50,2636
01,01,51,2666
01,01,52,2657
01,01,53,2662
01,01,54,2740
01,01,55,2734
01,01,56,2739
01,01,57,2743
01,01,58,2762
01,01,59,2716
01,02,00,2729
01,02,01,2849
01,02,02,2824
01,02,03,495
01,02,04,503
01,02,05,526
01,02,06,532
01,02,07,532
01,02,08,531
01,02,09,529
01,02,10,523
01,02,11,519
01,02,12,525
01,02,13,508
01,02,14,509
01,02,15,493
01,02,16,486
01,02,17,474
01,02,18,482
01,02,19,481
01,02,20,481
01,02,21,481
01,02,22,482
01,02,23,480
01,02,24,481
01,02,25,482
01,02,26,481
01,02,27,479
01,02,28,505
01,02,29,498
01,02,30,402
01,02,31,404
01,02,32,403
01,02,33,403
01,02,34,386
01,02,35,386
01,02,36,386
01,02,37,386
01,02,38,404
01,02,39,401
01,02,40,400
01,02,41,401
01,02,42,411
01,02,43,397
01,02,44,379
01,02,45,374
01,02,46,372
01,02,47,378
01,02,48,335
01,02,49,339
01,02,50,332
01,02,51,336
01,02,52,339
01,02,53,336
01,02,54,350
01,02,55,249
01,02,56,2616
01,02,57,2615
01,02,58,2617
01,02,59,2577
01,03,00,2594
01,03,01,4831
01,03,02,2728
01,03,03,2701
01,03,04,2692
01,03,05,2694
01,03,06,2694
01,03,07,2676
01,03,08,2661
01,03,09,2662
01,03,10,2683
01,03,11,2697
01,03,12,2659
01,03,13,2601
01,03,14,251
01,03,15,234
01,03,16,234
01,03,17,236
01,03,18,231
01,03,19,234
01,03,20,231
01,03,21,235
01,03,22,235
01,03,23,234
01,03,24,236
01,03,25,236
01,03,26,235
01,03,27,235
01,03,28,232
01,03,29,235
01,03,30,235
01,03,31,234
01,03,32,236
01,03,33,236
01,03,34,236
01,03,35,235
01,03,36,232
01,03,37,234
01,03,38,234
01,03,39,231
01,03,40,234
01,03,41,235
01,03,42,229
01,03,43,234
01,03,44,228
01,03,45,232
01,03,46,228
01,03,47,232
01,03,48,232
01,03,49,309
01,03,50,309
01,03,51,301
01,03,52,300
01,03,53,302
01,03,54,306
01,03,55,305
01,03,56,308
01,03,57,304
01,03,58,306
01,03,59,305
01,04,00,304
01,04,01,306
01,04,02,305
01,04,03,306
01,04,04,305
01,04,05,302
01,04,06,302
01,04,07,300
01,04,08,301
01,04,09,302
01,04,10,300
01,04,11,304
01,04,12,302
01,04,13,301
01,04,14,304
01,04,15,300
01,04,16,300
01,04,17,301
01,04,18,300
01,04,19,304
01,04,20,304
01,04,21,300
01,04,22,304
01,04,23,304
01,04,24,302
01,04,25,301
01,04,26,301
01,04,27,300
01,04,28,295
01,04,29,292
01,04,30,232
01,04,31,228
01,04,32,231
01,04,33,232
01,04,34,229
01,04,35,231
01,04,36,228
01,04,37,229
01,04,38,229
01,04,39,228
01,04,40,227
01,04,41,229
01,04,42,229
01,04,43,226
01,04,44,226
01,04,45,236
01,04,46,229
01,04,47,231
01,04,48,231
01,04,49,231
01,04,50,229
01,04,51,227
01,04,52,226
01,04,53,228
01,04,54,228
01,04,55,228
01,04,56,231
01,04,57,228
01,04,58,229
01,04,59,228
01,05,00,231
01,05,01,232
01,05,02,232
01,05,03,232
01,05,04,242
01,05,05,228
01,05,06,229
01,05,07,227
01,05,08,228
01,05,09,225
01,05,10,231
01,05,11,227
01,05,12,306
01,05,13,300
01,05,14,310
01,05,15,298
01,05,16,298
01,05,17,298
01,05,18,294
01,05,19,297
01,05,20,293
01,05,21,293
01,05,22,294
01,05,23,292
01,05,24,231
01,05,25,228
01,05,26,227
01,05,27,227
01,05,28,229
01,05,29,236
01,05,30,226
01,05,31,227
01,05,32,226
01,05,33,226
01,05,34,225
01,05,35,224
01,05,36,224
01,05,37,223
01,05,38,227
01,05,39,227
01,05,40,224
01,05,41,227
01,05,42,225
01,05,43,226
01,05,44,229
01,05,45,293
01,05,46,287
01,05,47,286
01,05,48,313
01,05,49,327
01,05,50,324
01,05,51,327
01,05,52,324
