2016년 9월 1일 - 0시,235
2016년 9월 1일 - 1시,227
2016년 9월 1일 - 2시,227
2016년 9월 1일 - 3시,225
2016년 9월 1일 - 4시,295
2016년 9월 1일 - 5시,234
2016년 9월 1일 - 6시,1476
2016년 9월 1일 - 7시,295
2016년 9월 1일 - 8시,2788
2016년 9월 1일 - 9시,2664
2016년 9월 1일 - 10시,637
2016년 9월 1일 - 11시,260
2016년 9월 1일 - 12시,867
2016년 9월 1일 - 13시,265
2016년 9월 1일 - 14시,2663
2016년 9월 1일 - 15시,410
2016년 9월 1일 - 16시,649
2016년 9월 1일 - 17시,677
2016년 9월 1일 - 18시,523
2016년 9월 1일 - 19시,611
2016년 9월 1일 - 20시,514
2016년 9월 1일 - 21시,2201
2016년 9월 1일 - 22시,561
2016년 9월 1일 - 23시,457
2016년 9월 2일 - 0시,297
2016년 9월 2일 - 1시,225
2016년 9월 2일 - 2시,234
2016년 9월 2일 - 3시,227
2016년 9월 2일 - 4시,288
2016년 9월 2일 - 5시,224
2016년 9월 2일 - 6시,227
2016년 9월 2일 - 7시,696
2016년 9월 2일 - 8시,3919
2016년 9월 2일 - 9시,6497
2016년 9월 2일 - 10시,4180
2016년 9월 2일 - 11시,772
2016년 9월 2일 - 12시,267
2016년 9월 2일 - 13시,410
2016년 9월 2일 - 14시,487
2016년 9월 2일 - 15시,3147
2016년 9월 2일 - 16시,5758
2016년 9월 2일 - 17시,798
2016년 9월 2일 - 18시,392
2016년 9월 2일 - 19시,533
2016년 9월 2일 - 20시,611
2016년 9월 2일 - 21시,465
2016년 9월 2일 - 22시,315
2016년 9월 2일 - 23시,249
2016년 9월 3일 - 0시,298
2016년 9월 3일 - 1시,286
2016년 9월 3일 - 2시,231
2016년 9월 3일 - 3시,228
2016년 9월 3일 - 4시,439
2016년 9월 3일 - 5시,241
2016년 9월 3일 - 6시,227
2016년 9월 3일 - 7시,2855
2016년 9월 3일 - 8시,404
2016년 9월 3일 - 9시,2772
2016년 9월 3일 - 10시,361
2016년 9월 3일 - 11시,363
2016년 9월 3일 - 12시,2854
2016년 9월 3일 - 13시,2902
2016년 9월 3일 - 14시,447
2016년 9월 3일 - 15시,530
2016년 9월 3일 - 16시,472
2016년 9월 3일 - 17시,470
2016년 9월 3일 - 18시,3112
2016년 9월 3일 - 19시,736
2016년 9월 3일 - 20시,605
2016년 9월 3일 - 21시,545
2016년 9월 3일 - 22시,545
2016년 9월 3일 - 23시,534
2016년 9월 4일 - 0시,272
2016년 9월 4일 - 1시,261
2016년 9월 4일 - 2시,257
2016년 9월 4일 - 3시,261
2016년 9월 4일 - 4시,323
2016년 9월 4일 - 5시,939
2016년 9월 4일 - 6시,256
2016년 9월 4일 - 7시,260
2016년 9월 4일 - 8시,2647
2016년 9월 4일 - 9시,2755
2016년 9월 4일 - 10시,5420
2016년 9월 4일 - 11시,2633
2016년 9월 4일 - 12시,2654
2016년 9월 4일 - 13시,376
2016년 9월 4일 - 14시,272
2016년 9월 4일 - 15시,315
2016년 9월 4일 - 16시,2876
2016년 9월 4일 - 17시,2846
2016년 9월 4일 - 18시,5256
2016년 9월 4일 - 19시,2825
2016년 9월 4일 - 20시,545
2016년 9월 4일 - 21시,530
2016년 9월 4일 - 22시,327
2016년 9월 4일 - 23시,246
2016년 9월 5일 - 0시,377
2016년 9월 5일 - 1시,381
2016년 9월 5일 - 2시,242
2016년 9월 5일 - 3시,241
2016년 9월 5일 - 4시,369
2016년 9월 5일 - 5시,242
2016년 9월 5일 - 6시,246
2016년 9월 5일 - 7시,4667
2016년 9월 5일 - 8시,537
2016년 9월 5일 - 9시,446
2016년 9월 5일 - 10시,372
2016년 9월 5일 - 11시,267
2016년 9월 5일 - 12시,2836
2016년 9월 5일 - 13시,385
2016년 9월 5일 - 14시,2466
2016년 9월 5일 - 15시,2892
2016년 9월 5일 - 16시,4595
2016년 9월 5일 - 17시,867
2016년 9월 5일 - 18시,694
2016년 9월 5일 - 19시,3296
2016년 9월 5일 - 20시,2881
2016년 9월 5일 - 21시,525
2016년 9월 5일 - 22시,866
2016년 9월 5일 - 23시,265
2016년 9월 6일 - 0시,242
2016년 9월 6일 - 1시,232
2016년 9월 6일 - 2시,1212
2016년 9월 6일 - 3시,243
2016년 9월 6일 - 4시,310
2016년 9월 6일 - 5시,232
2016년 9월 6일 - 6시,2541
2016년 9월 6일 - 7시,2866
2016년 9월 6일 - 8시,4842
2016년 9월 6일 - 9시,2786
2016년 9월 6일 - 10시,271
2016년 9월 6일 - 11시,267
2016년 9월 6일 - 12시,291
2016년 9월 6일 - 13시,262
2016년 9월 6일 - 14시,333
2016년 9월 6일 - 15시,327
2016년 9월 6일 - 16시,361
2016년 9월 6일 - 17시,2781
2016년 9월 6일 - 18시,2981
2016년 9월 6일 - 19시,845
2016년 9월 6일 - 20시,2132
2016년 9월 6일 - 21시,651
2016년 9월 6일 - 22시,2649
2016년 9월 6일 - 23시,2667
2016년 9월 7일 - 0시,535
2016년 9월 7일 - 1시,234
2016년 9월 7일 - 2시,226
2016년 9월 7일 - 3시,229
2016년 9월 7일 - 4시,308
2016년 9월 7일 - 5시,229
2016년 9월 7일 - 6시,2867
2016년 9월 7일 - 7시,2082
2016년 9월 7일 - 8시,2592
2016년 9월 7일 - 9시,318
2016년 9월 7일 - 10시,375
2016년 9월 7일 - 11시,2095
2016년 9월 7일 - 12시,575
2016년 9월 7일 - 13시,2595
2016년 9월 7일 - 14시,578
2016년 9월 7일 - 15시,538
2016년 9월 7일 - 16시,4009
2016년 9월 7일 - 17시,530
2016년 9월 7일 - 18시,583
2016년 9월 7일 - 19시,562
2016년 9월 7일 - 20시,2222
2016년 9월 7일 - 21시,500
2016년 9월 7일 - 22시,275
2016년 9월 7일 - 23시,862
2016년 9월 8일 - 0시,273
2016년 9월 8일 - 1시,245
2016년 9월 8일 - 2시,376
2016년 9월 8일 - 3시,377
2016년 9월 8일 - 4시,418
2016년 9월 8일 - 5시,238
2016년 9월 8일 - 6시,2776
2016년 9월 8일 - 7시,4484
2016년 9월 8일 - 8시,2281
2016년 9월 8일 - 9시,2330
2016년 9월 8일 - 10시,271
2016년 9월 8일 - 11시,275
2016년 9월 8일 - 12시,272
2016년 9월 8일 - 13시,542
2016년 9월 8일 - 14시,445
2016년 9월 8일 - 15시,2841
2016년 9월 8일 - 16시,777
2016년 9월 8일 - 17시,3216
2016년 9월 8일 - 18시,716
2016년 9월 8일 - 19시,651
2016년 9월 8일 - 20시,517
2016년 9월 8일 - 21시,2148
2016년 9월 8일 - 22시,2797
2016년 9월 8일 - 23시,2640
2016년 9월 9일 - 0시,243
2016년 9월 9일 - 1시,243
2016년 9월 9일 - 2시,245
