2015년 9월 1일 - 0시,0,441
2015년 9월 1일 - 1시,1,374
2015년 9월 1일 - 2시,2,291
2015년 9월 1일 - 3시,3,293
2015년 9월 1일 - 4시,4,293
2015년 9월 1일 - 5시,5,2725
2015년 9월 1일 - 6시,6,330
2015년 9월 1일 - 7시,7,2749
2015년 9월 1일 - 8시,8,1973
2015년 9월 1일 - 9시,9,250
2015년 9월 1일 - 10시,10,2665
2015년 9월 1일 - 11시,11,403
2015년 9월 1일 - 12시,12,2624
2015년 9월 1일 - 13시,13,310
2015년 9월 1일 - 14시,14,525
2015년 9월 1일 - 15시,15,352
2015년 9월 1일 - 16시,16,2092
2015년 9월 1일 - 17시,17,6293
2015년 9월 1일 - 18시,18,685
2015년 9월 1일 - 19시,19,3372
2015년 9월 1일 - 20시,20,668
2015년 9월 1일 - 21시,21,938
2015년 9월 1일 - 22시,22,2990
2015년 9월 1일 - 23시,23,2727
2015년 9월 2일 - 0시,0,306
2015년 9월 2일 - 1시,1,299
2015년 9월 2일 - 2시,2,878
2015년 9월 2일 - 3시,3,299
2015년 9월 2일 - 4시,4,304
2015년 9월 2일 - 5시,5,2916
2015년 9월 2일 - 6시,6,2722
2015년 9월 2일 - 7시,7,2071
2015년 9월 2일 - 8시,8,2108
2015년 9월 2일 - 9시,9,351
2015년 9월 2일 - 10시,10,2131
2015년 9월 2일 - 11시,11,528
2015년 9월 2일 - 12시,12,2902
2015년 9월 2일 - 13시,13,421
2015년 9월 2일 - 14시,14,405
2015년 9월 2일 - 15시,15,3054
2015년 9월 2일 - 16시,16,549
2015년 9월 2일 - 17시,17,2880
2015년 9월 2일 - 18시,18,441
2015년 9월 2일 - 19시,19,721
2015년 9월 2일 - 20시,20,658
2015년 9월 2일 - 21시,21,523
2015년 9월 2일 - 22시,22,508
2015년 9월 2일 - 23시,23,2769
2015년 9월 3일 - 0시,0,2753
2015년 9월 3일 - 1시,1,274
2015년 9월 3일 - 2시,2,261
2015년 9월 3일 - 3시,3,251
2015년 9월 3일 - 4시,4,259
2015년 9월 3일 - 5시,5,2863
2015년 9월 3일 - 6시,6,259
2015년 9월 3일 - 7시,7,4564
2015년 9월 3일 - 8시,8,2459
2015년 9월 3일 - 9시,9,2451
2015년 9월 3일 - 10시,10,2314
2015년 9월 3일 - 11시,11,2751
2015년 9월 3일 - 12시,12,2768
2015년 9월 3일 - 13시,13,3135
2015년 9월 3일 - 14시,14,375
2015년 9월 3일 - 15시,15,2893
2015년 9월 3일 - 16시,16,2222
2015년 9월 3일 - 17시,17,2807
2015년 9월 3일 - 18시,18,525
2015년 9월 3일 - 19시,19,600
2015년 9월 3일 - 20시,20,609
2015년 9월 3일 - 21시,21,236
2015년 9월 3일 - 22시,22,223
2015년 9월 3일 - 23시,23,236
2015년 9월 4일 - 0시,0,215
2015년 9월 4일 - 1시,1,288
2015년 9월 4일 - 2시,2,249
2015년 9월 4일 - 3시,3,217
2015년 9월 4일 - 4시,4,877
2015년 9월 4일 - 5시,5,2887
2015년 9월 4일 - 6시,6,298
2015년 9월 4일 - 7시,7,2720
2015년 9월 4일 - 8시,8,1956
2015년 9월 4일 - 9시,9,315
2015년 9월 4일 - 10시,10,276
2015년 9월 4일 - 11시,11,282
2015년 9월 4일 - 12시,12,280
2015년 9월 4일 - 13시,13,2814
2015년 9월 4일 - 14시,14,518
2015년 9월 4일 - 15시,15,3016
2015년 9월 4일 - 16시,16,1951
2015년 9월 4일 - 17시,17,2825
2015년 9월 4일 - 18시,18,2644
2015년 9월 4일 - 19시,19,2934
2015년 9월 4일 - 20시,20,450
2015년 9월 4일 - 21시,21,452
2015년 9월 4일 - 22시,22,472
2015년 9월 4일 - 23시,23,458
2015년 9월 5일 - 0시,0,234
2015년 9월 5일 - 1시,1,237
