2016년 1월 1일 - 0시,0,2570
2016년 1월 1일 - 1시,1,326
2016년 1월 1일 - 2시,2,308
2016년 1월 1일 - 3시,3,253
2016년 1월 1일 - 4시,4,227
2016년 1월 1일 - 5시,5,229
2016년 1월 1일 - 6시,6,323
2016년 1월 1일 - 7시,7,320
2016년 1월 1일 - 8시,8,4617
2016년 1월 1일 - 9시,9,1789
2016년 1월 1일 - 10시,10,1761
2016년 1월 1일 - 11시,11,632
2016년 1월 1일 - 12시,12,695
2016년 1월 1일 - 13시,13,1388
2016년 1월 1일 - 14시,14,293
2016년 1월 1일 - 15시,15,389
2016년 1월 1일 - 16시,16,295
2016년 1월 1일 - 17시,17,583
2016년 1월 1일 - 18시,18,2158
2016년 1월 1일 - 19시,19,2554
2016년 1월 1일 - 20시,20,842
2016년 1월 1일 - 21시,21,675
2016년 1월 1일 - 22시,22,789
2016년 1월 1일 - 23시,23,623
2016년 1월 2일 - 0시,0,388
2016년 1월 2일 - 1시,1,299
2016년 1월 2일 - 2시,2,292
2016년 1월 2일 - 3시,3,236
2016년 1월 2일 - 4시,4,223
2016년 1월 2일 - 5시,5,293
2016년 1월 2일 - 6시,6,295
2016년 1월 2일 - 7시,7,251
2016년 1월 2일 - 8시,8,4258
2016년 1월 2일 - 9시,9,4608
2016년 1월 2일 - 10시,10,1870
2016년 1월 2일 - 11시,11,2829
2016년 1월 2일 - 12시,12,4209
2016년 1월 2일 - 13시,13,754
2016년 1월 2일 - 14시,14,457
2016년 1월 2일 - 15시,15,311
2016년 1월 2일 - 16시,16,380
2016년 1월 2일 - 17시,17,379
2016년 1월 2일 - 18시,18,316
2016년 1월 2일 - 19시,19,2030
2016년 1월 2일 - 20시,20,2312
2016년 1월 2일 - 21시,21,542
2016년 1월 2일 - 22시,22,803
2016년 1월 2일 - 23시,23,316
2016년 1월 3일 - 0시,0,381
2016년 1월 3일 - 1시,1,231
2016년 1월 3일 - 2시,2,215
2016년 1월 3일 - 3시,3,229
2016년 1월 3일 - 4시,4,245
2016년 1월 3일 - 5시,5,369
2016년 1월 3일 - 6시,6,294
2016년 1월 3일 - 7시,7,315
2016년 1월 3일 - 8시,8,4625
2016년 1월 3일 - 9시,9,2992
2016년 1월 3일 - 10시,10,6563
2016년 1월 3일 - 11시,11,639
2016년 1월 3일 - 12시,12,2203
2016년 1월 3일 - 13시,13,3026
2016년 1월 3일 - 14시,14,623
2016년 1월 3일 - 15시,15,5043
2016년 1월 3일 - 16시,16,4963
2016년 1월 3일 - 17시,17,3108
2016년 1월 3일 - 18시,18,2461
2016년 1월 3일 - 19시,19,3087
2016년 1월 3일 - 20시,20,908
2016년 1월 3일 - 21시,21,581
2016년 1월 3일 - 22시,22,561
2016년 1월 3일 - 23시,23,556
2016년 1월 4일 - 0시,0,222
2016년 1월 4일 - 1시,1,323
2016년 1월 4일 - 2시,2,223
2016년 1월 4일 - 3시,3,218
2016년 1월 4일 - 4시,4,327
2016년 1월 4일 - 5시,5,835
2016년 1월 4일 - 6시,6,231
2016년 1월 4일 - 7시,7,806
2016년 1월 4일 - 8시,8,6174
2016년 1월 4일 - 9시,9,541
2016년 1월 4일 - 10시,10,1638
2016년 1월 4일 - 11시,11,1580
2016년 1월 4일 - 12시,12,3186
2016년 1월 4일 - 13시,13,3879
2016년 1월 4일 - 14시,14,765
