2016년 12월 1일 - 0시,0,227
2016년 12월 1일 - 1시,1,228
2016년 12월 1일 - 2시,2,223
2016년 12월 1일 - 3시,3,223
2016년 12월 1일 - 4시,4,295
2016년 12월 1일 - 5시,5,316
2016년 12월 1일 - 6시,6,275
2016년 12월 1일 - 7시,7,4758
2016년 12월 1일 - 8시,8,2154
2016년 12월 1일 - 9시,9,3051
2016년 12월 1일 - 10시,10,2861
2016년 12월 1일 - 11시,11,970
2016년 12월 1일 - 12시,12,3056
2016년 12월 1일 - 13시,13,5375
2016년 12월 1일 - 14시,14,3256
2016년 12월 1일 - 15시,15,332
2016년 12월 1일 - 16시,16,307
2016년 12월 1일 - 17시,17,248
2016년 12월 1일 - 18시,18,267
2016년 12월 1일 - 19시,19,251
2016년 12월 1일 - 20시,20,318
2016년 12월 1일 - 21시,21,294
2016년 12월 1일 - 22시,22,307
2016년 12월 1일 - 23시,23,387
2016년 12월 2일 - 0시,0,272
2016년 12월 2일 - 1시,1,293
2016년 12월 2일 - 2시,2,316
2016년 12월 2일 - 3시,3,254
2016년 12월 2일 - 4시,4,247
2016년 12월 2일 - 5시,5,226
2016년 12월 2일 - 6시,6,978
2016년 12월 2일 - 7시,7,247
2016년 12월 2일 - 8시,8,359
2016년 12월 2일 - 9시,9,236
2016년 12월 2일 - 10시,10,330
2016년 12월 2일 - 11시,11,234
2016년 12월 2일 - 12시,12,256
2016년 12월 2일 - 13시,13,239
2016년 12월 2일 - 14시,14,389
2016년 12월 2일 - 15시,15,264
2016년 12월 2일 - 16시,16,261
2016년 12월 2일 - 17시,17,330
2016년 12월 2일 - 18시,18,326
2016년 12월 2일 - 19시,19,343
2016년 12월 2일 - 20시,20,235
2016년 12월 2일 - 21시,21,249
2016년 12월 2일 - 22시,22,321
2016년 12월 2일 - 23시,23,321
2016년 12월 3일 - 0시,0,236
2016년 12월 3일 - 1시,1,224
2016년 12월 3일 - 2시,2,236
2016년 12월 3일 - 3시,3,240
2016년 12월 3일 - 4시,4,381
2016년 12월 3일 - 5시,5,387
2016년 12월 3일 - 6시,6,241
2016년 12월 3일 - 7시,7,312
2016년 12월 3일 - 8시,8,328
