,DateTime,Seq,Temp,°C
0,2013-12-1,0,5.0,℃
1,2013-12-1,1,4.5,℃
2,2013-12-1,2,4.0,℃
3,2013-12-1,3,4.0,℃
4,2013-12-1,4,4.0,℃
5,2013-12-1,5,5.0,℃
6,2013-12-1,6,5.0,℃
7,2013-12-1,7,5.5,℃
8,2013-12-1,8,6.0,℃
9,2013-12-1,9,6.5,℃
10,2013-12-1,10,7.0,℃
11,2013-12-1,11,7.5,℃
12,2013-12-1,12,8.5,℃
13,2013-12-1,13,9.0,℃
14,2013-12-1,14,10.0,℃
15,2013-12-1,15,9.5,℃
16,2013-12-1,16,8.5,℃
17,2013-12-1,17,8.0,℃
18,2013-12-1,18,8.0,℃
19,2013-12-1,19,8.0,℃
20,2013-12-1,20,8.0,℃
21,2013-12-1,21,8.0,℃
22,2013-12-1,22,8.0,℃
23,2013-12-1,23,8.0,℃
24,2013-12-2,0,8.0,℃
25,2013-12-2,1,8.0,℃
26,2013-12-2,2,8.0,℃
27,2013-12-2,3,8.0,℃
28,2013-12-2,4,8.0,℃
29,2013-12-2,5,8.0,℃
30,2013-12-2,6,8.0,℃
31,2013-12-2,7,8.0,℃
32,2013-12-2,8,8.0,℃
33,2013-12-2,9,8.0,℃
34,2013-12-2,10,9.0,℃
35,2013-12-2,11,9.0,℃
36,2013-12-2,12,9.0,℃
37,2013-12-2,13,9.0,℃
38,2013-12-2,14,10.0,℃
39,2013-12-2,15,9.0,℃
40,2013-12-2,16,9.0,℃
41,2013-12-2,17,9.0,℃
42,2013-12-2,18,8.5,℃
43,2013-12-2,19,8.0,℃
44,2013-12-2,20,8.0,℃
45,2013-12-2,21,7.5,℃
46,2013-12-2,22,7.5,℃
47,2013-12-2,23,7.0,℃
48,2013-12-3,0,7.0,℃
49,2013-12-3,1,7.5,℃
50,2013-12-3,2,8.0,℃
51,2013-12-3,3,8.0,℃
52,2013-12-3,4,7.5,℃
53,2013-12-3,5,7.0,℃
54,2013-12-3,6,7.0,℃
55,2013-12-3,7,7.0,℃
56,2013-12-3,8,7.0,℃
57,2013-12-3,9,7.0,℃
58,2013-12-3,10,7.0,℃
59,2013-12-3,11,7.0,℃
60,2013-12-3,12,7.0,℃
61,2013-12-3,13,7.0,℃
62,2013-12-3,14,7.0,℃
63,2013-12-3,15,7.0,℃
64,2013-12-3,16,7.0,℃
65,2013-12-3,17,7.0,℃
66,2013-12-3,18,6.0,℃
67,2013-12-3,19,6.0,℃
68,2013-12-3,20,6.0,℃
69,2013-12-3,21,6.0,℃
70,2013-12-3,22,6.0,℃
71,2013-12-3,23,6.0,℃
72,2013-12-4,0,6.0,℃
73,2013-12-4,1,6.0,℃
74,2013-12-4,2,6.0,℃
75,2013-12-4,3,6.0,℃
76,2013-12-4,4,6.5,℃
77,2013-12-4,5,7.0,℃
78,2013-12-4,6,7.0,℃
79,2013-12-4,7,7.5,℃
80,2013-12-4,8,8.0,℃
81,2013-12-4,9,8.5,℃
82,2013-12-4,10,9.0,℃
83,2013-12-4,11,9.0,℃
84,2013-12-4,12,9.0,℃
85,2013-12-4,13,9.0,℃
86,2013-12-4,14,9.0,℃
87,2013-12-4,15,8.5,℃
88,2013-12-4,16,8.0,℃
89,2013-12-4,17,6.5,℃
90,2013-12-4,18,6.0,℃
91,2013-12-4,19,6.5,℃
92,2013-12-4,20,5.5,℃
93,2013-12-4,21,5.5,℃
94,2013-12-4,22,4.5,℃
95,2013-12-4,23,4.0,℃
96,2013-12-5,0,3.0,℃
97,2013-12-5,1,3.0,℃
98,2013-12-5,2,3.0,℃
99,2013-12-5,3,3.0,℃
100,2013-12-5,4,3.0,℃
101,2013-12-5,5,3.0,℃
102,2013-12-5,6,4.0,℃
103,2013-12-5,7,5.0,℃
104,2013-12-5,8,6.0,℃
105,2013-12-5,9,7.0,℃
106,2013-12-5,10,7.5,℃
107,2013-12-5,11,8.0,℃
108,2013-12-5,12,9.0,℃
109,2013-12-5,13,10.0,℃
110,2013-12-5,14,11.0,℃
111,2013-12-5,15,11.0,℃
112,2013-12-5,16,10.0,℃
113,2013-12-5,17,9.0,℃
114,2013-12-5,18,8.0,℃
115,2013-12-5,19,8.0,℃
116,2013-12-5,20,7.5,℃
117,2013-12-5,21,8.0,℃
118,2013-12-5,22,7.0,℃
119,2013-12-5,23,7.0,℃
120,2013-12-6,0,6.5,℃
121,2013-12-6,1,6.5,℃
122,2013-12-6,2,6.0,℃
123,2013-12-6,3,6.0,℃
124,2013-12-6,4,5.5,℃
125,2013-12-6,5,5.0,℃
126,2013-12-6,6,5.0,℃
127,2013-12-6,7,5.0,℃
128,2013-12-6,8,5.0,℃
129,2013-12-6,9,5.0,℃
130,2013-12-6,10,6.0,℃
131,2013-12-6,11,7.0,℃
132,2013-12-6,12,7.0,℃
133,2013-12-6,13,8.0,℃
134,2013-12-6,14,8.0,℃
135,2013-12-6,15,8.0,℃
136,2013-12-6,16,8.0,℃
137,2013-12-6,17,8.0,℃
138,2013-12-6,18,8.0,℃
139,2013-12-6,19,8.0,℃
140,2013-12-6,20,8.0,℃
141,2013-12-6,21,8.0,℃
142,2013-12-6,22,8.0,℃
143,2013-12-6,23,8.0,℃
144,2013-12-7,0,8.0,℃
145,2013-12-7,1,8.0,℃
146,2013-12-7,2,8.0,℃
147,2013-12-7,3,7.0,℃
148,2013-12-7,4,7.0,℃
149,2013-12-7,5,7.0,℃
150,2013-12-7,6,7.5,℃
151,2013-12-7,7,7.5,℃
152,2013-12-7,8,8.0,℃
153,2013-12-7,9,8.0,℃
154,2013-12-7,10,9.0,℃
155,2013-12-7,11,9.0,℃
156,2013-12-7,12,9.0,℃
157,2013-12-7,13,9.0,℃
158,2013-12-7,14,9.0,℃
159,2013-12-7,15,9.0,℃
160,2013-12-7,16,9.0,℃
161,2013-12-7,17,8.5,℃
162,2013-12-7,18,8.0,℃
163,2013-12-7,19,8.0,℃
164,2013-12-7,20,8.0,℃
165,2013-12-7,21,9.0,℃
166,2013-12-7,22,9.0,℃
167,2013-12-7,23,8.5,℃
168,2013-12-8,0,8.5,℃
169,2013-12-8,1,8.0,℃
170,2013-12-8,2,8.0,℃
171,2013-12-8,3,7.0,℃
172,2013-12-8,4,7.0,℃
173,2013-12-8,5,6.5,℃
174,2013-12-8,6,7.0,℃
175,2013-12-8,7,7.0,℃
176,2013-12-8,8,8.0,℃
177,2013-12-8,9,8.5,℃
178,2013-12-8,10,9.0,℃
179,2013-12-8,11,10.0,℃
180,2013-12-8,12,11.0,℃
181,2013-12-8,13,12.0,℃
182,2013-12-8,14,11.5,℃
183,2013-12-8,15,11.0,℃
184,2013-12-8,16,11.0,℃
185,2013-12-8,17,10.0,℃
186,2013-12-8,18,10.0,℃
187,2013-12-8,19,10.0,℃
188,2013-12-8,20,10.0,℃
189,2013-12-8,21,10.0,℃
190,2013-12-8,22,9.5,℃
191,2013-12-8,23,9.0,℃
192,2013-12-9,0,9.0,℃
193,2013-12-9,1,9.0,℃
194,2013-12-9,2,9.0,℃
195,2013-12-9,3,8.5,℃
196,2013-12-9,4,8.0,℃
197,2013-12-9,5,8.0,℃
198,2013-12-9,6,8.0,℃
199,2013-12-9,7,8.0,℃
200,2013-12-9,8,8.0,℃
201,2013-12-9,9,8.0,℃
202,2013-12-9,10,8.5,℃
203,2013-12-9,11,9.5,℃
204,2013-12-9,12,11.0,℃
205,2013-12-9,13,12.0,℃
206,2013-12-9,14,12.0,℃
207,2013-12-9,15,11.0,℃
208,2013-12-9,16,10.5,℃
209,2013-12-9,17,10.0,℃
210,2013-12-9,18,9.0,℃
211,2013-12-9,19,9.0,℃
212,2013-12-9,20,7.5,℃
213,2013-12-9,21,6.5,℃
214,2013-12-9,22,6.0,℃
215,2013-12-9,23,6.0,℃
216,2013-12-10,0,5.5,℃
217,2013-12-10,1,5.5,℃
218,2013-12-10,2,5.5,℃
219,2013-12-10,3,5.5,℃
220,2013-12-10,4,4.5,℃
221,2013-12-10,5,4.5,℃
222,2013-12-10,6,5.0,℃
223,2013-12-10,7,4.0,℃
224,2013-12-10,8,3.0,℃
225,2013-12-10,9,3.5,℃
226,2013-12-10,10,4.0,℃
227,2013-12-10,11,5.5,℃
228,2013-12-10,12,9.0,℃
229,2013-12-10,13,10.0,℃
230,2013-12-10,14,9.5,℃
231,2013-12-10,15,9.0,℃
232,2013-12-10,16,9.0,℃
233,2013-12-10,17,9.0,℃
234,2013-12-10,18,8.0,℃
235,2013-12-10,19,8.0,℃
236,2013-12-10,20,6.5,℃
237,2013-12-10,21,5.0,℃
238,2013-12-10,22,4.0,℃
239,2013-12-10,23,3.5,℃
240,2013-12-11,0,3.0,℃
241,2013-12-11,1,2.0,℃
242,2013-12-11,2,2.0,℃
243,2013-12-11,3,2.5,℃
244,2013-12-11,4,3.0,℃
245,2013-12-11,5,2.0,℃
246,2013-12-11,6,2.0,℃
247,2013-12-11,7,2.0,℃
248,2013-12-11,8,1.5,℃
249,2013-12-11,9,1.0,℃
250,2013-12-11,10,1.5,℃
251,2013-12-11,11,2.5,℃
252,2013-12-11,12,3.0,℃
253,2013-12-11,13,3.5,℃
254,2013-12-11,14,3.5,℃
255,2013-12-11,15,3.0,℃
256,2013-12-11,16,4.5,℃
257,2013-12-11,17,5.0,℃
258,2013-12-11,18,6.5,℃
259,2013-12-11,19,6.0,℃
260,2013-12-11,20,5.0,℃
261,2013-12-11,21,5.0,℃
262,2013-12-11,22,3.5,℃
263,2013-12-11,23,4.0,℃
264,2013-12-12,0,3.5,℃
265,2013-12-12,1,4.5,℃
266,2013-12-12,2,4.0,℃
267,2013-12-12,3,4.0,℃
268,2013-12-12,4,3.0,℃
