,DateTime,Seq,Temp,°C
0,2013-6-1,0,14.5,℃
1,2013-6-1,1,13.5,℃
2,2013-6-1,2,12.5,℃
3,2013-6-1,3,12.0,℃
4,2013-6-1,4,11.0,℃
5,2013-6-1,5,11.0,℃
6,2013-6-1,6,11.0,℃
7,2013-6-1,7,12.0,℃
8,2013-6-1,8,12.0,℃
9,2013-6-1,9,13.0,℃
10,2013-6-1,10,13.0,℃
11,2013-6-1,11,14.0,℃
12,2013-6-1,12,14.0,℃
13,2013-6-1,13,14.5,℃
14,2013-6-1,14,15.0,℃
15,2013-6-1,15,15.0,℃
16,2013-6-1,16,15.5,℃
17,2013-6-1,17,16.0,℃
18,2013-6-1,18,16.0,℃
19,2013-6-1,19,15.0,℃
20,2013-6-1,20,14.5,℃
21,2013-6-1,21,14.0,℃
22,2013-6-1,22,14.0,℃
23,2013-6-1,23,14.0,℃
24,2013-6-2,0,12.5,℃
25,2013-6-2,1,11.5,℃
26,2013-6-2,2,11.0,℃
27,2013-6-2,3,10.5,℃
28,2013-6-2,4,10.0,℃
29,2013-6-2,5,10.5,℃
30,2013-6-2,6,11.0,℃
31,2013-6-2,7,12.5,℃
32,2013-6-2,8,13.5,℃
33,2013-6-2,9,14.0,℃
34,2013-6-2,10,15.0,℃
35,2013-6-2,11,15.0,℃
36,2013-6-2,12,15.0,℃
37,2013-6-2,13,16.0,℃
38,2013-6-2,14,16.0,℃
39,2013-6-2,15,17.0,℃
40,2013-6-2,16,17.0,℃
41,2013-6-2,17,17.0,℃
42,2013-6-2,18,16.5,℃
43,2013-6-2,19,15.5,℃
44,2013-6-2,20,12.5,℃
45,2013-6-2,21,11.5,℃
46,2013-6-2,22,11.0,℃
47,2013-6-2,23,11.0,℃
48,2013-6-3,0,10.5,℃
49,2013-6-3,1,10.0,℃
50,2013-6-3,2,10.0,℃
51,2013-6-3,3,9.0,℃
52,2013-6-3,4,9.0,℃
53,2013-6-3,5,9.0,℃
54,2013-6-3,6,9.5,℃
55,2013-6-3,7,12.0,℃
56,2013-6-3,8,12.5,℃
