,Year,Month,Day,Seq,Temp,°C
0,2013,5,1,0,5.5,℃
1,2013,5,1,1,4.5,℃
2,2013,5,1,2,4.0,℃
3,2013,5,1,3,4.0,℃
4,2013,5,1,4,3.5,℃
5,2013,5,1,5,4.0,℃
6,2013,5,1,6,5.0,℃
7,2013,5,1,7,5.5,℃
8,2013,5,1,8,7.0,℃
9,2013,5,1,9,9.5,℃
10,2013,5,1,10,12.0,℃
11,2013,5,1,11,12.5,℃
12,2013,5,1,12,14.0,℃
13,2013,5,1,13,14.0,℃
14,2013,5,1,14,14.5,℃
15,2013,5,1,15,15.0,℃
16,2013,5,1,16,15.0,℃
17,2013,5,1,17,14.5,℃
18,2013,5,1,18,12.5,℃
19,2013,5,1,19,11.0,℃
20,2013,5,1,20,9.0,℃
21,2013,5,1,21,8.0,℃
22,2013,5,1,22,8.0,℃
23,2013,5,1,23,8.0,℃
24,2013,5,2,0,7.0,℃
25,2013,5,2,1,7.0,℃
26,2013,5,2,2,6.0,℃
27,2013,5,2,3,6.0,℃
28,2013,5,2,4,5.0,℃
29,2013,5,2,5,5.5,℃
30,2013,5,2,6,6.5,℃
31,2013,5,2,7,9.0,℃
32,2013,5,2,8,10.5,℃
33,2013,5,2,9,12.0,℃
34,2013,5,2,10,13.0,℃
35,2013,5,2,11,14.0,℃
36,2013,5,2,12,14.5,℃
37,2013,5,2,13,16.0,℃
38,2013,5,2,14,16.0,℃
39,2013,5,2,15,15.0,℃
40,2013,5,2,16,14.5,℃
41,2013,5,2,17,13.5,℃
42,2013,5,2,18,12.5,℃
43,2013,5,2,19,11.0,℃
44,2013,5,2,20,9.5,℃
45,2013,5,2,21,9.0,℃
46,2013,5,2,22,9.0,℃
47,2013,5,2,23,9.0,℃
48,2013,5,3,0,8.0,℃
49,2013,5,3,1,7.5,℃
50,2013,5,3,2,7.0,℃
51,2013,5,3,3,7.0,℃
52,2013,5,3,4,6.5,℃
53,2013,5,3,5,6.5,℃
54,2013,5,3,6,7.5,℃
55,2013,5,3,7,10.0,℃
56,2013,5,3,8,12.5,℃
57,2013,5,3,9,14.5,℃
58,2013,5,3,10,16.5,℃
59,2013,5,3,11,17.0,℃
60,2013,5,3,12,18.0,℃
61,2013,5,3,13,18.0,℃
62,2013,5,3,14,19.5,℃
63,2013,5,3,15,20.0,℃
64,2013,5,3,16,19.0,℃
65,2013,5,3,17,18.5,℃
66,2013,5,3,18,17.0,℃
67,2013,5,3,19,15.5,℃
68,2013,5,3,20,14.0,℃
69,2013,5,3,21,13.0,℃
70,2013,5,3,22,12.0,℃
71,2013,5,3,23,12.0,℃
72,2013,5,4,0,11.0,℃
73,2013,5,4,1,10.0,℃
74,2013,5,4,2,10.0,℃
75,2013,5,4,3,9.0,℃
76,2013,5,4,4,9.0,℃
77,2013,5,4,5,9.0,℃
78,2013,5,4,6,10.5,℃
79,2013,5,4,7,12.0,℃
80,2013,5,4,8,12.0,℃
81,2013,5,4,9,12.5,℃
82,2013,5,4,10,13.0,℃
83,2013,5,4,11,13.5,℃
84,2013,5,4,12,13.5,℃
85,2013,5,4,13,13.5,℃
86,2013,5,4,14,15.0,℃
87,2013,5,4,15,16.0,℃
88,2013,5,4,16,15.5,℃
89,2013,5,4,17,16.0,℃
90,2013,5,4,18,15.0,℃
91,2013,5,4,19,14.0,℃
92,2013,5,4,20,13.5,℃
93,2013,5,4,21,12.5,℃
94,2013,5,4,22,12.0,℃
95,2013,5,4,23,12.0,℃
96,2013,5,5,0,10.0,℃
97,2013,5,5,1,10.0,℃
98,2013,5,5,2,9.0,℃
99,2013,5,5,3,9.0,℃
100,2013,5,5,4,8.0,℃
101,2013,5,5,5,8.0,℃
102,2013,5,5,6,9.0,℃
103,2013,5,5,7,10.5,℃
104,2013,5,5,8,12.5,℃
105,2013,5,5,9,14.0,℃
106,2013,5,5,10,15.0,℃
107,2013,5,5,11,16.5,℃
108,2013,5,5,12,16.0,℃
109,2013,5,5,13,17.5,℃
110,2013,5,5,14,17.0,℃
111,2013,5,5,15,17.0,℃
112,2013,5,5,16,17.5,℃
113,2013,5,5,17,18.0,℃
114,2013,5,5,18,17.5,℃
115,2013,5,5,19,17.0,℃
