,Year,Month,Day,Seq,Temp,°C
0,2013,4,1,0,1.0,℃
1,2013,4,1,1,1.0,℃
2,2013,4,1,2,1.5,℃
3,2013,4,1,3,1.5,℃
4,2013,4,1,4,2.0,℃
5,2013,4,1,5,2.0,℃
6,2013,4,1,6,2.0,℃
7,2013,4,1,7,2.0,℃
8,2013,4,1,8,2.5,℃
9,2013,4,1,9,3.0,℃
10,2013,4,1,10,3.0,℃
11,2013,4,1,11,4.0,℃
12,2013,4,1,12,3.0,℃
13,2013,4,1,13,4.0,℃
14,2013,4,1,14,4.5,℃
15,2013,4,1,15,4.0,℃
16,2013,4,1,16,4.0,℃
17,2013,4,1,17,4.0,℃
18,2013,4,1,18,3.5,℃
19,2013,4,1,19,3.0,℃
20,2013,4,1,20,2.0,℃
21,2013,4,1,21,2.0,℃
22,2013,4,1,22,1.0,℃
23,2013,4,1,23,1.0,℃
24,2013,4,2,0,1.0,℃
25,2013,4,2,1,0.5,℃
26,2013,4,2,2,0.0,℃
27,2013,4,2,3,0.0,℃
28,2013,4,2,4,0.0,℃
29,2013,4,2,5,-1.0,℃
30,2013,4,2,6,0.0,℃
31,2013,4,2,7,1.5,℃
32,2013,4,2,8,2.5,℃
33,2013,4,2,9,4.5,℃
34,2013,4,2,10,4.5,℃
35,2013,4,2,11,5.0,℃
36,2013,4,2,12,6.0,℃
37,2013,4,2,13,6.0,℃
38,2013,4,2,14,6.0,℃
39,2013,4,2,15,6.0,℃
40,2013,4,2,16,6.0,℃
41,2013,4,2,17,5.5,℃
42,2013,4,2,18,5.0,℃
43,2013,4,2,19,4.0,℃
44,2013,4,2,20,3.5,℃
45,2013,4,2,21,2.5,℃
46,2013,4,2,22,2.0,℃
47,2013,4,2,23,2.0,℃
48,2013,4,3,0,1.0,℃
49,2013,4,3,1,1.0,℃
50,2013,4,3,2,0.5,℃
51,2013,4,3,3,0.5,℃
52,2013,4,3,4,0.0,℃
53,2013,4,3,5,0.0,℃
54,2013,4,3,6,0.5,℃
55,2013,4,3,7,1.0,℃
56,2013,4,3,8,2.0,℃
57,2013,4,3,9,2.5,℃
58,2013,4,3,10,3.0,℃
59,2013,4,3,11,3.0,℃
60,2013,4,3,12,3.0,℃
61,2013,4,3,13,3.0,℃
62,2013,4,3,14,3.0,℃
63,2013,4,3,15,3.0,℃
64,2013,4,3,16,3.5,℃
65,2013,4,3,17,4.0,℃
66,2013,4,3,18,4.0,℃
67,2013,4,3,19,4.0,℃
68,2013,4,3,20,4.0,℃
69,2013,4,3,21,3.0,℃
70,2013,4,3,22,3.0,℃
71,2013,4,3,23,3.0,℃
72,2013,4,4,0,1.5,℃
73,2013,4,4,1,1.0,℃
74,2013,4,4,2,2.0,℃
75,2013,4,4,3,1.0,℃
76,2013,4,4,4,1.0,℃
77,2013,4,4,5,1.0,℃
78,2013,4,4,6,2.0,℃
79,2013,4,4,7,2.0,℃
80,2013,4,4,8,2.5,℃
81,2013,4,4,9,2.0,℃
82,2013,4,4,10,2.0,℃
83,2013,4,4,11,1.0,℃
84,2013,4,4,12,1.0,℃
85,2013,4,4,13,2.0,℃
86,2013,4,4,14,2.0,℃
87,2013,4,4,15,1.5,℃
88,2013,4,4,16,2.0,℃
89,2013,4,4,17,3.0,℃
90,2013,4,4,18,3.0,℃
91,2013,4,4,19,3.0,℃
92,2013,4,4,20,2.0,℃
93,2013,4,4,21,2.0,℃
94,2013,4,4,22,2.0,℃
95,2013,4,4,23,2.0,℃
96,2013,4,5,0,2.0,℃
97,2013,4,5,1,2.0,℃
98,2013,4,5,2,2.0,℃
99,2013,4,5,3,2.0,℃
100,2013,4,5,4,2.0,℃
101,2013,4,5,5,3.0,℃
102,2013,4,5,6,3.0,℃
103,2013,4,5,7,3.0,℃
104,2013,4,5,8,3.0,℃
105,2013,4,5,9,3.5,℃
106,2013,4,5,10,4.0,℃
107,2013,4,5,11,5.0,℃
108,2013,4,5,12,5.5,℃
109,2013,4,5,13,6.0,℃
110,2013,4,5,14,6.5,℃
111,2013,4,5,15,6.5,℃
112,2013,4,5,16,7.0,℃
113,2013,4,5,17,7.0,℃
114,2013,4,5,18,6.0,℃
115,2013,4,5,19,5.0,℃
116,2013,4,5,20,4.5,℃
117,2013,4,5,21,4.0,℃
118,2013,4,5,22,3.0,℃
119,2013,4,5,23,3.0,℃
120,2013,4,6,0,2.0,℃
121,2013,4,6,1,1.5,℃
122,2013,4,6,2,1.0,℃
123,2013,4,6,3,1.0,℃
124,2013,4,6,4,0.5,℃
125,2013,4,6,5,0.0,℃
126,2013,4,6,6,0.0,℃
127,2013,4,6,7,1.0,℃
128,2013,4,6,8,3.5,℃
129,2013,4,6,9,4.5,℃
130,2013,4,6,10,6.0,℃
131,2013,4,6,11,6.0,℃
132,2013,4,6,12,7.0,℃
133,2013,4,6,13,7.5,℃
134,2013,4,6,14,8.5,℃
135,2013,4,6,15,8.5,℃
136,2013,4,6,16,9.0,℃
137,2013,4,6,17,8.0,℃
138,2013,4,6,18,6.5,℃
139,2013,4,6,19,5.0,℃
140,2013,4,6,20,3.5,℃
141,2013,4,6,21,3.5,℃
142,2013,4,6,22,2.0,℃
143,2013,4,6,23,2.0,℃
144,2013,4,7,0,1.0,℃
145,2013,4,7,1,1.5,℃
146,2013,4,7,2,0.5,℃
147,2013,4,7,3,0.5,℃
148,2013,4,7,4,0.0,℃
149,2013,4,7,5,-0.5,℃
150,2013,4,7,6,-0.5,℃
151,2013,4,7,7,1.5,℃
152,2013,4,7,8,3.5,℃
153,2013,4,7,9,5.5,℃
154,2013,4,7,10,7.0,℃
155,2013,4,7,11,8.0,℃
156,2013,4,7,12,9.0,℃
157,2013,4,7,13,9.5,℃
158,2013,4,7,14,9.5,℃
159,2013,4,7,15,9.5,℃
160,2013,4,7,16,8.0,℃
161,2013,4,7,17,7.5,℃
162,2013,4,7,18,6.0,℃
163,2013,4,7,19,4.5,℃
164,2013,4,7,20,4.0,℃
165,2013,4,7,21,4.0,℃
166,2013,4,7,22,3.5,℃
167,2013,4,7,23,3.0,℃
168,2013,4,8,0,3.0,℃
169,2013,4,8,1,3.0,℃
170,2013,4,8,2,3.0,℃
171,2013,4,8,3,3.0,℃
172,2013,4,8,4,3.0,℃
173,2013,4,8,5,3.0,℃
174,2013,4,8,6,4.0,℃
175,2013,4,8,7,4.0,℃
176,2013,4,8,8,5.0,℃
177,2013,4,8,9,6.0,℃
178,2013,4,8,10,6.5,℃
179,2013,4,8,11,6.5,℃
180,2013,4,8,12,8.0,℃
181,2013,4,8,13,8.5,℃
182,2013,4,8,14,8.5,℃
183,2013,4,8,15,9.0,℃
184,2013,4,8,16,8.0,℃
185,2013,4,8,17,7.5,℃
186,2013,4,8,18,6.5,℃
187,2013,4,8,19,5.5,℃
188,2013,4,8,20,4.5,℃
189,2013,4,8,21,4.0,℃
190,2013,4,8,22,4.0,℃
191,2013,4,8,23,4.0,℃
192,2013,4,9,0,4.0,℃
193,2013,4,9,1,4.0,℃
194,2013,4,9,2,3.0,℃
195,2013,4,9,3,3.5,℃
196,2013,4,9,4,4.0,℃
197,2013,4,9,5,4.0,℃
198,2013,4,9,6,4.0,℃
199,2013,4,9,7,5.0,℃
200,2013,4,9,8,5.5,℃
201,2013,4,9,9,5.5,℃
202,2013,4,9,10,6.0,℃
203,2013,4,9,11,7.0,℃
204,2013,4,9,12,8.0,℃
205,2013,4,9,13,8.0,℃
206,2013,4,9,14,8.0,℃
207,2013,4,9,15,8.0,℃
208,2013,4,9,16,7.5,℃
209,2013,4,9,17,7.0,℃
210,2013,4,9,18,7.0,℃
211,2013,4,9,19,6.0,℃
212,2013,4,9,20,6.0,℃
213,2013,4,9,21,6.0,℃
214,2013,4,9,22,6.0,℃
215,2013,4,9,23,6.0,℃
216,2013,4,10,0,6.0,℃
217,2013,4,10,1,5.5,℃
218,2013,4,10,2,5.0,℃
219,2013,4,10,3,4.0,℃
220,2013,4,10,4,3.0,℃
221,2013,4,10,5,3.0,℃
222,2013,4,10,6,3.0,℃
223,2013,4,10,7,3.0,℃
224,2013,4,10,8,3.0,℃
225,2013,4,10,9,4.0,℃
226,2013,4,10,10,6.5,℃
227,2013,4,10,11,9.0,℃
228,2013,4,10,12,10.0,℃
229,2013,4,10,13,11.0,℃
230,2013,4,10,14,10.5,℃
231,2013,4,10,15,10.0,℃
232,2013,4,10,16,10.0,℃
233,2013,4,10,17,9.5,℃
234,2013,4,10,18,8.5,℃
235,2013,4,10,19,7.5,℃
236,2013,4,10,20,6.5,℃
237,2013,4,10,21,6.0,℃
238,2013,4,10,22,6.0,℃
239,2013,4,10,23,6.0,℃
240,2013,4,11,0,6.5,℃
241,2013,4,11,1,6.5,℃
242,2013,4,11,2,6.0,℃
243,2013,4,11,3,6.0,℃
244,2013,4,11,4,6.0,℃
245,2013,4,11,5,6.0,℃
246,2013,4,11,6,6.0,℃
247,2013,4,11,7,6.0,℃
248,2013,4,11,8,6.0,℃
249,2013,4,11,9,6.0,℃
250,2013,4,11,10,6.0,℃
251,2013,4,11,11,6.0,℃
252,2013,4,11,12,7.0,℃
253,2013,4,11,13,8.0,℃
254,2013,4,11,14,8.5,℃
255,2013,4,11,15,9.0,℃
256,2013,4,11,16,9.5,℃
257,2013,4,11,17,8.0,℃
258,2013,4,11,18,7.5,℃
259,2013,4,11,19,6.5,℃
260,2013,4,11,20,6.0,℃
261,2013,4,11,21,6.0,℃
262,2013,4,11,22,8.0,℃
263,2013,4,11,23,8.0,℃
264,2013,4,12,0,8.5,℃
265,2013,4,12,1,8.0,℃
266,2013,4,12,2,7.5,℃
267,2013,4,12,3,7.0,℃
268,2013,4,12,4,8.0,℃
269,2013,4,12,5,8.0,℃
270,2013,4,12,6,8.0,℃
271,2013,4,12,7,8.5,℃
272,2013,4,12,8,9.0,℃
273,2013,4,12,9,10.0,℃
274,2013,4,12,10,10.5,℃
275,2013,4,12,11,9.0,℃
276,2013,4,12,12,11.0,℃
277,2013,4,12,13,10.0,℃
278,2013,4,12,14,10.5,℃
279,2013,4,12,15,11.0,℃
280,2013,4,12,16,11.0,℃
281,2013,4,12,17,11.0,℃
282,2013,4,12,18,10.0,℃
283,2013,4,12,19,9.0,℃
284,2013,4,12,20,9.0,℃
285,2013,4,12,21,8.5,℃
286,2013,4,12,22,8.0,℃
287,2013,4,12,23,8.0,℃
288,2013,4,13,0,8.0,℃
289,2013,4,13,1,8.0,℃
290,2013,4,13,2,7.0,℃
291,2013,4,13,3,6.5,℃
292,2013,4,13,4,6.0,℃
293,2013,4,13,5,6.0,℃
294,2013,4,13,6,6.5,℃
295,2013,4,13,7,8.0,℃
296,2013,4,13,8,7.5,℃
297,2013,4,13,9,9.5,℃
298,2013,4,13,10,11.0,℃
299,2013,4,13,11,11.5,℃
300,2013,4,13,12,11.0,℃
301,2013,4,13,13,10.5,℃
302,2013,4,13,14,11.0,℃
303,2013,4,13,15,10.0,℃
304,2013,4,13,16,11.0,℃
305,2013,4,13,17,11.0,℃
306,2013,4,13,18,11.0,℃
307,2013,4,13,19,11.0,℃
308,2013,4,13,20,11.0,℃
309,2013,4,13,21,11.0,℃
310,2013,4,13,22,11.0,℃
311,2013,4,13,23,11.0,℃
312,2013,4,14,0,11.5,℃
313,2013,4,14,1,11.5,℃
314,2013,4,14,2,12.0,℃
315,2013,4,14,3,12.0,℃
316,2013,4,14,4,12.0,℃
317,2013,4,14,5,12.0,℃
318,2013,4,14,6,12.0,℃
319,2013,4,14,7,13.5,℃
320,2013,4,14,8,14.5,℃
321,2013,4,14,9,16.0,℃
322,2013,4,14,10,17.5,℃
323,2013,4,14,11,18.5,℃
