,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2014-09-01,[ 00:00 ],0,286,16.0,72.0,1.2
1,2014-09-01,[ 00:01 ],0,288,16.0,72.0,1.2
2,2014-09-01,[ 00:02 ],0,289,16.0,72.0,1.2
3,2014-09-01,[ 00:03 ],0,286,16.0,72.0,1.2
4,2014-09-01,[ 00:04 ],0,286,16.0,72.0,1.2
5,2014-09-01,[ 00:05 ],0,283,16.0,72.0,1.2
6,2014-09-01,[ 00:06 ],0,280,16.0,72.0,1.2
7,2014-09-01,[ 00:07 ],0,281,16.0,72.0,1.2
8,2014-09-01,[ 00:08 ],0,280,16.0,72.0,1.2
9,2014-09-01,[ 00:09 ],0,278,16.0,72.0,1.2
10,2014-09-01,[ 00:10 ],0,225,16.0,72.0,1.2
11,2014-09-01,[ 00:11 ],0,223,16.0,72.0,1.2
12,2014-09-01,[ 00:12 ],0,223,16.0,72.0,1.2
13,2014-09-01,[ 00:13 ],0,221,16.0,72.0,1.2
14,2014-09-01,[ 00:14 ],0,225,16.0,72.0,1.2
15,2014-09-01,[ 00:15 ],0,226,16.0,72.0,1.2
16,2014-09-01,[ 00:16 ],0,224,16.0,72.0,1.2
17,2014-09-01,[ 00:17 ],0,224,16.0,72.0,1.2
18,2014-09-01,[ 00:18 ],0,224,16.0,72.0,1.2
19,2014-09-01,[ 00:19 ],0,224,16.0,72.0,1.2
20,2014-09-01,[ 00:20 ],0,223,16.0,72.0,1.2
21,2014-09-01,[ 00:21 ],0,222,16.0,72.0,1.2
22,2014-09-01,[ 00:22 ],0,221,16.0,72.0,1.2
23,2014-09-01,[ 00:23 ],0,227,16.0,72.0,1.2
24,2014-09-01,[ 00:24 ],0,221,16.0,72.0,1.2
25,2014-09-01,[ 00:25 ],0,231,16.0,72.0,1.2
26,2014-09-01,[ 00:26 ],0,223,16.0,72.0,1.2
27,2014-09-01,[ 00:27 ],0,221,16.0,72.0,1.2
28,2014-09-01,[ 00:28 ],0,222,16.0,72.0,1.2
29,2014-09-01,[ 00:29 ],0,223,16.0,72.0,1.2
30,2014-09-01,[ 00:30 ],0,221,16.0,72.0,1.2
31,2014-09-01,[ 00:31 ],0,222,15.967,72.333,1.2
32,2014-09-01,[ 00:32 ],0,223,15.933,72.667,1.2
33,2014-09-01,[ 00:33 ],0,225,15.9,73.0,1.2
34,2014-09-01,[ 00:34 ],0,225,15.867,73.333,1.2
35,2014-09-01,[ 00:35 ],0,225,15.833,73.667,1.2
36,2014-09-01,[ 00:36 ],0,226,15.8,74.0,1.2
37,2014-09-01,[ 00:37 ],0,225,15.767,74.333,1.2
38,2014-09-01,[ 00:38 ],0,225,15.733,74.667,1.2
39,2014-09-01,[ 00:39 ],0,223,15.7,75.0,1.2
40,2014-09-01,[ 00:40 ],0,226,15.667,75.333,1.2
41,2014-09-01,[ 00:41 ],0,226,15.633,75.667,1.2
42,2014-09-01,[ 00:42 ],0,224,15.6,76.0,1.2
43,2014-09-01,[ 00:43 ],0,224,15.567,76.333,1.2
44,2014-09-01,[ 00:44 ],0,226,15.533,76.667,1.2
45,2014-09-01,[ 00:45 ],0,225,15.5,77.0,1.2
46,2014-09-01,[ 00:46 ],0,224,15.467,77.333,1.2
47,2014-09-01,[ 00:47 ],0,224,15.433,77.667,1.2
48,2014-09-01,[ 00:48 ],0,223,15.4,78.0,1.2
49,2014-09-01,[ 00:49 ],0,222,15.367,78.333,1.2
50,2014-09-01,[ 00:50 ],0,222,15.333,78.667,1.2
51,2014-09-01,[ 00:51 ],0,224,15.3,79.0,1.2
52,2014-09-01,[ 00:52 ],0,289,15.267,79.333,1.2
53,2014-09-01,[ 00:53 ],0,287,15.233,79.667,1.2
54,2014-09-01,[ 00:54 ],0,281,15.2,80.0,1.2
55,2014-09-01,[ 00:55 ],0,280,15.167,80.333,1.2
56,2014-09-01,[ 00:56 ],0,281,15.133,80.667,1.2
57,2014-09-01,[ 00:57 ],0,278,15.1,81.0,1.2
58,2014-09-01,[ 00:58 ],0,277,15.067,81.333,1.2
59,2014-09-01,[ 00:59 ],0,280,15.0,82.0,1.2
60,2014-09-01,[ 01:00 ],0,281,15.0,82.0,1.2
61,2014-09-01,[ 01:01 ],0,280,15.0,82.0,1.2
62,2014-09-01,[ 01:02 ],0,281,15.0,82.0,1.2
63,2014-09-01,[ 01:03 ],0,281,15.0,82.0,1.2
64,2014-09-01,[ 01:04 ],0,280,15.0,82.0,1.2
65,2014-09-01,[ 01:05 ],0,227,15.0,82.0,1.2
66,2014-09-01,[ 01:06 ],0,224,15.0,82.0,1.2
67,2014-09-01,[ 01:07 ],0,224,15.0,82.0,1.2
68,2014-09-01,[ 01:08 ],0,224,15.0,82.0,1.2
69,2014-09-01,[ 01:09 ],0,225,15.0,82.0,1.2
70,2014-09-01,[ 01:10 ],0,224,15.0,82.0,1.2
71,2014-09-01,[ 01:11 ],0,222,15.0,82.0,1.2
72,2014-09-01,[ 01:12 ],0,224,15.0,82.0,1.2
73,2014-09-01,[ 01:13 ],0,226,15.0,82.0,1.2
74,2014-09-01,[ 01:14 ],0,231,15.0,82.0,1.2
75,2014-09-01,[ 01:15 ],0,223,15.0,82.0,1.2
76,2014-09-01,[ 01:16 ],0,225,15.0,82.0,1.2
77,2014-09-01,[ 01:17 ],0,222,15.0,82.0,1.2
78,2014-09-01,[ 01:18 ],0,223,15.0,82.0,1.2
79,2014-09-01,[ 01:19 ],0,221,15.0,82.0,1.2
80,2014-09-01,[ 01:20 ],0,222,15.0,82.0,1.2
81,2014-09-01,[ 01:21 ],0,223,15.0,82.0,1.2
82,2014-09-01,[ 01:22 ],0,223,15.0,82.0,1.2
83,2014-09-01,[ 01:23 ],0,223,15.0,82.0,1.2
84,2014-09-01,[ 01:24 ],0,224,15.0,82.0,1.2
85,2014-09-01,[ 01:25 ],0,225,15.0,82.0,1.2
86,2014-09-01,[ 01:26 ],0,224,15.0,82.0,1.2
87,2014-09-01,[ 01:27 ],0,221,15.0,82.0,1.2
88,2014-09-01,[ 01:28 ],0,222,15.0,82.0,1.2
89,2014-09-01,[ 01:29 ],0,366,15.0,82.0,1.2
90,2014-09-01,[ 01:30 ],0,284,15.0,82.0,1.2
91,2014-09-01,[ 01:31 ],0,281,15.0,82.0,1.2
92,2014-09-01,[ 01:32 ],0,280,15.0,82.0,1.2
93,2014-09-01,[ 01:33 ],0,283,15.0,82.0,1.2
94,2014-09-01,[ 01:34 ],0,284,15.0,82.0,1.2
95,2014-09-01,[ 01:35 ],0,284,15.0,82.0,1.2
96,2014-09-01,[ 01:36 ],0,281,15.0,82.0,1.2
97,2014-09-01,[ 01:37 ],0,284,15.0,82.0,1.2
98,2014-09-01,[ 01:38 ],0,278,15.0,82.0,1.2
99,2014-09-01,[ 01:39 ],0,281,15.0,82.0,1.2
100,2014-09-01,[ 01:40 ],0,280,15.0,82.0,1.2
101,2014-09-01,[ 01:41 ],0,281,15.0,82.0,1.2
102,2014-09-01,[ 01:42 ],0,278,15.0,82.0,1.2
103,2014-09-01,[ 01:43 ],0,281,15.0,82.0,1.2
104,2014-09-01,[ 01:44 ],0,282,15.0,82.0,1.2
105,2014-09-01,[ 01:45 ],0,282,15.0,82.0,1.2
106,2014-09-01,[ 01:46 ],0,284,15.0,82.0,1.2
107,2014-09-01,[ 01:47 ],0,282,15.0,82.0,1.2
108,2014-09-01,[ 01:48 ],0,282,15.0,82.0,1.2
109,2014-09-01,[ 01:49 ],0,280,15.0,82.0,1.2
110,2014-09-01,[ 01:50 ],0,281,15.0,82.0,1.2
111,2014-09-01,[ 01:51 ],0,282,15.0,82.0,1.2
112,2014-09-01,[ 01:52 ],0,282,15.0,82.0,1.2
113,2014-09-01,[ 01:53 ],0,285,15.0,82.0,1.2
114,2014-09-01,[ 01:54 ],0,283,15.0,82.0,1.2
115,2014-09-01,[ 01:55 ],0,282,15.0,82.0,1.2
116,2014-09-01,[ 01:56 ],0,282,15.0,82.0,1.2
117,2014-09-01,[ 01:57 ],0,282,15.0,82.0,1.2
118,2014-09-01,[ 01:58 ],0,278,15.0,82.0,1.2
119,2014-09-01,[ 01:59 ],0,277,15.0,82.0,1.2
120,2014-09-01,[ 02:00 ],0,277,15.0,82.0,1.2
121,2014-09-01,[ 02:01 ],0,280,15.0,82.0,1.2
122,2014-09-01,[ 02:02 ],0,225,15.0,82.0,1.2
123,2014-09-01,[ 02:03 ],0,225,15.0,82.0,1.2
124,2014-09-01,[ 02:04 ],0,225,15.0,82.0,1.2
125,2014-09-01,[ 02:05 ],0,222,15.0,82.0,1.2
126,2014-09-01,[ 02:06 ],0,224,15.0,82.0,1.2
127,2014-09-01,[ 02:07 ],0,221,15.0,82.0,1.2
128,2014-09-01,[ 02:08 ],0,223,15.0,82.0,1.2
129,2014-09-01,[ 02:09 ],0,221,15.0,82.0,1.2
130,2014-09-01,[ 02:10 ],0,219,15.0,82.0,1.2
131,2014-09-01,[ 02:11 ],0,222,15.0,82.0,1.2
132,2014-09-01,[ 02:12 ],0,221,15.0,82.0,1.2
133,2014-09-01,[ 02:13 ],0,221,15.0,82.0,1.2
134,2014-09-01,[ 02:14 ],0,219,15.0,82.0,1.2
135,2014-09-01,[ 02:15 ],0,222,15.0,82.0,1.2
136,2014-09-01,[ 02:16 ],0,223,15.0,82.0,1.2
137,2014-09-01,[ 02:17 ],0,221,15.0,82.0,1.2
138,2014-09-01,[ 02:18 ],0,223,15.0,82.0,1.2
139,2014-09-01,[ 02:19 ],0,223,15.0,82.0,1.2
