,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2014-04-01,[ 00:00 ],0,315,11.0,88.0,1.8
1,2014-04-01,[ 00:01 ],0,317,11.0,88.0,1.8
2,2014-04-01,[ 00:02 ],0,315,11.0,88.0,1.8
3,2014-04-01,[ 00:03 ],0,315,11.0,88.0,1.8
4,2014-04-01,[ 00:04 ],0,315,11.0,88.0,1.8
5,2014-04-01,[ 00:05 ],0,311,11.0,88.0,1.8
6,2014-04-01,[ 00:06 ],0,311,11.0,88.0,1.8
7,2014-04-01,[ 00:07 ],0,320,11.0,88.0,1.8
8,2014-04-01,[ 00:08 ],0,320,11.0,88.0,1.8
9,2014-04-01,[ 00:09 ],0,310,11.0,88.0,1.8
10,2014-04-01,[ 00:10 ],0,312,11.0,88.0,1.8
11,2014-04-01,[ 00:11 ],0,309,11.0,88.0,1.8
12,2014-04-01,[ 00:12 ],0,309,11.0,88.0,1.8
13,2014-04-01,[ 00:13 ],0,310,11.0,88.0,1.8
14,2014-04-01,[ 00:14 ],0,313,11.0,88.0,1.8
15,2014-04-01,[ 00:15 ],0,309,11.0,88.0,1.8
16,2014-04-01,[ 00:16 ],0,308,11.0,88.0,1.8
17,2014-04-01,[ 00:17 ],0,310,11.0,88.0,1.8
18,2014-04-01,[ 00:18 ],0,316,11.0,88.0,1.8
19,2014-04-01,[ 00:19 ],0,309,11.0,88.0,1.8
20,2014-04-01,[ 00:20 ],0,307,11.0,88.0,1.8
21,2014-04-01,[ 00:21 ],0,311,11.0,88.0,1.8
22,2014-04-01,[ 00:22 ],0,311,11.0,88.0,1.8
23,2014-04-01,[ 00:23 ],0,320,11.0,88.0,1.8
24,2014-04-01,[ 00:24 ],0,376,11.0,88.0,1.8
25,2014-04-01,[ 00:25 ],0,379,11.0,88.0,1.8
26,2014-04-01,[ 00:26 ],0,376,11.0,88.0,1.8
27,2014-04-01,[ 00:27 ],0,376,11.0,88.0,1.8
28,2014-04-01,[ 00:28 ],0,380,11.0,88.0,1.8
29,2014-04-01,[ 00:29 ],0,380,11.0,88.0,1.8
30,2014-04-01,[ 00:30 ],0,379,11.0,88.0,1.8
31,2014-04-01,[ 00:31 ],0,380,11.033,87.8,1.8
32,2014-04-01,[ 00:32 ],0,372,11.067,87.6,1.8
33,2014-04-01,[ 00:33 ],0,380,11.1,87.4,1.8
34,2014-04-01,[ 00:34 ],0,376,11.133,87.2,1.8
35,2014-04-01,[ 00:35 ],0,385,11.167,87.0,1.8
36,2014-04-01,[ 00:36 ],0,382,11.2,86.8,1.8
37,2014-04-01,[ 00:37 ],0,378,11.233,86.6,1.8
38,2014-04-01,[ 00:38 ],0,380,11.267,86.4,1.8
39,2014-04-01,[ 00:39 ],0,383,11.3,86.2,1.8
40,2014-04-01,[ 00:40 ],0,377,11.333,86.0,1.8
41,2014-04-01,[ 00:41 ],0,374,11.367,85.8,1.8
42,2014-04-01,[ 00:42 ],0,374,11.4,85.6,1.8
43,2014-04-01,[ 00:43 ],0,376,11.433,85.4,1.8
44,2014-04-01,[ 00:44 ],0,380,11.467,85.2,1.8
45,2014-04-01,[ 00:45 ],0,386,11.5,85.0,1.8
46,2014-04-01,[ 00:46 ],0,382,11.533,84.8,1.8
47,2014-04-01,[ 00:47 ],0,376,11.567,84.6,1.8
48,2014-04-01,[ 00:48 ],0,376,11.6,84.4,1.8
49,2014-04-01,[ 00:49 ],0,376,11.633,84.2,1.8
50,2014-04-01,[ 00:50 ],0,385,11.667,84.0,1.8
51,2014-04-01,[ 00:51 ],0,376,11.7,83.8,1.8
52,2014-04-01,[ 00:52 ],0,378,11.733,83.6,1.8
53,2014-04-01,[ 00:53 ],0,377,11.767,83.4,1.8
54,2014-04-01,[ 00:54 ],0,374,11.8,83.2,1.8
55,2014-04-01,[ 00:55 ],0,368,11.833,83.0,1.8
56,2014-04-01,[ 00:56 ],0,262,11.867,82.8,1.8
57,2014-04-01,[ 00:57 ],0,257,11.9,82.6,1.8
58,2014-04-01,[ 00:58 ],0,258,11.933,82.4,1.8
59,2014-04-01,[ 00:59 ],0,350,12.0,82.0,1.8
60,2014-04-01,[ 01:00 ],0,397,12.0,82.0,1.8
61,2014-04-01,[ 01:01 ],0,381,11.967,82.2,1.8
62,2014-04-01,[ 01:02 ],0,379,11.933,82.4,1.8
63,2014-04-01,[ 01:03 ],0,413,11.9,82.6,1.8
64,2014-04-01,[ 01:04 ],0,334,11.867,82.8,1.8
65,2014-04-01,[ 01:05 ],0,342,11.833,83.0,1.8
66,2014-04-01,[ 01:06 ],0,332,11.8,83.2,1.8
67,2014-04-01,[ 01:07 ],0,284,11.767,83.4,1.8
68,2014-04-01,[ 01:08 ],0,287,11.733,83.6,1.8
69,2014-04-01,[ 01:09 ],0,286,11.7,83.8,1.8
70,2014-04-01,[ 01:10 ],0,236,11.667,84.0,1.8
71,2014-04-01,[ 01:11 ],0,235,11.633,84.2,1.8
72,2014-04-01,[ 01:12 ],0,234,11.6,84.4,1.8
73,2014-04-01,[ 01:13 ],0,234,11.567,84.6,1.8
74,2014-04-01,[ 01:14 ],0,234,11.533,84.8,1.8
75,2014-04-01,[ 01:15 ],0,236,11.5,85.0,1.8
76,2014-04-01,[ 01:16 ],0,234,11.467,85.2,1.8
77,2014-04-01,[ 01:17 ],0,232,11.433,85.4,1.8
78,2014-04-01,[ 01:18 ],0,236,11.4,85.6,1.8
79,2014-04-01,[ 01:19 ],0,235,11.367,85.8,1.8
80,2014-04-01,[ 01:20 ],0,235,11.333,86.0,1.8
81,2014-04-01,[ 01:21 ],0,235,11.3,86.2,1.8
82,2014-04-01,[ 01:22 ],0,236,11.267,86.4,1.8
83,2014-04-01,[ 01:23 ],0,249,11.233,86.6,1.8
84,2014-04-01,[ 01:24 ],0,249,11.2,86.8,1.8
85,2014-04-01,[ 01:25 ],0,206,11.167,87.0,1.8
86,2014-04-01,[ 01:26 ],0,206,11.133,87.2,1.8
87,2014-04-01,[ 01:27 ],0,206,11.1,87.4,1.8
88,2014-04-01,[ 01:28 ],0,206,11.067,87.6,1.8
89,2014-04-01,[ 01:29 ],0,206,11.0,88.0,1.8
90,2014-04-01,[ 01:30 ],0,205,11.0,88.0,1.8
91,2014-04-01,[ 01:31 ],0,206,11.0,88.0,1.8
92,2014-04-01,[ 01:32 ],0,204,11.0,88.0,1.8
93,2014-04-01,[ 01:33 ],0,205,11.0,88.0,1.8
94,2014-04-01,[ 01:34 ],0,206,11.0,88.0,1.8
95,2014-04-01,[ 01:35 ],0,203,11.0,88.0,1.8
96,2014-04-01,[ 01:36 ],0,249,11.0,88.0,1.8
97,2014-04-01,[ 01:37 ],0,242,11.0,88.0,1.8
98,2014-04-01,[ 01:38 ],0,248,11.0,88.0,1.8
99,2014-04-01,[ 01:39 ],0,247,11.0,88.0,1.8
100,2014-04-01,[ 01:40 ],0,243,11.0,88.0,1.8
