,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2014-01-01,[ 00:00 ],1,570,9.0,76.0,1.9
1,2014-01-01,[ 00:01 ],1,603,8.967,76.167,1.9
2,2014-01-01,[ 00:02 ],1,579,8.933,76.333,1.9
3,2014-01-01,[ 00:03 ],1,576,8.9,76.5,1.9
4,2014-01-01,[ 00:04 ],1,602,8.867,76.667,1.9
5,2014-01-01,[ 00:05 ],1,588,8.833,76.833,1.9
6,2014-01-01,[ 00:06 ],1,578,8.8,77.0,1.9
7,2014-01-01,[ 00:07 ],1,586,8.767,77.167,1.9
8,2014-01-01,[ 00:08 ],1,583,8.733,77.333,1.9
9,2014-01-01,[ 00:09 ],1,581,8.7,77.5,1.9
10,2014-01-01,[ 00:10 ],1,603,8.667,77.667,1.9
11,2014-01-01,[ 00:11 ],1,570,8.633,77.833,1.9
12,2014-01-01,[ 00:12 ],1,578,8.6,78.0,1.9
13,2014-01-01,[ 00:13 ],1,576,8.567,78.167,1.9
14,2014-01-01,[ 00:14 ],1,602,8.533,78.333,1.9
15,2014-01-01,[ 00:15 ],1,596,8.5,78.5,1.9
16,2014-01-01,[ 00:16 ],1,596,8.467,78.667,1.9
17,2014-01-01,[ 00:17 ],1,592,8.433,78.833,1.9
18,2014-01-01,[ 00:18 ],1,586,8.4,79.0,1.9
19,2014-01-01,[ 00:19 ],1,581,8.367,79.167,1.9
20,2014-01-01,[ 00:20 ],1,594,8.333,79.333,1.9
21,2014-01-01,[ 00:21 ],1,589,8.3,79.5,1.9
22,2014-01-01,[ 00:22 ],1,588,8.267,79.667,1.9
23,2014-01-01,[ 00:23 ],1,590,8.233,79.833,1.9
24,2014-01-01,[ 00:24 ],1,599,8.2,80.0,1.9
25,2014-01-01,[ 00:25 ],1,594,8.167,80.167,1.9
26,2014-01-01,[ 00:26 ],1,577,8.133,80.333,1.9
27,2014-01-01,[ 00:27 ],1,570,8.1,80.5,1.9
28,2014-01-01,[ 00:28 ],1,581,8.067,80.667,1.9
29,2014-01-01,[ 00:29 ],1,568,8.0,81.0,1.9
30,2014-01-01,[ 00:30 ],1,575,8.0,76.0,1.9
31,2014-01-01,[ 00:31 ],1,592,8.0,75.833,1.9
32,2014-01-01,[ 00:32 ],1,586,8.0,75.667,1.9
33,2014-01-01,[ 00:33 ],1,574,8.0,75.5,1.9
34,2014-01-01,[ 00:34 ],1,471,8.0,75.333,1.9
35,2014-01-01,[ 00:35 ],1,472,8.0,75.167,1.9
36,2014-01-01,[ 00:36 ],1,475,8.0,75.0,1.9
37,2014-01-01,[ 00:37 ],1,475,8.0,74.833,1.9
38,2014-01-01,[ 00:38 ],1,401,8.0,74.667,1.9
39,2014-01-01,[ 00:39 ],1,404,8.0,74.5,1.9
40,2014-01-01,[ 00:40 ],1,404,8.0,74.333,1.9
41,2014-01-01,[ 00:41 ],1,401,8.0,74.167,1.9
42,2014-01-01,[ 00:42 ],1,621,8.0,74.0,1.9
43,2014-01-01,[ 00:43 ],1,625,8.0,73.833,1.9
44,2014-01-01,[ 00:44 ],1,631,8.0,73.667,1.9
45,2014-01-01,[ 00:45 ],1,629,8.0,73.5,1.9
46,2014-01-01,[ 00:46 ],1,631,8.0,73.333,1.9
47,2014-01-01,[ 00:47 ],1,629,8.0,73.167,1.9
48,2014-01-01,[ 00:48 ],1,632,8.0,73.0,1.9
49,2014-01-01,[ 00:49 ],1,625,8.0,72.833,1.9
50,2014-01-01,[ 00:50 ],1,631,8.0,72.667,1.9
51,2014-01-01,[ 00:51 ],1,625,8.0,72.5,1.9
52,2014-01-01,[ 00:52 ],1,627,8.0,72.333,1.9
53,2014-01-01,[ 00:53 ],1,632,8.0,72.167,1.9
54,2014-01-01,[ 00:54 ],1,653,8.0,72.0,1.9
55,2014-01-01,[ 00:55 ],1,656,8.0,71.833,1.9
56,2014-01-01,[ 00:56 ],1,415,8.0,71.667,1.9
57,2014-01-01,[ 00:57 ],1,420,8.0,71.5,1.9
58,2014-01-01,[ 00:58 ],1,426,8.0,71.333,1.9
59,2014-01-01,[ 00:59 ],1,424,8.0,76.0,1.9
60,2014-01-01,[ 01:00 ],1,426,8.0,76.0,1.9
61,2014-01-01,[ 01:01 ],1,427,7.967,76.167,1.9
62,2014-01-01,[ 01:02 ],1,403,7.933,76.333,1.9
63,2014-01-01,[ 01:03 ],1,403,7.9,76.5,1.9
64,2014-01-01,[ 01:04 ],1,401,7.867,76.667,1.9
65,2014-01-01,[ 01:05 ],1,397,7.833,76.833,1.9
66,2014-01-01,[ 01:06 ],1,437,7.8,77.0,1.9
67,2014-01-01,[ 01:07 ],1,558,7.767,77.167,1.9
68,2014-01-01,[ 01:08 ],1,551,7.733,77.333,1.9
69,2014-01-01,[ 01:09 ],1,523,7.7,77.5,1.9
70,2014-01-01,[ 01:10 ],1,541,7.667,77.667,1.9
71,2014-01-01,[ 01:11 ],1,654,7.633,77.833,1.9
72,2014-01-01,[ 01:12 ],1,653,7.6,78.0,1.9
73,2014-01-01,[ 01:13 ],1,654,7.567,78.167,1.9
74,2014-01-01,[ 01:14 ],1,653,7.533,78.333,1.9
75,2014-01-01,[ 01:15 ],1,644,7.5,78.5,1.9
76,2014-01-01,[ 01:16 ],1,647,7.467,78.667,1.9
77,2014-01-01,[ 01:17 ],1,655,7.433,78.833,1.9
78,2014-01-01,[ 01:18 ],1,654,7.4,79.0,1.9
79,2014-01-01,[ 01:19 ],1,649,7.367,79.167,1.9
80,2014-01-01,[ 01:20 ],1,649,7.333,79.333,1.9
81,2014-01-01,[ 01:21 ],1,666,7.3,79.5,1.9
82,2014-01-01,[ 01:22 ],1,651,7.267,79.667,1.9
83,2014-01-01,[ 01:23 ],1,644,7.233,79.833,1.9
84,2014-01-01,[ 01:24 ],1,647,7.2,80.0,1.9
85,2014-01-01,[ 01:25 ],1,552,7.167,80.167,1.9
86,2014-01-01,[ 01:26 ],1,464,7.133,80.333,1.9
87,2014-01-01,[ 01:27 ],1,458,7.1,80.5,1.9
88,2014-01-01,[ 01:28 ],1,462,7.067,80.667,1.9
89,2014-01-01,[ 01:29 ],1,467,7.0,81.0,1.9
90,2014-01-01,[ 01:30 ],1,469,7.0,87.0,1.9
91,2014-01-01,[ 01:31 ],1,389,7.0,87.2,1.9
92,2014-01-01,[ 01:32 ],1,420,7.0,87.4,1.9
93,2014-01-01,[ 01:33 ],1,513,7.0,87.6,1.9
94,2014-01-01,[ 01:34 ],1,483,7.0,87.8,1.9
95,2014-01-01,[ 01:35 ],1,485,7.0,88.0,1.9
96,2014-01-01,[ 01:36 ],1,482,7.0,88.2,1.9
97,2014-01-01,[ 01:37 ],1,483,7.0,88.4,1.9
98,2014-01-01,[ 01:38 ],1,490,7.0,88.6,1.9
99,2014-01-01,[ 01:39 ],1,481,7.0,88.8,1.9
100,2014-01-01,[ 01:40 ],1,483,7.0,89.0,1.9
101,2014-01-01,[ 01:41 ],1,462,7.0,89.2,1.9
102,2014-01-01,[ 01:42 ],1,382,7.0,89.4,1.9
103,2014-01-01,[ 01:43 ],1,385,7.0,89.6,1.9
104,2014-01-01,[ 01:44 ],1,369,7.0,89.8,1.9
105,2014-01-01,[ 01:45 ],1,370,7.0,90.0,1.9
106,2014-01-01,[ 01:46 ],1,368,7.0,90.2,1.9
107,2014-01-01,[ 01:47 ],1,342,7.0,90.4,1.9
108,2014-01-01,[ 01:48 ],1,377,7.0,90.6,1.9
109,2014-01-01,[ 01:49 ],1,264,7.0,90.8,1.9
110,2014-01-01,[ 01:50 ],1,2636,7.0,91.0,1.9
111,2014-01-01,[ 01:51 ],1,2666,7.0,91.2,1.9
112,2014-01-01,[ 01:52 ],1,2657,7.0,91.4,1.9
113,2014-01-01,[ 01:53 ],1,2662,7.0,91.6,1.9
114,2014-01-01,[ 01:54 ],1,2740,7.0,91.8,1.9
115,2014-01-01,[ 01:55 ],1,2734,7.0,92.0,1.9
116,2014-01-01,[ 01:56 ],1,2739,7.0,92.2,1.9
117,2014-01-01,[ 01:57 ],1,2743,7.0,92.4,1.9
118,2014-01-01,[ 01:58 ],1,2762,7.0,92.6,1.9
119,2014-01-01,[ 01:59 ],1,2716,7.0,87.0,1.9
120,2014-01-01,[ 02:00 ],1,2729,7.0,87.0,1.9
121,2014-01-01,[ 02:01 ],1,2849,7.033,86.8,1.9
122,2014-01-01,[ 02:02 ],1,2824,7.067,86.6,1.9
123,2014-01-01,[ 02:03 ],1,495,7.1,86.4,1.9
124,2014-01-01,[ 02:04 ],1,503,7.133,86.2,1.9
125,2014-01-01,[ 02:05 ],1,526,7.167,86.0,1.9
126,2014-01-01,[ 02:06 ],1,532,7.2,85.8,1.9
127,2014-01-01,[ 02:07 ],1,532,7.233,85.6,1.9
128,2014-01-01,[ 02:08 ],1,531,7.267,85.4,1.9
129,2014-01-01,[ 02:09 ],1,529,7.3,85.2,1.9
130,2014-01-01,[ 02:10 ],1,523,7.333,85.0,1.9
131,2014-01-01,[ 02:11 ],1,519,7.367,84.8,1.9
132,2014-01-01,[ 02:12 ],1,525,7.4,84.6,1.9
133,2014-01-01,[ 02:13 ],1,508,7.433,84.4,1.9
134,2014-01-01,[ 02:14 ],1,509,7.467,84.2,1.9
135,2014-01-01,[ 02:15 ],1,493,7.5,84.0,1.9
136,2014-01-01,[ 02:16 ],1,486,7.533,83.8,1.9
137,2014-01-01,[ 02:17 ],1,474,7.567,83.6,1.9
138,2014-01-01,[ 02:18 ],1,482,7.6,83.4,1.9
139,2014-01-01,[ 02:19 ],1,481,7.633,83.2,1.9
140,2014-01-01,[ 02:20 ],1,481,7.667,83.0,1.9
141,2014-01-01,[ 02:21 ],1,481,7.7,82.8,1.9
142,2014-01-01,[ 02:22 ],1,482,7.733,82.6,1.9
143,2014-01-01,[ 02:23 ],1,480,7.767,82.4,1.9
144,2014-01-01,[ 02:24 ],1,481,7.8,82.2,1.9
145,2014-01-01,[ 02:25 ],1,482,7.833,82.0,1.9
146,2014-01-01,[ 02:26 ],1,481,7.867,81.8,1.9
147,2014-01-01,[ 02:27 ],1,479,7.9,81.6,1.9
148,2014-01-01,[ 02:28 ],1,505,7.933,81.4,1.9
149,2014-01-01,[ 02:29 ],1,498,8.0,81.0,1.9
150,2014-01-01,[ 02:30 ],1,402,8.0,81.0,1.9
151,2014-01-01,[ 02:31 ],1,404,8.0,81.0,1.9
152,2014-01-01,[ 02:32 ],1,403,8.0,81.0,1.9
153,2014-01-01,[ 02:33 ],1,403,8.0,81.0,1.9
154,2014-01-01,[ 02:34 ],1,386,8.0,81.0,1.9
155,2014-01-01,[ 02:35 ],1,386,8.0,81.0,1.9
156,2014-01-01,[ 02:36 ],1,386,8.0,81.0,1.9
157,2014-01-01,[ 02:37 ],1,386,8.0,81.0,1.9
158,2014-01-01,[ 02:38 ],1,404,8.0,81.0,1.9
159,2014-01-01,[ 02:39 ],1,401,8.0,81.0,1.9
160,2014-01-01,[ 02:40 ],1,400,8.0,81.0,1.9
161,2014-01-01,[ 02:41 ],1,401,8.0,81.0,1.9
162,2014-01-01,[ 02:42 ],1,411,8.0,81.0,1.9
163,2014-01-01,[ 02:43 ],1,397,8.0,81.0,1.9
164,2014-01-01,[ 02:44 ],1,379,8.0,81.0,1.9
165,2014-01-01,[ 02:45 ],1,374,8.0,81.0,1.9
166,2014-01-01,[ 02:46 ],1,372,8.0,81.0,1.9
167,2014-01-01,[ 02:47 ],1,378,8.0,81.0,1.9
168,2014-01-01,[ 02:48 ],1,335,8.0,81.0,1.9
169,2014-01-01,[ 02:49 ],1,339,8.0,81.0,1.9
170,2014-01-01,[ 02:50 ],1,332,8.0,81.0,1.9
171,2014-01-01,[ 02:51 ],1,336,8.0,81.0,1.9
172,2014-01-01,[ 02:52 ],1,339,8.0,81.0,1.9
173,2014-01-01,[ 02:53 ],1,336,8.0,81.0,1.9
174,2014-01-01,[ 02:54 ],1,350,8.0,81.0,1.9
175,2014-01-01,[ 02:55 ],1,249,8.0,81.0,1.9
176,2014-01-01,[ 02:56 ],1,2616,8.0,81.0,1.9
177,2014-01-01,[ 02:57 ],1,2615,8.0,81.0,1.9
178,2014-01-01,[ 02:58 ],1,2617,8.0,81.0,1.9
179,2014-01-01,[ 02:59 ],1,2577,8.0,81.0,1.9
180,2014-01-01,[ 03:00 ],1,2594,8.0,81.0,1.9
181,2014-01-01,[ 03:01 ],1,4831,8.0,81.0,1.9
182,2014-01-01,[ 03:02 ],1,2728,8.0,81.0,1.9
183,2014-01-01,[ 03:03 ],1,2701,8.0,81.0,1.9
184,2014-01-01,[ 03:04 ],1,2692,8.0,81.0,1.9
185,2014-01-01,[ 03:05 ],1,2694,8.0,81.0,1.9
186,2014-01-01,[ 03:06 ],1,2694,8.0,81.0,1.9
187,2014-01-01,[ 03:07 ],1,2676,8.0,81.0,1.9
188,2014-01-01,[ 03:08 ],1,2661,8.0,81.0,1.9
189,2014-01-01,[ 03:09 ],1,2662,8.0,81.0,1.9
190,2014-01-01,[ 03:10 ],1,2683,8.0,81.0,1.9
191,2014-01-01,[ 03:11 ],1,2697,8.0,81.0,1.9
192,2014-01-01,[ 03:12 ],1,2659,8.0,81.0,1.9
193,2014-01-01,[ 03:13 ],1,2601,8.0,81.0,1.9
