,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2014-05-01,[ 00:00 ],0,221,11.0,82.0,1.5
1,2014-05-01,[ 00:01 ],0,212,10.967,82.167,1.5
2,2014-05-01,[ 00:02 ],0,214,10.933,82.333,1.5
3,2014-05-01,[ 00:03 ],0,217,10.9,82.5,1.5
4,2014-05-01,[ 00:04 ],0,218,10.867,82.667,1.5
5,2014-05-01,[ 00:05 ],0,216,10.833,82.833,1.5
6,2014-05-01,[ 00:06 ],0,217,10.8,83.0,1.5
7,2014-05-01,[ 00:07 ],0,216,10.767,83.167,1.5
8,2014-05-01,[ 00:08 ],0,216,10.733,83.333,1.5
9,2014-05-01,[ 00:09 ],0,215,10.7,83.5,1.5
10,2014-05-01,[ 00:10 ],0,214,10.667,83.667,1.5
11,2014-05-01,[ 00:11 ],0,216,10.633,83.833,1.5
12,2014-05-01,[ 00:12 ],0,213,10.6,84.0,1.5
13,2014-05-01,[ 00:13 ],0,216,10.567,84.167,1.5
14,2014-05-01,[ 00:14 ],0,218,10.533,84.333,1.5
15,2014-05-01,[ 00:15 ],0,214,10.5,84.5,1.5
16,2014-05-01,[ 00:16 ],0,213,10.467,84.667,1.5
17,2014-05-01,[ 00:17 ],0,214,10.433,84.833,1.5
18,2014-05-01,[ 00:18 ],0,214,10.4,85.0,1.5
19,2014-05-01,[ 00:19 ],0,214,10.367,85.167,1.5
20,2014-05-01,[ 00:20 ],0,213,10.333,85.333,1.5
21,2014-05-01,[ 00:21 ],0,214,10.3,85.5,1.5
22,2014-05-01,[ 00:22 ],0,214,10.267,85.667,1.5
23,2014-05-01,[ 00:23 ],0,225,10.233,85.833,1.5
24,2014-05-01,[ 00:24 ],0,225,10.2,86.0,1.5
25,2014-05-01,[ 00:25 ],0,243,10.167,86.167,1.5
26,2014-05-01,[ 00:26 ],0,259,10.133,86.333,1.5
27,2014-05-01,[ 00:27 ],0,243,10.1,86.5,1.5
28,2014-05-01,[ 00:28 ],0,229,10.067,86.667,1.5
29,2014-05-01,[ 00:29 ],0,228,10.0,87.0,1.5
30,2014-05-01,[ 00:30 ],0,227,10.0,87.0,1.5
31,2014-05-01,[ 00:31 ],0,227,10.033,86.833,1.5
32,2014-05-01,[ 00:32 ],0,231,10.067,86.667,1.5
33,2014-05-01,[ 00:33 ],0,226,10.1,86.5,1.5
34,2014-05-01,[ 00:34 ],0,225,10.133,86.333,1.5
35,2014-05-01,[ 00:35 ],0,166,10.167,86.167,1.5
36,2014-05-01,[ 00:36 ],0,163,10.2,86.0,1.5
37,2014-05-01,[ 00:37 ],0,163,10.233,85.833,1.5
38,2014-05-01,[ 00:38 ],0,163,10.267,85.667,1.5
39,2014-05-01,[ 00:39 ],0,163,10.3,85.5,1.5
40,2014-05-01,[ 00:40 ],0,163,10.333,85.333,1.5
41,2014-05-01,[ 00:41 ],0,163,10.367,85.167,1.5
42,2014-05-01,[ 00:42 ],0,163,10.4,85.0,1.5
43,2014-05-01,[ 00:43 ],0,165,10.433,84.833,1.5
44,2014-05-01,[ 00:44 ],0,165,10.467,84.667,1.5
45,2014-05-01,[ 00:45 ],0,163,10.5,84.5,1.5
46,2014-05-01,[ 00:46 ],0,165,10.533,84.333,1.5
47,2014-05-01,[ 00:47 ],0,174,10.567,84.167,1.5
48,2014-05-01,[ 00:48 ],0,177,10.6,84.0,1.5
49,2014-05-01,[ 00:49 ],0,173,10.633,83.833,1.5
50,2014-05-01,[ 00:50 ],0,163,10.667,83.667,1.5
51,2014-05-01,[ 00:51 ],0,166,10.7,83.5,1.5
52,2014-05-01,[ 00:52 ],0,163,10.733,83.333,1.5
53,2014-05-01,[ 00:53 ],0,166,10.767,83.167,1.5
54,2014-05-01,[ 00:54 ],0,167,10.8,83.0,1.5
55,2014-05-01,[ 00:55 ],0,167,10.833,82.833,1.5
56,2014-05-01,[ 00:56 ],0,166,10.867,82.667,1.5
57,2014-05-01,[ 00:57 ],0,166,10.9,82.5,1.5
58,2014-05-01,[ 00:58 ],0,161,10.933,82.333,1.5
59,2014-05-01,[ 00:59 ],0,159,11.0,82.0,1.5
60,2014-05-01,[ 01:00 ],0,159,11.0,82.0,1.5
61,2014-05-01,[ 01:01 ],0,159,11.0,82.0,1.5
62,2014-05-01,[ 01:02 ],0,166,11.0,82.0,1.5
63,2014-05-01,[ 01:03 ],0,163,11.0,82.0,1.5
64,2014-05-01,[ 01:04 ],0,158,11.0,82.0,1.5
65,2014-05-01,[ 01:05 ],0,159,11.0,82.0,1.5
66,2014-05-01,[ 01:06 ],0,158,11.0,82.0,1.5
67,2014-05-01,[ 01:07 ],0,156,11.0,82.0,1.5
68,2014-05-01,[ 01:08 ],0,163,11.0,82.0,1.5
69,2014-05-01,[ 01:09 ],0,167,11.0,82.0,1.5
70,2014-05-01,[ 01:10 ],0,167,11.0,82.0,1.5
71,2014-05-01,[ 01:11 ],0,166,11.0,82.0,1.5
72,2014-05-01,[ 01:12 ],0,163,11.0,82.0,1.5
73,2014-05-01,[ 01:13 ],0,157,11.0,82.0,1.5
74,2014-05-01,[ 01:14 ],0,158,11.0,82.0,1.5
75,2014-05-01,[ 01:15 ],0,157,11.0,82.0,1.5
76,2014-05-01,[ 01:16 ],0,156,11.0,82.0,1.5
77,2014-05-01,[ 01:17 ],0,157,11.0,82.0,1.5
78,2014-05-01,[ 01:18 ],0,226,11.0,82.0,1.5
79,2014-05-01,[ 01:19 ],0,213,11.0,82.0,1.5
80,2014-05-01,[ 01:20 ],0,215,11.0,82.0,1.5
81,2014-05-01,[ 01:21 ],0,215,11.0,82.0,1.5
82,2014-05-01,[ 01:22 ],0,213,11.0,82.0,1.5
83,2014-05-01,[ 01:23 ],0,211,11.0,82.0,1.5
84,2014-05-01,[ 01:24 ],0,214,11.0,82.0,1.5
85,2014-05-01,[ 01:25 ],0,210,11.0,82.0,1.5
86,2014-05-01,[ 01:26 ],0,210,11.0,82.0,1.5
87,2014-05-01,[ 01:27 ],0,210,11.0,82.0,1.5
88,2014-05-01,[ 01:28 ],0,206,11.0,82.0,1.5
89,2014-05-01,[ 01:29 ],0,206,11.0,82.0,1.5
90,2014-05-01,[ 01:30 ],0,156,11.0,82.0,1.5
91,2014-05-01,[ 01:31 ],0,156,11.0,82.0,1.5
92,2014-05-01,[ 01:32 ],0,156,11.0,82.0,1.5
93,2014-05-01,[ 01:33 ],0,157,11.0,82.0,1.5
94,2014-05-01,[ 01:34 ],0,158,11.0,82.0,1.5
95,2014-05-01,[ 01:35 ],0,158,11.0,82.0,1.5
96,2014-05-01,[ 01:36 ],0,159,11.0,82.0,1.5
97,2014-05-01,[ 01:37 ],0,159,11.0,82.0,1.5
98,2014-05-01,[ 01:38 ],0,158,11.0,82.0,1.5
99,2014-05-01,[ 01:39 ],0,157,11.0,82.0,1.5
100,2014-05-01,[ 01:40 ],0,159,11.0,82.0,1.5
101,2014-05-01,[ 01:41 ],0,158,11.0,82.0,1.5
102,2014-05-01,[ 01:42 ],0,158,11.0,82.0,1.5
103,2014-05-01,[ 01:43 ],0,158,11.0,82.0,1.5
104,2014-05-01,[ 01:44 ],0,158,11.0,82.0,1.5
105,2014-05-01,[ 01:45 ],0,156,11.0,82.0,1.5
106,2014-05-01,[ 01:46 ],0,156,11.0,82.0,1.5
107,2014-05-01,[ 01:47 ],0,156,11.0,82.0,1.5
108,2014-05-01,[ 01:48 ],0,156,11.0,82.0,1.5
109,2014-05-01,[ 01:49 ],0,156,11.0,82.0,1.5
110,2014-05-01,[ 01:50 ],0,156,11.0,82.0,1.5
111,2014-05-01,[ 01:51 ],0,155,11.0,82.0,1.5
112,2014-05-01,[ 01:52 ],0,363,11.0,82.0,1.5
113,2014-05-01,[ 01:53 ],0,364,11.0,82.0,1.5
114,2014-05-01,[ 01:54 ],0,365,11.0,82.0,1.5
115,2014-05-01,[ 01:55 ],0,365,11.0,82.0,1.5
116,2014-05-01,[ 01:56 ],0,365,11.0,82.0,1.5
117,2014-05-01,[ 01:57 ],0,364,11.0,82.0,1.5
118,2014-05-01,[ 01:58 ],0,365,11.0,82.0,1.5
119,2014-05-01,[ 01:59 ],0,364,11.0,82.0,1.5
120,2014-05-01,[ 02:00 ],0,366,11.0,82.0,1.5
121,2014-05-01,[ 02:01 ],0,366,11.0,82.0,1.5
122,2014-05-01,[ 02:02 ],0,358,11.0,82.0,1.5
123,2014-05-01,[ 02:03 ],0,364,11.0,82.0,1.5
124,2014-05-01,[ 02:04 ],0,363,11.0,82.0,1.5
125,2014-05-01,[ 02:05 ],0,157,11.0,82.0,1.5
126,2014-05-01,[ 02:06 ],0,155,11.0,82.0,1.5
127,2014-05-01,[ 02:07 ],0,156,11.0,82.0,1.5
128,2014-05-01,[ 02:08 ],0,156,11.0,82.0,1.5
129,2014-05-01,[ 02:09 ],0,156,11.0,82.0,1.5
