,Year-Month-Date,Time,Holiday,Watt,Temp('C),Humidity(%),CPI
0,2014-07-01,[ 00:00 ],0,217,15.0,72.0,1.6
1,2014-07-01,[ 00:01 ],0,217,15.0,72.0,1.6
2,2014-07-01,[ 00:02 ],0,221,15.0,72.0,1.6
3,2014-07-01,[ 00:03 ],0,221,15.0,72.0,1.6
4,2014-07-01,[ 00:04 ],0,219,15.0,72.0,1.6
5,2014-07-01,[ 00:05 ],0,219,15.0,72.0,1.6
6,2014-07-01,[ 00:06 ],0,218,15.0,72.0,1.6
7,2014-07-01,[ 00:07 ],0,217,15.0,72.0,1.6
8,2014-07-01,[ 00:08 ],0,218,15.0,72.0,1.6
9,2014-07-01,[ 00:09 ],0,218,15.0,72.0,1.6
10,2014-07-01,[ 00:10 ],0,215,15.0,72.0,1.6
11,2014-07-01,[ 00:11 ],0,156,15.0,72.0,1.6
12,2014-07-01,[ 00:12 ],0,157,15.0,72.0,1.6
13,2014-07-01,[ 00:13 ],0,158,15.0,72.0,1.6
14,2014-07-01,[ 00:14 ],0,158,15.0,72.0,1.6
15,2014-07-01,[ 00:15 ],0,158,15.0,72.0,1.6
16,2014-07-01,[ 00:16 ],0,157,15.0,72.0,1.6
17,2014-07-01,[ 00:17 ],0,162,15.0,72.0,1.6
18,2014-07-01,[ 00:18 ],0,159,15.0,72.0,1.6
19,2014-07-01,[ 00:19 ],0,159,15.0,72.0,1.6
20,2014-07-01,[ 00:20 ],0,160,15.0,72.0,1.6
21,2014-07-01,[ 00:21 ],0,157,15.0,72.0,1.6
22,2014-07-01,[ 00:22 ],0,159,15.0,72.0,1.6
23,2014-07-01,[ 00:23 ],0,159,15.0,72.0,1.6
24,2014-07-01,[ 00:24 ],0,158,15.0,72.0,1.6
25,2014-07-01,[ 00:25 ],0,157,15.0,72.0,1.6
26,2014-07-01,[ 00:26 ],0,159,15.0,72.0,1.6
27,2014-07-01,[ 00:27 ],0,159,15.0,72.0,1.6
28,2014-07-01,[ 00:28 ],0,159,15.0,72.0,1.6
29,2014-07-01,[ 00:29 ],0,157,15.0,72.0,1.6
30,2014-07-01,[ 00:30 ],0,156,15.0,72.0,1.6
31,2014-07-01,[ 00:31 ],0,158,15.0,72.0,1.6
32,2014-07-01,[ 00:32 ],0,157,15.0,72.0,1.6
33,2014-07-01,[ 00:33 ],0,156,15.0,72.0,1.6
34,2014-07-01,[ 00:34 ],0,157,15.0,72.0,1.6
35,2014-07-01,[ 00:35 ],0,156,15.0,72.0,1.6
36,2014-07-01,[ 00:36 ],0,156,15.0,72.0,1.6
37,2014-07-01,[ 00:37 ],0,158,15.0,72.0,1.6
38,2014-07-01,[ 00:38 ],0,157,15.0,72.0,1.6
39,2014-07-01,[ 00:39 ],0,159,15.0,72.0,1.6
40,2014-07-01,[ 00:40 ],0,159,15.0,72.0,1.6
41,2014-07-01,[ 00:41 ],0,228,15.0,72.0,1.6
42,2014-07-01,[ 00:42 ],0,222,15.0,72.0,1.6
43,2014-07-01,[ 00:43 ],0,219,15.0,72.0,1.6
44,2014-07-01,[ 00:44 ],0,216,15.0,72.0,1.6
45,2014-07-01,[ 00:45 ],0,218,15.0,72.0,1.6
46,2014-07-01,[ 00:46 ],0,214,15.0,72.0,1.6
47,2014-07-01,[ 00:47 ],0,216,15.0,72.0,1.6
48,2014-07-01,[ 00:48 ],0,214,15.0,72.0,1.6
49,2014-07-01,[ 00:49 ],0,214,15.0,72.0,1.6
50,2014-07-01,[ 00:50 ],0,212,15.0,72.0,1.6
51,2014-07-01,[ 00:51 ],0,214,15.0,72.0,1.6
52,2014-07-01,[ 00:52 ],0,213,15.0,72.0,1.6
53,2014-07-01,[ 00:53 ],0,156,15.0,72.0,1.6
54,2014-07-01,[ 00:54 ],0,156,15.0,72.0,1.6
55,2014-07-01,[ 00:55 ],0,156,15.0,72.0,1.6
56,2014-07-01,[ 00:56 ],0,160,15.0,72.0,1.6
57,2014-07-01,[ 00:57 ],0,160,15.0,72.0,1.6
58,2014-07-01,[ 00:58 ],0,160,15.0,72.0,1.6
59,2014-07-01,[ 00:59 ],0,158,15.0,72.0,1.6
60,2014-07-01,[ 01:00 ],0,163,15.0,72.0,1.6
61,2014-07-01,[ 01:01 ],0,161,14.967,72.167,1.6
62,2014-07-01,[ 01:02 ],0,161,14.933,72.333,1.6
63,2014-07-01,[ 01:03 ],0,160,14.9,72.5,1.6
64,2014-07-01,[ 01:04 ],0,159,14.867,72.667,1.6
65,2014-07-01,[ 01:05 ],0,158,14.833,72.833,1.6
66,2014-07-01,[ 01:06 ],0,160,14.8,73.0,1.6
67,2014-07-01,[ 01:07 ],0,159,14.767,73.167,1.6
68,2014-07-01,[ 01:08 ],0,159,14.733,73.333,1.6
69,2014-07-01,[ 01:09 ],0,156,14.7,73.5,1.6
70,2014-07-01,[ 01:10 ],0,158,14.667,73.667,1.6
71,2014-07-01,[ 01:11 ],0,157,14.633,73.833,1.6
72,2014-07-01,[ 01:12 ],0,158,14.6,74.0,1.6
73,2014-07-01,[ 01:13 ],0,157,14.567,74.167,1.6
74,2014-07-01,[ 01:14 ],0,157,14.533,74.333,1.6
75,2014-07-01,[ 01:15 ],0,158,14.5,74.5,1.6
76,2014-07-01,[ 01:16 ],0,159,14.467,74.667,1.6
77,2014-07-01,[ 01:17 ],0,158,14.433,74.833,1.6
78,2014-07-01,[ 01:18 ],0,214,14.4,75.0,1.6
79,2014-07-01,[ 01:19 ],0,213,14.367,75.167,1.6
80,2014-07-01,[ 01:20 ],0,212,14.333,75.333,1.6
81,2014-07-01,[ 01:21 ],0,213,14.3,75.5,1.6
82,2014-07-01,[ 01:22 ],0,214,14.267,75.667,1.6
83,2014-07-01,[ 01:23 ],0,215,14.233,75.833,1.6
84,2014-07-01,[ 01:24 ],0,215,14.2,76.0,1.6
85,2014-07-01,[ 01:25 ],0,215,14.167,76.167,1.6
86,2014-07-01,[ 01:26 ],0,216,14.133,76.333,1.6
87,2014-07-01,[ 01:27 ],0,212,14.1,76.5,1.6
88,2014-07-01,[ 01:28 ],0,212,14.067,76.667,1.6
89,2014-07-01,[ 01:29 ],0,213,14.0,77.0,1.6
90,2014-07-01,[ 01:30 ],0,214,14.0,77.0,1.6
91,2014-07-01,[ 01:31 ],0,213,14.0,77.0,1.6
92,2014-07-01,[ 01:32 ],0,213,14.0,77.0,1.6
93,2014-07-01,[ 01:33 ],0,214,14.0,77.0,1.6
94,2014-07-01,[ 01:34 ],0,215,14.0,77.0,1.6
95,2014-07-01,[ 01:35 ],0,214,14.0,77.0,1.6
96,2014-07-01,[ 01:36 ],0,214,14.0,77.0,1.6
