,Year,Month,Day,Seq,Temp,°C
0,2015,1,1,0,6.0,℃
1,2015,1,1,1,6.0,℃
2,2015,1,1,2,7.0,℃
3,2015,1,1,3,7.0,℃
4,2015,1,1,4,7.5,℃
5,2015,1,1,5,8.0,℃
6,2015,1,1,6,8.0,℃
7,2015,1,1,7,8.5,℃
8,2015,1,1,8,8.0,℃
9,2015,1,1,9,8.5,℃
10,2015,1,1,10,9.0,℃
11,2015,1,1,11,9.0,℃
12,2015,1,1,12,9.0,℃
13,2015,1,1,13,9.0,℃
14,2015,1,1,14,9.5,℃
15,2015,1,1,15,10.0,℃
16,2015,1,1,16,10.0,℃
17,2015,1,1,17,10.5,℃
18,2015,1,1,18,10.5,℃
19,2015,1,1,19,11.0,℃
20,2015,1,1,20,11.0,℃
21,2015,1,1,21,11.0,℃
22,2015,1,1,22,11.5,℃
23,2015,1,1,23,12.5,℃
24,2015,1,2,0,6.0,℃
25,2015,1,2,1,6.0,℃
26,2015,1,2,2,7.0,℃
27,2015,1,2,3,7.0,℃
28,2015,1,2,4,7.5,℃
29,2015,1,2,5,8.0,℃
30,2015,1,2,6,8.0,℃
31,2015,1,2,7,8.5,℃
32,2015,1,2,8,8.0,℃
33,2015,1,2,9,8.5,℃
34,2015,1,2,10,9.0,℃
35,2015,1,2,11,9.0,℃
36,2015,1,2,12,9.0,℃
37,2015,1,2,13,9.0,℃
38,2015,1,2,14,9.5,℃
39,2015,1,2,15,10.0,℃
40,2015,1,2,16,10.0,℃
41,2015,1,2,17,10.5,℃
42,2015,1,2,18,10.5,℃
43,2015,1,2,19,11.0,℃
44,2015,1,2,20,11.0,℃
45,2015,1,2,21,11.0,℃
46,2015,1,2,22,11.5,℃
47,2015,1,2,23,12.5,℃
48,2015,1,3,0,6.0,℃
49,2015,1,3,1,6.0,℃
50,2015,1,3,2,7.0,℃
51,2015,1,3,3,7.0,℃
52,2015,1,3,4,7.5,℃
53,2015,1,3,5,8.0,℃
54,2015,1,3,6,8.0,℃
55,2015,1,3,7,8.5,℃
56,2015,1,3,8,8.0,℃
57,2015,1,3,9,8.5,℃
58,2015,1,3,10,9.0,℃
59,2015,1,3,11,9.0,℃
60,2015,1,3,12,9.0,℃
61,2015,1,3,13,9.0,℃
62,2015,1,3,14,9.5,℃
63,2015,1,3,15,10.0,℃
64,2015,1,3,16,10.0,℃
65,2015,1,3,17,10.5,℃
66,2015,1,3,18,10.5,℃
67,2015,1,3,19,11.0,℃
68,2015,1,3,20,11.0,℃
69,2015,1,3,21,11.0,℃
70,2015,1,3,22,11.5,℃
71,2015,1,3,23,12.5,℃
72,2015,1,4,0,6.0,℃
73,2015,1,4,1,6.0,℃
74,2015,1,4,2,7.0,℃
75,2015,1,4,3,7.0,℃
76,2015,1,4,4,7.5,℃
77,2015,1,4,5,8.0,℃
78,2015,1,4,6,8.0,℃
79,2015,1,4,7,8.5,℃
80,2015,1,4,8,8.0,℃
81,2015,1,4,9,8.5,℃
82,2015,1,4,10,9.0,℃
83,2015,1,4,11,9.0,℃
84,2015,1,4,12,9.0,℃
85,2015,1,4,13,9.0,℃
86,2015,1,4,14,9.5,℃
87,2015,1,4,15,10.0,℃
88,2015,1,4,16,10.0,℃
89,2015,1,4,17,10.5,℃
90,2015,1,4,18,10.5,℃
91,2015,1,4,19,11.0,℃
92,2015,1,4,20,11.0,℃
93,2015,1,4,21,11.0,℃
94,2015,1,4,22,11.5,℃
95,2015,1,4,23,12.5,℃
96,2015,1,5,0,6.0,℃
97,2015,1,5,1,6.0,℃
98,2015,1,5,2,7.0,℃
99,2015,1,5,3,7.0,℃
100,2015,1,5,4,7.5,℃
101,2015,1,5,5,8.0,℃
102,2015,1,5,6,8.0,℃
103,2015,1,5,7,8.5,℃
104,2015,1,5,8,8.0,℃
105,2015,1,5,9,8.5,℃
106,2015,1,5,10,9.0,℃
107,2015,1,5,11,9.0,℃
108,2015,1,5,12,9.0,℃
109,2015,1,5,13,9.0,℃
110,2015,1,5,14,9.5,℃
111,2015,1,5,15,10.0,℃
112,2015,1,5,16,10.0,℃
113,2015,1,5,17,10.5,℃
114,2015,1,5,18,10.5,℃
115,2015,1,5,19,11.0,℃
116,2015,1,5,20,11.0,℃
117,2015,1,5,21,11.0,℃
118,2015,1,5,22,11.5,℃
119,2015,1,5,23,12.5,℃
120,2015,1,6,0,6.0,℃
121,2015,1,6,1,6.0,℃
122,2015,1,6,2,7.0,℃
123,2015,1,6,3,7.0,℃
124,2015,1,6,4,7.5,℃
125,2015,1,6,5,8.0,℃
126,2015,1,6,6,8.0,℃
127,2015,1,6,7,8.5,℃
128,2015,1,6,8,8.0,℃
129,2015,1,6,9,8.5,℃
130,2015,1,6,10,9.0,℃
131,2015,1,6,11,9.0,℃
132,2015,1,6,12,9.0,℃
133,2015,1,6,13,9.0,℃
134,2015,1,6,14,9.5,℃
135,2015,1,6,15,10.0,℃
136,2015,1,6,16,10.0,℃
137,2015,1,6,17,10.5,℃
138,2015,1,6,18,10.5,℃
139,2015,1,6,19,11.0,℃
140,2015,1,6,20,11.0,℃
141,2015,1,6,21,11.0,℃
142,2015,1,6,22,11.5,℃
143,2015,1,6,23,12.5,℃
144,2015,1,7,0,6.0,℃
145,2015,1,7,1,6.0,℃
146,2015,1,7,2,7.0,℃
147,2015,1,7,3,7.0,℃
148,2015,1,7,4,7.5,℃
149,2015,1,7,5,8.0,℃
150,2015,1,7,6,8.0,℃
151,2015,1,7,7,8.5,℃
152,2015,1,7,8,8.0,℃
153,2015,1,7,9,8.5,℃
154,2015,1,7,10,9.0,℃
155,2015,1,7,11,9.0,℃
156,2015,1,7,12,9.0,℃
157,2015,1,7,13,9.0,℃
158,2015,1,7,14,9.5,℃
159,2015,1,7,15,10.0,℃
160,2015,1,7,16,10.0,℃
161,2015,1,7,17,10.5,℃
162,2015,1,7,18,10.5,℃
163,2015,1,7,19,11.0,℃
164,2015,1,7,20,11.0,℃
165,2015,1,7,21,11.0,℃
166,2015,1,7,22,11.5,℃
167,2015,1,7,23,12.5,℃
168,2015,1,8,0,6.0,℃
169,2015,1,8,1,6.0,℃
170,2015,1,8,2,7.0,℃
171,2015,1,8,3,7.0,℃
172,2015,1,8,4,7.5,℃
173,2015,1,8,5,8.0,℃
174,2015,1,8,6,8.0,℃
175,2015,1,8,7,8.5,℃
176,2015,1,8,8,8.0,℃
177,2015,1,8,9,8.5,℃
178,2015,1,8,10,9.0,℃
179,2015,1,8,11,9.0,℃
180,2015,1,8,12,9.0,℃
181,2015,1,8,13,9.0,℃
182,2015,1,8,14,9.5,℃
183,2015,1,8,15,10.0,℃
184,2015,1,8,16,10.0,℃
185,2015,1,8,17,10.5,℃
186,2015,1,8,18,10.5,℃
187,2015,1,8,19,11.0,℃
188,2015,1,8,20,11.0,℃
189,2015,1,8,21,11.0,℃
190,2015,1,8,22,11.5,℃
191,2015,1,8,23,12.5,℃
192,2015,1,9,0,6.0,℃
193,2015,1,9,1,6.0,℃
194,2015,1,9,2,7.0,℃
195,2015,1,9,3,7.0,℃
196,2015,1,9,4,7.5,℃
197,2015,1,9,5,8.0,℃
198,2015,1,9,6,8.0,℃
199,2015,1,9,7,8.5,℃
200,2015,1,9,8,8.0,℃
201,2015,1,9,9,8.5,℃
202,2015,1,9,10,9.0,℃
203,2015,1,9,11,9.0,℃
204,2015,1,9,12,9.0,℃
205,2015,1,9,13,9.0,℃
206,2015,1,9,14,9.5,℃
207,2015,1,9,15,10.0,℃
208,2015,1,9,16,10.0,℃
209,2015,1,9,17,10.5,℃
210,2015,1,9,18,10.5,℃
211,2015,1,9,19,11.0,℃
212,2015,1,9,20,11.0,℃
213,2015,1,9,21,11.0,℃
214,2015,1,9,22,11.5,℃
215,2015,1,9,23,12.5,℃
216,2015,1,10,0,6.0,℃
217,2015,1,10,1,6.0,℃
218,2015,1,10,2,7.0,℃
219,2015,1,10,3,7.0,℃
220,2015,1,10,4,7.5,℃
221,2015,1,10,5,8.0,℃
222,2015,1,10,6,8.0,℃
223,2015,1,10,7,8.5,℃
224,2015,1,10,8,8.0,℃
225,2015,1,10,9,8.5,℃
226,2015,1,10,10,9.0,℃
227,2015,1,10,11,9.0,℃
228,2015,1,10,12,9.0,℃
229,2015,1,10,13,9.0,℃
230,2015,1,10,14,9.5,℃
231,2015,1,10,15,10.0,℃
232,2015,1,10,16,10.0,℃
233,2015,1,10,17,10.5,℃
234,2015,1,10,18,10.5,℃
235,2015,1,10,19,11.0,℃
236,2015,1,10,20,11.0,℃
237,2015,1,10,21,11.0,℃
238,2015,1,10,22,11.5,℃
239,2015,1,10,23,12.5,℃
240,2015,1,11,0,6.0,℃
241,2015,1,11,1,6.0,℃
242,2015,1,11,2,7.0,℃
243,2015,1,11,3,7.0,℃
244,2015,1,11,4,7.5,℃
245,2015,1,11,5,8.0,℃
246,2015,1,11,6,8.0,℃
247,2015,1,11,7,8.5,℃
248,2015,1,11,8,8.0,℃
249,2015,1,11,9,8.5,℃
250,2015,1,11,10,9.0,℃
251,2015,1,11,11,9.0,℃
252,2015,1,11,12,9.0,℃
253,2015,1,11,13,9.0,℃
254,2015,1,11,14,9.5,℃
255,2015,1,11,15,10.0,℃
256,2015,1,11,16,10.0,℃
257,2015,1,11,17,10.5,℃
258,2015,1,11,18,10.5,℃
259,2015,1,11,19,11.0,℃
260,2015,1,11,20,11.0,℃
261,2015,1,11,21,11.0,℃
262,2015,1,11,22,11.5,℃
263,2015,1,11,23,12.5,℃
264,2015,1,12,0,6.0,℃
265,2015,1,12,1,6.0,℃
266,2015,1,12,2,7.0,℃
267,2015,1,12,3,7.0,℃
268,2015,1,12,4,7.5,℃
269,2015,1,12,5,8.0,℃
270,2015,1,12,6,8.0,℃
271,2015,1,12,7,8.5,℃
272,2015,1,12,8,8.0,℃
273,2015,1,12,9,8.5,℃
274,2015,1,12,10,9.0,℃
275,2015,1,12,11,9.0,℃
276,2015,1,12,12,9.0,℃
277,2015,1,12,13,9.0,℃
278,2015,1,12,14,9.5,℃
279,2015,1,12,15,10.0,℃
280,2015,1,12,16,10.0,℃
281,2015,1,12,17,10.5,℃
282,2015,1,12,18,10.5,℃
283,2015,1,12,19,11.0,℃
284,2015,1,12,20,11.0,℃
285,2015,1,12,21,11.0,℃
286,2015,1,12,22,11.5,℃
287,2015,1,12,23,12.5,℃
288,2015,1,13,0,6.0,℃
289,2015,1,13,1,6.0,℃
290,2015,1,13,2,7.0,℃
291,2015,1,13,3,7.0,℃
292,2015,1,13,4,7.5,℃
293,2015,1,13,5,8.0,℃
294,2015,1,13,6,8.0,℃
295,2015,1,13,7,8.5,℃
296,2015,1,13,8,8.0,℃
297,2015,1,13,9,8.5,℃
298,2015,1,13,10,9.0,℃
299,2015,1,13,11,9.0,℃
300,2015,1,13,12,9.0,℃
301,2015,1,13,13,9.0,℃
302,2015,1,13,14,9.5,℃
303,2015,1,13,15,10.0,℃
304,2015,1,13,16,10.0,℃
305,2015,1,13,17,10.5,℃
306,2015,1,13,18,10.5,℃
307,2015,1,13,19,11.0,℃
308,2015,1,13,20,11.0,℃
309,2015,1,13,21,11.0,℃
310,2015,1,13,22,11.5,℃
311,2015,1,13,23,12.5,℃
312,2015,1,14,0,6.0,℃
313,2015,1,14,1,6.0,℃
314,2015,1,14,2,7.0,℃
315,2015,1,14,3,7.0,℃
316,2015,1,14,4,7.5,℃
317,2015,1,14,5,8.0,℃
318,2015,1,14,6,8.0,℃
319,2015,1,14,7,8.5,℃
320,2015,1,14,8,8.0,℃
321,2015,1,14,9,8.5,℃
322,2015,1,14,10,9.0,℃
323,2015,1,14,11,9.0,℃
324,2015,1,14,12,9.0,℃
325,2015,1,14,13,9.0,℃
326,2015,1,14,14,9.5,℃
327,2015,1,14,15,10.0,℃
328,2015,1,14,16,10.0,℃
329,2015,1,14,17,10.5,℃
330,2015,1,14,18,10.5,℃
331,2015,1,14,19,11.0,℃
332,2015,1,14,20,11.0,℃
333,2015,1,14,21,11.0,℃
334,2015,1,14,22,11.5,℃
335,2015,1,14,23,12.5,℃
336,2015,1,15,0,6.0,℃
337,2015,1,15,1,6.0,℃
338,2015,1,15,2,7.0,℃
339,2015,1,15,3,7.0,℃
340,2015,1,15,4,7.5,℃
341,2015,1,15,5,8.0,℃
342,2015,1,15,6,8.0,℃
343,2015,1,15,7,8.5,℃
344,2015,1,15,8,8.0,℃
345,2015,1,15,9,8.5,℃
346,2015,1,15,10,9.0,℃
347,2015,1,15,11,9.0,℃
348,2015,1,15,12,9.0,℃
349,2015,1,15,13,9.0,℃
350,2015,1,15,14,9.5,℃
351,2015,1,15,15,10.0,℃
352,2015,1,15,16,10.0,℃
353,2015,1,15,17,10.5,℃
354,2015,1,15,18,10.5,℃
355,2015,1,15,19,11.0,℃
356,2015,1,15,20,11.0,℃
357,2015,1,15,21,11.0,℃
358,2015,1,15,22,11.5,℃
359,2015,1,15,23,12.5,℃
360,2015,1,16,0,6.0,℃
361,2015,1,16,1,6.0,℃
362,2015,1,16,2,7.0,℃
363,2015,1,16,3,7.0,℃
364,2015,1,16,4,7.5,℃
365,2015,1,16,5,8.0,℃
366,2015,1,16,6,8.0,℃
367,2015,1,16,7,8.5,℃
368,2015,1,16,8,8.0,℃
369,2015,1,16,9,8.5,℃
370,2015,1,16,10,9.0,℃
371,2015,1,16,11,9.0,℃
372,2015,1,16,12,9.0,℃
373,2015,1,16,13,9.0,℃
374,2015,1,16,14,9.5,℃
375,2015,1,16,15,10.0,℃
376,2015,1,16,16,10.0,℃
377,2015,1,16,17,10.5,℃
378,2015,1,16,18,10.5,℃
379,2015,1,16,19,11.0,℃
380,2015,1,16,20,11.0,℃
381,2015,1,16,21,11.0,℃
382,2015,1,16,22,11.5,℃
383,2015,1,16,23,12.5,℃
384,2015,1,17,0,6.0,℃
385,2015,1,17,1,6.0,℃
386,2015,1,17,2,7.0,℃
387,2015,1,17,3,7.0,℃
388,2015,1,17,4,7.5,℃
389,2015,1,17,5,8.0,℃
390,2015,1,17,6,8.0,℃
391,2015,1,17,7,8.5,℃
392,2015,1,17,8,8.0,℃
393,2015,1,17,9,8.5,℃
394,2015,1,17,10,9.0,℃
395,2015,1,17,11,9.0,℃
396,2015,1,17,12,9.0,℃
397,2015,1,17,13,9.0,℃
398,2015,1,17,14,9.5,℃
399,2015,1,17,15,10.0,℃
400,2015,1,17,16,10.0,℃
401,2015,1,17,17,10.5,℃
402,2015,1,17,18,10.5,℃
403,2015,1,17,19,11.0,℃
404,2015,1,17,20,11.0,℃
405,2015,1,17,21,11.0,℃
406,2015,1,17,22,11.5,℃
407,2015,1,17,23,12.5,℃
408,2015,1,18,0,6.0,℃
409,2015,1,18,1,6.0,℃
410,2015,1,18,2,7.0,℃
411,2015,1,18,3,7.0,℃
412,2015,1,18,4,7.5,℃
413,2015,1,18,5,8.0,℃
414,2015,1,18,6,8.0,℃
415,2015,1,18,7,8.5,℃
416,2015,1,18,8,8.0,℃
417,2015,1,18,9,8.5,℃
418,2015,1,18,10,9.0,℃
419,2015,1,18,11,9.0,℃
420,2015,1,18,12,9.0,℃
421,2015,1,18,13,9.0,℃
422,2015,1,18,14,9.5,℃
423,2015,1,18,15,10.0,℃
