,Year,Month,Day,Seq,Temp,°C
0,2013,11,1,0,13.0,℃
1,2013,11,1,1,13.0,℃
2,2013,11,1,2,13.5,℃
3,2013,11,1,3,14.0,℃
4,2013,11,1,4,14.0,℃
5,2013,11,1,5,13.0,℃
6,2013,11,1,6,13.0,℃
7,2013,11,1,7,13.0,℃
8,2013,11,1,8,13.0,℃
9,2013,11,1,9,13.0,℃
10,2013,11,1,10,13.5,℃
11,2013,11,1,11,14.0,℃
12,2013,11,1,12,14.0,℃
13,2013,11,1,13,15.0,℃
14,2013,11,1,14,15.0,℃
15,2013,11,1,15,14.5,℃
16,2013,11,1,16,14.0,℃
17,2013,11,1,17,13.0,℃
18,2013,11,1,18,13.0,℃
19,2013,11,1,19,13.0,℃
20,2013,11,1,20,12.0,℃
21,2013,11,1,21,12.0,℃
22,2013,11,1,22,12.0,℃
23,2013,11,1,23,12.0,℃
24,2013,11,2,0,13.0,℃
25,2013,11,2,1,13.0,℃
26,2013,11,2,2,13.5,℃
27,2013,11,2,3,14.0,℃
28,2013,11,2,4,14.0,℃
29,2013,11,2,5,13.0,℃
30,2013,11,2,6,13.0,℃
31,2013,11,2,7,13.0,℃
32,2013,11,2,8,13.0,℃
33,2013,11,2,9,13.0,℃
34,2013,11,2,10,13.5,℃
35,2013,11,2,11,14.0,℃
36,2013,11,2,12,14.0,℃
37,2013,11,2,13,15.0,℃
38,2013,11,2,14,15.0,℃
39,2013,11,2,15,14.5,℃
40,2013,11,2,16,14.0,℃
41,2013,11,2,17,13.0,℃
42,2013,11,2,18,13.0,℃
43,2013,11,2,19,13.0,℃
44,2013,11,2,20,12.0,℃
45,2013,11,2,21,12.0,℃
46,2013,11,2,22,12.0,℃
47,2013,11,2,23,12.0,℃
48,2013,11,3,0,13.0,℃
49,2013,11,3,1,13.0,℃
50,2013,11,3,2,13.5,℃
51,2013,11,3,3,14.0,℃
52,2013,11,3,4,14.0,℃
53,2013,11,3,5,13.0,℃
54,2013,11,3,6,13.0,℃
55,2013,11,3,7,13.0,℃
56,2013,11,3,8,13.0,℃
57,2013,11,3,9,13.0,℃
58,2013,11,3,10,13.5,℃
59,2013,11,3,11,14.0,℃
60,2013,11,3,12,14.0,℃
61,2013,11,3,13,15.0,℃
62,2013,11,3,14,15.0,℃
63,2013,11,3,15,14.5,℃
64,2013,11,3,16,14.0,℃
65,2013,11,3,17,13.0,℃
66,2013,11,3,18,13.0,℃
67,2013,11,3,19,13.0,℃
68,2013,11,3,20,12.0,℃
69,2013,11,3,21,12.0,℃
70,2013,11,3,22,12.0,℃
71,2013,11,3,23,12.0,℃
72,2013,11,4,0,13.0,℃
73,2013,11,4,1,13.0,℃
74,2013,11,4,2,13.5,℃
75,2013,11,4,3,14.0,℃
76,2013,11,4,4,14.0,℃
77,2013,11,4,5,13.0,℃
78,2013,11,4,6,13.0,℃
79,2013,11,4,7,13.0,℃
80,2013,11,4,8,13.0,℃
81,2013,11,4,9,13.0,℃
82,2013,11,4,10,13.5,℃
83,2013,11,4,11,14.0,℃
84,2013,11,4,12,14.0,℃
85,2013,11,4,13,15.0,℃
86,2013,11,4,14,15.0,℃
87,2013,11,4,15,14.5,℃
88,2013,11,4,16,14.0,℃
89,2013,11,4,17,13.0,℃
90,2013,11,4,18,13.0,℃
91,2013,11,4,19,13.0,℃
92,2013,11,4,20,12.0,℃
93,2013,11,4,21,12.0,℃
94,2013,11,4,22,12.0,℃
95,2013,11,4,23,12.0,℃
96,2013,11,5,0,13.0,℃
97,2013,11,5,1,13.0,℃
98,2013,11,5,2,13.5,℃
99,2013,11,5,3,14.0,℃
100,2013,11,5,4,14.0,℃
101,2013,11,5,5,13.0,℃
102,2013,11,5,6,13.0,℃
103,2013,11,5,7,13.0,℃
104,2013,11,5,8,13.0,℃
105,2013,11,5,9,13.0,℃
106,2013,11,5,10,13.5,℃
107,2013,11,5,11,14.0,℃
108,2013,11,5,12,14.0,℃
109,2013,11,5,13,15.0,℃
110,2013,11,5,14,15.0,℃
111,2013,11,5,15,14.5,℃
112,2013,11,5,16,14.0,℃
113,2013,11,5,17,13.0,℃
114,2013,11,5,18,13.0,℃
115,2013,11,5,19,13.0,℃
116,2013,11,5,20,12.0,℃
117,2013,11,5,21,12.0,℃
118,2013,11,5,22,12.0,℃
119,2013,11,5,23,12.0,℃
120,2013,11,6,0,13.0,℃
121,2013,11,6,1,13.0,℃
122,2013,11,6,2,13.5,℃
123,2013,11,6,3,14.0,℃
