,Year,Month,Day,Seq,Temp,°C
0,2013,7,1,0,15.0,℃
1,2013,7,1,1,14.0,℃
2,2013,7,1,2,14.5,℃
3,2013,7,1,3,15.0,℃
4,2013,7,1,4,14.5,℃
5,2013,7,1,5,15.0,℃
6,2013,7,1,6,15.5,℃
7,2013,7,1,7,16.0,℃
8,2013,7,1,8,16.5,℃
9,2013,7,1,9,17.5,℃
10,2013,7,1,10,18.5,℃
11,2013,7,1,11,20.0,℃
12,2013,7,1,12,20.0,℃
13,2013,7,1,13,20.5,℃
14,2013,7,1,14,20.0,℃
15,2013,7,1,15,21.0,℃
16,2013,7,1,16,20.5,℃
17,2013,7,1,17,19.5,℃
18,2013,7,1,18,19.0,℃
19,2013,7,1,19,19.0,℃
20,2013,7,1,20,18.0,℃
21,2013,7,1,21,17.0,℃
22,2013,7,1,22,17.0,℃
23,2013,7,1,23,17.0,℃
24,2013,7,2,0,15.0,℃
25,2013,7,2,1,14.0,℃
26,2013,7,2,2,14.5,℃
27,2013,7,2,3,15.0,℃
28,2013,7,2,4,14.5,℃
29,2013,7,2,5,15.0,℃
30,2013,7,2,6,15.5,℃
31,2013,7,2,7,16.0,℃
32,2013,7,2,8,16.5,℃
33,2013,7,2,9,17.5,℃
34,2013,7,2,10,18.5,℃
35,2013,7,2,11,20.0,℃
36,2013,7,2,12,20.0,℃
37,2013,7,2,13,20.5,℃
38,2013,7,2,14,20.0,℃
39,2013,7,2,15,21.0,℃
40,2013,7,2,16,20.5,℃
41,2013,7,2,17,19.5,℃
42,2013,7,2,18,19.0,℃
43,2013,7,2,19,19.0,℃
44,2013,7,2,20,18.0,℃
45,2013,7,2,21,17.0,℃
46,2013,7,2,22,17.0,℃
47,2013,7,2,23,17.0,℃
48,2013,7,3,0,15.0,℃
49,2013,7,3,1,14.0,℃
50,2013,7,3,2,14.5,℃
51,2013,7,3,3,15.0,℃
52,2013,7,3,4,14.5,℃
53,2013,7,3,5,15.0,℃
54,2013,7,3,6,15.5,℃
55,2013,7,3,7,16.0,℃
56,2013,7,3,8,16.5,℃
57,2013,7,3,9,17.5,℃
58,2013,7,3,10,18.5,℃
59,2013,7,3,11,20.0,℃
60,2013,7,3,12,20.0,℃
61,2013,7,3,13,20.5,℃
62,2013,7,3,14,20.0,℃
63,2013,7,3,15,21.0,℃
64,2013,7,3,16,20.5,℃
65,2013,7,3,17,19.5,℃
66,2013,7,3,18,19.0,℃
67,2013,7,3,19,19.0,℃
68,2013,7,3,20,18.0,℃
69,2013,7,3,21,17.0,℃
70,2013,7,3,22,17.0,℃
71,2013,7,3,23,17.0,℃
72,2013,7,4,0,15.0,℃
73,2013,7,4,1,14.0,℃
74,2013,7,4,2,14.5,℃
75,2013,7,4,3,15.0,℃
76,2013,7,4,4,14.5,℃
77,2013,7,4,5,15.0,℃
78,2013,7,4,6,15.5,℃
79,2013,7,4,7,16.0,℃
80,2013,7,4,8,16.5,℃
81,2013,7,4,9,17.5,℃
82,2013,7,4,10,18.5,℃
83,2013,7,4,11,20.0,℃
84,2013,7,4,12,20.0,℃
85,2013,7,4,13,20.5,℃
86,2013,7,4,14,20.0,℃
87,2013,7,4,15,21.0,℃
88,2013,7,4,16,20.5,℃
89,2013,7,4,17,19.5,℃
90,2013,7,4,18,19.0,℃
91,2013,7,4,19,19.0,℃
92,2013,7,4,20,18.0,℃
93,2013,7,4,21,17.0,℃
94,2013,7,4,22,17.0,℃
95,2013,7,4,23,17.0,℃
96,2013,7,5,0,15.0,℃
97,2013,7,5,1,14.0,℃
98,2013,7,5,2,14.5,℃
99,2013,7,5,3,15.0,℃
100,2013,7,5,4,14.5,℃
101,2013,7,5,5,15.0,℃
102,2013,7,5,6,15.5,℃
103,2013,7,5,7,16.0,℃
104,2013,7,5,8,16.5,℃
105,2013,7,5,9,17.5,℃
106,2013,7,5,10,18.5,℃
107,2013,7,5,11,20.0,℃
108,2013,7,5,12,20.0,℃
109,2013,7,5,13,20.5,℃
110,2013,7,5,14,20.0,℃
111,2013,7,5,15,21.0,℃
112,2013,7,5,16,20.5,℃
113,2013,7,5,17,19.5,℃
114,2013,7,5,18,19.0,℃
115,2013,7,5,19,19.0,℃
116,2013,7,5,20,18.0,℃
117,2013,7,5,21,17.0,℃
118,2013,7,5,22,17.0,℃
119,2013,7,5,23,17.0,℃
120,2013,7,6,0,15.0,℃
121,2013,7,6,1,14.0,℃
122,2013,7,6,2,14.5,℃
123,2013,7,6,3,15.0,℃
124,2013,7,6,4,14.5,℃
125,2013,7,6,5,15.0,℃
