,Year,Month,Day,Seq,Temp,°C
0,2016,12,1,0,3.0,℃
1,2016,12,1,1,2.5,℃
2,2016,12,1,2,2.0,℃
3,2016,12,1,3,2.0,℃
4,2016,12,1,4,2.0,℃
5,2016,12,1,5,2.0,℃
6,2016,12,1,6,2.0,℃
7,2016,12,1,7,1.5,℃
8,2016,12,1,8,2.0,℃
9,2016,12,1,9,2.0,℃
10,2016,12,1,10,3.5,℃
11,2016,12,1,11,4.0,℃
12,2016,12,1,12,5.0,℃
13,2016,12,1,13,6.5,℃
14,2016,12,1,14,7.5,℃
15,2016,12,1,15,8.0,℃
16,2016,12,1,16,8.0,℃
17,2016,12,1,17,7.5,℃
18,2016,12,1,18,7.0,℃
19,2016,12,1,19,6.0,℃
20,2016,12,1,20,5.5,℃
21,2016,12,1,21,5.0,℃
22,2016,12,1,22,5.0,℃
23,2016,12,1,23,5.0,℃
24,2016,12,2,0,3.0,℃
25,2016,12,2,1,2.5,℃
26,2016,12,2,2,2.0,℃
27,2016,12,2,3,2.0,℃
28,2016,12,2,4,2.0,℃
29,2016,12,2,5,2.0,℃
30,2016,12,2,6,2.0,℃
31,2016,12,2,7,1.5,℃
32,2016,12,2,8,2.0,℃
33,2016,12,2,9,2.0,℃
34,2016,12,2,10,3.5,℃
35,2016,12,2,11,4.0,℃
36,2016,12,2,12,5.0,℃
37,2016,12,2,13,6.5,℃
38,2016,12,2,14,7.5,℃
39,2016,12,2,15,8.0,℃
40,2016,12,2,16,8.0,℃
41,2016,12,2,17,7.5,℃
42,2016,12,2,18,7.0,℃
43,2016,12,2,19,6.0,℃
44,2016,12,2,20,5.5,℃
45,2016,12,2,21,5.0,℃
46,2016,12,2,22,5.0,℃
47,2016,12,2,23,5.0,℃
48,2016,12,3,0,3.0,℃
49,2016,12,3,1,2.5,℃
50,2016,12,3,2,2.0,℃
51,2016,12,3,3,2.0,℃
52,2016,12,3,4,2.0,℃
53,2016,12,3,5,2.0,℃
54,2016,12,3,6,2.0,℃
55,2016,12,3,7,1.5,℃
56,2016,12,3,8,2.0,℃
57,2016,12,3,9,2.0,℃
58,2016,12,3,10,3.5,℃
59,2016,12,3,11,4.0,℃
60,2016,12,3,12,5.0,℃
61,2016,12,3,13,6.5,℃
62,2016,12,3,14,7.5,℃
63,2016,12,3,15,8.0,℃
64,2016,12,3,16,8.0,℃
65,2016,12,3,17,7.5,℃
66,2016,12,3,18,7.0,℃
67,2016,12,3,19,6.0,℃
68,2016,12,3,20,5.5,℃
69,2016,12,3,21,5.0,℃
70,2016,12,3,22,5.0,℃
71,2016,12,3,23,5.0,℃
72,2016,12,4,0,3.0,℃
73,2016,12,4,1,2.5,℃
74,2016,12,4,2,2.0,℃
75,2016,12,4,3,2.0,℃
76,2016,12,4,4,2.0,℃
77,2016,12,4,5,2.0,℃
78,2016,12,4,6,2.0,℃
79,2016,12,4,7,1.5,℃
80,2016,12,4,8,2.0,℃
81,2016,12,4,9,2.0,℃
82,2016,12,4,10,3.5,℃
83,2016,12,4,11,4.0,℃
84,2016,12,4,12,5.0,℃
85,2016,12,4,13,6.5,℃
86,2016,12,4,14,7.5,℃
87,2016,12,4,15,8.0,℃
88,2016,12,4,16,8.0,℃
89,2016,12,4,17,7.5,℃
90,2016,12,4,18,7.0,℃
91,2016,12,4,19,6.0,℃
92,2016,12,4,20,5.5,℃
93,2016,12,4,21,5.0,℃
94,2016,12,4,22,5.0,℃
95,2016,12,4,23,5.0,℃
96,2016,12,5,0,3.0,℃
97,2016,12,5,1,2.5,℃
98,2016,12,5,2,2.0,℃
99,2016,12,5,3,2.0,℃
100,2016,12,5,4,2.0,℃
101,2016,12,5,5,2.0,℃
102,2016,12,5,6,2.0,℃
103,2016,12,5,7,1.5,℃
104,2016,12,5,8,2.0,℃
105,2016,12,5,9,2.0,℃
106,2016,12,5,10,3.5,℃
107,2016,12,5,11,4.0,℃
108,2016,12,5,12,5.0,℃
109,2016,12,5,13,6.5,℃
110,2016,12,5,14,7.5,℃
111,2016,12,5,15,8.0,℃
112,2016,12,5,16,8.0,℃
113,2016,12,5,17,7.5,℃
114,2016,12,5,18,7.0,℃
115,2016,12,5,19,6.0,℃
116,2016,12,5,20,5.5,℃
117,2016,12,5,21,5.0,℃
118,2016,12,5,22,5.0,℃
119,2016,12,5,23,5.0,℃
120,2016,12,6,0,3.0,℃
121,2016,12,6,1,2.5,℃
122,2016,12,6,2,2.0,℃
123,2016,12,6,3,2.0,℃
124,2016,12,6,4,2.0,℃
125,2016,12,6,5,2.0,℃
126,2016,12,6,6,2.0,℃
127,2016,12,6,7,1.5,℃
128,2016,12,6,8,2.0,℃
129,2016,12,6,9,2.0,℃
130,2016,12,6,10,3.5,℃
131,2016,12,6,11,4.0,℃
132,2016,12,6,12,5.0,℃
133,2016,12,6,13,6.5,℃
134,2016,12,6,14,7.5,℃
135,2016,12,6,15,8.0,℃
136,2016,12,6,16,8.0,℃
137,2016,12,6,17,7.5,℃
138,2016,12,6,18,7.0,℃
139,2016,12,6,19,6.0,℃
140,2016,12,6,20,5.5,℃
141,2016,12,6,21,5.0,℃
142,2016,12,6,22,5.0,℃
143,2016,12,6,23,5.0,℃
144,2016,12,7,0,3.0,℃
145,2016,12,7,1,2.5,℃
146,2016,12,7,2,2.0,℃
147,2016,12,7,3,2.0,℃
148,2016,12,7,4,2.0,℃
149,2016,12,7,5,2.0,℃
150,2016,12,7,6,2.0,℃
151,2016,12,7,7,1.5,℃
152,2016,12,7,8,2.0,℃
153,2016,12,7,9,2.0,℃
