,Year,Month,Day,Seq,Temp,°C
0,2016,9,1,0,17.5,℃
1,2016,9,1,1,17.0,℃
2,2016,9,1,2,16.0,℃
3,2016,9,1,3,16.0,℃
4,2016,9,1,4,15.5,℃
5,2016,9,1,5,15.0,℃
6,2016,9,1,6,15.5,℃
7,2016,9,1,7,16.0,℃
8,2016,9,1,8,17.5,℃
9,2016,9,1,9,18.5,℃
10,2016,9,1,10,20.5,℃
11,2016,9,1,11,21.0,℃
12,2016,9,1,12,21.5,℃
13,2016,9,1,13,22.5,℃
14,2016,9,1,14,23.0,℃
15,2016,9,1,15,24.0,℃
16,2016,9,1,16,24.0,℃
17,2016,9,1,17,23.0,℃
18,2016,9,1,18,23.0,℃
19,2016,9,1,19,21.5,℃
20,2016,9,1,20,19.5,℃
21,2016,9,1,21,19.0,℃
22,2016,9,1,22,18.0,℃
23,2016,9,1,23,18.0,℃
24,2016,9,2,0,17.0,℃
25,2016,9,2,1,16.5,℃
26,2016,9,2,2,16.0,℃
27,2016,9,2,3,16.0,℃
28,2016,9,2,4,16.0,℃
29,2016,9,2,5,16.0,℃
30,2016,9,2,6,16.0,℃
31,2016,9,2,7,17.0,℃
32,2016,9,2,8,18.5,℃
33,2016,9,2,9,19.5,℃
34,2016,9,2,10,20.0,℃
35,2016,9,2,11,20.0,℃
36,2016,9,2,12,21.0,℃
37,2016,9,2,13,21.0,℃
38,2016,9,2,14,20.0,℃
39,2016,9,2,15,19.5,℃
40,2016,9,2,16,19.0,℃
41,2016,9,2,17,19.0,℃
42,2016,9,2,18,18.0,℃
43,2016,9,2,19,18.0,℃
44,2016,9,2,20,18.0,℃
45,2016,9,2,21,18.0,℃
46,2016,9,2,22,17.5,℃
47,2016,9,2,23,18.0,℃
48,2016,9,3,0,17.0,℃
49,2016,9,3,1,16.5,℃
50,2016,9,3,2,16.0,℃
51,2016,9,3,3,15.5,℃
52,2016,9,3,4,15.0,℃
53,2016,9,3,5,14.0,℃
54,2016,9,3,6,14.0,℃
55,2016,9,3,7,15.5,℃
56,2016,9,3,8,17.5,℃
57,2016,9,3,9,19.5,℃
58,2016,9,3,10,20.0,℃
59,2016,9,3,11,20.5,℃
60,2016,9,3,12,20.5,℃
61,2016,9,3,13,20.0,℃
62,2016,9,3,14,20.5,℃
63,2016,9,3,15,21.0,℃
64,2016,9,3,16,19.5,℃
65,2016,9,3,17,17.5,℃
66,2016,9,3,18,18.0,℃
67,2016,9,3,19,18.0,℃
68,2016,9,3,20,18.5,℃
69,2016,9,3,21,19.0,℃
70,2016,9,3,22,19.0,℃
71,2016,9,3,23,19.0,℃
72,2016,9,4,0,19.0,℃
73,2016,9,4,1,19.0,℃
74,2016,9,4,2,19.0,℃
75,2016,9,4,3,19.0,℃
76,2016,9,4,4,18.5,℃
77,2016,9,4,5,17.5,℃
78,2016,9,4,6,17.0,℃
79,2016,9,4,7,17.0,℃
80,2016,9,4,8,18.0,℃
81,2016,9,4,9,18.0,℃
82,2016,9,4,10,19.0,℃
83,2016,9,4,11,19.5,℃
84,2016,9,4,12,19.5,℃
85,2016,9,4,13,20.0,℃
86,2016,9,4,14,20.0,℃
87,2016,9,4,15,20.0,℃
88,2016,9,4,16,20.0,℃
89,2016,9,4,17,20.0,℃
90,2016,9,4,18,20.0,℃
91,2016,9,4,19,19.0,℃
92,2016,9,4,20,19.0,℃
93,2016,9,4,21,18.5,℃
94,2016,9,4,22,18.0,℃
95,2016,9,4,23,18.0,℃
96,2016,9,5,0,17.0,℃
97,2016,9,5,1,16.5,℃
98,2016,9,5,2,16.0,℃
99,2016,9,5,3,16.0,℃
100,2016,9,5,4,16.0,℃
101,2016,9,5,5,15.5,℃
102,2016,9,5,6,15.5,℃
103,2016,9,5,7,15.0,℃
104,2016,9,5,8,16.0,℃
105,2016,9,5,9,16.5,℃
106,2016,9,5,10,17.0,℃
107,2016,9,5,11,18.5,℃
108,2016,9,5,12,19.5,℃
109,2016,9,5,13,21.0,℃
110,2016,9,5,14,22.0,℃
111,2016,9,5,15,22.0,℃
112,2016,9,5,16,22.0,℃
113,2016,9,5,17,23.0,℃
114,2016,9,5,18,23.0,℃
115,2016,9,5,19,22.5,℃
116,2016,9,5,20,22.0,℃
117,2016,9,5,21,22.0,℃
118,2016,9,5,22,22.0,℃
119,2016,9,5,23,22.0,℃
120,2016,9,6,0,22.0,℃
121,2016,9,6,1,21.0,℃
122,2016,9,6,2,21.0,℃
123,2016,9,6,3,21.0,℃
124,2016,9,6,4,21.0,℃
125,2016,9,6,5,21.0,℃
126,2016,9,6,6,21.0,℃
127,2016,9,6,7,21.0,℃
128,2016,9,6,8,21.0,℃
129,2016,9,6,9,22.5,℃
130,2016,9,6,10,23.0,℃
131,2016,9,6,11,23.5,℃
132,2016,9,6,12,23.5,℃
133,2016,9,6,13,23.5,℃
134,2016,9,6,14,23.5,℃
135,2016,9,6,15,24.0,℃
136,2016,9,6,16,24.0,℃
137,2016,9,6,17,24.0,℃
138,2016,9,6,18,23.5,℃
139,2016,9,6,19,23.0,℃
140,2016,9,6,20,22.5,℃
141,2016,9,6,21,21.0,℃
142,2016,9,6,22,20.0,℃
143,2016,9,6,23,20.0,℃
144,2016,9,7,0,20.0,℃
145,2016,9,7,1,20.0,℃
146,2016,9,7,2,19.5,℃
147,2016,9,7,3,19.5,℃
148,2016,9,7,4,19.0,℃
149,2016,9,7,5,20.0,℃
150,2016,9,7,6,19.5,℃
151,2016,9,7,7,20.0,℃
152,2016,9,7,8,20.0,℃
153,2016,9,7,9,21.0,℃
154,2016,9,7,10,22.5,℃
155,2016,9,7,11,24.5,℃
156,2016,9,7,12,26.5,℃
157,2016,9,7,13,27.5,℃
158,2016,9,7,14,27.5,℃
159,2016,9,7,15,28.0,℃
160,2016,9,7,16,28.0,℃
161,2016,9,7,17,27.0,℃
162,2016,9,7,18,25.5,℃
163,2016,9,7,19,24.0,℃
164,2016,9,7,20,22.0,℃
165,2016,9,7,21,21.5,℃
166,2016,9,7,22,19.5,℃
167,2016,9,7,23,19.0,℃
168,2016,9,8,0,17.5,℃
169,2016,9,8,1,17.0,℃
170,2016,9,8,2,17.0,℃
171,2016,9,8,3,17.0,℃
172,2016,9,8,4,17.0,℃
173,2016,9,8,5,18.0,℃
174,2016,9,8,6,18.5,℃
175,2016,9,8,7,20.0,℃
176,2016,9,8,8,21.0,℃
177,2016,9,8,9,21.0,℃
178,2016,9,8,10,22.5,℃
179,2016,9,8,11,23.0,℃
180,2016,9,8,12,23.5,℃
181,2016,9,8,13,23.0,℃
182,2016,9,8,14,24.0,℃
183,2016,9,8,15,23.5,℃
184,2016,9,8,16,23.0,℃
185,2016,9,8,17,23.0,℃
186,2016,9,8,18,22.0,℃
187,2016,9,8,19,20.5,℃
188,2016,9,8,20,19.0,℃
189,2016,9,8,21,18.5,℃
190,2016,9,8,22,17.0,℃
191,2016,9,8,23,17.0,℃
192,2016,9,9,0,16.0,℃
193,2016,9,9,1,16.5,℃
194,2016,9,9,2,17.0,℃
195,2016,9,9,3,17.0,℃
196,2016,9,9,4,17.5,℃
197,2016,9,9,5,18.0,℃
198,2016,9,9,6,18.0,℃
199,2016,9,9,7,18.0,℃
200,2016,9,9,8,19.5,℃
201,2016,9,9,9,20.0,℃
202,2016,9,9,10,20.5,℃
203,2016,9,9,11,21.5,℃
204,2016,9,9,12,21.5,℃
205,2016,9,9,13,21.5,℃
206,2016,9,9,14,22.0,℃
207,2016,9,9,15,22.0,℃
208,2016,9,9,16,21.5,℃
209,2016,9,9,17,22.0,℃
210,2016,9,9,18,21.0,℃
211,2016,9,9,19,21.0,℃
212,2016,9,9,20,20.0,℃
213,2016,9,9,21,19.5,℃
214,2016,9,9,22,19.5,℃
215,2016,9,9,23,19.0,℃
216,2016,9,10,0,19.0,℃
217,2016,9,10,1,19.0,℃
218,2016,9,10,2,19.0,℃
219,2016,9,10,3,18.0,℃
220,2016,9,10,4,19.0,℃
221,2016,9,10,5,19.0,℃
222,2016,9,10,6,19.0,℃
223,2016,9,10,7,19.0,℃
224,2016,9,10,8,20.0,℃
225,2016,9,10,9,20.0,℃
226,2016,9,10,10,21.0,℃
227,2016,9,10,11,21.5,℃
228,2016,9,10,12,20.5,℃
229,2016,9,10,13,20.0,℃
230,2016,9,10,14,20.0,℃
231,2016,9,10,15,20.0,℃
232,2016,9,10,16,19.0,℃
233,2016,9,10,17,19.0,℃
234,2016,9,10,18,18.5,℃
235,2016,9,10,19,18.0,℃
236,2016,9,10,20,18.0,℃
237,2016,9,10,21,18.0,℃
238,2016,9,10,22,17.5,℃
239,2016,9,10,23,17.0,℃
240,2016,9,11,0,15.0,℃
241,2016,9,11,1,15.0,℃
242,2016,9,11,2,14.5,℃
243,2016,9,11,3,13.0,℃
244,2016,9,11,4,12.5,℃
245,2016,9,11,5,12.0,℃
246,2016,9,11,6,12.0,℃
247,2016,9,11,7,12.5,℃
248,2016,9,11,8,15.0,℃
249,2016,9,11,9,16.0,℃
250,2016,9,11,10,18.0,℃
251,2016,9,11,11,19.5,℃
252,2016,9,11,12,20.5,℃
253,2016,9,11,13,21.0,℃
254,2016,9,11,14,21.5,℃
255,2016,9,11,15,22.0,℃
256,2016,9,11,16,22.0,℃
257,2016,9,11,17,21.0,℃
258,2016,9,11,18,19.0,℃
259,2016,9,11,19,18.0,℃
260,2016,9,11,20,17.0,℃
261,2016,9,11,21,16.0,℃
262,2016,9,11,22,16.0,℃
263,2016,9,11,23,16.0,℃
264,2016,9,12,0,15.0,℃
265,2016,9,12,1,14.0,℃
