,DateTime,Seq,Temp,°C
0,2016-11-1,0,10.5,℃
1,2016-11-1,1,10.0,℃
2,2016-11-1,2,10.0,℃
3,2016-11-1,3,9.0,℃
4,2016-11-1,4,9.0,℃
5,2016-11-1,5,9.0,℃
6,2016-11-1,6,8.5,℃
7,2016-11-1,7,9.0,℃
8,2016-11-1,8,9.5,℃
9,2016-11-1,9,10.0,℃
10,2016-11-1,10,10.0,℃
11,2016-11-1,11,11.5,℃
12,2016-11-1,12,12.5,℃
13,2016-11-1,13,13.0,℃
14,2016-11-1,14,13.0,℃
15,2016-11-1,15,12.5,℃
16,2016-11-1,16,12.0,℃
17,2016-11-1,17,12.0,℃
18,2016-11-1,18,11.0,℃
19,2016-11-1,19,11.0,℃
20,2016-11-1,20,10.5,℃
21,2016-11-1,21,10.0,℃
22,2016-11-1,22,10.0,℃
23,2016-11-1,23,9.0,℃
24,2016-11-2,0,8.0,℃
25,2016-11-2,1,7.0,℃
26,2016-11-2,2,6.5,℃
27,2016-11-2,3,6.0,℃
28,2016-11-2,4,6.0,℃
29,2016-11-2,5,6.5,℃
30,2016-11-2,6,7.0,℃
31,2016-11-2,7,6.0,℃
32,2016-11-2,8,7.0,℃
33,2016-11-2,9,8.0,℃
34,2016-11-2,10,8.0,℃
35,2016-11-2,11,9.0,℃
36,2016-11-2,12,10.0,℃
37,2016-11-2,13,10.5,℃
38,2016-11-2,14,11.0,℃
39,2016-11-2,15,11.0,℃
40,2016-11-2,16,10.5,℃
41,2016-11-2,17,9.5,℃
42,2016-11-2,18,9.0,℃
43,2016-11-2,19,8.5,℃
44,2016-11-2,20,8.0,℃
45,2016-11-2,21,7.0,℃
46,2016-11-2,22,7.5,℃
47,2016-11-2,23,6.0,℃
48,2016-11-3,0,6.0,℃
49,2016-11-3,1,5.0,℃
50,2016-11-3,2,5.0,℃
51,2016-11-3,3,5.0,℃
52,2016-11-3,4,5.0,℃
53,2016-11-3,5,4.5,℃
54,2016-11-3,6,4.5,℃
55,2016-11-3,7,4.0,℃
56,2016-11-3,8,4.5,℃
57,2016-11-3,9,5.5,℃
58,2016-11-3,10,7.5,℃
59,2016-11-3,11,9.5,℃
60,2016-11-3,12,10.5,℃
61,2016-11-3,13,11.5,℃
62,2016-11-3,14,11.0,℃
63,2016-11-3,15,11.0,℃
64,2016-11-3,16,11.0,℃
65,2016-11-3,17,10.5,℃
66,2016-11-3,18,10.0,℃
67,2016-11-3,19,10.0,℃
68,2016-11-3,20,10.0,℃
69,2016-11-3,21,9.5,℃
70,2016-11-3,22,9.0,℃
71,2016-11-3,23,9.0,℃
72,2016-11-4,0,8.5,℃
73,2016-11-4,1,8.5,℃
74,2016-11-4,2,9.0,℃
75,2016-11-4,3,9.0,℃
76,2016-11-4,4,9.0,℃
77,2016-11-4,5,9.0,℃
78,2016-11-4,6,9.0,℃
79,2016-11-4,7,9.5,℃
80,2016-11-4,8,10.0,℃
81,2016-11-4,9,10.0,℃
82,2016-11-4,10,11.0,℃
83,2016-11-4,11,11.5,℃
84,2016-11-4,12,12.0,℃
85,2016-11-4,13,11.0,℃
86,2016-11-4,14,11.0,℃
87,2016-11-4,15,10.0,℃
88,2016-11-4,16,9.5,℃
89,2016-11-4,17,9.0,℃
90,2016-11-4,18,9.0,℃
91,2016-11-4,19,9.0,℃
92,2016-11-4,20,9.5,℃
93,2016-11-4,21,8.5,℃
94,2016-11-4,22,8.0,℃
95,2016-11-4,23,7.5,℃
96,2016-11-5,0,7.0,℃
97,2016-11-5,1,6.0,℃
98,2016-11-5,2,5.5,℃
99,2016-11-5,3,5.0,℃
100,2016-11-5,4,5.0,℃
101,2016-11-5,5,5.0,℃
102,2016-11-5,6,6.0,℃
103,2016-11-5,7,6.5,℃
104,2016-11-5,8,6.0,℃
105,2016-11-5,9,7.0,℃
106,2016-11-5,10,7.5,℃
107,2016-11-5,11,8.0,℃
108,2016-11-5,12,9.0,℃
109,2016-11-5,13,9.5,℃
110,2016-11-5,14,10.0,℃
111,2016-11-5,15,9.5,℃
112,2016-11-5,16,9.0,℃
113,2016-11-5,17,8.5,℃
114,2016-11-5,18,8.0,℃
115,2016-11-5,19,7.5,℃
116,2016-11-5,20,7.0,℃
117,2016-11-5,21,6.0,℃
118,2016-11-5,22,6.0,℃
119,2016-11-5,23,5.5,℃
120,2016-11-6,0,5.0,℃
121,2016-11-6,1,5.0,℃
122,2016-11-6,2,4.5,℃
123,2016-11-6,3,4.0,℃
124,2016-11-6,4,4.0,℃
125,2016-11-6,5,4.0,℃
126,2016-11-6,6,4.0,℃
127,2016-11-6,7,3.5,℃
128,2016-11-6,8,4.0,℃
129,2016-11-6,9,5.0,℃
130,2016-11-6,10,5.5,℃
131,2016-11-6,11,7.0,℃
132,2016-11-6,12,7.5,℃
133,2016-11-6,13,7.5,℃
134,2016-11-6,14,8.0,℃
135,2016-11-6,15,7.5,℃
136,2016-11-6,16,5.0,℃
137,2016-11-6,17,5.0,℃
138,2016-11-6,18,6.0,℃
139,2016-11-6,19,6.0,℃
140,2016-11-6,20,6.0,℃
141,2016-11-6,21,6.5,℃
142,2016-11-6,22,7.0,℃
143,2016-11-6,23,7.0,℃
144,2016-11-7,0,7.0,℃
145,2016-11-7,1,7.0,℃
146,2016-11-7,2,7.0,℃
147,2016-11-7,3,7.0,℃
148,2016-11-7,4,7.0,℃
149,2016-11-7,5,6.0,℃
150,2016-11-7,6,6.0,℃
151,2016-11-7,7,6.0,℃
152,2016-11-7,8,6.5,℃
153,2016-11-7,9,7.0,℃
154,2016-11-7,10,8.0,℃
155,2016-11-7,11,8.5,℃
156,2016-11-7,12,8.5,℃
157,2016-11-7,13,9.0,℃
158,2016-11-7,14,8.5,℃
159,2016-11-7,15,8.5,℃
160,2016-11-7,16,8.0,℃
161,2016-11-7,17,8.0,℃
162,2016-11-7,18,6.0,℃
163,2016-11-7,19,6.0,℃
164,2016-11-7,20,5.0,℃
165,2016-11-7,21,5.0,℃
166,2016-11-7,22,5.0,℃
167,2016-11-7,23,4.0,℃
168,2016-11-8,0,4.0,℃
169,2016-11-8,1,3.5,℃
170,2016-11-8,2,3.5,℃
171,2016-11-8,3,3.5,℃
172,2016-11-8,4,3.0,℃
173,2016-11-8,5,3.0,℃
174,2016-11-8,6,3.0,℃
175,2016-11-8,7,3.0,℃
176,2016-11-8,8,3.0,℃
177,2016-11-8,9,3.5,℃
178,2016-11-8,10,4.5,℃
179,2016-11-8,11,6.0,℃
180,2016-11-8,12,6.0,℃
181,2016-11-8,13,6.0,℃
182,2016-11-8,14,7.0,℃
183,2016-11-8,15,6.0,℃
184,2016-11-8,16,6.0,℃
185,2016-11-8,17,6.0,℃
186,2016-11-8,18,6.0,℃
187,2016-11-8,19,6.0,℃
188,2016-11-8,20,5.0,℃
189,2016-11-8,21,5.5,℃
190,2016-11-8,22,5.5,℃
191,2016-11-8,23,5.0,℃
192,2016-11-9,0,5.0,℃
193,2016-11-9,1,5.0,℃
194,2016-11-9,2,5.0,℃
195,2016-11-9,3,5.5,℃
196,2016-11-9,4,6.5,℃
197,2016-11-9,5,7.0,℃
198,2016-11-9,6,8.0,℃
199,2016-11-9,7,8.0,℃
200,2016-11-9,8,8.0,℃
201,2016-11-9,9,8.0,℃
202,2016-11-9,10,8.0,℃
203,2016-11-9,11,8.0,℃
204,2016-11-9,12,8.0,℃
205,2016-11-9,13,8.0,℃
206,2016-11-9,14,9.0,℃
207,2016-11-9,15,9.0,℃
208,2016-11-9,16,9.0,℃
209,2016-11-9,17,9.0,℃
210,2016-11-9,18,9.0,℃
211,2016-11-9,19,8.5,℃
212,2016-11-9,20,8.0,℃
213,2016-11-9,21,8.0,℃
214,2016-11-9,22,8.0,℃
215,2016-11-9,23,7.0,℃
216,2016-11-10,0,7.0,℃
217,2016-11-10,1,6.0,℃
218,2016-11-10,2,6.0,℃
219,2016-11-10,3,6.0,℃
220,2016-11-10,4,6.0,℃
221,2016-11-10,5,6.0,℃
222,2016-11-10,6,6.0,℃
223,2016-11-10,7,6.5,℃
224,2016-11-10,8,7.0,℃
225,2016-11-10,9,8.0,℃
226,2016-11-10,10,8.5,℃
227,2016-11-10,11,9.5,℃
228,2016-11-10,12,11.0,℃
229,2016-11-10,13,11.0,℃
230,2016-11-10,14,10.5,℃
231,2016-11-10,15,10.5,℃
232,2016-11-10,16,9.0,℃
233,2016-11-10,17,9.5,℃
234,2016-11-10,18,9.0,℃
235,2016-11-10,19,9.0,℃
236,2016-11-10,20,8.0,℃
237,2016-11-10,21,8.0,℃
238,2016-11-10,22,8.0,℃
239,2016-11-10,23,8.0,℃
240,2016-11-11,0,7.5,℃
241,2016-11-11,1,7.0,℃
242,2016-11-11,2,6.5,℃
243,2016-11-11,3,6.0,℃
244,2016-11-11,4,6.0,℃
245,2016-11-11,5,6.0,℃
246,2016-11-11,6,5.5,℃
247,2016-11-11,7,5.0,℃
248,2016-11-11,8,5.0,℃
249,2016-11-11,9,6.0,℃
250,2016-11-11,10,7.5,℃
251,2016-11-11,11,8.5,℃
252,2016-11-11,12,10.0,℃
253,2016-11-11,13,11.0,℃
254,2016-11-11,14,10.5,℃
255,2016-11-11,15,10.0,℃
256,2016-11-11,16,9.5,℃
257,2016-11-11,17,8.5,℃
258,2016-11-11,18,8.0,℃
259,2016-11-11,19,7.5,℃
260,2016-11-11,20,7.0,℃
261,2016-11-11,21,6.5,℃
262,2016-11-11,22,6.0,℃
263,2016-11-11,23,6.0,℃
264,2016-11-12,0,6.5,℃
