,DateTime,Seq,Temp,°C
0,2016-6-1,0,13.0,℃
1,2016-6-1,1,13.0,℃
2,2016-6-1,2,13.0,℃
3,2016-6-1,3,13.0,℃
4,2016-6-1,4,12.5,℃
5,2016-6-1,5,12.0,℃
6,2016-6-1,6,12.0,℃
7,2016-6-1,7,13.0,℃
8,2016-6-1,8,13.0,℃
9,2016-6-1,9,13.0,℃
10,2016-6-1,10,13.0,℃
11,2016-6-1,11,13.0,℃
12,2016-6-1,12,13.0,℃
13,2016-6-1,13,13.0,℃
14,2016-6-1,14,13.0,℃
15,2016-6-1,15,13.0,℃
16,2016-6-1,16,13.0,℃
17,2016-6-1,17,13.0,℃
18,2016-6-1,18,13.0,℃
19,2016-6-1,19,13.0,℃
20,2016-6-1,20,12.0,℃
21,2016-6-1,21,12.0,℃
22,2016-6-1,22,12.0,℃
23,2016-6-1,23,12.0,℃
24,2016-6-2,0,11.5,℃
25,2016-6-2,1,11.0,℃
26,2016-6-2,2,11.0,℃
27,2016-6-2,3,11.0,℃
28,2016-6-2,4,11.0,℃
29,2016-6-2,5,11.0,℃
30,2016-6-2,6,11.0,℃
31,2016-6-2,7,11.0,℃
32,2016-6-2,8,11.0,℃
33,2016-6-2,9,11.5,℃
34,2016-6-2,10,12.0,℃
35,2016-6-2,11,12.0,℃
36,2016-6-2,12,12.0,℃
37,2016-6-2,13,12.0,℃
38,2016-6-2,14,12.0,℃
39,2016-6-2,15,12.0,℃
40,2016-6-2,16,12.0,℃
41,2016-6-2,17,12.0,℃
42,2016-6-2,18,11.5,℃
43,2016-6-2,19,11.0,℃
44,2016-6-2,20,11.0,℃
45,2016-6-2,21,11.0,℃
46,2016-6-2,22,10.5,℃
47,2016-6-2,23,10.0,℃
48,2016-6-3,0,10.0,℃
49,2016-6-3,1,10.0,℃
50,2016-6-3,2,10.0,℃
51,2016-6-3,3,10.0,℃
52,2016-6-3,4,10.0,℃
53,2016-6-3,5,10.0,℃
54,2016-6-3,6,10.0,℃
55,2016-6-3,7,10.0,℃
56,2016-6-3,8,10.0,℃
57,2016-6-3,9,11.0,℃
58,2016-6-3,10,11.0,℃
59,2016-6-3,11,12.0,℃
60,2016-6-3,12,12.0,℃
61,2016-6-3,13,12.5,℃
62,2016-6-3,14,13.0,℃
63,2016-6-3,15,13.0,℃
64,2016-6-3,16,13.0,℃
65,2016-6-3,17,12.5,℃
66,2016-6-3,18,12.0,℃
67,2016-6-3,19,12.0,℃
68,2016-6-3,20,12.0,℃
69,2016-6-3,21,12.0,℃
70,2016-6-3,22,12.0,℃
71,2016-6-3,23,12.0,℃
72,2016-6-4,0,12.0,℃
73,2016-6-4,1,12.0,℃
74,2016-6-4,2,12.0,℃
75,2016-6-4,3,12.0,℃
76,2016-6-4,4,12.0,℃
77,2016-6-4,5,12.0,℃
78,2016-6-4,6,12.5,℃
79,2016-6-4,7,13.0,℃
80,2016-6-4,8,13.0,℃
81,2016-6-4,9,14.0,℃
82,2016-6-4,10,14.5,℃
83,2016-6-4,11,16.0,℃
84,2016-6-4,12,17.0,℃
85,2016-6-4,13,17.0,℃
86,2016-6-4,14,17.0,℃
87,2016-6-4,15,18.0,℃
88,2016-6-4,16,18.0,℃
89,2016-6-4,17,18.5,℃
90,2016-6-4,18,19.0,℃
91,2016-6-4,19,18.5,℃
92,2016-6-4,20,18.0,℃
93,2016-6-4,21,17.0,℃
94,2016-6-4,22,16.5,℃
95,2016-6-4,23,16.0,℃
96,2016-6-5,0,14.0,℃
97,2016-6-5,1,13.5,℃
98,2016-6-5,2,13.0,℃
99,2016-6-5,3,12.5,℃
100,2016-6-5,4,12.0,℃
101,2016-6-5,5,12.0,℃
102,2016-6-5,6,13.0,℃
103,2016-6-5,7,13.0,℃
104,2016-6-5,8,14.0,℃
105,2016-6-5,9,14.5,℃
106,2016-6-5,10,15.5,℃
107,2016-6-5,11,18.0,℃
108,2016-6-5,12,20.0,℃
109,2016-6-5,13,21.0,℃
110,2016-6-5,14,22.5,℃
111,2016-6-5,15,23.5,℃
112,2016-6-5,16,23.5,℃
113,2016-6-5,17,21.5,℃
114,2016-6-5,18,20.5,℃
115,2016-6-5,19,18.5,℃
116,2016-6-5,20,16.0,℃
117,2016-6-5,21,14.5,℃
118,2016-6-5,22,13.5,℃
119,2016-6-5,23,13.0,℃
120,2016-6-6,0,13.0,℃
121,2016-6-6,1,12.0,℃
122,2016-6-6,2,12.0,℃
123,2016-6-6,3,12.0,℃
124,2016-6-6,4,12.0,℃
125,2016-6-6,5,12.0,℃
126,2016-6-6,6,12.0,℃
127,2016-6-6,7,12.5,℃
128,2016-6-6,8,13.5,℃
129,2016-6-6,9,15.5,℃
130,2016-6-6,10,17.5,℃
131,2016-6-6,11,19.5,℃
132,2016-6-6,12,20.5,℃
133,2016-6-6,13,18.0,℃
134,2016-6-6,14,20.0,℃
135,2016-6-6,15,21.5,℃
136,2016-6-6,16,22.0,℃
137,2016-6-6,17,21.0,℃
138,2016-6-6,18,20.0,℃
139,2016-6-6,19,18.0,℃
140,2016-6-6,20,15.5,℃
141,2016-6-6,21,14.0,℃
142,2016-6-6,22,14.0,℃
143,2016-6-6,23,14.0,℃
144,2016-6-7,0,13.0,℃
145,2016-6-7,1,13.0,℃
146,2016-6-7,2,13.0,℃
147,2016-6-7,3,13.0,℃
148,2016-6-7,4,13.0,℃
149,2016-6-7,5,13.0,℃
150,2016-6-7,6,14.0,℃
151,2016-6-7,7,15.5,℃
152,2016-6-7,8,17.5,℃
153,2016-6-7,9,19.5,℃
154,2016-6-7,10,21.0,℃
155,2016-6-7,11,22.0,℃
156,2016-6-7,12,23.0,℃
157,2016-6-7,13,22.5,℃
158,2016-6-7,14,20.5,℃
159,2016-6-7,15,19.0,℃
160,2016-6-7,16,20.5,℃
161,2016-6-7,17,20.0,℃
162,2016-6-7,18,20.0,℃
163,2016-6-7,19,20.0,℃
164,2016-6-7,20,18.5,℃
165,2016-6-7,21,17.0,℃
166,2016-6-7,22,16.5,℃
167,2016-6-7,23,16.0,℃
168,2016-6-8,0,16.0,℃
169,2016-6-8,1,16.0,℃
170,2016-6-8,2,16.0,℃
171,2016-6-8,3,15.5,℃
172,2016-6-8,4,15.0,℃
173,2016-6-8,5,15.5,℃
174,2016-6-8,6,16.5,℃
175,2016-6-8,7,17.5,℃
176,2016-6-8,8,18.5,℃
177,2016-6-8,9,20.5,℃
178,2016-6-8,10,21.5,℃
179,2016-6-8,11,23.0,℃
180,2016-6-8,12,24.5,℃
181,2016-6-8,13,23.0,℃
182,2016-6-8,14,22.0,℃
183,2016-6-8,15,22.0,℃
184,2016-6-8,16,21.0,℃
185,2016-6-8,17,22.5,℃
186,2016-6-8,18,21.0,℃
187,2016-6-8,19,17.5,℃
188,2016-6-8,20,15.5,℃
189,2016-6-8,21,14.0,℃
190,2016-6-8,22,14.0,℃
191,2016-6-8,23,14.0,℃
192,2016-6-9,0,13.5,℃
193,2016-6-9,1,14.0,℃
194,2016-6-9,2,14.0,℃
195,2016-6-9,3,13.0,℃
196,2016-6-9,4,13.5,℃
197,2016-6-9,5,13.5,℃
198,2016-6-9,6,13.0,℃
