,DateTime,Seq,Temp,°C
0,2016-3-1,0,5.0,℃
1,2016-3-1,1,5.5,℃
2,2016-3-1,2,5.0,℃
3,2016-3-1,3,5.0,℃
4,2016-3-1,4,6.0,℃
5,2016-3-1,5,6.5,℃
6,2016-3-1,6,7.0,℃
7,2016-3-1,7,7.5,℃
8,2016-3-1,8,8.0,℃
9,2016-3-1,9,9.5,℃
10,2016-3-1,10,10.0,℃
11,2016-3-1,11,10.0,℃
12,2016-3-1,12,10.5,℃
13,2016-3-1,13,11.5,℃
14,2016-3-1,14,13.0,℃
15,2016-3-1,15,13.0,℃
16,2016-3-1,16,13.0,℃
17,2016-3-1,17,12.5,℃
18,2016-3-1,18,12.0,℃
19,2016-3-1,19,11.5,℃
20,2016-3-1,20,11.0,℃
21,2016-3-1,21,10.0,℃
22,2016-3-1,22,10.0,℃
23,2016-3-1,23,9.0,℃
24,2016-3-2,0,9.0,℃
25,2016-3-2,1,9.0,℃
26,2016-3-2,2,8.0,℃
27,2016-3-2,3,7.0,℃
28,2016-3-2,4,6.5,℃
29,2016-3-2,5,6.0,℃
30,2016-3-2,6,5.5,℃
31,2016-3-2,7,5.0,℃
32,2016-3-2,8,5.5,℃
33,2016-3-2,9,6.0,℃
34,2016-3-2,10,6.0,℃
35,2016-3-2,11,4.0,℃
36,2016-3-2,12,5.5,℃
37,2016-3-2,13,6.0,℃
38,2016-3-2,14,5.5,℃
39,2016-3-2,15,7.0,℃
40,2016-3-2,16,6.5,℃
41,2016-3-2,17,7.0,℃
42,2016-3-2,18,7.0,℃
43,2016-3-2,19,6.0,℃
44,2016-3-2,20,6.0,℃
45,2016-3-2,21,6.0,℃
46,2016-3-2,22,6.0,℃
47,2016-3-2,23,6.5,℃
48,2016-3-3,0,7.0,℃
49,2016-3-3,1,6.5,℃
50,2016-3-3,2,7.0,℃
51,2016-3-3,3,6.5,℃
52,2016-3-3,4,6.0,℃
53,2016-3-3,5,5.5,℃
54,2016-3-3,6,5.0,℃
55,2016-3-3,7,4.5,℃
56,2016-3-3,8,4.5,℃
57,2016-3-3,9,5.0,℃
58,2016-3-3,10,6.0,℃
