,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20140101,2014-01-01,수,0,0,656
1,20140101,2014-01-01,수,0,1,2762
2,20140101,2014-01-01,수,0,2,2849
3,20140101,2014-01-01,수,0,3,4831
4,20140101,2014-01-01,수,0,4,306
5,20140101,2014-01-01,수,0,5,327
6,20140101,2014-01-01,수,0,6,684
7,20140101,2014-01-01,수,0,7,317
8,20140101,2014-01-01,수,0,8,323
9,20140101,2014-01-01,수,0,9,305
10,20140101,2014-01-01,수,0,10,3890
11,20140101,2014-01-01,수,0,11,3108
12,20140101,2014-01-01,수,0,12,533
13,20140101,2014-01-01,수,0,13,3786
14,20140101,2014-01-01,수,0,14,3282
15,20140101,2014-01-01,수,0,15,738
16,20140101,2014-01-01,수,0,16,666
17,20140101,2014-01-01,수,0,17,3043
18,20140101,2014-01-01,수,0,18,2283
19,20140101,2014-01-01,수,0,19,2313
20,20140101,2014-01-01,수,0,20,2204
21,20140101,2014-01-01,수,0,21,634
22,20140101,2014-01-01,수,0,22,632
23,20140101,2014-01-01,수,0,23,229
24,20140102,2014-01-02,목,0,0,284
25,20140102,2014-01-02,목,0,1,1049
26,20140102,2014-01-02,목,0,2,292
27,20140102,2014-01-02,목,0,3,223
28,20140102,2014-01-02,목,0,4,227
29,20140102,2014-01-02,목,0,5,404
30,20140102,2014-01-02,목,0,6,365
31,20140102,2014-01-02,목,0,7,294
32,20140102,2014-01-02,목,0,8,285
33,20140102,2014-01-02,목,0,9,2693
34,20140102,2014-01-02,목,0,10,472
35,20140102,2014-01-02,목,0,11,515
36,20140102,2014-01-02,목,0,12,950
37,20140102,2014-01-02,목,0,13,3705
38,20140102,2014-01-02,목,0,14,2838
39,20140102,2014-01-02,목,0,15,1832
40,20140102,2014-01-02,목,0,16,2922
41,20140102,2014-01-02,목,0,17,3944
42,20140102,2014-01-02,목,0,18,2965
43,20140102,2014-01-02,목,0,19,3009
44,20140102,2014-01-02,목,0,20,657
45,20140102,2014-01-02,목,0,21,2444
46,20140102,2014-01-02,목,0,22,539
47,20140102,2014-01-02,목,0,23,2626
48,20140103,2014-01-03,금,0,0,2632
49,20140103,2014-01-03,금,0,1,232
50,20140103,2014-01-03,금,0,2,275
51,20140103,2014-01-03,금,0,3,257
52,20140103,2014-01-03,금,0,4,215
53,20140103,2014-01-03,금,0,5,225
54,20140103,2014-01-03,금,0,6,282
55,20140103,2014-01-03,금,0,7,2619
56,20140103,2014-01-03,금,0,8,2998
57,20140103,2014-01-03,금,0,9,517
58,20140103,2014-01-03,금,0,10,521
59,20140103,2014-01-03,금,0,11,691
60,20140103,2014-01-03,금,0,12,2895
61,20140103,2014-01-03,금,0,13,4506
62,20140103,2014-01-03,금,0,14,2931
63,20140103,2014-01-03,금,0,15,2863
64,20140103,2014-01-03,금,0,16,1793
65,20140103,2014-01-03,금,0,17,2038
66,20140103,2014-01-03,금,0,18,4711
67,20140103,2014-01-03,금,0,19,623
68,20140103,2014-01-03,금,0,20,669
69,20140103,2014-01-03,금,0,21,724
70,20140103,2014-01-03,금,0,22,510
71,20140103,2014-01-03,금,0,23,318
72,20140104,2014-01-04,토,1,0,284
73,20140104,2014-01-04,토,1,1,253
74,20140104,2014-01-04,토,1,2,789
75,20140104,2014-01-04,토,1,3,735
76,20140104,2014-01-04,토,1,4,371
77,20140104,2014-01-04,토,1,5,777
78,20140104,2014-01-04,토,1,6,786
79,20140104,2014-01-04,토,1,7,830
80,20140104,2014-01-04,토,1,8,762
81,20140104,2014-01-04,토,1,9,3759
82,20140104,2014-01-04,토,1,10,3732
83,20140104,2014-01-04,토,1,11,298
84,20140104,2014-01-04,토,1,12,2852
85,20140104,2014-01-04,토,1,13,5233
86,20140104,2014-01-04,토,1,14,1853
87,20140104,2014-01-04,토,1,15,282
88,20140104,2014-01-04,토,1,16,684
89,20140104,2014-01-04,토,1,17,3028
90,20140104,2014-01-04,토,1,18,2788
91,20140104,2014-01-04,토,1,19,2653
92,20140104,2014-01-04,토,1,20,4836
93,20140104,2014-01-04,토,1,21,673
94,20140104,2014-01-04,토,1,22,510
95,20140104,2014-01-04,토,1,23,467
96,20140105,2014-01-05,일,1,0,311
97,20140105,2014-01-05,일,1,1,247
98,20140105,2014-01-05,일,1,2,672
99,20140105,2014-01-05,일,1,3,239
100,20140105,2014-01-05,일,1,4,269
101,20140105,2014-01-05,일,1,5,756
102,20140105,2014-01-05,일,1,6,313
103,20140105,2014-01-05,일,1,7,355
104,20140105,2014-01-05,일,1,8,2902
105,20140105,2014-01-05,일,1,9,2043
106,20140105,2014-01-05,일,1,10,232
107,20140105,2014-01-05,일,1,11,276
108,20140105,2014-01-05,일,1,12,827
109,20140105,2014-01-05,일,1,13,321
110,20140105,2014-01-05,일,1,14,5253
111,20140105,2014-01-05,일,1,15,1951
112,20140105,2014-01-05,일,1,16,450
113,20140105,2014-01-05,일,1,17,2233
114,20140105,2014-01-05,일,1,18,2362
115,20140105,2014-01-05,일,1,19,2643
116,20140105,2014-01-05,일,1,20,542
117,20140105,2014-01-05,일,1,21,2051
118,20140105,2014-01-05,일,1,22,2780
119,20140105,2014-01-05,일,1,23,2911
120,20140106,2014-01-06,월,0,0,238
121,20140106,2014-01-06,월,0,1,234
122,20140106,2014-01-06,월,0,2,331
123,20140106,2014-01-06,월,0,3,298
124,20140106,2014-01-06,월,0,4,236
125,20140106,2014-01-06,월,0,5,246
126,20140106,2014-01-06,월,0,6,304
127,20140106,2014-01-06,월,0,7,331
128,20140106,2014-01-06,월,0,8,2967
129,20140106,2014-01-06,월,0,9,2271
130,20140106,2014-01-06,월,0,10,375
131,20140106,2014-01-06,월,0,11,858
132,20140106,2014-01-06,월,0,12,383
133,20140106,2014-01-06,월,0,13,528
134,20140106,2014-01-06,월,0,14,380
135,20140106,2014-01-06,월,0,15,340
136,20140106,2014-01-06,월,0,16,407
137,20140106,2014-01-06,월,0,17,531
138,20140106,2014-01-06,월,0,18,3063
139,20140106,2014-01-06,월,0,19,869
140,20140106,2014-01-06,월,0,20,782
141,20140106,2014-01-06,월,0,21,671
142,20140106,2014-01-06,월,0,22,2255
143,20140106,2014-01-06,월,0,23,348
144,20140107,2014-01-07,화,0,0,313
145,20140107,2014-01-07,화,0,1,301
146,20140107,2014-01-07,화,0,2,227
147,20140107,2014-01-07,화,0,3,300
148,20140107,2014-01-07,화,0,4,372
149,20140107,2014-01-07,화,0,5,319
150,20140107,2014-01-07,화,0,6,232
151,20140107,2014-01-07,화,0,7,2630
152,20140107,2014-01-07,화,0,8,3034
153,20140107,2014-01-07,화,0,9,548
154,20140107,2014-01-07,화,0,10,464
155,20140107,2014-01-07,화,0,11,528
156,20140107,2014-01-07,화,0,12,2159
157,20140107,2014-01-07,화,0,13,2928
158,20140107,2014-01-07,화,0,14,367
159,20140107,2014-01-07,화,0,15,430
160,20140107,2014-01-07,화,0,16,2067
161,20140107,2014-01-07,화,0,17,662
162,20140107,2014-01-07,화,0,18,4496
163,20140107,2014-01-07,화,0,19,3849
164,20140107,2014-01-07,화,0,20,3121
165,20140107,2014-01-07,화,0,21,1975
166,20140107,2014-01-07,화,0,22,554
167,20140107,2014-01-07,화,0,23,511
168,20140108,2014-01-08,수,0,0,326
169,20140108,2014-01-08,수,0,1,256
170,20140108,2014-01-08,수,0,2,326
171,20140108,2014-01-08,수,0,3,318
172,20140108,2014-01-08,수,0,4,320
173,20140108,2014-01-08,수,0,5,348
174,20140108,2014-01-08,수,0,6,249
175,20140108,2014-01-08,수,0,7,2714
176,20140108,2014-01-08,수,0,8,5356
177,20140108,2014-01-08,수,0,9,2901
178,20140108,2014-01-08,수,0,10,1734
179,20140108,2014-01-08,수,0,11,2762
180,20140108,2014-01-08,수,0,12,2694
181,20140108,2014-01-08,수,0,13,2785
182,20140108,2014-01-08,수,0,14,398
183,20140108,2014-01-08,수,0,15,697
184,20140108,2014-01-08,수,0,16,420
185,20140108,2014-01-08,수,0,17,2027
186,20140108,2014-01-08,수,0,18,2957
187,20140108,2014-01-08,수,0,19,616
188,20140108,2014-01-08,수,0,20,2362
189,20140108,2014-01-08,수,0,21,694
190,20140108,2014-01-08,수,0,22,698
191,20140108,2014-01-08,수,0,23,655
192,20140109,2014-01-09,목,0,0,2640
193,20140109,2014-01-09,목,0,1,2640
194,20140109,2014-01-09,목,0,2,250
195,20140109,2014-01-09,목,0,3,251
196,20140109,2014-01-09,목,0,4,249
197,20140109,2014-01-09,목,0,5,415
198,20140109,2014-01-09,목,0,6,444
199,20140109,2014-01-09,목,0,7,3042
200,20140109,2014-01-09,목,0,8,2991
201,20140109,2014-01-09,목,0,9,564
202,20140109,2014-01-09,목,0,10,361
203,20140109,2014-01-09,목,0,11,3142
204,20140109,2014-01-09,목,0,12,2935
205,20140109,2014-01-09,목,0,13,562
206,20140109,2014-01-09,목,0,14,553
207,20140109,2014-01-09,목,0,15,611
208,20140109,2014-01-09,목,0,16,609
209,20140109,2014-01-09,목,0,17,3108
210,20140109,2014-01-09,목,0,18,3259
211,20140109,2014-01-09,목,0,19,2927
212,20140109,2014-01-09,목,0,20,4362
213,20140109,2014-01-09,목,0,21,1972
214,20140109,2014-01-09,목,0,22,696
215,20140109,2014-01-09,목,0,23,899
216,20140110,2014-01-10,금,0,0,257
217,20140110,2014-01-10,금,0,1,308
218,20140110,2014-01-10,금,0,2,249
219,20140110,2014-01-10,금,0,3,252
220,20140110,2014-01-10,금,0,4,265
221,20140110,2014-01-10,금,0,5,576
222,20140110,2014-01-10,금,0,6,402
223,20140110,2014-01-10,금,0,7,2882
224,20140110,2014-01-10,금,0,8,3843
225,20140110,2014-01-10,금,0,9,392
226,20140110,2014-01-10,금,0,10,294
227,20140110,2014-01-10,금,0,11,671
228,20140110,2014-01-10,금,0,12,2068
229,20140110,2014-01-10,금,0,13,2858
230,20140110,2014-01-10,금,0,14,4729
231,20140110,2014-01-10,금,0,15,1915
232,20140110,2014-01-10,금,0,16,498
233,20140110,2014-01-10,금,0,17,2745
234,20140110,2014-01-10,금,0,18,2064
235,20140110,2014-01-10,금,0,19,6238
236,20140110,2014-01-10,금,0,20,3067
237,20140110,2014-01-10,금,0,21,475
238,20140110,2014-01-10,금,0,22,745
239,20140110,2014-01-10,금,0,23,258
240,20140111,2014-01-11,토,1,0,327
241,20140111,2014-01-11,토,1,1,317
242,20140111,2014-01-11,토,1,2,254
243,20140111,2014-01-11,토,1,3,601
244,20140111,2014-01-11,토,1,4,249
245,20140111,2014-01-11,토,1,5,508
246,20140111,2014-01-11,토,1,6,505
247,20140111,2014-01-11,토,1,7,934
248,20140111,2014-01-11,토,1,8,291
249,20140111,2014-01-11,토,1,9,283
250,20140111,2014-01-11,토,1,10,285
251,20140111,2014-01-11,토,1,11,450
252,20140111,2014-01-11,토,1,12,6586
253,20140111,2014-01-11,토,1,13,5264
254,20140111,2014-01-11,토,1,14,2862
255,20140111,2014-01-11,토,1,15,1564
256,20140111,2014-01-11,토,1,16,234
257,20140111,2014-01-11,토,1,17,229
258,20140111,2014-01-11,토,1,18,231
259,20140111,2014-01-11,토,1,19,509
260,20140111,2014-01-11,토,1,20,965
261,20140111,2014-01-11,토,1,21,295
262,20140111,2014-01-11,토,1,22,361
263,20140111,2014-01-11,토,1,23,231
264,20140112,2014-01-12,일,1,0,835
265,20140112,2014-01-12,일,1,1,224
266,20140112,2014-01-12,일,1,2,368
267,20140112,2014-01-12,일,1,3,213
268,20140112,2014-01-12,일,1,4,290
269,20140112,2014-01-12,일,1,5,216
270,20140112,2014-01-12,일,1,6,236
271,20140112,2014-01-12,일,1,7,227
272,20140112,2014-01-12,일,1,8,510
273,20140112,2014-01-12,일,1,9,223
274,20140112,2014-01-12,일,1,10,217
275,20140112,2014-01-12,일,1,11,259
276,20140112,2014-01-12,일,1,12,270
277,20140112,2014-01-12,일,1,13,897
278,20140112,2014-01-12,일,1,14,430
279,20140112,2014-01-12,일,1,15,238
280,20140112,2014-01-12,일,1,16,367
281,20140112,2014-01-12,일,1,17,365
282,20140112,2014-01-12,일,1,18,246
283,20140112,2014-01-12,일,1,19,234
284,20140112,2014-01-12,일,1,20,306
