,DateTime,Day,Holiday,Seq,Watt
0,2014-9-1,월,0,0,289
1,2014-9-1,월,0,1,366
2,2014-9-1,월,0,2,341
3,2014-9-1,월,0,3,287
4,2014-9-1,월,0,4,356
5,2014-9-1,월,0,5,390
6,2014-9-1,월,0,6,4517
7,2014-9-1,월,0,7,6201
8,2014-9-1,월,0,8,1964
9,2014-9-1,월,0,9,2077
10,2014-9-1,월,0,10,291
11,2014-9-1,월,0,11,278
12,2014-9-1,월,0,12,275
13,2014-9-1,월,0,13,2603
14,2014-9-1,월,0,14,1902
15,2014-9-1,월,0,15,4478
16,2014-9-1,월,0,16,3146
17,2014-9-1,월,0,17,2037
18,2014-9-1,월,0,18,2222
19,2014-9-1,월,0,19,2220
20,2014-9-1,월,0,20,505
21,2014-9-1,월,0,21,243
22,2014-9-1,월,0,22,229
23,2014-9-1,월,0,23,221
24,2014-9-2,화,0,0,380
25,2014-9-2,화,0,1,219
26,2014-9-2,화,0,2,229
27,2014-9-2,화,0,3,217
28,2014-9-2,화,0,4,4574
29,2014-9-2,화,0,5,284
30,2014-9-2,화,0,6,286
31,2014-9-2,화,0,7,2664
32,2014-9-2,화,0,8,378
33,2014-9-2,화,0,9,2650
34,2014-9-2,화,0,10,2984
35,2014-9-2,화,0,11,1642
36,2014-9-2,화,0,12,5313
37,2014-9-2,화,0,13,5122
38,2014-9-2,화,0,14,3265
39,2014-9-2,화,0,15,893
40,2014-9-2,화,0,16,2855
41,2014-9-2,화,0,17,1994
42,2014-9-2,화,0,18,4556
43,2014-9-2,화,0,19,2914
44,2014-9-2,화,0,20,2382
45,2014-9-2,화,0,21,852
46,2014-9-2,화,0,22,372
47,2014-9-2,화,0,23,235
48,2014-9-3,수,0,0,327
49,2014-9-3,수,0,1,219
50,2014-9-3,수,0,2,215
51,2014-9-3,수,0,3,1506
52,2014-9-3,수,0,4,216
53,2014-9-3,수,0,5,448
54,2014-9-3,수,0,6,387
55,2014-9-3,수,0,7,2604
56,2014-9-3,수,0,8,269
57,2014-9-3,수,0,9,2300
58,2014-9-3,수,0,10,344
59,2014-9-3,수,0,11,267
60,2014-9-3,수,0,12,267
61,2014-9-3,수,0,13,637
62,2014-9-3,수,0,14,254
63,2014-9-3,수,0,15,282
64,2014-9-3,수,0,16,2922
65,2014-9-3,수,0,17,2729
66,2014-9-3,수,0,18,2064
67,2014-9-3,수,0,19,3171
68,2014-9-3,수,0,20,1846
69,2014-9-3,수,0,21,830
70,2014-9-3,수,0,22,250
71,2014-9-3,수,0,23,245
72,2014-9-4,목,0,0,938
73,2014-9-4,목,0,1,551
74,2014-9-4,목,0,2,237
75,2014-9-4,목,0,3,240
76,2014-9-4,목,0,4,2662
77,2014-9-4,목,0,5,401
78,2014-9-4,목,0,6,4556
79,2014-9-4,목,0,7,4468
80,2014-9-4,목,0,8,832
81,2014-9-4,목,0,9,310
82,2014-9-4,목,0,10,269
83,2014-9-4,목,0,11,377
84,2014-9-4,목,0,12,278
85,2014-9-4,목,0,13,965
86,2014-9-4,목,0,14,270
87,2014-9-4,목,0,15,1958
88,2014-9-4,목,0,16,3005
89,2014-9-4,목,0,17,2084
90,2014-9-4,목,0,18,2803
91,2014-9-4,목,0,19,1990
92,2014-9-4,목,0,20,515
93,2014-9-4,목,0,21,513
94,2014-9-4,목,0,22,265
95,2014-9-4,목,0,23,243
96,2014-9-5,금,0,0,227
97,2014-9-5,금,0,1,372
98,2014-9-5,금,0,2,231
99,2014-9-5,금,0,3,307
100,2014-9-5,금,0,4,344
101,2014-9-5,금,0,5,237
102,2014-9-5,금,0,6,278
103,2014-9-5,금,0,7,2662
104,2014-9-5,금,0,8,271
105,2014-9-5,금,0,9,275
106,2014-9-5,금,0,10,1950
107,2014-9-5,금,0,11,293
108,2014-9-5,금,0,12,280
109,2014-9-5,금,0,13,276
110,2014-9-5,금,0,14,1871
111,2014-9-5,금,0,15,447
112,2014-9-5,금,0,16,3131
113,2014-9-5,금,0,17,2820
114,2014-9-5,금,0,18,2326
115,2014-9-5,금,0,19,2130
116,2014-9-5,금,0,20,3144
117,2014-9-5,금,0,21,472
118,2014-9-5,금,0,22,307
119,2014-9-5,금,0,23,236
120,2014-9-6,토,1,0,237
121,2014-9-6,토,1,1,236
122,2014-9-6,토,1,2,232
123,2014-9-6,토,1,3,226
124,2014-9-6,토,1,4,215
125,2014-9-6,토,1,5,1976
126,2014-9-6,토,1,6,3718
127,2014-9-6,토,1,7,3550
128,2014-9-6,토,1,8,4208
129,2014-9-6,토,1,9,2602
130,2014-9-6,토,1,10,252
131,2014-9-6,토,1,11,265
132,2014-9-6,토,1,12,256
133,2014-9-6,토,1,13,264
134,2014-9-6,토,1,14,249
135,2014-9-6,토,1,15,246
136,2014-9-6,토,1,16,1996
137,2014-9-6,토,1,17,4591
138,2014-9-6,토,1,18,1969
139,2014-9-6,토,1,19,2082
140,2014-9-6,토,1,20,529
141,2014-9-6,토,1,21,518
142,2014-9-6,토,1,22,277
143,2014-9-6,토,1,23,242
144,2014-9-7,일,1,0,1977
145,2014-9-7,일,1,1,247
146,2014-9-7,일,1,2,242
147,2014-9-7,일,1,3,768
148,2014-9-7,일,1,4,238
149,2014-9-7,일,1,5,2884
150,2014-9-7,일,1,6,3062
151,2014-9-7,일,1,7,492
152,2014-9-7,일,1,8,4813
153,2014-9-7,일,1,9,594
154,2014-9-7,일,1,10,2051
155,2014-9-7,일,1,11,432
156,2014-9-7,일,1,12,418
157,2014-9-7,일,1,13,269
158,2014-9-7,일,1,14,1955
159,2014-9-7,일,1,15,386
160,2014-9-7,일,1,16,374
161,2014-9-7,일,1,17,4674
162,2014-9-7,일,1,18,3194
163,2014-9-7,일,1,19,1723
164,2014-9-7,일,1,20,562
165,2014-9-7,일,1,21,236
166,2014-9-7,일,1,22,226
167,2014-9-7,일,1,23,217
168,2014-9-8,월,0,0,259
169,2014-9-8,월,0,1,222
170,2014-9-8,월,0,2,231
171,2014-9-8,월,0,3,367
172,2014-9-8,월,0,4,225
173,2014-9-8,월,0,5,291
174,2014-9-8,월,0,6,2735
175,2014-9-8,월,0,7,4546
176,2014-9-8,월,0,8,2652
177,2014-9-8,월,0,9,3865
178,2014-9-8,월,0,10,1805
179,2014-9-8,월,0,11,256
180,2014-9-8,월,0,12,2654
181,2014-9-8,월,0,13,2641
182,2014-9-8,월,0,14,493
183,2014-9-8,월,0,15,254
184,2014-9-8,월,0,16,2693
185,2014-9-8,월,0,17,1961
186,2014-9-8,월,0,18,2730
