,DateTime,Day,Holiday,Seq,Watt
0,2014-3-1,토,1,0,625
1,2014-3-1,토,1,1,269
2,2014-3-1,토,1,2,222
3,2014-3-1,토,1,3,237
4,2014-3-1,토,1,4,266
5,2014-3-1,토,1,5,212
6,2014-3-1,토,1,6,963
7,2014-3-1,토,1,7,295
8,2014-3-1,토,1,8,2728
9,2014-3-1,토,1,9,2840
10,2014-3-1,토,1,10,644
11,2014-3-1,토,1,11,2154
12,2014-3-1,토,1,12,609
13,2014-3-1,토,1,13,3003
14,2014-3-1,토,1,14,291
15,2014-3-1,토,1,15,1991
16,2014-3-1,토,1,16,1965
17,2014-3-1,토,1,17,3428
18,2014-3-1,토,1,18,2025
19,2014-3-1,토,1,19,406
20,2014-3-1,토,1,20,5208
21,2014-3-1,토,1,21,5586
22,2014-3-1,토,1,22,610
23,2014-3-1,토,1,23,521
24,2014-3-2,일,1,0,838
25,2014-3-2,일,1,1,315
26,2014-3-2,일,1,2,297
27,2014-3-2,일,1,3,239
28,2014-3-2,일,1,4,218
29,2014-3-2,일,1,5,218
30,2014-3-2,일,1,6,304
31,2014-3-2,일,1,7,2729
32,2014-3-2,일,1,8,4508
33,2014-3-2,일,1,9,2732
34,2014-3-2,일,1,10,6689
35,2014-3-2,일,1,11,1911
36,2014-3-2,일,1,12,3764
37,2014-3-2,일,1,13,2788
38,2014-3-2,일,1,14,577
39,2014-3-2,일,1,15,377
40,2014-3-2,일,1,16,284
41,2014-3-2,일,1,17,348
42,2014-3-2,일,1,18,337
43,2014-3-2,일,1,19,358
44,2014-3-2,일,1,20,2121
45,2014-3-2,일,1,21,590
46,2014-3-2,일,1,22,504
47,2014-3-2,일,1,23,252
48,2014-3-3,월,0,0,247
49,2014-3-3,월,0,1,1357
50,2014-3-3,월,0,2,392
51,2014-3-3,월,0,3,247
52,2014-3-3,월,0,4,252
53,2014-3-3,월,0,5,335
54,2014-3-3,월,0,6,2726
55,2014-3-3,월,0,7,3612
56,2014-3-3,월,0,8,2030
57,2014-3-3,월,0,9,292
