,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20150101,2015-01-01,목,1,0,574
1,20150101,2015-01-01,목,1,1,386
2,20150101,2015-01-01,목,1,2,278
3,20150101,2015-01-01,목,1,3,232
4,20150101,2015-01-01,목,1,4,236
5,20150101,2015-01-01,목,1,5,247
6,20150101,2015-01-01,목,1,6,906
7,20150101,2015-01-01,목,1,7,862
8,20150101,2015-01-01,목,1,8,281
9,20150101,2015-01-01,목,1,9,267
10,20150101,2015-01-01,목,1,10,269
11,20150101,2015-01-01,목,1,11,254
12,20150101,2015-01-01,목,1,12,239
13,20150101,2015-01-01,목,1,13,1046
14,20150101,2015-01-01,목,1,14,248
15,20150101,2015-01-01,목,1,15,247
16,20150101,2015-01-01,목,1,16,724
17,20150101,2015-01-01,목,1,17,225
18,20150101,2015-01-01,목,1,18,249
19,20150101,2015-01-01,목,1,19,267
20,20150101,2015-01-01,목,1,20,451
21,20150101,2015-01-01,목,1,21,285
22,20150101,2015-01-01,목,1,22,293
23,20150101,2015-01-01,목,1,23,195
24,20150102,2015-01-02,금,0,0,278
25,20150102,2015-01-02,금,0,1,260
26,20150102,2015-01-02,금,0,2,322
27,20150102,2015-01-02,금,0,3,238
28,20150102,2015-01-02,금,0,4,275
29,20150102,2015-01-02,금,0,5,333
30,20150102,2015-01-02,금,0,6,426
31,20150102,2015-01-02,금,0,7,440
32,20150102,2015-01-02,금,0,8,251
33,20150102,2015-01-02,금,0,9,253
34,20150102,2015-01-02,금,0,10,274
35,20150102,2015-01-02,금,0,11,292
36,20150102,2015-01-02,금,0,12,312
37,20150102,2015-01-02,금,0,13,258
38,20150102,2015-01-02,금,0,14,252
39,20150102,2015-01-02,금,0,15,250
40,20150102,2015-01-02,금,0,16,249
41,20150102,2015-01-02,금,0,17,245
42,20150102,2015-01-02,금,0,18,265
43,20150102,2015-01-02,금,0,19,285
44,20150102,2015-01-02,금,0,20,307
45,20150102,2015-01-02,금,0,21,440
46,20150102,2015-01-02,금,0,22,333
47,20150102,2015-01-02,금,0,23,572
48,20150103,2015-01-03,토,1,0,258
49,20150103,2015-01-03,토,1,1,977
50,20150103,2015-01-03,토,1,2,354
51,20150103,2015-01-03,토,1,3,235
52,20150103,2015-01-03,토,1,4,261
53,20150103,2015-01-03,토,1,5,248
54,20150103,2015-01-03,토,1,6,287
55,20150103,2015-01-03,토,1,7,286
56,20150103,2015-01-03,토,1,8,259
57,20150103,2015-01-03,토,1,9,274
58,20150103,2015-01-03,토,1,10,340
59,20150103,2015-01-03,토,1,11,247
