,DateTime,Graph_Date,Day,Holiday,Seq,Watt
0,20151001,2015-10-01,목,0,0,235
1,20151001,2015-10-01,목,0,1,236
2,20151001,2015-10-01,목,0,2,379
3,20151001,2015-10-01,목,0,3,281
4,20151001,2015-10-01,목,0,4,238
5,20151001,2015-10-01,목,0,5,312
6,20151001,2015-10-01,목,0,6,4626
7,20151001,2015-10-01,목,0,7,3136
8,20151001,2015-10-01,목,0,8,484
9,20151001,2015-10-01,목,0,9,2734
10,20151001,2015-10-01,목,0,10,3042
11,20151001,2015-10-01,목,0,11,2830
12,20151001,2015-10-01,목,0,12,3063
13,20151001,2015-10-01,목,0,13,4512
14,20151001,2015-10-01,목,0,14,435
15,20151001,2015-10-01,목,0,15,3015
16,20151001,2015-10-01,목,0,16,955
17,20151001,2015-10-01,목,0,17,2461
18,20151001,2015-10-01,목,0,18,2146
19,20151001,2015-10-01,목,0,19,618
20,20151001,2015-10-01,목,0,20,521
21,20151001,2015-10-01,목,0,21,446
22,20151001,2015-10-01,목,0,22,317
23,20151001,2015-10-01,목,0,23,313
24,20151002,2015-10-02,금,0,0,316
25,20151002,2015-10-02,금,0,1,307
26,20151002,2015-10-02,금,0,2,301
27,20151002,2015-10-02,금,0,3,308
28,20151002,2015-10-02,금,0,4,313
29,20151002,2015-10-02,금,0,5,370
30,20151002,2015-10-02,금,0,6,4590
31,20151002,2015-10-02,금,0,7,4834
32,20151002,2015-10-02,금,0,8,493
33,20151002,2015-10-02,금,0,9,2981
34,20151002,2015-10-02,금,0,10,3879
35,20151002,2015-10-02,금,0,11,4654
36,20151002,2015-10-02,금,0,12,447
37,20151002,2015-10-02,금,0,13,467
38,20151002,2015-10-02,금,0,14,3130
39,20151002,2015-10-02,금,0,15,2907
40,20151002,2015-10-02,금,0,16,1997
41,20151002,2015-10-02,금,0,17,513
42,20151002,2015-10-02,금,0,18,1949
43,20151002,2015-10-02,금,0,19,2296
44,20151002,2015-10-02,금,0,20,505
45,20151002,2015-10-02,금,0,21,508
46,20151002,2015-10-02,금,0,22,424
47,20151002,2015-10-02,금,0,23,308
48,20151003,2015-10-03,토,1,0,317
49,20151003,2015-10-03,토,1,1,235
50,20151003,2015-10-03,토,1,2,238
51,20151003,2015-10-03,토,1,3,232
52,20151003,2015-10-03,토,1,4,243
53,20151003,2015-10-03,토,1,5,241
54,20151003,2015-10-03,토,1,6,4678
55,20151003,2015-10-03,토,1,7,2815
56,20151003,2015-10-03,토,1,8,3737
57,20151003,2015-10-03,토,1,9,2607
58,20151003,2015-10-03,토,1,10,283
59,20151003,2015-10-03,토,1,11,2668
60,20151003,2015-10-03,토,1,12,2664
61,20151003,2015-10-03,토,1,13,533
62,20151003,2015-10-03,토,1,14,286
63,20151003,2015-10-03,토,1,15,871
64,20151003,2015-10-03,토,1,16,312
65,20151003,2015-10-03,토,1,17,2095
66,20151003,2015-10-03,토,1,18,3180
67,20151003,2015-10-03,토,1,19,3039
68,20151003,2015-10-03,토,1,20,518
69,20151003,2015-10-03,토,1,21,2918
70,20151003,2015-10-03,토,1,22,544
71,20151003,2015-10-03,토,1,23,3019
72,20151004,2015-10-04,일,1,0,498
73,20151004,2015-10-04,일,1,1,491
74,20151004,2015-10-04,일,1,2,245
75,20151004,2015-10-04,일,1,3,239
76,20151004,2015-10-04,일,1,4,388
77,20151004,2015-10-04,일,1,5,241
78,20151004,2015-10-04,일,1,6,234
79,20151004,2015-10-04,일,1,7,2657
80,20151004,2015-10-04,일,1,8,539
81,20151004,2015-10-04,일,1,9,506
82,20151004,2015-10-04,일,1,10,2050
83,20151004,2015-10-04,일,1,11,4032
84,20151004,2015-10-04,일,1,12,505
85,20151004,2015-10-04,일,1,13,2991
86,20151004,2015-10-04,일,1,14,2887
87,20151004,2015-10-04,일,1,15,912
88,20151004,2015-10-04,일,1,16,3045
89,20151004,2015-10-04,일,1,17,2142
90,20151004,2015-10-04,일,1,18,842
91,20151004,2015-10-04,일,1,19,2219
92,20151004,2015-10-04,일,1,20,544
